name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,paper_titles,source_batch,qc_manual_review,qc_fix_applied,qc_confidence,qc_issue_category
CAPITALIZED,38912109,INS,0.0,ins,0.0,,0.0,1,https://www.ins.gov.co/Paginas/Inicio.aspx,200,,,,2024-06-13,"Group of Entomology, National Institute of Health, Bogotá, Colombia Group of Entomology, National Institute of Health Bogotá Colombia.","Fuya P, Marceló-Díaz C, Ortiz Gallego R, Páez G, Santamaria E, Súarez MF",,,2.0,Colombia,INS,ok,"<i>Culicoides</i> Latreille (Diptera, Ceratopogonidae) of Colombia: records from the collection of insects of medical importance from National Institute of Health.",2022-2025,,,,
TITLE_CAPITALIZED,35913976,MiCloud,0.0,,0.0,micloud,0.0,1,http://micloud.kr,200,,,,2022-08-01,"Department of Applied Mathematics and Statistics, The State University of New York, Korea, Incheon, South Korea.","Chisina C, Gu W, Kang B, Koh H, Moon J, Park T","2013M3A9C4078158, 2021R1C1C1013861",National Research Foundation of Korea,6.0,Andorra,MiCloud,ok,MiCloud: A unified web platform for comprehensive microbiome data analysis.,2022-2025,,,,
TITLE_CAPITALIZED,39535034,OncoSexome,0.0,,0.0,oncosexome,0.0,1,https://idrblab.org/OncoSexome/,200,,,,2025-01-01,"College of Pharmaceutical Sciences, The Second Affiliated Hospital, Zhejiang University School of Medicine, State Key Laboratory of Advanced Drug Delivery and Release Systems, Zhejiang University, Hangzhou 310058, China.","Butensky SD, Cai Z, DeWan AT, Johnson CH, Khan SA, Li J, Shen X, Yan H, Zhang Y, Zhou Y, Zhu F","134273-RSG-20-065-01, 181201*194232101, 2018QNA7023, 2020C03010, 2022YFC3400501, 22220102001, 81872798, 82373790, LR21H300001, U1909208, UL1 TR001863","Double Top-Class University, Fundamental Research Funds for Central Universities, Key Research & Development Program of Zhejiang, Key Research &amp; Development Program of Zhejiang, NCATS NIH HHS, National Key Research & Development Program of China, National Key Research &amp; Development Program of China, National Key Research and Development Program of China, National Natural Science Foundation of China, Natural Science Foundation of Zhejiang Province, Start-up Grant for New Academics, Westlake Laboratory, Westlake Laboratory (Westlake Lab of Life Sciences and Biomedicine), Westlake Laboratory (Westlake Lab of Life Sciences and Biomedicine); American Cancer Society Research Scholar [",1.0,"Andorra, China",OncoSexome,ok,OncoSexome: the landscape of sex-based differences in oncologic diseases.,2022-2025,,,,
CAPITALIZED,37995323,IPOP,0.0,ipop,0.0,,0.0,1,http://omicstudio.cloud:4012/ipod/,200,,,,2023-12-01,"State Key Laboratory of Crop Stress Biology for Arid Areas, Center of Bioinformatics, College of Life Sciences, Northwest A&F University, Yangling, Shaanxi 712100, China.","Hu X, Huang W, Ma C, Miao Z, Ren Y, Song M","32000410, 32170681, 32370723",National Natural Science Foundation of China,3.0,China,IPOP,ok,IPOP: An Integrative Plant Multi-omics Platform for Cross-species Comparison and Evolutionary Study.,2022-2025,,,,
CAPITALIZED,35849027,CHEM,0.0,chem,0.0,,0.0,1,https://www.ncbi.nlm.nih.gov/research/coronavirus/,200,,,,2022-07-01,"Graduate Institute of Data Science, Taipei Medical University, No. 172-1, Section 2, Keelung Rd, Dáan District, Taipei City 106, Taiwan.","Chang YC, Chen YS, Chiu YW, Hsu MH, Hsu WL, Lin SJ, Yeh WC",MOST 109-2410-H-038-012-MY2,"Ministry of Science and Technology, Taiwan",2.0,,CHEM,ok,A BERT-based ensemble learning approach for the BioCreative VII challenges: full-text chemical identification and multi-label classification in PubMed articles.,2022-2025,,,,
TITLE_CAPITALIZED,38224813,PRA-Pred,0.0,,0.0,pra-pred,0.0,1,https://web.iitm.ac.in/bioinfo2/prapred/,200,,,,2024-01-13,"Department of Biotechnology, Bhupat and Jyoti Mehta School of Biosciences, Indian Institute of Technology Madras, Chennai 600036, India.","Gromiha MM, Harini K, Sekijima M",CRG/2020/000314,Science and Engineering Research Board,6.0,"Andorra, India",PRA-Pred,ok,PRA-Pred: Structure-based prediction of protein-RNA binding affinity.,2022-2025,,,,
TITLE_CAPITALIZED,37897348,ViralZone,0.0,,0.0,viralzone,0.0,1,http://viralzone.expasy.org,200,,,,2024-01-01,"Swiss-Prot group, SIB Swiss Institute of Bioinformatics, CMU, 1 Michel Servet, 1211 Geneva 4, Switzerland.","Auchincloss A, Bridge A, De Castro E, Hulo C, Le Mercier P, Masson P",,"Research and Innovation SERI, Swiss Federal Government through the State Secretariat for Education, Swiss South African Joint Research Programme, Swiss South African Joint Research Programme (SSJRP)",13.0,Switzerland,ViralZone,ok,ViralZone 2024 provides higher-resolution images and advanced virus-specific resources.,2022-2025,,,,
CAPITALIZED,37897362,MACC,0.0,macc,0.0,,0.0,1,http://macc.badd-cao.net/,200,,,,2024-01-01,"School of Life Sciences, Fudan University, Shanghai, China.","Cao Z, Chen Z, Gao J, Li Z, Mo S, Shang Y, Shi Y, Tang K, Tang X, Wang J, Wang Q, Wang Y, Wu X, Xu X, Zhang M, Zhang S, Zheng G, Zhu C","2019YFA0905900, 32070657, 81830080","National Key R&D Program of China, National Key R&amp;D Program of China, National Natural Science Foundation of China",6.0,China,MACC,ok,MACC: a visual interactive knowledgebase of metabolite-associated cell communications.,2022-2025,,,,
CAPITALIZED,39192052,VCAT,0.0,vcat,0.0,,0.0,1,https://biomed.nscc-gz.cn/zhaolab/VCAT/,200,,,,2024-08-27,"Department of Medical Research Center, Sun Yat-Sen Memorial Hospital, Sun Yat-Sen University, 107 Yan Jiang West Road, Guangzhou, 500001, People's Republic of China.","Chen K, Cooper DN, Fan C, Huang B, Ou P, Rao J, Tian C, Yang Y, Zhao H","202007030010, 2021A1515010256, 2023YFF1204900, 81971190","Guangdong Key Field Research and Development Plan, Guangzhou Science and Technology Research Plan, National Key Research and Development Program of China, Natural Science Foundation of China",,"China, Senegal",VCAT,ok,VCAT: an integrated variant function annotation tools.,2022-2025,,,,
TITLE_CAPITALIZED,40011321,SUBTLEX-AR,0.0,subtlex-ar,0.0,,0.0,1,https://subtlexar.uaeu.ac.ae/,200,,,,2025-02-26,"Department of Cognitive Sciences, United Arab Emirates University, Al Ain, 15551, UAE. s.boudelaa@uaeu.ac.ae.","Boudelaa S, Carreiras M, Jariya N, Perea M",,United Arab Emirates University,,United Arab Emirates,SUBTLEX-AR,ok,SUBTLEX-AR: Arabic word distributional characteristics based on movie subtitles.,2022-2025,,,,
TITLE_CAPITALIZED,37898309,RCoV19,0.0,rcov19,0.0,,0.0,1,https://ngdc.cncb.ac.cn/ncov/,200,,,,2023-10-26,"National Genomics Data Center, Beijing Institute of Genomics, Chinese Academy of Sciences and China National Center for Bioinformation, Beijing 100101, China.","Bai X, Bao Y, Huang T, Jin E, Li C, Li L, Ma L, Song S, Wu G, Zhang R, Zhao W, Zou D","2019104, 2021YFF0703703, 2023YFC3041500, 32270718, ANSO-CR-KP-2022-09, Y2021038, Z211100002121006","Alliance of International Science Organizations, Beijing Nova Program, National Key R&amp;D Program of China, National Key Research and Development Program of China, National Natural Science Foundation of China, Youth Innovation Promotion Association of the Chinese Academy of Sciences",7.0,"Andorra, China",RCoV19,ok,"RCoV19: A One-stop Hub for SARS-CoV-2 Genome Data Integration, Variant Monitoring, and Risk Pre-warning.",2022-2025,,,,
TITLE_CAPITALIZED,35227770,PubChem,0.0,,0.0,pubchem,0.0,1,https://pubchem.ncbi.nlm.nih.gov,200,,,,2022-02-25,"National Center for Biotechnology Information, National Library of Medicine, National Institutes of Health, Bethesda, MD 20894, USA.","Bolton EE, Cheng T, Gindulyte A, He S, Kim S, Li Q, Thiessen PA",Z99 LM999999,"Intramural NIH HHS, National Institutes of Health, U.S. National Library of Medicine",44.0,United States,PubChem,ok,"PubChem Protein, Gene, Pathway, and Taxonomy Data Collections: Bridging Biology and Chemistry through Target-Centric Views of PubChem Data.",2022-2025,,,,
"CAPITALIZED,TITLE_CAPITALIZED",37784172,GenArk,0.0,genark,0.0,,0.0,1,https://hgdownload.soe.ucsc.edu/hubs/,200,,,,2023-10-02,"Genomics Institute, University of California, Santa Cruz, CA, 95064, USA. hclawson@ucsc.edu.","Armstrong J, Barber GP, Casper J, Clawson H, Diekhans M, Fischer C, Gonzalez JN, Haeussler M, Haussler D, Hiller M, Hinrichs AS, Kent WJ, Kirilenko BM, Kuhn RM, Lee BT, Lee CM, Nassar LR, Perez G, Raney BJ, Schmelter D, Speir ML, Wick B, Zweig AS","75N93019C00076, HMWK, U24 HG007234, U24-HG00237, U41 HG007234, U41HG007234","Division of Intramural Research, LOEWE-Zentrum für Translationale Medizin und Pharmakologie, NHGRI NIH HHS, NIAID NIH HHS, National Human Genome Research Institute, National Institute of Allergy and Infectious Diseases",11.0,United States,GenArk,ok,GenArk: towards a million UCSC genome browsers.,2022-2025,,,,
TITLE_CAPITALIZED,39373514,OrgXenomics,0.0,,0.0,orgxenomics,0.0,1,https://idrblab.org/orgxenomics/,200,,,,2025-01-01,"College of Pharmaceutical Sciences, Department of Pharmacy, Second Affiliated Hospital, Zhejiang University School of Medicine, State Key Laboratory of Advanced Drug Delivery and Release Systems, Zhejiang University, Hangzhou 310058, China.","Fu T, Lian X, Liu S, Ni Z, Tao L, Xu H, Zhang H, Zhang Y, Zhou Y, Zhu F, Zhu S","181201*194232101, 2018QNA7023, 2020C03010, 2022YFC3400501, 82373790, LR21H300001","Alibaba Cloud, Alibaba-Zhejiang University Joint Research Center of Future Digital Healthcare, Double Top-Class University, Fundamental Research Funds for Central Universities, Key R&D Program of Zhejiang, Leading Talent of the 'Ten Thousand Plan' National High-Level Talents Special Support Plan of China, National Key R&D Program of China, National Natural Science Foundations of China, Natural Science Foundation of Zhejiang Province, Westlake Laboratory (Westlake Lab of Life Sciences and Biomedicine), Zhejiang University",2.0,"Andorra, China",OrgXenomics,ok,OrgXenomics: an integrated proteomic knowledge base for patient-derived organoid and xenograft.,2022-2025,,,,
TITLE_CAPITALIZED,39013340,Regulatory Network,0.0,,0.0,regulatory network,0.0,1,https://pypi.org/project/geneci/,200,,,,2024-07-15,"Department de Lenguajes y Ciencias de la Computación, ITIS Software, Universidad de Málaga, Málaga, 29071, Spain. Electronic address: adrianseor.99@uma.es.","Aldana-Montes JF, García-Nieto J, Navas-Delgado I, Segura-Ortiz A",,,2.0,Spain,Regulatory Network,ok,Multi-objective context-guided consensus of a massive array of techniques for the inference of Gene Regulatory Networks.,2022-2025,,,,
"PIPE_CLEANED,CAPITALIZED",38997477,HUT,0.0,hut | heptad,0.0,,0.0,1,https://freeshell.de/~badong/hut.htm,200,,,,2024-01-01,"Biomedical Innovations Research for Translational Health Science (BIRTHS) Laboratory, Department of Biochemistry and Molecular Biology, College of Medicine, University of the Philippines Manila, Ermita, Manila, Philippines. badong@post.upm.edu.ph.",Caoili SEC,,,,"Andorra, Philippines",HUT,ok,B-Cell Epitope Prediction for Antipeptide Paratopes with the HAPTIC2/HEPTAD User Toolkit (HUT).,2022-2025,,,,
TITLE_CAPITALIZED,36458799,NLM-Chem,0.0,,0.0,nlm-chem,0.0,1,https://ftp.ncbi.nlm.nih.gov/pub/lu/NLM-Chem-BC7-corpus/,200,,,,2022-12-01,"National Library of Medicine, National Institutes of Health, 8600 Rockville Pike, Bethesda, MD 20894, USA.","Cissel D, Coss C, Denicola J, Fisher C, Guzman R, Islamaj R, Kochar PG, Leaman R, Lu Z, Miliaras N, Punske Z, Schmidt S, Sekiya K, Trinh D, Whitman D",,"National Library of Medicine, the NIH Intramural Research Program",6.0,United States,NLM-Chem,ok,NLM-Chem-BC7: manually annotated full-text resources for chemical entity annotation and indexing in biomedical articles.,2022-2025,,,,
TITLE_CAPITALIZED,40063348,VITALdb,0.0,,0.0,vitaldb,0.0,1,https://compbio.iitr.ac.in/vitaldb,200,,,,2025-03-01,"Computational Biology and Translational Bioinformatics (CBTB) Laboratory, Department of Biosciences and Bioengineering, Indian Institute of Technology Roorkee, Roorkee 247667, Uttarakhand, India.","Kaushik S, Koul M, Sharma D, Singh K","BIO/FIG/100700, BT/2014-15/Plan/P-955, BT/2014–15/Plan/P-955, R.11013/51/2021-GIA/HR, R.11017/36/2023-GIA/HR","DHR, MHRD",1.0,"Andorra, India",VITALdb,ok,VITALdb: to select the best viroinformatics tools for a desired virus or application.,2022-2025,,,,
"PIPE_CLEANED,TITLE_CAPITALIZED",39555474,Easy-MODA,0.0,,0.0,easy-moda | enalos cloud platform,0.0,1,https://www.enaloscloud.novamechanics.com/insight/moda/,200,,,,2024-10-18,"NovaMechanics MIKE, Piraeus 18545, Greece.","Afantitis A, Chaideftou E, Dondero F, Exner TE, Friis J, Goldbeck G, Greco D, Karakitsios S, Karakoltzidis A, Kolokathis PD, Lynch I, Melagraki G, Mintis DG, Nikiforou F, Paparella M, Peijnenburg W, Sarigiannis D, Sarimveis H, Serra A, Sidiropoulos NK, Tsoumanis A, Varsou DD, Winkler DA, Zouraris D","101008099, 1831977, 862296, 953167","H2020 Marie Skłodowska-Curie Actions, Horizon 2020, Horizon 2020 Framework Programme, Horizon Europe, UK Research and Innovation",6.0,Greece,Easy-MODA,ok,Easy-MODA: Simplifying standardised registration of scientific simulation workflows through MODA template guidelines powered by the Enalos Cloud Platform.,2022-2025,,,,
TITLE_CAPITALIZED,35639733,OmicsNet,0.0,,0.0,omicsnet,0.0,1,http://www.omicsnet.ca,200,,,,2022-07-01,"Institute of Parasitology, McGill University, Quebec, Canada.","Ewald J, Lu Y, Pang Z, Xia J, Zhou G",,"Canada Research Chairs, Genome Canada, Genome Quebec, Natural Sciences and Engineering Research Council of Canada",109.0,Canada,OmicsNet,ok,OmicsNet 2.0: a web-based platform for multi-omics integration and network visual analytics.,2022-2025,,,,
TITLE_CAPITALIZED,37819028,SingPro,0.0,,0.0,singpro,0.0,1,http://idrblab.org/singpro/,200,,,,2024-01-01,"College of Pharmaceutical Sciences, The Second Affiliated Hospital, Zhejiang University School of Medicine, Zhejiang University, Hangzhou 310058, China.","Dai H, Han L, Huang S, Lian X, Sun X, Zhang Y, Zhou Y, Zhu F","181201*194232101, 2018QNA7023, 2020C03010, 2022YFC3400501, 22220102001, 81872798, 82373790, LR21H300001, U1909208","'Ten Thousand Plan' National High-Level Talents Special Support Plan of China, Alibaba Cloud, Alibaba-Zhejiang University Joint Research Center of Future Digital Healthcare, Fundamental Research Funds for Central Universities, Information Technology Center of Zhejiang University, Key R&D Program of Zhejiang Province, Key R&amp;D Program of Zhejiang Province, National Key R&D Program of China, National Key R&amp;D Program of China, National Natural Science Foundation of China, Natural Science Foundation of Zhejiang Province, The Double Top-Class Universities, Westlake Laboratory, ‘Ten Thousand Plan’ National High-Level Talents Special Support Plan of China",13.0,China,SingPro,ok,SingPro: a knowledge base providing single-cell proteomic data.,2022-2025,,,,
"DISAMBIGUATED,SMART_CAPITALIZED",35230423,genbank,0.0,,0.0,genbank,0.0,1,https://submit.ncbi.nlm.nih.gov/sarscov2/genbank/,200,,,,2022-03-01,"National Center for Biotechnology Information, National Library of Medicine, National Institutes of Health, 8600 Rockville Pike, Bethesda, MD 20894, USA.","Bollin CJ, Calhoun VC, Fleischmann L, Gotvyanskyy S, Karsch-Mizrachi I, Kornbluh M, Nawrocki EP, Palanigobu V, Sinyakov D, Smith TG, Underwood BA, Yankie L",,U.S. National Library of Medicine,5.0,United States,Genbank (submit),ok,"Rapid automated validation, annotation and publication of SARS-CoV-2 sequences to GenBank.",2022-2025,NO,YES,MEDIUM,HAS_BRACKETS
TITLE_CAPITALIZED,37884796,nextPYP,0.0,,0.0,nextpyp,0.0,1,http://nextpyp.app,200,,,,2023-10-26,"Department of Biochemistry, Duke University, Durham, NC, USA.","Bartesaghi A, Du X, Huang Q, Jin W, Liu HF, Mandel J, Martin J, Piland J, Zhou Y","DAF2021-234602, R01 GM141223, R01GM141223, U54 AI170752, U54-AI170752","NIAID NIH HHS, NIGMS NIH HHS, Silicon Valley Community Foundation, U.S. Department of Health &amp; Human Services | NIH | National Institute of Allergy and Infectious Diseases, U.S. Department of Health &amp; Human Services | NIH | National Institute of General Medical Sciences",38.0,United States,nextPYP,ok,nextPYP: a comprehensive and scalable platform for characterizing protein variability in situ using single-particle cryo-electron tomography.,2022-2025,,,,
CAPITALIZED,37590326,BALDR,0.0,baldr,0.0,,0.0,1,https://baldr.cpr.ku.dk,200,,,,2023-08-17,"Novo Nordisk Foundation Center for Protein Research, University of Copenhagen, Blegdamsvej 3B, Copenhagen, Denmark.","Banasik K, Brunak S, Burdet F, Cantwell L, Giordano GN, Ibberson M, Lundgaard AT, Röder T, Siggaard T, Sparsø T, Vagiaki D, Vistisen D, Westergaard D","115881, 16.0097, NNF14CC0001, NNF17OC0027594, PI Søren Brunak, SDCC 3. B Epidemiology","Bayer, Boehringer Ingelheim, European Federation of Pharmaceutical Industries and Associations, Forschung und Innovation, Horizon 2020, Innovative Medicines Initiative, Novo Nordisk, Novo Nordisk Fonden, Novo Nordisk Foundation Center for Protein Research, Sanofi, Staatssekretariat für Bildung, Steno Diabetes Center Copenhagen (SDCC)",,Denmark,BALDR,ok,BALDR: A Web-based platform for informed comparison and prioritization of biomarker candidates for type 2 diabetes mellitus.,2022-2025,,,,
"PIPE_CLEANED,TITLE_CAPITALIZED",36755307,Xenbase,0.0,,0.0,xenbase | xenopus model organism,0.0,1,https://www.xenbase.org/,200,,,,2023-05-01,"Xenbase, Division of Developmental Biology, Cincinnati Children's Hospital Medical Center, Cincinnati, OH 45229, USA.","Agalakov S, Arshinoff BI, Bayyari N, Bell AJ, Chaturvedi P, Chu S, Fisher M, Foley S, James-Zorn C, Karimi K, Lotay V, Pells T, Ponferrada V, Segerdell E, Sundararaj N, Vize PD, Wang DZ, Zorn AM",P41 HD064556,"Eunice Kennedy Shriver National Institute of Child Health and Human Development, NICHD NIH HHS, Xenbase",79.0,United States,Xenbase,ok,Xenbase: key features and resources of the Xenopus model organism knowledgebase.,2022-2025,,,,
SMART_CAPITALIZED,35346379,Regulatory Circuits,0.0,,0.0,regulatory circuits,0.0,1,https://regulatorycircuits-lod.genouest.org,200,,,,2022-03-28,"Univ Rennes, CNRS, Inria, IRISA, UMR 6074, Rennes, F-35000, France. marine.louarn@inria.fr.","Chatonnet F, Dameron O, Faron C, Fest T, Garnier X, Louarn M, Siegel A",,inserm-inria,2.0,France,Regulatory Circuits,ok,Improving reusability along the data life cycle: a regulatory circuits case study.,2022-2025,,,,
"CAPITALIZED,TITLE_CAPITALIZED",36624399,GBCdb,0.0,gbcdb,0.0,,0.0,1,http://tmliang.cn/gbc/,200,,,,2023-01-09,"Department of Bioinformatics, Smart Health Big Data Analysis and Location Services Engineering Lab of Jiangsu Province, School of Geographic and Biologic Information, Nanjing University of Posts and Telecommunications, Nanjing, 210023, China.","Dou Y, Guo L, Liang T, Tang L, Wang J, Xiang Y, Xu X, Yin Z, Yu J","22KJA180006, 62171236 and 61771251, BE2022799, SKLB2022-K03","National Natural Science Foundation of China, Qinglan Project in Jiangsu Province, Southeast University, funding from Shandong Provincial Key Laboratory of Biophysics, the Open Research Fund of State Key Laboratory of Bioelectronics, the Priority Academic Program Development of Jiangsu Higher Education Institution, the key project of social development in Jiangsu Province, the key projects of Natural Science Research in Universities of Jiangsu Province",4.0,"Andorra, China",GBCdb,ok,GBCdb: RNA expression landscapes and ncRNA-mRNA interactions in gallbladder carcinoma.,2022-2025,,,,
TITLE_CAPITALIZED,38213701,RatDEGdb,0.0,,0.0,ratdegdb,0.0,1,https://www.sysbio.ru/RatDEGdb,200,,,,2023-12-01,"Institute of Cytology and Genetics of the Siberian Branch of the Russian Academy of Sciences, Novosibirsk, Russia.","Bogomolov AG, Chadaeva IV, Ershov NI, Fedoseeva LA, Filonov SV, Khandaev BM, Klimova NV, Kolosova NG, Kondratyuk EY, Kozhemyakina RV, Kozhevnikova OS, Markel AL, Oshchepkov DY, Podkolodnyy NL, Ponomarenko MP, Rasskazov DA, Redina ОЕ, Ryazanova MA, Shikhevich SG, Stefanova NA, Zolotareva KA",,,1.0,Andorra,RatDEGdb,ok,RatDEGdb: a knowledge base of differentially expressed genes in the rat as a model object in biomedical research.,2022-2025,,,,
"CAPITALIZED,TITLE_CAPITALIZED",39360619,PDCdb,0.0,pdcdb,0.0,,0.0,1,https://idrblab.org/PDCdb/,200,,,,2025-01-01,"School of Pharmacy, Hebei Medical University, Shijiazhuang 050017, China.","Chen Z, Dong X, Fang L, Ge Y, Han L, Jia Q, Jiang W, Li H, Li T, Liao Y, Luo M, Sun X, Wei Z, Wu Y, Xiao M, Xu H, Zhang Y, Zheng L, Zhu F","181201*194232101, 2018QNA7023, 2020C03010, 2022YFC3400501, 22220102001, 81872798, 82373790, LR21H300001, U1909208","Alibaba Cloud, Alibaba-Zhejiang University Joint Research Center of Future Digital Healthcare, Double Top-Class University, Fundamental Research Funds for Central Universities, Key R&D Program of Zhejiang, Key R&amp;D Program of Zhejiang, Leading Talent of the 'Ten Thousand Plan' National High-Level Talents Special Support Plan of China, Leading Talent of the ‘Ten Thousand Plan’ National High-Level Talents Special Support Plan of China, National Key R&D Program of China, National Key R&amp;D Program of China, National Natural Science Foundations of China, Natural Science Foundation of Zhejiang Province, Westlake Laboratory, Zhejiang University",3.0,China,PDCdb,ok,PDCdb: the biological activity and pharmaceutical information of peptide-drug conjugate (PDC).,2022-2025,,,,
TITLE_CAPITALIZED,35264663,GOntoSim,0.0,,0.0,gontosim,0.0,1,http://www.cbrlab.org/GOntoSim.html,200,,,,2022-03-09,"Computational Biology Research Lab, Department of Computer Science, National University of Computer & Emerging Sciences (NUCES-FAST), Islamabad, 44800, Pakistan.","Kamran AB, Naveed H",,,7.0,Pakistan,GOntoSim,ok,GOntoSim: a semantic similarity measure based on LCA and common descendants.,2022-2025,,,,
TITLE_CAPITALIZED,37460312,ThermusQ,0.0,,0.0,thermusq,0.0,1,https://www.thermusq.net/,200,,,,2023-09-20,"School of Life Sciences, Tokyo University of Pharmacy and Life Sciences.","Bessho Y, Hijikata A, Oshima T, Yura K",,,3.0,Andorra,ThermusQ,ok,ThermusQ: Toward the cell simulation platform for Thermus thermophilus.,2022-2025,,,,
CAPITALIZED,39935019,IAMPDB,0.0,iampdb,0.0,,0.0,1,https://bblserver.org.in/iampdb/,200,,,,2025-03-01,"Department of Applied Sciences, Indian Institute of Information Technology, Allahabad (IIIT-A), Prayagraj, Uttar Pradesh, India.","Arya A, Dey A, Karmakar D, Mondal RK, Mondal RP, Pal O, Samanta SK, Sen D, Tripathi P",,,,India,IAMPDB,ok,IAMPDB: A Knowledgebase of Manually Curated Insects-Derived Antimicrobial Peptides.,2022-2025,,,,
TITLE_CAPITALIZED,36478084,Biological Magnetic Resonance Data Bank,0.0,,0.0,biological magnetic resonance data bank,0.0,1,https://bmrb.io,200,,,,2023-01-01,"Department of Molecular Biology and Biophysics, UConn Health, Farmington, CT 06030-3305, USA.","Baskaran K, Burr H, Chin J, Eghbalnia HR, Fujiwara T, Gryk MR, Hoch JC, Iwata T, Kojima C, Kurisu G, Maziuk D, Miyanoiri Y, Wedell JR, Wilburn C, Yao H, Yokochi M","22ama121001, JPMJND2205, R01 GM109046, R01GM109046","AMED, Hoch discretionary, Japan Science and Technology Agency, NIGMS NIH HHS, National Institutes of Health",152.0,"Andorra, United States",Biological Magnetic Resonance Data Bank,ok,Biological Magnetic Resonance Data Bank.,2022-2025,,,,
"PIPE_CLEANED,TITLE_CAPITALIZED",36330927,QTLbase2,0.0,,0.0,qtlbase2 | qtlbase,0.0,1,http://mulinlab.org/qtlbase,200,,,,2023-01-01,"Wuxi School of Medicine, Jiangnan University, Wuxi, China.","Chen K, Dong X, Fan X, Feng X, Huang D, Li MJ, Ma X, Wang J, Yang H, Yi X, Yu Y, Zhang W","19JCJQJC63600, 19JCQNJC09000, 2021YFC2500403, 32270717, 81622007","Chinese National Key Research and Development Project, National Natural Science Foundation of China, Natural Science Foundation of Tianjin",24.0,China,QTLbase2,ok,QTLbase2: an enhanced catalog of human quantitative trait loci on extensive molecular phenotypes.,2022-2025,,,,
TITLE_CAPITALIZED,39329269,CircaKB,0.0,,0.0,circakb,0.0,1,https://cdsic.njau.edu.cn/CircaKB,200,,,,2025-01-01,"College of Artificial Intelligence, Nanjing Agricultural University, No. 1 Weigang Rd., Nanjing, Jiangsu 210095, China.","Chen Z, Han X, Ji Z, Li Z, Yoo SH, Zhou X, Zhu X","106/804001, CX (23) 3125, YDZX2024009","Agricultural Science and Technology Innovation Foundation of Jiangsu Province, Central Universities, Nanjing Agricultural University",3.0,China,CircaKB,ok,CircaKB: a comprehensive knowledgebase of circadian genes across multiple species.,2022-2025,,,,
"CAPITALIZED,TITLE_CAPITALIZED",40328737,HiBC,0.0,hibc,0.0,,0.0,1,https://www.hibc.rwth-aachen.de,200,,,,2025-05-06,"Functional Microbiome Research Group, Institute of Medical Microbiology, University Hospital of RWTH Aachen, Aachen, Germany.","Abt B, Afrizal A, Aguirre AM, Allers T, Amend L, Baloh M, Berry D, Bisdorf K, Bosch J, Bossert LC, Chiotelli MD, Clavel T, Coates AC, Cramer T, Deis EC, Grognot M, Hartman J, Hitch TCA, Jennings SAV, Kousetzi N, Lissin A, Masson JM, Mitchell L, Nüchtern S, Overmann J, Panyot A, Pauvert C, Pester M, Razavi S, Reimer LC, Riedel T, Riva A, Schmitz MA, Schober I, Seitz J, Strowig T, Stuhrmann M, Treichel NS, Trinh S, Viehof A, Wende M, Winter KA, Witte J, Wylensek D","395357507, 403224013, 445552570, 460129525, 513892404","Deutsche Forschungsgemeinschaft, Deutsche Forschungsgemeinschaft (German Research Foundation)",7.0,Germany,HiBC,ok,HiBC: a publicly available collection of bacterial strains isolated from the human gut.,2022-2025,,,,
TITLE_CAPITALIZED,37953308,StemDriver,0.0,,0.0,stemdriver,0.0,1,http://biomedbdc.wchscu.cn/StemDriver/,200,,,,2024-01-01,"Department of Hematology and West China Biomedical Big Data Center, West China Hospital, Sichuan University, Chengdu, Sichuan 610041, P.R. China.","Feng Y, Guo J, Huang K, Kim P, Liu Y, Luo R, Luo Y, Niu T, Wang G, Wen J, Xu H, Zhao W, Zhou X","139170052, 2022YFS0228, 2023YFS0200, 2217515, 2326879, R01 CA241930, R01 GM123037, R01CA241930, R01GM123037, R35 GM138184, R35GM138184, U01 AR069395, U01AR069395","NCI NIH HHS, NIAMS NIH HHS, NIGMS NIH HHS, NIH, NIH HHS, NSF, Sichuan Science and Technology Program, Sichuan University, West China Hospital",3.0,"Andorra, China",StemDriver,ok,StemDriver: a knowledgebase of gene functions for hematopoietic stem cell fate determination.,2022-2025,,,,
