entity_text,paper_count,pmids,entity_type,sources,mean_confidence
a database of microbial volatiles,1,39475188,FUL,ruler,1.0
a database of lipid functions,1,40080702,FUL,statistical,1.0
a database of gene regulatory network models across human conditions,1,34508353,FUL,ruler,1.0
a deep learning framework for phage viral protein identification and functional annotation,1,40515393,FUL,statistical,1.0
a deep learning framework for protein crystallization propensity prediction using self-attention and auto-encoder networks,1,36037090,FUL,statistical,1.0
a deep learning-based multi-object tracking algorithm for quantitative defect analysis of in-situ TEM videos in real-time,1,36127375,FUL,statistical,1.0
a high-resolution coverage of the covalent protein-ligand interactome,1,34581813,FUL,ruler,1.0
a knowledgebase of cancer metastasis at bulk,1,39436035,FUL,statistical,1.0
a knowledgebase for genome-wide R-loop formation and regulation,1,34792163,FUL,ruler,1.0
a knowledge graph-based plague knowledge database,1,36412326,FUL,ruler,1.0
a knowledge graph for the human genome,1,36318240,FUL,ruler,1.0
a knowledge base of natural and synthetic cyclic peptides,1,38678388,FUL,statistical,1.0
a human cysteine database based on experimental quantitative chemoproteomics,1,37119813,FUL,ruler,1.0
a homology-aware but alignment-free protein state space model,1,40509866,FUL,statistical,1.0
a high-precision cell clustering algorithm integrating marker gene set with single-cell RNA sequencing data,1,36848584,FUL,statistical,1.0
a deep-learning framework for predicting immunogenic neoantigen based on surface and structural features of peptide-human leukocyte antigen complexes,1,39276157,FUL,statistical,1.0
a global resource for studying and exploring retrocopies in diverse species,1,39240653,FUL,statistical,1.0
a genome-wide lncRNAs regulated phenotypes database in plants,1,36304839,FUL,ruler,1.0
a generalizable clinical trial eligibility criteria extraction system powered by large language models,1,37952206,FUL,statistical,1.0
a friendly Customizable,1,38475691,FUL,statistical,1.0
a free web platform for streamlined whole-genome variant analysis across T2T,1,38607411,FUL,statistical,1.0
a flexible and contextualizable resource of metabolite-protein interactions,1,39038934,FUL,statistical,1.0
a droplet microfluidic platform to maximise single-cell sequencing information content,1,37553326,FUL,statistical,1.0
a public database of the healthy Taiwanese gut microbiome,1,38097965,FUL,ruler,1.0
a repository of cleaned PDB-derived RNA 3D structures,1,35674373,FUL,ruler,1.0
Yield Factor Database Disaggregating Japanese Composite Foods,1,38611295,FUL,statistical,1.0
aSynPEP-DB,1,38011719,COM,statistical,1.0
admetSAR3.0,1,38647076,COM,v2_bert,0.82074016
admetSAR3,1,38647076,COM,v2_bert,0.66133726
adiposetissue.org,1,39983713,COM,statistical,1.0
adiomicsHub,1,38087062,COM,v2_bert,0.8350906
adaptive convolutional neural network,1,35459273,FUL,v2_bert,0.8590935
adSNA,1,40019314,COM,v2_bert,0.53729147
adPhos Library,1,40259822,COM,v2_bert,0.88826865
actifpTM,1,40080667,COM,statistical,1.0
aciaVox,1,40231156,COM,v2_bert,0.83756864
acd_lotus,1,37583258,COM,v2_bert,0.93086874
accelerating interactive annotation and analysis of clustered cytometry data,1,39374546,FUL,statistical,1.0
acVacDB,1,36084380,COM,v2_bert,0.92913455
acFamPred,1,36713195,COM,v2_bert,0.71594375
able,1,40163822,COM,v2_bert,0.6524322
aaRS,1,39247978,COM,statistical,1.0
aa3D-x,1,36610985,COM,v2_bert,0.68988883
aa3D,1,36610985,COM,v2_bert,0.94267327
admix-kit,1,38490256,COM,v2_bert,0.9777688
advanced data searching,1,35820040,FUL,ruler,1.0
advancing a comprehensive database of bacterial plasmids,1,34850116,FUL,ruler,1.0
aggregator,1,38060257,FUL,v2_bert,0.5369461
algorithm network environment,1,35896020,FUL,v2_bert,0.7755149
albase,1,35549894,COM,v2_bert,0.7454432
alaxy,1,38012574,COM,v2_bert,0.7021369
al.<sup>2</sup,1,38625797,COM,statistical,1.0
akb,1,37953312,COM,v2_bert,0.55589366
air-EGRET,1,39360982,COM,v2_bert,0.89111406
aiaAssociation,1,38714913,COM,v2_bert,0.85411304
aggregated and inferred knowledge about human and mouse lncRNAs,1,36869839,FUL,ruler,1.0
advancing biomedical annotation empowering relation annotation and collaboration,1,38486137,FUL,statistical,1.0
agReg-SNPdb-Plants storing,1,35625412,COM,v2_bert,0.9224409
agReg-SNPdb-Plants,1,35625412,COM,v2_bert,0.86566955
agReg-SNPdb,1,35625412,COM,v2_bert,0.9906891
agReg,1,35625412,COM,statistical,1.0
agMD,1,36467581,COM,v2_bert,0.9540582
ag,1,39982120,COM,v2_bert,0.73326796
aepXVWPS,1,35787295,COM,statistical,1.0
aWCluster,1,33226952,COM,statistical,1.0
aRgus,1,36789265,COM,statistical,1.0
a repository to explore odors,1,34469532,FUL,ruler,1.0
aReBrick,1,34601581,COM,v2_bert,0.9933957
a toolkit to parse and operate multiple input file formats,1,39663244,FUL,statistical,1.0
a toolbox to identify and test Convergent Amino Acid Substitutions,1,37846039,FUL,statistical,1.0
a tool for automatic annotation of centromere structure,1,36978122,FUL,statistical,1.0
a tool for automated querying of web-based stability predictors,1,39259175,FUL,statistical,1.0
a surveillance-oriented tool to strengthen the linkage between pathogen genetic clusters and epidemiological data,1,37322495,FUL,statistical,1.0
a spatio-temporal database of Aedes mosquitoes observations,1,38879616,FUL,statistical,1.0
a spatial omics database and analysis platform,1,36243967,FUL,ruler,1.0
a single-cell database and web server for blood cells,1,35920330,FUL,ruler,1.0
a self-supervised learning approach for gene-phenotype association prediction using protein-protein interactions and gene ontology data,1,37941450,FUL,statistical,1.0
a search engine for matching human genetic variants with variants from non-human species,1,34718716,FUL,statistical,1.0
a robust,1,35709752,FUL,statistical,1.0
a rich biomedical relation extraction dataset,1,35849818,FUL,statistical,1.0
a resource of membrane-enriched proteome profiles,1,38719747,FUL,statistical,1.0
a resource of fusion gene-specific neoantigens,1,37870454,FUL,statistical,1.0
a resource of RNAs undergoing phase separation,1,34718740,FUL,ruler,1.0
a resource for decoding the interactome,1,34747466,FUL,ruler,1.0
a resource for ACMG/AMP classified BRCA1 and BRCA2 variants,1,39546087,FUL,statistical,1.0
a valuable resource for understanding genetic and biological mechanisms of diverse complex traits in pigs,1,37956339,FUL,statistical,1.0
a valuable resource for understanding genetic and biological mechanisms of diverse complex traits in pigs',1,38312097,FUL,statistical,1.0
a versatile prime-editing platform in bacteria by inhibiting DNA exonucleases,1,38280845,FUL,statistical,1.0
a well-annotated bacteriophage database with automatic analyses and visualizations,1,37904614,FUL,statistical,1.0
aMP-DB,1,36373969,COM,v2_bert,0.9107058
aLiAnT,1,34791067,COM,v2_bert,0.97884965
aKnowBase,1,35058454,COM,v2_bert,0.90522027
aFEG,1,38724597,COM,v2_bert,0.7280445
aD,1,35957406,COM,v2_bert,0.6493075
aCting,1,38296997,COM,statistical,1.0
a whole-genome-sequencing-based structural variant resource and data analysis platform,1,36243989,FUL,ruler,1.0
a web-based tool for species and drug resistance prediction for Mycobacterium genomes,1,38643090,FUL,statistical,1.0
a web application for documentation and analysis of substitutants,1,37270525,FUL,statistical,1.0
a web-based portal for sorghum genetic information and community advancement,1,35015132,FUL,ruler,1.0
a web-based database for exploring the mechanical properties of proteins,1,38837788,FUL,statistical,1.0
a web server for non-coding RNA enrichment,1,37399102,FUL,statistical,1.0
a web server for functional enrichment analysis and functional annotation of gene lists (2021 update),1,35325185,FUL,statistical,1.0
a web server for exploring the mechanisms of oral inflammatory diseases,1,38491529,FUL,statistical,1.0
a web resource of plant tRNA genes from a wide range of plant species,1,35875176,FUL,statistical,1.0
a web resource designed for querying activation of human endogenous retroviruses across major cancer types,1,39265822,FUL,statistical,1.0
a database of fungal gene clusters related to secondary metabolism,1,38502608,FUL,statistical,1.0
a database of full-length prokaryotic 16S rRNA genes derived from completely assembled genomes,1,35217168,FUL,statistical,1.0
a database of extrachromosomal circular DNA profiles in human cancers,1,35388171,FUL,ruler,1.0
ZooBank,1,38980999,COM,statistical,1.0
a Knowledge Base for Variant Annotation Using Therapy Recommendations in,1,40380393,FUL,statistical,1.0
a Database of Human and Mouse Liver Transcriptome Landscapes at Single-Cell Resolution,1,37259264,FUL,statistical,1.0
a Connected Resource Map-induced Resource Allocation Scheme,1,40269195,FUL,statistical,1.0
a Co-Designed Clinician-Facing Data Visualization Portal to Integrate Clinical Observations From Digital Phenotyping in Schizophrenia,1,40493647,FUL,statistical,1.0
a Chikungunya virus-host protein-protein,1,35174520,FUL,statistical,1.0
a Canadian whole genome sequencing and clinical data resource,1,37131148,FUL,statistical,1.0
a CNN-based approach to somatic variant calling in WGS samples without a matched normal,1,36637201,FUL,statistical,1.0
a Bayesian model for clustering and cell population annotation of spatial proteomics data,1,37387130,FUL,statistical,1.0
\mathcal{S}$,1,40163822,COM,statistical,1.0
ZymoBIOMICS,1,36959538,COM,statistical,1.0
Zwitterionic Detergent and Catalyst-Based Single-Cell Proteomics,1,38991018,FUL,statistical,1.0
Zurich Transit Bus,1,37816814,FUL,v2_bert,0.6456744
Zoraptera,1,40021691,FUL,v2_bert,0.6900361
Zoonosis,1,41092271,COM,statistical,1.0
ZoomQA,1,34553747,COM,statistical,1.0
ZooScan,1,37369770,COM,statistical,1.0
ZooPathWeb,1,37465397,COM,statistical,1.0
"a Large, Systematic",1,35013825,FUL,statistical,1.0
a Machine-Learning-Based Tool for Identification of Chromosomal,1,36377945,FUL,statistical,1.0
a Python-based software toolkit for visualizing and tracking groups of nerve fibers in serial block-face microscopy with ultraviolet surface excitation images,1,38912214,FUL,statistical,1.0
a comprehensive and comparative multi-omics database for animal evo-devo,1,36318263,FUL,ruler,1.0
a comprehensive bipolar disorder database for genetic research,1,35779245,FUL,ruler,1.0
a comprehensive autophagy structure database,1,39298565,FUL,statistical,1.0
a comprehensive atlas of public genetic perturbation bulk RNA-seq datasets,1,39351872,FUL,statistical,1.0
a comprehensive atlas of ethnogeographic allelic variation in clinically important pharmacogenes,1,39540424,FUL,statistical,1.0
a comprehensive atlas for exploring spatiotemporal activation in mammalian embryogenesis,1,36189903,FUL,ruler,1.0
a comprehensive annotation of class D β-lactamases using structural alignment-based numbering,1,40422930,FUL,statistical,1.0
a comprehensive animal enhancer RNA database,1,34551433,FUL,ruler,1.0
a comprehensive SNP database for multiple animals,1,36300636,FUL,ruler,1.0
a bioinformatic pipeline for virus surveillance using nanopore sequencing,1,39836623,FUL,statistical,1.0
a comparative resource for Leishmania proteins,1,37935582,FUL,ruler,1.0
a community-curated database of telomere sequences across the tree of life,1,37602392,FUL,statistical,1.0
a community-based repository enabling indexing and rating of bioinformatics tools,1,38157107,FUL,ruler,1.0
a cis-regulatory network algorithm to identify the enhancer-gene connections,1,34761274,FUL,statistical,1.0
"a browser of aggregated sequence variants from 8,671",1,37244984,FUL,statistical,1.0
a blood platelets-based gene expression database for disease investigation,1,35438150,FUL,ruler,1.0
a biomarker database for systems biological analysis and personalized diagnosis of heterogeneous human sepsis,1,37329364,FUL,statistical,1.0
ZooMS,1,38337062,COM,statistical,1.0
ZnO,1,36290955,COM,statistical,1.0
a database of experimentally determined quadruplex structures,1,34986600,FUL,ruler,1.0
Zn2Cys6,1,36294661,COM,statistical,1.0
ZINC1,1,37696380,COM,v2_bert,0.6142213
ZINC04017374,1,37696380,COM,statistical,1.0
ZINC-22─A,1,36790087,COM,v2_bert,0.97875106
ZINC-22,1,36790087,COM,v2_bert,0.9912727
ZINC,1,36790087,COM,v2_bert,0.9915145
ZFIN,1,39269459,COM,ruler,1.0
ZFAT,1,38127089,COM,statistical,1.0
ZENODO,1,39890826,COM,statistical,1.0
ZENBU,1,39592010,COM,statistical,1.0
ZEBRA,1,37941147,COM,statistical,1.0
ZCHsound,1,38194403,COM,statistical,1.0
ZCHSound,1,38194403,COM,statistical,1.0
Yponomeutoidea of India,1,39646165,FUL,statistical,1.0
Youku-FVV,1,35622787,COM,statistical,1.0
Yoga dataset,1,37383745,COM,v2_bert,0.44219694
YoM,1,39304579,COM,v2_bert,0.7947351
YjdM,1,37963869,COM,statistical,1.0
ZINC37555319,1,40978577,COM,statistical,1.0
ZINC47160805,1,40978577,COM,statistical,1.0
ZJUT-EIFD,1,38015708,COM,statistical,1.0
Zebrafish Cancer Avatars,1,36768609,FUL,statistical,1.0
ZjRTD1.0,1,38644527,COM,v2_bert,0.93970424
ZjRTD1,1,38644527,COM,v2_bert,0.8157965
Zinc Finger Transcription Factors across Chicken Tissues,1,39408854,FUL,statistical,1.0
Ziehl-Neelsen method was used to prepare 362 slides,1,40521234,FUL,statistical,1.0
Zhong Yi Zheng Hou Xue,1,38471316,FUL,statistical,1.0
ZeoSyn,1,38559304,COM,statistical,1.0
Zebrafish Information Network,1,35166825,FUL,v2_bert,0.71154976
Zebrafish,1,35166825,COM,v2_bert,0.47097942
ZNIEFF,1,35437413,COM,v2_bert,0.93299526
Zebra,1,36073806,COM,v2_bert,0.86494577
Zanadamu,1,37701712,COM,statistical,1.0
Zagreb Skull Collection-The,1,37489566,FUL,statistical,1.0
Zagreb Skull Collection consists of two main parts,1,37489566,FUL,statistical,1.0
ZTBus,1,37816814,COM,statistical,1.0
ZT)14,1,36727945,COM,statistical,1.0
ZOVER,1,34634795,COM,ruler,1.0
a comprehensive catalog of the mRNA AUG initiator codon context across eukaryotes,1,39936323,FUL,statistical,1.0
a comprehensive cotton multi-omics database,1,36094905,FUL,ruler,1.0
a comprehensive database and discovery platform for accelerating drug repositioning,1,38994794,FUL,statistical,1.0
a comprehensive database for characterizing sequence composition dynamics,1,34718745,FUL,ruler,1.0
a curated knowledgebase for brain diseases,1,34718720,FUL,ruler,1.0
a curated database of aging regulatory relationships in humans,1,37805704,FUL,ruler,1.0
a curated database of human,1,36350659,FUL,ruler,1.0
a curated and integrated biomarker knowledgebase for animals,1,37843156,FUL,statistical,1.0
a cross-thematic raster database for ecological research in Switzerland,1,38172116,FUL,statistical,1.0
a cross-species omics knowledgebase for animals,1,36300629,FUL,ruler,1.0
a comprehensive web resource for zoonotic pathogens,1,37465397,FUL,statistical,1.0
a comprehensive web platform empowering biologists with robust multi-omics data analysis capabilities,1,39128019,FUL,statistical,1.0
a comprehensive semantic framework for data collection and management in tuberculosis research,1,37169802,FUL,statistical,1.0
a comprehensive resource of eccDNA catalog,1,36757087,FUL,ruler,1.0
a comprehensive resource for translatable lncRNAs extends immunopeptidome,1,34570220,FUL,ruler,1.0
a comprehensive resource for the genetic landscape of brain-related traits,1,36243988,FUL,ruler,1.0
a comprehensive resource for single-cell sequencing data processing and mining,1,38062357,FUL,ruler,1.0
a comprehensive resource for human cellular-resolution multi-omics genetic regulatory landscape,1,39351883,FUL,statistical,1.0
a comprehensive resource for deciphering chromatin regulators in human,1,36318256,FUL,ruler,1.0
a comprehensive resource for SARS-CoV-2 immune escape variants,1,34643704,FUL,ruler,1.0
a comprehensive repository for integrating chicken multi-omics data,1,35549894,FUL,ruler,1.0
a curated knowledgebase of transcriptome-wide association studies,1,36243959,FUL,ruler,1.0
a curated repository of cell types with multifaceted characterization,1,36161321,FUL,ruler,1.0
a curated repository of precisely annotated cancer-related peptides with advanced utilities for peptide exploration and discovery,1,39308247,FUL,statistical,1.0
a database integrating experimentally validated protein-protein interactions in cyanobacteria,1,36548962,FUL,ruler,1.0
a database of anti-prokaryotic immune system genes,1,37889074,FUL,statistical,1.0
a database of alternative splicing for esophageal squamous cell carcinoma,1,38028612,FUL,ruler,1.0
a database of RNA multiloops,1,35809063,FUL,ruler,1.0
a database of Fourier transform infrared,1,39413200,FUL,statistical,1.0
a database of Deeply Integrated human Single-Cell Omics data,1,34791375,FUL,ruler,1.0
a database of Chinese patent medicine and compound prescription,1,36006844,FUL,ruler,1.0
a database of Acinetobacter baumannii specific antimicrobial peptides,1,39395188,FUL,statistical,1.0
a database for plant introns that host functional elements,1,37951713,FUL,ruler,1.0
a customizable multilayer approach to genomic variant prioritization and interpretation,1,35180879,FUL,statistical,1.0
a database for personalized e-Health nutrition and lifestyle through wearable devices and artificial intelligence,1,37465917,FUL,statistical,1.0
a database for the transcriptional landscape of bacteria in cancer,1,36263784,FUL,ruler,1.0
a database for single-cell whole genome DNA methylation maps,1,34570235,FUL,ruler,1.0
a database for drug-resistant probiotic bacteria,1,35962763,FUL,ruler,1.0
a database for accessing potato genomic data,1,39657689,FUL,statistical,1.0
a database containing structure-based sequence alignments and associated features of protein domain superfamilies from,1,35411388,FUL,statistical,1.0
a database collecting useful information on non-canonical amino acids and their incorporation into proteins for easier genetic code expansion implementation,1,37986218,FUL,statistical,1.0
a comprehensive repository for flash platform-independent annotation and reverse lipidomics,1,40379655,FUL,statistical,1.0
a comprehensive repository for eccDNA-mediated chromatin contacts in multi-species,1,37018146,FUL,ruler,1.0
a comprehensive repetitive sequence database of over 80 000 species,1,34850956,FUL,ruler,1.0
a comprehensive database for the mechanics of tissues and cells,1,38805752,FUL,statistical,1.0
a comprehensive database of genotype and phenotype resources for genomic prediction in major crops,1,38000385,FUL,statistical,1.0
a comprehensive database of alternative polyadenylation at single-cell resolution,1,34508354,FUL,ruler,1.0
a comprehensive database of RNAs involved in liquid-liquid phase separation,1,34718734,FUL,ruler,1.0
a comprehensive database of LncRNAs associated with breast cancer,1,37227514,FUL,ruler,1.0
a comprehensive database of HiChIP regulatory interactions,1,36215037,FUL,ruler,1.0
a comprehensive database of Escherichia coli sRNA-mRNA interactions,1,37042720,FUL,ruler,1.0
a comprehensive database for visualizing and analyzing ribosome structures,1,36305870,FUL,ruler,1.0
a comprehensive database for targets of writers,1,36300630,FUL,ruler,1.0
a comprehensive database of introns across human tissues,1,36399497,FUL,ruler,1.0
a comprehensive database for spatial transcriptomics data sharing,1,37953328,FUL,statistical,1.0
a comprehensive database for single-cell perturbation data analysis and visualization,1,39377396,FUL,statistical,1.0
a comprehensive database for profiling prokaryotic pan-genome dynamics,1,36169225,FUL,ruler,1.0
a comprehensive database for ncRNA expression in human extracellular vesicles,1,34387689,FUL,ruler,1.0
a comprehensive database for decoding the regulatory transcription co-factors in human and mouse,1,34718747,FUL,statistical,1.0
a comprehensive database for decoding the regulatory eRNAs in human and mouse,1,37889077,FUL,statistical,1.0
a comprehensive database for decoding cohesin-related epigenomes,1,36162821,FUL,ruler,1.0
a comprehensive database of hormones and their receptors,1,37291365,FUL,ruler,1.0
a comprehensive database of long inverted repeats in eukaryotic genomes,1,34643715,FUL,ruler,1.0
a comprehensive platform with the integration of manually curated resources and analysis tools for cysteine posttranslational modifications,1,36305460,FUL,statistical,1.0
a comprehensive knowledgebase of alternative splicing in human cancers,1,36318242,FUL,ruler,1.0
a comprehensive platform for sharing and exploiting pan-genomic and multi-omic silkworm data,1,37941143,FUL,statistical,1.0
a comprehensive platform for predicting and analyzing master transcription factors,1,39738650,FUL,statistical,1.0
a comprehensive plasmid sequence resource for tracking the horizontal transfer of pathogenic factors and antimicrobial resistance genes,1,39460620,FUL,statistical,1.0
a comprehensive plasmid database with rich annotations and online analytical tools,1,39441081,FUL,statistical,1.0
a comprehensive organoid database for the multi-perspective exploration of bulk and single-cell transcriptomic profiles of organoids,1,36271792,FUL,statistical,1.0
a comprehensive neoantigen database and discovery platform for cancer immunotherapy,1,37311149,FUL,ruler,1.0
a comprehensive multi-omics platform to identify biomarkers and drug targets for acute myeloid leukemia,1,38864430,FUL,statistical,1.0
a comprehensive genome-wide experimentally validated endogenous G-quadruplex database,1,37904589,FUL,statistical,1.0
a comprehensive database of spatial pathway activity atlas,1,39546631,FUL,statistical,1.0
a comprehensive food-drug interactions database with text documents and transcriptional data,1,37951712,FUL,statistical,1.0
a comprehensive expression database for immune checkpoint blockade combination therapy,1,38095856,FUL,ruler,1.0
a comprehensive enhancer and eRNA dataset of pigs,1,38302497,FUL,statistical,1.0
a comprehensive dataset of phylogenetic trees,1,40456766,FUL,statistical,1.0
a comprehensive database to integrate,1,34530446,FUL,ruler,1.0
a comprehensive database that records lineage commitment across species,1,36305824,FUL,ruler,1.0
a comprehensive database of toxicological data and benchmarks,1,36400569,FUL,ruler,1.0
NID-DETR,1,40341210,COM,v2_bert,0.9972234
Microbe Directory,1,40996703,FUL,v2_bert,0.89496976
NIBS,1,39986376,COM,statistical,1.0
CoSFISH,1,38803273,COM,statistical,1.0
Collection of Naturally Released Exosomes from Tumor Tissue,1,40587510,FUL,statistical,1.0
Collection of Inflammation-Associated Mouse Intestinal Bacteria,1,35266814,FUL,v2_bert,0.95138294
Collection of Hairy Roots,1,36432139,FUL,statistical,1.0
Collection of Antimicrobial Peptides,1,36834553,FUL,statistical,1.0
Collection,1,37745840,FUL,v2_bert,0.5361973
Collaborative Oriented Relation Extraction,1,37768281,FUL,statistical,1.0
Collaborative Optometry-Ophthalmology Network,1,40374195,FUL,v2_bert,0.725953
Collab-CXR,1,40319039,COM,v2_bert,0.777489
Cold region data accessibility portal for Québec,1,35637887,FUL,v2_bert,0.97010946
Cold Region Data Accessibility Portal for Québec,1,35637887,FUL,statistical,1.0
ColabFit exchange,1,37861121,COM,v2_bert,0.95180494
ColabFit Exchange,1,37861121,COM,v2_bert,0.9730178
ColabFit,1,37861121,COM,ruler,1.0
ColPTMScape,1,38469247,COM,statistical,1.0
CoinGecko,1,40315417,COM,statistical,1.0
Coiled-Coil Interaction Toolbox for Engineering Mammalian Cells,1,38441756,FUL,statistical,1.0
Coil29,1,39676346,COM,statistical,1.0
Collective Database of Genes Critical for Cerebellar Development,1,35857265,FUL,statistical,1.0
Collective Intelligence Platform to Support Older Cancer Survivors,1,35673179,FUL,statistical,1.0
Collembola,1,37518472,COM,statistical,1.0
ComBat,1,39985442,COM,statistical,1.0
Combined Drought Indicator,1,39979347,FUL,statistical,1.0
Combinatorial and Semantic Analysis of Functional Elements,1,34864898,FUL,statistical,1.0
Combinatorial Ubiquitination REal-time PROteolysis,1,38554135,FUL,v2_bert,0.69054306
Combinatorial Sub-dataset Extraction for Confounding Reduction,1,40301713,FUL,v2_bert,0.7384019
Combat Environmental Antibiotic Resistance,1,39226538,FUL,statistical,1.0
CombSAFE,1,34864898,COM,statistical,1.0
ComPara,1,35515989,COM,statistical,1.0
Colour and Stereo Surface Imaging System,1,39097645,FUL,statistical,1.0
Collezione Italiana Batteri Antartici</i,1,38921549,FUL,statistical,1.0
Colorectal Cancer Database Sweden,1,37029990,FUL,statistical,1.0
Colorectal Cancer Biomarker Database,1,38868513,FUL,ruler,1.0
Colora,1,40238183,COM,v2_bert,0.80577016
Color Nest Project,1,37604823,FUL,v2_bert,0.7822618
Colombian Sign Language Video and Inertial Measurement,1,39695251,FUL,statistical,1.0
ColoRectalCADx,1,36404909,COM,statistical,1.0
Collision Cross Section Database for Extractables and Leachables from Food Contact Materials,1,35380813,FUL,statistical,1.0
Cohort,1,40240424,FUL,v2_bert,0.61701596
CohorTs,1,40225790,COM,statistical,1.0
Cogito,1,35927614,COM,v2_bert,0.99240375
CoaDTI,1,36274236,COM,statistical,1.0
CobraMod,1,35201291,COM,statistical,1.0
Cobalamin Associated Genetic Variant,1,41031637,FUL,statistical,1.0
CobVar-a,1,41031637,COM,v2_bert,0.9314293
CobVar,1,41031637,COM,statistical,1.0
Coastal Carbon Library and Atlas,1,38273507,FUL,statistical,1.0
Coastal Carbon Atlas,1,38273507,FUL,statistical,1.0
Coast Train,1,36670109,COM,v2_bert,0.96694887
CoVizu,1,39401061,COM,statistical,1.0
Coccolithophore,1,39181903,FUL,v2_bert,0.63076985
CoVigator-A Knowledge Base,1,37376690,COM,statistical,1.0
CoVigator-A,1,37376690,COM,v2_bert,0.8898622
CoVigator,1,37376690,COM,v2_bert,0.9951264
CoVaRR-Net,1,39401061,COM,statistical,1.0
CoVProt,1,38193774,COM,statistical,1.0
CoVPO,1,40354396,COM,statistical,1.0
CoV2K,1,35650205,COM,statistical,1.0
CobraMod-a,1,35201291,COM,v2_bert,0.97912794
Coccolithophore Abundance,1,39181903,FUL,statistical,1.0
Coffee Cell Suspensions,1,38656516,FUL,statistical,1.0
Codon,1,35859338,COM,v2_bert,0.4916312
CoexPub,1,36350658,COM,statistical,1.0
CoexMap,1,36350658,COM,v2_bert,0.6583632
Coenzyme A Thioester Intermediates as Platform Molecules in Cell-Free Chemical Biomanufacturing,1,37994376,FUL,statistical,1.0
Codon Statistics Database,1,35859338,FUL,statistical,1.0
Codon Statistics,1,35859338,COM,v2_bert,0.88077784
Codon Health Index,1,38381824,FUL,statistical,1.0
Codon Adaptation Index,1,35859338,FUL,statistical,1.0
CodingDiv,1,37449883,COM,statistical,1.0
Cochrane COVID-19 Study Register,1,35341949,FUL,statistical,1.0
CodeML,1,38575974,COM,statistical,1.0
Code4ML,1,37346615,COM,statistical,1.0
Code Injection Attacks in Wireless-Based Internet of Things,1,37447915,FUL,statistical,1.0
CodaLab,1,38015956,COM,statistical,1.0
CodLncScape,1,38602457,COM,v2_bert,0.94135964
CocoaMFDB,1,37234732,COM,statistical,1.0
Cocoa Swollen Shoot Virus Disease in Côte d'Ivoire,1,40125407,FUL,statistical,1.0
Combined Drought Indicator dataset,1,39979347,FUL,v2_bert,0.9093577
Combined Transcriptome dataset of PCa Cell lines,1,36207780,COM,ruler,1.0
Combining DAG-based model structure with unconstrained data types and relations for flexible,1,37058511,FUL,statistical,1.0
Complete Global Total Electron Content Map Dataset based on a Video Imputation Algorithm VISTA,1,37185767,FUL,statistical,1.0
Complexity of GPCR Modulation and Signaling,1,39993325,FUL,v2_bert,0.98821664
ComplexViewer,1,34718729,COM,statistical,1.0
ComplexTome,1,39276156,COM,statistical,1.0
Complex to Avoid Phage Resistance,1,38427684,FUL,statistical,1.0
Complex Named Entity Corpus,1,39411448,FUL,statistical,1.0
Complex Inhibitory Activity of Pentacyclic Triterpenoids against Cutaneous Melanoma In Vitro and In Vivo,1,39539268,FUL,statistical,1.0
Complex Ecotype Dynamics Evolve in Response to Fluctuating Resources,1,35575545,FUL,statistical,1.0
Complete Genome Sequences of Four Strains of ,1,35491948,FUL,statistical,1.0
CompoDynamics,1,34718745,COM,ruler,1.0
Complete Genome Sequences of,1,36537804,FUL,statistical,1.0
Complete Genome Sequence Resource for <i,1,37156750,FUL,statistical,1.0
Complete Genome Resource of a Hypervirulent,1,37189043,FUL,statistical,1.0
Complete Genome Assembly and Annotation of Escherichia coli Bacteriophage 55 from Rivière la Quint in Gonaïves,1,37272828,FUL,statistical,1.0
Complete Dictionary of Madurese-Indonesian,1,36994143,FUL,statistical,1.0
Competitive Esports Physiological,1,39799161,FUL,statistical,1.0
Compensation,1,37312940,FUL,v2_bert,0.52042735
Complications With Noninvasive Fat and Cellulite Reduction Devices,1,35778250,FUL,statistical,1.0
Composition,1,35187026,FUL,v2_bert,0.5212967
Compendium of Physical Activities,1,38242596,FUL,statistical,1.0
Comprehensive Collection and Comparison for ChIP-Seq Database,1,37244568,FUL,ruler,1.0
Comprehensive Ophthalmology Retinal Image Registration dataset,1,39824846,FUL,v2_bert,0.90006703
Comprehensive Marine Natural Products Database,1,38528548,FUL,statistical,1.0
Comprehensive Investigation of Unmanned Aerial Vehicles,1,38793917,FUL,statistical,1.0
Comprehensive Image Dataset of Contemporary Indian Coins,1,38328285,FUL,v2_bert,0.8807133
Comprehensive Histone Mark Analysis,1,37018393,FUL,statistical,1.0
Comprehensive Herpesviruses Antiviral drug Resistance Mutation Database,1,39349222,FUL,v2_bert,0.9816799
Comprehensive Directory of Bacterial Promoters,1,38385146,FUL,statistical,1.0
Comprehensive Assessment of 16S rRNA Gene Amplicon Sequencing for Microbiome Profiling across Multiple Habitats,1,37102867,FUL,statistical,1.0
Composition Database,1,39071807,FUL,v2_bert,0.76760864
Compounds And Transcripts Bridge,1,39517109,FUL,statistical,1.0
Compound-Target Activity Prediction,1,39536385,FUL,statistical,1.0
Compound spEciaLization,1,37208694,FUL,v2_bert,0.80336416
Compound Matrix-Based Project Database,1,38538624,FUL,statistical,1.0
Compound Events Toolbox and Dataset,1,40021700,FUL,statistical,1.0
Compound Danshen Dripping Pills,1,35910835,FUL,statistical,1.0
