pmid,title,abstract,in_linguistic,in_setfit,ling_score,setfit_confidence,primary_entity_long,primary_entity_short,primary_score,status,matched_long_short,all_long,all_short,ner_source,ner_confidence,entity_from_title,db_keyword_found,title_entity_in_ner,very_high_conf,baseline_entity_match,all_urls,resource_url,has_resource_url,url_context,article_count
34260718,CoSMeD: a user-friendly web server to estimate 5-year survival probability of left-sided and right-sided colorectal cancer patients using molecular data.,"<h4>Summary</h4>Colorectal cancer is a heterogeneous disease with diverse prognoses between left-sided and right-sided patients; therefore, it is necessary to precisely evaluate the survival probability of side-specific colorectal cancer patients. Here, we collected multi-omics data from The Cancer Genome Atlas program, including gene expression, DNA methylation and microRNA expression. Specificity measure and robust likelihood-based survival analysis were used to identify 6 left-sided and 28 right-sided prognostic biomarkers. Compared to the performance of clinical prognostic models, the addition of these biomarkers could significantly improve the discriminatory ability and calibration in predicting side-specific 5-year survival for colorectal cancer. Additional dataset derived from Gene Expression Omnibus was used to validate the prognostic value of side-specific genes. Finally, we constructed colorectal cancer side-specific molecular database (CoSMeD), a user-friendly interface for estimating side-specific colorectal cancer 5-year survival probability, which can lay the basis for personalized management of left-sided and right-sided colorectal cancer patients.<h4>Availability and implementation</h4>CoSMeD is freely available at https://mulongdu.shinyapps.io/cosmed.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.",True,False,5.0,,,cosmed,17.9989598,ok,,the cancer genome atlas | gene expression omnibus | colorectal cancer side-specific molecular database,osmed,v2,0.9989598,CoSMeD,True,True,True,,https://mulongdu.shinyapps.io/cosmed,https://mulongdu.shinyapps.io/cosmed,True,...implementation</h4>CoSMeD is freely available at https://mulongdu.shinyapps.io/cosmed.<h4>Supplementary information</h4>Supplementary d...,1
24627222,miR-Synth: a computational resource for the design of multi-site multi-target synthetic miRNAs.,"RNAi is a powerful tool for the regulation of gene expression. It is widely and successfully employed in functional studies and is now emerging as a promising therapeutic approach. Several RNAi-based clinical trials suggest encouraging results in the treatment of a variety of diseases, including cancer. Here we present miR-Synth, a computational resource for the design of synthetic microRNAs able to target multiple genes in multiple sites. The proposed strategy constitutes a valid alternative to the use of siRNA, allowing the employment of a fewer number of molecules for the inhibition of multiple targets. This may represent a great advantage in designing therapies for diseases caused by crucial cellular pathways altered by multiple dysregulated genes. The system has been successfully validated on two of the most prominent genes associated to lung cancer, c-MET and Epidermal Growth Factor Receptor (EGFR). (See http://microrna.osumc.edu/mir-synth).",True,False,5.0,,mir-synth,,17.9989592,ok,,,,v2,0.9989592,miR-Synth,True,True,True,,http://microrna.osumc.edu/mir-synth,http://microrna.osumc.edu/mir-synth,True,...and Epidermal Growth Factor Receptor (EGFR). (See http://microrna.osumc.edu/mir-synth).,1
29097776,MiSNPDb: a web-based genomic resources of tropical ecology fruit mango (Mangifera indica L.) for phylogeography and varietal differentiation.,"Mango is one of the most important fruits of tropical ecological region of the world, well known for its nutritive value, aroma and taste. Its world production is >45MT worth >200 billion US dollars. Genomic resources are required for improvement in productivity and management of mango germplasm. There is no web-based genomic resources available for mango. Hence rapid and cost-effective high throughput putative marker discovery is required to develop such resources. RAD-based marker discovery can cater this urgent need till whole genome sequence of mango becomes available. Using a panel of 84 mango varieties, a total of 28.6 Gb data was generated by ddRAD-Seq approach on Illumina HiSeq 2000 platform. A total of 1.25 million SNPs were discovered. Phylogenetic tree using 749 common SNPs across these varieties revealed three major lineages which was compared with geographical locations. A web genomic resources MiSNPDb, available at http://webtom.cabgrid.res.in/mangosnps/ is based on 3-tier architecture, developed using PHP, MySQL and Javascript. This web genomic resources can be of immense use in the development of high density linkage map, QTL discovery, varietal differentiation, traceability, genome finishing and SNP chip development for future GWAS in genomic selection program. We report here world's first web-based genomic resources for genetic improvement and germplasm management of mango.",True,False,5.0,,misnpdb,,17.99894917,ok,,,,v2,0.99894917,MiSNPDb,True,True,True,,http://webtom.cabgrid.res.in/mangosnps/,http://webtom.cabgrid.res.in/mangosnps/,True,"...ns. A web genomic resources MiSNPDb, available at http://webtom.cabgrid.res.in/mangosnps/ is based on 3-tier architecture, developed using...",1
27318201,PhenoScanner: a database of human genotype-phenotype associations.,"PhenoScanner is a curated database of publicly available results from large-scale genetic association studies. This tool aims to facilitate 'phenome scans', the cross-referencing of genetic variants with many phenotypes, to help aid understanding of disease pathways and biology. The database currently contains over 350 million association results and over 10 million unique genetic variants, mostly single nucleotide polymorphisms. It is accompanied by a web-based tool that queries the database for associations with user-specified variants, providing results according to the same effect and non-effect alleles for each input variant. The tool provides the option of searching for trait associations with proxies of the input variants, calculated using the European samples from 1000 Genomes and Hapmap.<h4>Availability and implementation</h4>PhenoScanner is available at www.phenoscanner.medschl.cam.ac.uk CONTACT: jrs95@medschl.cam.ac.ukSupplementary information: Supplementary data are available at Bioinformatics online.",True,False,5.0,,phenoscanner,,17.998931900000002,ok,,a database of human | henoscanner,,v2,0.9989319,PhenoScanner,True,True,True,,http://www.phenoscanner.medschl.cam.ac.uk,http://www.phenoscanner.medschl.cam.ac.uk,True,,1
28076956,SBOLme: a Repository of SBOL Parts for Metabolic Engineering.,"The Synthetic Biology Open Language (SBOL) is a community-driven open language to promote standardization in synthetic biology. To support the use of SBOL in metabolic engineering, we developed SBOLme, the first open-access repository of SBOL 2-compliant biochemical parts for a wide range of metabolic engineering applications. The URL of our repository is http://www.cbrc.kaust.edu.sa/sbolme .",True,False,4.0,,,sbolme,17.9988623,ok,,,sbol,v2,0.9988623,SBOLme,True,True,True,,http://www.cbrc.kaust.edu.sa/sbolme,http://www.cbrc.kaust.edu.sa/sbolme,True,...eering applications. The URL of our repository is http://www.cbrc.kaust.edu.sa/sbolme .,1
22281013,KAREBrowser: SNP database of Korea Association REsource Project.,"The International HapMap Project and the Human Genome Diversity Project (HGDP) provide plentiful resources on human genome information to the public. However, this kind of information is limited because of the small sample size in both databases. A Genome-Wide Association Study has been conducted with 8,842 Korean subjects as a part of the Korea Association Resource (KARE) project. In an effort to build a publicly available browsing system for genome data resulted from large scale KARE GWAS, we developed the KARE browser. This browser provides users with a large amount of single nucleotide polymorphisms (SNPs) information comprising 1.5 million SNPs from population-based cohorts of 8,842 samples. KAREBrowser was based on the generic genome browser (GBrowse), a webbased application tool developed for users to navigate and visualize the genomic features and annotations in an interactive manner. All SNP information and related functions are available at the web site http://ksnp.cdc. go.kr/karebrowser/.",True,False,5.0,,karebrowser,,17.998783,ok,,,kare,v2,0.998783,KAREBrowser,True,True,True,,http://ksnp.cdc,http://ksnp.cdc,True,...d related functions are available at the web site http://ksnp.cdc. go.kr/karebrowser/.,1
33676930,The DBSAV Database: Predicting Deleteriousness of Single Amino Acid Variations in the Human Proteome.,"Deleterious single amino acid variation (SAV) is one of the leading causes of human diseases. Evaluating the functional impact of SAVs is crucial for diagnosis of genetic disorders. We previously developed a deep convolutional neural network predictor, DeepSAV, to evaluate the deleterious effects of SAVs on protein function based on various sequence, structural, and functional properties. DeepSAV scores of rare SAVs observed in the human population are aggregated into a gene-level score called GTS (Gene Tolerance of rare SAVs) that reflects a gene's tolerance to deleterious missense mutations and serves as a useful tool to study gene-disease associations. In this study, we aim to enhance the performance of DeepSAV by using expanded datasets of pathogenic and benign variants, more features, and neural network optimization. We found that multiple sequence alignments built from vertebrate-level orthologs yield better prediction results compared to those built from mammalian-level orthologs. For multiple sequence alignments built from BLAST searches, optimal performance was achieved with a sequence identify cutoff of 50% to remove distant homologs. The new version of DeepSAV exhibits the best performance among standalone predictors of deleterious effects of SAVs. We developed the DBSAV database (http://prodata.swmed.edu/DBSAV) that reports GTS scores of human genes and DeepSAV scores of SAVs in the human proteome, including pathogenic and benign SAVs, population-level SAVs, and all possible SAVs by single nucleotide variations. This database serves as a useful resource for research of human SAVs and their relationships with protein functions and human diseases.",True,False,3.0,,,dbsav,17.998743060000002,ok,,deepsav,,v2,0.99874306,DBSAV Database,True,False,False,,http://prodata.swmed.edu/DBSAV,http://prodata.swmed.edu/DBSAV,True,...effects of SAVs. We developed the DBSAV database (http://prodata.swmed.edu/DBSAV) that reports GTS scores of human genes and DeepS...,1
33985559,TGIF-DB: terse genomics interface for developing botany.,"<h4>Objectives</h4>Pearl millet (Pennisetum glaucum) is a staple cereal crop for semi-arid regions. Its whole genome sequence and deduced putative gene sequences are available. However, the functions of many pearl millet genes are unknown. Situations are similar for other crop species such as garden asparagus (Asparagus officinalis), chickpea (Cicer arietinum) and Tartary buckwheat (Fagopyrum tataricum). The objective of the data presented here was to improve functional annotations of genes of pearl millet, garden asparagus, chickpea and Tartary buckwheat with gene annotations of model plants, to systematically provide such annotations as well as their sequences on a website, and thereby to promote genomics for those crops.<h4>Data description</h4>Sequences of genomes and transcripts of pearl millet, garden asparagus, chickpea and Tartary buckwheat were downloaded from a public database. These transcripts were associated with functional annotations of their Arabidopsis thaliana and rice (Oryza sativa) counterparts identified by BLASTX. Conserved domains in protein sequences of those species were identified by the HMMER scan with the Pfam database. The resulting data was deposited in the figshare repository and can be browsed on the Terse Genomics Interface for Developing Botany (TGIF-DB) website ( http://webpark2116.sakura.ne.jp/rlgpr/ ).",True,False,3.0,,,tgif-db,17.998737339999998,ok,,terse genomics interface for developing botany,pfam,v2,0.99873734,TGIF-DB,True,True,True,,http://webpark2116.sakura.ne.jp/rlgpr/,http://webpark2116.sakura.ne.jp/rlgpr/,True,...terface for Developing Botany (TGIF-DB) website ( http://webpark2116.sakura.ne.jp/rlgpr/ ).,1
26475471,NeuroTransDB: highly curated and structured transcriptomic metadata for neurodegenerative diseases.,"Neurodegenerative diseases are chronic debilitating conditions, characterized by progressive loss of neurons that represent a significant health care burden as the global elderly population continues to grow. Over the past decade, high-throughput technologies such as the Affymetrix GeneChip microarrays have provided new perspectives into the pathomechanisms underlying neurodegeneration. Public transcriptomic data repositories, namely Gene Expression Omnibus and curated ArrayExpress, enable researchers to conduct integrative meta-analysis; increasing the power to detect differentially regulated genes in disease and explore patterns of gene dysregulation across biologically related studies. The reliability of retrospective, large-scale integrative analyses depends on an appropriate combination of related datasets, in turn requiring detailed meta-annotations capturing the experimental setup. In most cases, we observe huge variation in compliance to defined standards for submitted metadata in public databases. Much of the information to complete, or refine meta-annotations are distributed in the associated publications. For example, tissue preparation or comorbidity information is frequently described in an article's supplementary tables. Several value-added databases have employed additional manual efforts to overcome this limitation. However, none of these databases explicate annotations that distinguish human and animal models in neurodegeneration context. Therefore, adopting a more specific disease focus, in combination with dedicated disease ontologies, will better empower the selection of comparable studies with refined annotations to address the research question at hand. In this article, we describe the detailed development of NeuroTransDB, a manually curated database containing metadata annotations for neurodegenerative studies. The database contains more than 20 dimensions of metadata annotations within 31 mouse, 5 rat and 45 human studies, defined in collaboration with domain disease experts. We elucidate the step-by-step guidelines used to critically prioritize studies from public archives and their metadata curation and discuss the key challenges encountered. Curated metadata for Alzheimer's disease gene expression studies are available for download. Database URL: www.scai.fraunhofer.de/NeuroTransDB.html.",True,False,3.0,,neurotransdb,,17.99868214,ok,,gene expression omnibus | arrayexpress,,v2,0.99868214,NeuroTransDB,True,True,True,,http://www.scai.fraunhofer.de/NeuroTransDB.html,http://www.scai.fraunhofer.de/NeuroTransDB.html,True,,1
28005526,Introducing EzBioCloud: a taxonomically united database of 16S rRNA gene sequences and whole-genome assemblies.,"The recent advent of DNA sequencing technologies facilitates the use of genome sequencing data that provide means for more informative and precise classification and identification of members of the Bacteria and Archaea. Because the current species definition is based on the comparison of genome sequences between type and other strains in a given species, building a genome database with correct taxonomic information is of paramount need to enhance our efforts in exploring prokaryotic diversity and discovering novel species as well as for routine identifications. Here we introduce an integrated database, called EzBioCloud, that holds the taxonomic hierarchy of the Bacteria and Archaea, which is represented by quality-controlled 16S rRNA gene and genome sequences. Whole-genome assemblies in the NCBI Assembly Database were screened for low quality and subjected to a composite identification bioinformatics pipeline that employs gene-based searches followed by the calculation of average nucleotide identity. As a result, the database is made of 61 700 species/phylotypes, including 13 132 with validly published names, and 62 362 whole-genome assemblies that were identified taxonomically at the genus, species and subspecies levels. Genomic properties, such as genome size and DNA G+C content, and the occurrence in human microbiome data were calculated for each genus or higher taxa. This united database of taxonomy, 16S rRNA gene and genome sequences, with accompanying bioinformatics tools, should accelerate genome-based classification and identification of members of the Bacteria and Archaea. The database and related search tools are available at www.ezbiocloud.net/.",True,False,3.0,,ezbiocloud,,17.99862033,ok,,,,v2,0.99862033,Introducing EzBioCloud,True,False,False,,http://www.ezbiocloud.net/,http://www.ezbiocloud.net/,True,,1
29566239,TodoFirGene: Developing Transcriptome Resources for Genetic Analysis of Abies sachalinensis.,"Todo-matsu (Abies sachalinensis) is one of the most important forestry species in Hokkaido, Japan and is distributed from near sea level to the alpine zone. Due to its wide spatial distribution, the species adapts to its environment, displaying phenotypes of ecological relevance. In order to identify candidate genes under natural selection, we collected the transcriptome from the female and male flower, leaf and inner bark. De novo assembly with 34.7 Gb of sequencing reads produced 158,542 transcripts from 69,618 loci, whose estimated coverage reached 95.6% of conserved eukaryotic genes. Homology searches against publicly available databases identified 134,190 (84.6%) transcripts with at least one hit. In total, 28,944 simple sequence repeats (SSRs) and 80,758 single nucleotide variants (SNVs) were detected from 23,570 (14.9%) and 25,366 (16.0%) transcripts, which were valuable for use in genetic analysis of the species. All the annotations were included in a relational database, TodoFirGene, which provides an interface for various queries and homology search, and can be accessed at http://plantomics.mind.meiji.ac.jp/todomatsu/. This database hosts not only the A. sachalinensis transcriptome but also links to the proteomes of 13 other species, allowing a comparative genomic study of plant species.",True,False,3.0,,todofirgene,,17.9985721,ok,,,,v2,0.9985721,TodoFirGene,True,True,True,,http://plantomics.mind.meiji.ac.jp/todomatsu/,http://plantomics.mind.meiji.ac.jp/todomatsu/,True,"...eries and homology search, and can be accessed at http://plantomics.mind.meiji.ac.jp/todomatsu/. This database hosts not only the A. sachalinensi...",1
28961691,3DBIONOTES v2.0: a web server for the automatic annotation of macromolecular structures.,"<h4>Motivation</h4>Complementing structural information with biochemical and biomedical annotations is a powerful approach to explore the biological function of macromolecular complexes. However, currently the compilation of annotations and structural data is a feature only available for those structures that have been released as entries to the Protein Data Bank.<h4>Results</h4>To help researchers in assessing the consistency between structures and biological annotations for structural models not deposited in databases, we present 3DBIONOTES v2.0, a web application designed for the automatic annotation of biochemical and biomedical information onto macromolecular structural models determined by any experimental or computational technique.<h4>Availability and implementation</h4>The web server is available at http://3dbionotes-ws.cnb.csic.es.<h4>Contact</h4>jsegura@cnb.csic.es.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.",True,False,6.0,,,3dbionotes,17.99856234,ok,,,,v2,0.99856234,3DBIONOTES,True,True,True,,http://3dbionotes-ws.cnb.csic.es,http://3dbionotes-ws.cnb.csic.es,True,...implementation</h4>The web server is available at http://3dbionotes-ws.cnb.csic.es.<h4>Contact</h4>jsegura@cnb.csic.es.<h4>Supplemen...,1
33193666,HpeNet: Co-expression Network Database for <i>de novo</i> Transcriptome Assembly of <i>Paeonia lactiflora</i> Pall.,"The herbaceous peony (<i>Paeonia lactiflora</i> Pall.) is a well-known ornamental flowering and pharmaceutical plant found in China. Its high medicinal value has long been recognized by traditional Chinese medicine (as <i>Radix paeoniae Alba</i> and <i>Radix paeoniae Rubra</i>), and it has become economically valued for its oilseed in recent years; like other <i>Paeonia</i> species, it has been identified as a novel resource for the α-linolenic acid used in seed oil production. However, its genome has not yet been sequenced, and little transcriptome data on <i>Paeonia lactiflora</i> are available. To obtain a comprehensive transcriptome for <i>Paeonia lactiflora</i>, RNAs from 10 tissues of the <i>Paeonia lactiflora</i> Pall. cv Shaoyou17C were used for <i>de novo</i> assembly, and 416,062 unigenes were obtained. Using a homology search, it was found that 236,222 (approximately 57%) unigenes had at least one BLAST hit in one or more public data resources. The construction of co-expression networks is a feasible means for improving unigene annotation. Using in-house transcriptome data, we obtained a co-expression network covering 95.13% of the unigenes. Then we integrated co-expression network analyses and lipid-related pathway genes to study lipid metabolism in <i>Paeonia lactiflora</i> cultivars. Finally, we constructed the online database HpeNet (http://bioinformatics.cau.edu.cn/HpeNet) to integrate transcriptome data, gene information, the co-expression network, and so forth. The database can also be searched for gene details, gene functions, orthologous matches, and other data. Our online database may help the research community identify functional genes and perform research on <i>Paeonia lactiflora</i> more conveniently. We hope that <i>de novo</i> transcriptome assembly, combined with co-expression networks, can provide a feasible means to predict the gene function of species that do not have a reference genome.",True,False,4.0,,,hpenet,17.998289800000002,ok,,,,v2,0.9982898,HpeNet,True,True,True,,http://bioinformatics.cau.edu.cn/HpeNet,http://bioinformatics.cau.edu.cn/HpeNet,True,"...nally, we constructed the online database HpeNet (http://bioinformatics.cau.edu.cn/HpeNet) to integrate transcriptome data, gene informatio...",1
27794045,Update of the FANTOM web resource: high resolution transcriptome of diverse cell types in mammals.,"Upon the first publication of the fifth iteration of the Functional Annotation of Mammalian Genomes collaborative project, FANTOM5, we gathered a series of primary data and database systems into the FANTOM web resource (http://fantom.gsc.riken.jp) to facilitate researchers to explore transcriptional regulation and cellular states. In the course of the collaboration, primary data and analysis results have been expanded, and functionalities of the database systems enhanced. We believe that our data and web systems are invaluable resources, and we think the scientific community will benefit for this recent update to deepen their understanding of mammalian cellular organization. We introduce the contents of FANTOM5 here, report recent updates in the web resource and provide future perspectives.",True,False,4.0,,,fantom,17.9982592,ok,,functional annotation of mammalian genomes,fantom5,v2,0.9982592,Update of the FANTOM web resource,True,False,False,,http://fantom.gsc.riken.jp,http://fantom.gsc.riken.jp,True,...nd database systems into the FANTOM web resource (http://fantom.gsc.riken.jp) to facilitate researchers to explore transcripti...,1
34028497,NeuroCirc: an integrative resource of circular RNA expression in the human brain.,"<h4>Motivation</h4>CircRNAs are covalently closed RNA molecules that are particularly abundant in the brain. While circRNA expression data from the human brain is rapidly accumulating, integration of large-scale datasets remains challenging and time-consuming, and consequently an integrative view of circRNA expression in the human brain is currently lacking.<h4>Results</h4>NeuroCirc is a web-based resource that allows interactive exploration of multiple types of circRNA data from the human brain, including large-scale expression datasets, circQTL data and circRNA expression across neuronal differentiation and cellular maturation time-courses. NeuroCirc also allows users to upload their own circRNA expression data and explore it in the integrative platform, thereby supporting circRNA prioritization for experimental validation and functional studies.<h4>Availability and implementation</h4>NeuroCirc is freely available at: https://voineagulab.github.io/NeuroCirc/. The source code and user documentation are available at: https://github.com/Voineagulab/NeuroCirc.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.",True,False,5.0,,neurocirc,,17.998249530000002,ok,,eurocirc,,v2,0.99824953,NeuroCirc,True,True,True,,https://voineagulab.github.io/NeuroCirc/,https://voineagulab.github.io/NeuroCirc/,True,...lementation</h4>NeuroCirc is freely available at: https://voineagulab.github.io/NeuroCirc/. The source code and user documentation are avail...,1
21227933,ARTADE2DB: improved statistical inferences for Arabidopsis gene functions and structure predictions by dynamic structure-based dynamic expression (DSDE) analyses.,"Recent advances in technologies for observing high-resolution genomic activities, such as whole-genome tiling arrays and high-throughput sequencers, provide detailed information for understanding genome functions. However, the functions of 50% of known Arabidopsis thaliana genes remain unknown or are annotated only on the basis of static analyses such as protein motifs or similarities. In this paper, we describe dynamic structure-based dynamic expression (DSDE) analysis, which sequentially predicts both structural and functional features of transcripts. We show that DSDE analysis inferred gene functions 12% more precisely than static structure-based dynamic expression (SSDE) analysis or conventional co-expression analysis based on previously determined gene structures of A. thaliana. This result suggests that more precise structural information than the fixed conventional annotated structures is crucial for co-expression analysis in systems biology of transcriptional regulation and dynamics. Our DSDE method, ARabidopsis Tiling-Array-based Detection of Exons version 2 and over-representation analysis (ARTADE2-ORA), precisely predicts each gene structure by combining two statistical analyses: a probe-wise co-expression analysis of multiple transcriptome measurements and a Markov model analysis of genome sequences. ARTADE2-ORA successfully identified the true functions of about 90% of functionally annotated genes, inferred the functions of 98% of functionally unknown genes and predicted 1,489 new gene structures and functions. We developed a database ARTADE2DB that integrates not only the information predicted by ARTADE2-ORA but also annotations and other functional information, such as phenotypes and literature citations, and is expected to contribute to the study of the functional genomics of A. thaliana. URL: http://artade.org.",True,False,4.0,,,artade2db,17.9982472,ok,,,artade2,v2,0.9982472,ARTADE2DB,True,True,True,,http://artade.org,http://artade.org,True,...y of the functional genomics of A. thaliana. URL: http://artade.org.,1
25233118,BioSWR--semantic web services registry for bioinformatics.,"Despite of the variety of available Web services registries specially aimed at Life Sciences, their scope is usually restricted to a limited set of well-defined types of services. While dedicated registries are generally tied to a particular format, general-purpose ones are more adherent to standards and usually rely on Web Service Definition Language (WSDL). Although WSDL is quite flexible to support common Web services types, its lack of semantic expressiveness led to various initiatives to describe Web services via ontology languages. Nevertheless, WSDL 2.0 descriptions gained a standard representation based on Web Ontology Language (OWL). BioSWR is a novel Web services registry that provides standard Resource Description Framework (RDF) based Web services descriptions along with the traditional WSDL based ones. The registry provides Web-based interface for Web services registration, querying and annotation, and is also accessible programmatically via Representational State Transfer (REST) API or using a SPARQL Protocol and RDF Query Language. BioSWR server is located at http://inb.bsc.es/BioSWR/and its code is available at https://sourceforge.net/projects/bioswr/under the LGPL license.",True,False,4.0,,,bioswr,17.9982461,ok,,bioswr--s,,v2,0.9982461,,True,False,False,,http://inb.bsc.es/BioSWR/and,http://inb.bsc.es/BioSWR/and,True,...d RDF Query Language. BioSWR server is located at http://inb.bsc.es/BioSWR/and its code is available at https://sourceforge.net/...,1
31243428,MiTPeptideDB: a proteogenomic resource for the discovery of novel peptides.,"<h4>Motivation</h4>The principal lines of research in MS/MS based Proteomics have been directed toward the molecular characterization of the proteins including their biological functions and their implications in human diseases. Recent advances in this field have also allowed the first attempts to apply these techniques to the clinical practice. Nowadays, the main progress in Computational Proteomics is based on the integration of genomic, transcriptomic and proteomic experimental data, what is known as Proteogenomics. This methodology is being especially useful for the discovery of new clinical biomarkers, small open reading frames and microproteins, although their validation is still challenging.<h4>Results</h4>We detected novel peptides following a proteogenomic workflow based on the MiTranscriptome human assembly and shotgun experiments. The annotation approach generated three custom databases with the corresponding peptides of known and novel transcripts of both protein coding genes and non-coding genes. In addition, we used a peptide detectability filter to improve the computational performance of the proteomic searches, the statistical analysis and the robustness of the results. These innovative additional filters are specially relevant when noisy next generation sequencing experiments are used to generate the databases. This resource, MiTPeptideDB, was validated using 43 cell lines for which RNA-Seq experiments and shotgun experiments were available.<h4>Availability and implementation</h4>MiTPeptideDB is available at http://bit.ly/MiTPeptideDB.<h4>Supplementary information</h4>Supplementary data are available at Bioinformatics online.",True,False,3.0,,mitpeptidedb,,17.9982304,ok,,itpeptidedb,,v2,0.9982304,MiTPeptideDB,True,True,True,,http://bit.ly/MiTPeptideDB,http://bit.ly/MiTPeptideDB,True,...d implementation</h4>MiTPeptideDB is available at http://bit.ly/MiTPeptideDB.<h4>Supplementary information</h4>Supplementary d...,1
23661681,STRAW: Species TRee Analysis Web server.,"The coalescent methods for species tree reconstruction are increasingly popular because they can accommodate coalescence and multilocus data sets. Herein, we present STRAW, a web server that offers workflows for reconstruction of phylogenies of species using three species tree methods-MP-EST, STAR and NJst. The input data are a collection of rooted gene trees (for STAR and MP-EST methods) or unrooted gene trees (for NJst). The output includes the estimated species tree, modified Robinson-Foulds distances between gene trees and the estimated species tree and visualization of trees to compare gene trees with the estimated species tree. The web sever is available at http://bioinformatics.publichealth.uga.edu/SpeciesTreeAnalysis/.",True,False,5.0,,,straw,17.997976899999998,ok,,species tree analysis web server,,v2,0.9979769,STRAW,True,True,True,,http://bioinformatics.publichealth.uga.edu/SpeciesTreeAnalysis/,http://bioinformatics.publichealth.uga.edu/SpeciesTreeAnalysis/,True,...mated species tree. The web sever is available at http://bioinformatics.publichealth.uga.edu/SpeciesTreeAnalysis/.,1
30637945,"The Quetzal Coalescence template library: A C++ programmers resource for integrating distributional, demographic and coalescent models.","Genetic samples can be used to understand and predict the behaviour of species living in a fragmented and temporally changing environment. In this regard, models of coalescence conditioned to an environment through an explicit modelling of population growth and migration have been developed in recent years, and simulators implementing these models have been developed, enabling biologists to estimate parameters of interest with Approximate Bayesian Computation techniques. However, model choice remains limited, and developing new coalescence simulators is extremely time consuming because code re-use is limited. We present Quetzal, a C++ library composed of re-usable components, which is sufficiently general to efficiently implement a wide range of spatially explicit coalescence-based environmental models of population genetics and to embed the simulation in an Approximate Bayesian Computation framework. Quetzal is not a simulation program, but a toolbox for programming simulators aimed at the community of scientific coders and research software engineers in molecular ecology and phylogeography. This new code resource is open-source and available at https://becheler.github.io/pages/quetzal.html along with other documentation resources.",True,False,5.0,,quetzal,,17.997912,ok,,quetzal coalescence template library,,v2,0.997912,Quetzal Coalescence template library,True,False,False,,https://becheler.github.io/pages/quetzal.html,https://becheler.github.io/pages/quetzal.html,True,...new code resource is open-source and available at https://becheler.github.io/pages/quetzal.html along with other documentation resources.,1
30368849,MDockPeP: An ab-initio protein-peptide docking server.,"Protein-peptide interactions play a crucial role in a variety of cellular processes. The protein-peptide complex structure is a key to understand the mechanisms underlying protein-peptide interactions and is critical for peptide therapeutic development. We present a user-friendly protein-peptide docking server, MDockPeP. Starting from a peptide sequence and a protein receptor structure, the MDockPeP Server globally docks the all-atom, flexible peptide to the protein receptor. The produced modes are then evaluated with a statistical potential-based scoring function, ITScorePeP. This method was systematically validated using the peptiDB benchmarking database. At least one near-native peptide binding mode was ranked among top 10 (or top 500) in 59% (85%) of the bound cases, and in 40.6% (71.9%) of the challenging unbound cases. The server can be used for both protein-peptide complex structure prediction and initial-stage sampling of the protein-peptide binding modes for other docking or simulation methods. MDockPeP Server is freely available at http://zougrouptoolkit.missouri.edu/mdockpep. © 2018 Wiley Periodicals, Inc.",True,False,6.0,,mdockpep,,17.99788415,ok,,mdockpep server,,v2,0.99788415,MDockPeP,True,True,True,,http://zougrouptoolkit.missouri.edu/mdockpep,http://zougrouptoolkit.missouri.edu/mdockpep,True,"...n methods. MDockPeP Server is freely available at http://zougrouptoolkit.missouri.edu/mdockpep. © 2018 Wiley Periodicals, Inc.",1
34309639,MUSTARD-a comprehensive resource of mutation-specific therapies in cancer.,"The steady increase in global cancer burden has fuelled the development of several modes of treatment for the disease. In the presence of an actionable mutation, targeted therapies offer a method to selectively attack cancer cells, increasing overall efficacy and reducing harmful side effects. However, different drug molecules are in different stages of development, with new molecules obtaining approvals from regulatory agencies each year. To augment clinical impact, it is important that this information reaches clinicians, patients and researchers swiftly and in a structured, well-annotated manner. To this end, we have developed Mutation-Specific Therapies Resource and Database in Cancer (MUSTARD), a database that is designed to be a centralized resource with diverse information such as cancer subtype, associated mutations, therapy offered and its effect observed, along with links to external resources for a more comprehensive annotation. In its current version, MUSTARD comprises over 2105 unique entries, including associations between 418 unique drug therapies, 189 cancer subtypes and 167 genes curated and annotated from over 862 different publications. To the best of our knowledge, it is the only resource that offers comprehensive information on mutation-specific, gene fusions and overexpressed gene-targeted therapies for cancer. Database URL: http://clingen.igib.res.in/mustard/.",True,False,3.0,,,mustard,17.997856900000002,ok,,mustard-a | mutation-specific therapies resource and database in cancer,,v2,0.9978569,,True,False,False,,http://clingen.igib.res.in/mustard/,http://clingen.igib.res.in/mustard/,True,...gene-targeted therapies for cancer. Database URL: http://clingen.igib.res.in/mustard/.,1
29878054,MIDORI server: a webserver for taxonomic assignment of unknown metazoan mitochondrial-encoded sequences using a curated database.,"<h4>Summary</h4>We present MIDORI server, a user-friendly web platform that uses a curated reference dataset, MIDORI, for high throughput taxonomic classification of unknown metazoan mitochondrial-encoded gene sequences. Currently three methods of taxonomic assignments: RDP Classifier, SPINGO and SINTAX, are implemented.<h4>Availability and implementation</h4>The web server is freely available at {http://reference-midori.info/server.php}.",True,False,7.0,,,midori,17.997856499999997,ok,,,rdp,v2,0.9978565,MIDORI server,True,False,False,,http://reference-midori.info/server.php,http://reference-midori.info/server.php,True,...tation</h4>The web server is freely available at {http://reference-midori.info/server.php}.,1
