pmid,title,abstract,in_linguistic,in_setfit,ling_score,setfit_confidence,primary_entity_long,primary_entity_short,primary_score,status,matched_long_short,all_long,all_short,ner_source,ner_confidence,entity_from_title,db_keyword_found,title_entity_in_ner,very_high_conf,baseline_entity_match,all_urls,resource_url,has_resource_url,url_context,article_count,in_baseline_pmid,in_baseline_entity,in_baseline
27899654,jPOSTrepo: an international standard data repository for proteomes.,"Major advancements have recently been made in mass spectrometry-based proteomics, yielding an increasing number of datasets from various proteomics projects worldwide. In order to facilitate the sharing and reuse of promising datasets, it is important to construct appropriate, high-quality public data repositories. jPOSTrepo (https://repository.jpostdb.org/) has successfully implemented several unique features, including high-speed file uploading, flexible file management and easy-to-use interfaces. This repository has been launched as a public repository containing various proteomic datasets and is available for researchers worldwide. In addition, our repository has joined the ProteomeXchange consortium, which includes the most popular public repositories such as PRIDE in Europe for MS/MS datasets and PASSEL for SRM datasets in the USA. Later MassIVE was introduced in the USA and accepted into the ProteomeXchange, as was our repository in July 2016, providing important datasets from Asia/Oceania. Accordingly, this repository thus contributes to a global alliance to share and store all datasets from a wide variety of proteomics experiments. Thus, the repository is expected to become a major repository, particularly for data collected in the Asia/Oceania region.",False,True,,0.7201699,jpostrepo,,22.9986013,ok,,an international standard data repository for proteomes | proteomexchange,pride,spacy+v2,0.9986013,jPOSTrepo,True,True,True,jPOSTrepo,https://repository.jpostdb.org/,https://repository.jpostdb.org/,True,...high-quality public data repositories. jPOSTrepo (https://repository.jpostdb.org/) has successfully implemented several unique feat...,1,True,True,True
22080506,A database of immunoglobulins with integrated tools: DIGIT.,"The DIGIT (Database of ImmunoGlobulins with Integrated Tools) database (http://biocomputing.it/digit) is an integrated resource storing sequences of annotated immunoglobulin variable domains and enriched with tools for searching and analyzing them. The annotations in the database include information on the type of antigen, the respective germline sequences and on pairing information between light and heavy chains. Other annotations, such as the identification of the complementarity determining regions, assignment of their structural class and identification of mutations with respect to the germline, are computed on the fly and can also be obtained for user-submitted sequences. The system allows customized BLAST searches and automatic building of 3D models of the domains to be performed.",False,True,,0.70401824,,digit,22.9984937,ok,,database of immunoglobulins with integrated tools,,spacy+v2,0.9984937,database of immunoglobulins with integrated tools,True,False,False,DIGIT,http://biocomputing.it/digit,http://biocomputing.it/digit,True,...ImmunoGlobulins with Integrated Tools) database (http://biocomputing.it/digit) is an integrated resource storing sequences of a...,1,True,True,True
24259684,BrassiBase: introduction to a novel knowledge database on Brassicaceae evolution.,"The Brassicaceae family (mustards or crucifers) includes Arabidopsis thaliana as one of the most important model species in plant biology and a number of important crop plants such as the various Brassica species (e.g. cabbage, canola and mustard). Moreover, the family comprises an increasing number of species that serve as study systems in many fields of plant science and evolutionary research. However, the systematics and taxonomy of the family are very complex and access to scientifically valuable and reliable information linked to species and genus names and its interpretation are often difficult. BrassiBase is a continuously developing and growing knowledge database (http://brassibase.cos.uni-heidelberg.de) that aims at providing direct access to many different types of information ranging from taxonomy and systematics to phylo- and cytogenetics. Providing critically revised key information, the database intends to optimize comparative evolutionary research in this family and supports the introduction of the Brassicaceae as the model family for evolutionary biology and plant sciences. Some features that should help to accomplish these goals within a comprehensive taxonomic framework have now been implemented in the new version 1.1.9. A 'Phylogenetic Placement Tool' should help to identify critical accessions and germplasm and provide a first visualization of phylogenetic relationships. The 'Cytogenetics Tool' provides in-depth information on genome sizes, chromosome numbers and polyploidy, and sets this information into a Brassicaceae-wide context.",False,True,,0.7208578,brassibase,,22.99844676,ok,,introduction to a novel knowledge database on brassicaceae evolution,,spacy+v2,0.99844676,BrassiBase,True,True,True,BrassiBase,http://brassibase.cos.uni-heidelberg.de,http://brassibase.cos.uni-heidelberg.de,True,...uously developing and growing knowledge database (http://brassibase.cos.uni-heidelberg.de) that aims at providing direct access to many dif...,1,True,True,True
27899558,pathDIP: an annotated resource for known and predicted human gene-pathway associations and pathway enrichment analysis.,"Molecular pathway data are essential in current computational and systems biology research. While there are many primary and integrated pathway databases, several challenges remain, including low proteome coverage (57%), low overlap across different databases, unavailability of direct information about underlying physical connectivity of pathway members, and high fraction of protein-coding genes without any pathway annotations, i.e. 'pathway orphans'. In order to address all these challenges, we developed pathDIP, which integrates data from 20 source pathway databases, 'core pathways', with physical protein-protein interactions to predict biologically relevant protein-pathway associations, referred to as 'extended pathways'. Cross-validation determined 71% recovery rate of our predictions. Data integration and predictions increase coverage of pathway annotations for protein-coding genes to 86%, and provide novel annotations for 5732 pathway orphans. PathDIP (http://ophid.utoronto.ca/pathdip) annotates 17 070 protein-coding genes with 4678 pathways, and provides multiple query, analysis and output options.",False,True,,0.71752155,pathdip,,22.99841136,ok,,,,spacy+v2,0.99841136,pathDIP,True,True,True,PathDIP,http://ophid.utoronto.ca/pathdip,http://ophid.utoronto.ca/pathdip,True,...el annotations for 5732 pathway orphans. PathDIP (http://ophid.utoronto.ca/pathdip) annotates 17 070 protein-coding genes with 4678...,1,False,True,True
28150236,Bioinformatics Analysis of Protein Phosphorylation in Plant Systems Biology Using P3DB.,"Protein phosphorylation is one of the most pervasive protein post-translational modification events in plant cells. It is involved in many plant biological processes, such as plant growth, organ development, and plant immunology, by regulating or switching signaling and metabolic pathways. High-throughput experimental methods like mass spectrometry can easily characterize hundreds to thousands of phosphorylation events in a single experiment. With the increasing volume of the data sets, Plant Protein Phosphorylation DataBase (P3DB, http://p3db.org ) provides a comprehensive, systematic, and interactive online platform to deposit, query, analyze, and visualize these phosphorylation events in many plant species. It stores the protein phosphorylation sites in the context of identified mass spectra, phosphopeptides, and phosphoproteins contributed from various plant proteome studies. In addition, P3DB associates these plant phosphorylation sites to protein physicochemical information in the protein charts and tertiary structures, while various protein annotations from hierarchical kinase phosphatase families, protein domains, and gene ontology are also added into the database. P3DB not only provides rich information, but also interconnects and provides visualization of the data in networks, in systems biology context. Currently, P3DB includes the KiC (Kinase Client) assay network, the protein-protein interaction network, the kinase-substrate network, the phosphatase-substrate network, and the protein domain co-occurrence network. All of these are available to query for and visualize existing phosphorylation events. Although P3DB only hosts experimentally identified phosphorylation data, it provides a plant phosphorylation prediction model for any unknown queries on the fly. P3DB is an entry point to the plant phosphorylation community to deposit and visualize any customized data sets within this systems biology framework. Nowadays, P3DB has become one of the major bioinformatics platforms of protein phosphorylation in plant biology.",False,True,,0.7213028,,p3db,22.9984105,ok,,plant protein phosphorylation database,db,v2,0.9984105,,True,False,False,,http://p3db.org,http://p3db.org,True,"...ts, Plant Protein Phosphorylation DataBase (P3DB, http://p3db.org ) provides a comprehensive, systematic, and inter...",1,False,False,False
24311565,mVOC: a database of microbial volatiles.,"Scents are well known to be emitted from flowers and animals. In nature, these volatiles are responsible for inter- and intra-organismic communication, e.g. attraction and defence. Consequently, they influence and improve the establishment of organisms and populations in ecological niches by acting as single compounds or in mixtures. Despite the known wealth of volatile organic compounds (VOCs) from species of the plant and animal kingdom, in the past, less attention has been focused on volatiles of microorganisms. Although fast and affordable sequencing methods facilitate the detection of microbial diseases, however, the analysis of signature or fingerprint volatiles will be faster and easier. Microbial VOCs (mVOCs) are presently used as marker to detect human diseases, food spoilage or moulds in houses. Furthermore, mVOCs exhibited antagonistic potential against pathogens in vitro, but their biological roles in the ecosystems remain to be investigated. Information on volatile emission from bacteria and fungi is presently scattered in the literature, and no public and up-to-date collection on mVOCs is available. To address this need, we have developed mVOC, a database available online at http://bioinformatics.charite.de/mvoc.",False,True,,0.714862,,mvoc,22.9983878,ok,,a database of microbial volatiles,,spacy+v2,0.9983878,mVOC,True,True,True,mVOC,http://bioinformatics.charite.de/mvoc,http://bioinformatics.charite.de/mvoc,True,"...ve developed mVOC, a database available online at http://bioinformatics.charite.de/mvoc.",1,False,True,True
26697753,DLGP: A database for lineage-conserved and lineage-specific gene pairs in animal and plant genomes.,"The conservation of gene organization in the genome with lineage-specificity is an invaluable resource to decipher their potential functionality with diverse selective constraints, especially in higher animals and plants. Gene pairs appear to be the minimal structure for such kind of gene clusters that tend to reside in their preferred locations, representing the distinctive genomic characteristics in single species or a given lineage. Despite gene families having been investigated in a widespread manner, the definition of gene pair families in various taxa still lacks adequate attention. To address this issue, we report DLGP (http://lcgbase.big.ac.cn/DLGP/) that stores the pre-calculated lineage-based gene pairs in currently available 134 animal and plant genomes and inspect them under the same analytical framework, bringing out a set of innovational features. First, the taxonomy or lineage has been classified into four levels such as Kingdom, Phylum, Class and Order. It adopts all-to-all comparison strategy to identify the possible conserved gene pairs in all species for each gene pair in certain species and reckon those that are conserved in over a significant proportion of species in a given lineage (e.g. Primates, Diptera or Poales) as the lineage-conserved gene pairs. Furthermore, it predicts the lineage-specific gene pairs by retaining the above-mentioned lineage-conserved gene pairs that are not conserved in any other lineages. Second, it carries out pairwise comparison for the gene pairs between two compared species and creates the table including all the conserved gene pairs and the image elucidating the conservation degree of gene pairs in chromosomal level. Third, it supplies gene order browser to extend gene pairs to gene clusters, allowing users to view the evolution dynamics in the gene context in an intuitive manner. This database will be able to facilitate the particular comparison between animals and plants, between vertebrates and arthropods, and between monocots and eudicots, accounting for the significant contribution of gene pairs to speciation and diversification in specific lineages.",False,True,,0.7230025,,dlgp,22.9983556,ok,,,,spacy+v2,0.9983556,DLGP,True,True,True,DLGP,http://lcgbase.big.ac.cn/DLGP/,http://lcgbase.big.ac.cn/DLGP/,True,"...attention. To address this issue, we report DLGP (http://lcgbase.big.ac.cn/DLGP/) that stores the pre-calculated lineage-based gen...",1,True,True,True
24408216,tbvar: A comprehensive genome variation resource for Mycobacterium tuberculosis.,"Mycobacterium tuberculosis, along with closely related species, commonly known as M. tuberculosis complex (MTBC), causes tuberculosis in humans and other organisms. Tuberculosis is a disease with high morbidity and mortality, especially in the third world. The genetic variability between clinical isolates of MTBC has been poorly understood, although recent years have seen the re-sequencing of a large number of clinical isolates of MTBC from around the world. The availability of genomic data of multiple isolates in public domain would potentially offer a unique opportunity toward understanding the variome of the organism and the functional consequences of the variations. This nevertheless has been limited by the lack of systematic curation and analysis of data sets available in public domain. In this report, we have re-analyzed re-sequencing data sets corresponding to >450 isolates of MTBC available in public domain to create a comprehensive variome map of MTBC comprising >29 000 single nucleotide variations. Using a systematic computational pipeline, we have annotated potential functional variants and drug-resistance-associated variants from the variome. We have made available this data set as a searchable database. Apart from a user-friendly interface, the database also has a novel option to annotate variants from clinical re-sequencing data sets of MTBC. To the best of our knowledge, tbvar is the largest and most comprehensive genome variation resources for MTBC. Database URL: http://genome.igib.res.in/tbvar/",False,True,,0.707833,,tbvar,22.9983428,ok,,a comprehensive genome variation resource for mycobacterium tuberculosis,,spacy+v2,0.9983428,tbvar,True,True,True,tbvar,http://genome.igib.res.in/tbvar/,http://genome.igib.res.in/tbvar/,True,...enome variation resources for MTBC. Database URL: http://genome.igib.res.in/tbvar/,1,True,True,True
24307774,DIACAN: Integrated Database for Antidiabetic and Anticancer Medicinal Plants.,<h4>Unlabelled</h4>Medicinal plants and plant derived molecules are widely used in traditional cultures all over the world and they are becoming large popular among biomedical researchers and pharmaceutical companies as a natural alternative to synthetic medicine. Information related to medicinal plants and herbal drugs accumulated over the ages are scattered and unstructured which make it prudent to develop a curated database for medicinal plants. The Antidiabetic and Anticancer Medicinal Plants Database (DIACAN) aims to collect and provide an integrated platform for plants and phytochemiclas having antidiabetic or anticancer activity.<h4>Availability</h4>http://www.kaubic.in/diacan.,False,True,,0.6795556,,diacan,22.99833906,ok,,antidiabetic and anticancer medicinal plants database | antidiabetic and | medicinal plants database,,spacy+v2,0.99833906,DIACAN,True,True,True,DIACAN,http://www.kaubic.in/diacan,http://www.kaubic.in/diacan,True,...betic or anticancer activity.<h4>Availability</h4>http://www.kaubic.in/diacan.,1,True,True,True
22570419,LAHEDES: the LAGLIDADG homing endonuclease database and engineering server.,"LAGLIDADG homing endonucleases (LHEs) are DNA cleaving enzymes, also termed 'meganucleases' that are employed as gene-targeting reagents. This use of LHEs requires that their DNA specificity be altered to match sequences in genomic targets. The choice of the most appropriate LHE to target a particular gene is facilitated by the growing number of such enzymes with well-characterized activities and structures. 'LAHEDES' (The LAGLIDADG Homing Endonuclease Database and Engineering Server) provides both an online archive of LHEs with validated DNA cleavage specificities and DNA-binding interactions, as well as a tool for the identification of DNA sequences that might be targeted by various LHEs. Searches can be performed using four separate scoring algorithms and user-defined choices of LHE scaffolds. The webserver subsequently provides information regarding clusters of amino acids that should be interrogated during engineering and selection experiments. The webserver is fully open access and can be found at http://homingendonuclease.net.",False,True,,0.7141492,,lahedes,22.9982923,ok,,homing endonuclease database,laglidadg,spacy+v2,0.9982923,LAHEDES,True,True,True,LAHEDES,http://homingendonuclease.net,http://homingendonuclease.net,True,...ebserver is fully open access and can be found at http://homingendonuclease.net.,1,True,True,True
27037912,GAMDB: a web resource to connect microRNAs with autophagy in gerontology.,"<h4>Objectives</h4>MicroRNAs (miRNAs) are endogenous ~23 nucleotides (nt) RNAs, regulating gene expression by pairing to the mRNAs of protein-coding genes to direct their post-transcriptional repression. Both in normal and aberrant activities, miRNAs contribute to a recurring paradigm of cellular behaviors in pathological settings, especially in gerontology. Autophagy, a multi-step lysosomal degradation process with function to degrade long-lived proteins and damaged organelles, has significant impact on gerontology. Thus, elucidating how miRNAs participate in autophagy may enlarge the scope of miRNA in autophagy and facilitate researches in gerontology.<h4>Materials and methods</h4>Herein, based upon the published studies, predicted targets and gerontology-related diseases, we constructed a web resource named Gerontology-Autophagic-MicroRNA Database (GAMDB) (http://gamdb.liu-lab.com/index.php), which contained 836 autophagy-related miRNAs, 197 targeted genes/proteins and 56 aging-related diseases such as Parkinson' disease, Alzheimer's disease and Huntington's disease.<h4>Results and conclusion</h4>We made use of large amounts of data to elucidate the intricate relationships between microRNA-regulated autophagic mechanisms and gerontology. This database will facilitate better understanding of autophagy regulation network in gerontology and thus promoting gerontology-related therapy in the future.",False,True,,0.620111,,gamdb,22.9981743,ok,,gerontology-autophagic-microrna database,,spacy+v2,0.9981743,GAMDB,True,True,True,GAMDB,http://gamdb.liu-lab.com/index.php,http://gamdb.liu-lab.com/index.php,True,"...Gerontology-Autophagic-MicroRNA Database (GAMDB) (http://gamdb.liu-lab.com/index.php), which contained 836 autophagy-related miRNAs, 1...",1,True,True,True
29156006,DIANA-TarBase v8: a decade-long collection of experimentally supported miRNA-gene interactions.,"DIANA-TarBase v8 (http://www.microrna.gr/tarbase) is a reference database devoted to the indexing of experimentally supported microRNA (miRNA) targets. Its eighth version is the first database indexing >1 million entries, corresponding to ∼670 000 unique miRNA-target pairs. The interactions are supported by >33 experimental methodologies, applied to ∼600 cell types/tissues under ∼451 experimental conditions. It integrates information on cell-type specific miRNA-gene regulation, while hundreds of thousands of miRNA-binding locations are reported. TarBase is coming of age, with more than a decade of continuous support in the non-coding RNA field. A new module has been implemented that enables the browsing of interactions through different filtering combinations. It permits easy retrieval of positive and negative miRNA targets per species, methodology, cell type and tissue. An incorporated ranking system is utilized for the display of interactions based on the robustness of their supporting methodologies. Statistics, pie-charts and interactive bar-plots depicting the database content are available through a dedicated result page. An intuitive interface is introduced, providing a user-friendly application with flexible options to different queries.",False,True,,0.71663785,tarbase,,22.998168,ok,,diana-tarbase,,spacy+v2,0.998168,DIANA-TarBase,True,False,False,TarBase,http://www.microrna.gr/tarbase,http://www.microrna.gr/tarbase,True,DIANA-TarBase v8 (http://www.microrna.gr/tarbase) is a reference database devoted to the indexing...,1,False,True,True
22267904,SAFE Software and FED Database to Uncover Protein-Protein Interactions using Gene Fusion Analysis.,"Domain Fusion Analysis takes advantage of the fact that certain proteins in a given proteome A, are found to have statistically significant similarity with two separate proteins in another proteome B. In other words, the result of a fusion event between two separate proteins in proteome B is a specific full-length protein in proteome A. In such a case, it can be safely concluded that the protein pair has a common biological function or even interacts physically. In this paper, we present the Fusion Events Database (FED), a database for the maintenance and retrieval of fusion data both in prokaryotic and eukaryotic organisms and the Software for the Analysis of Fusion Events (SAFE), a computational platform implemented for the automated detection, filtering and visualization of fusion events (both available at: http://www.bioacademy.gr/bioinformatics/projects/ProteinFusion/index.htm). Finally, we analyze the proteomes of three microorganisms using these tools in order to demonstrate their functionality.",False,True,,0.723452,,fed,22.9981518,ok,fed | fusion events database,fusion events database,safe,spacy+v2,0.9981518,,True,False,False,FED,http://www.bioacademy.gr/bioinformatics/projects/ProteinFusion/index.htm,http://www.bioacademy.gr/bioinformatics/projects/ProteinFusion/index.htm,True,"...isualization of fusion events (both available at: http://www.bioacademy.gr/bioinformatics/projects/ProteinFusion/index.htm). Finally, we analyze the proteomes of three micr...",1,True,True,True
24364365,Database construction for PromoterCAD: synthetic promoter design for mammals and plants.,"Synthetic promoters can control a gene's timing, location, and expression level. The PromoterCAD web server ( http://promotercad.org ) allows the design of synthetic promoters to control plant gene expression, by novel arrangement of cis-regulatory elements. Recently, we have expanded PromoterCAD's scope with additional plant and animal data: (1) PLACE (Plant Cis-acting Regulatory DNA Elements), including various sized sequence motifs; (2) PEDB (Mammalian Promoter/Enhancer Database), including gene expression data for mammalian tissues. The plant PromoterCAD data now contains 22 000 Arabidopsis thaliana genes, 2 200 000 microarray measurements in 20 growth conditions and 79 tissue organs and developmental stages, while the new mammalian PromoterCAD data contains 679 Mus musculus genes and 65 000 microarray measurements in 96 tissue organs and cell types ( http://promotercad.org/mammal/ ). This work presents step-by-step instructions for adding both regulatory motif and gene expression data to PromoterCAD, to illustrate how users can expand PromoterCAD functionality for their own applications and organisms.",False,True,,0.7214736,promotercad,,22.9981453,ok,,cis-acting regulatory dna elements | ammalian promoter/enhancer database,pedb,v2,0.9981453,Database construction for PromoterCAD,True,False,False,,http://promotercad.org | http://promotercad.org/mammal/,http://promotercad.org,True,...nd expression level. The PromoterCAD web server ( http://promotercad.org ) allows the design of synthetic promoters to con...,1,False,False,False
26503244,sRNATarBase 3.0: an updated database for sRNA-target interactions in bacteria.,"Bacterial sRNAs are a class of small regulatory RNAs of about 40-500 nt in length; they play multiple biological roles through binding to their target mRNAs or proteins. Therefore, elucidating sRNA targets is very important. However, only targets of a few sRNAs have been described. To facilitate sRNA functional studies such as developing sRNA target prediction models, we updated the sRNATarBase database, which was initially developed in 2010. The new version (recently moved to http://ccb1.bmi.ac.cn/srnatarbase/) contains 771 sRNA-target entries manually collected from 213 papers, and 23 290 and 11 750 predicted targets from sRNATarget and sTarPicker, respectively. Among the 771 entries, 475 and 17 were involved in validated sRNA-mRNA and sRNA-protein interactions, respectively, while 279 had no reported interactions. We also presented detailed information for 316 binding regions of sRNA-target mRNA interactions and related mutation experiments, as well as new features, including NCBI sequence viewer, sRNA regulatory network, target prediction-based GO and pathway annotations, and error report system. The new version provides a comprehensive annotation of validated sRNA-target interactions, and will be a useful resource for bacterial sRNA studies.",False,True,,0.70487654,srnatarbase,,22.99789613,ok,,,,spacy+v2,0.99789613,sRNATarBase,True,True,True,sRNATarBase,http://ccb1.bmi.ac.cn/srnatarbase/,http://ccb1.bmi.ac.cn/srnatarbase/,True,...loped in 2010. The new version (recently moved to http://ccb1.bmi.ac.cn/srnatarbase/) contains 771 sRNA-target entries manually collec...,1,True,True,True
26403370,Vaxvec: The first web-based recombinant vaccine vector database and its data analysis.,"A recombinant vector vaccine uses an attenuated virus, bacterium, or parasite as the carrier to express a heterologous antigen(s). Many recombinant vaccine vectors and related vaccines have been developed and extensively investigated. To compare and better understand recombinant vectors and vaccines, we have generated Vaxvec (http://www.violinet.org/vaxvec), the first web-based database that stores various recombinant vaccine vectors and those experimentally verified vaccines that use these vectors. Vaxvec has now included 59 vaccine vectors that have been used in 196 recombinant vector vaccines against 66 pathogens and cancers. These vectors are classified to 41 viral vectors, 15 bacterial vectors, 1 parasitic vector, and 1 fungal vector. The most commonly used viral vaccine vectors are double-stranded DNA viruses, including herpesviruses, adenoviruses, and poxviruses. For example, Vaxvec includes 63 poxvirus-based recombinant vaccines for over 20 pathogens and cancers. Vaxvec collects 30 recombinant vector influenza vaccines that use 17 recombinant vectors and were experimentally tested in 7 animal models. In addition, over 60 protective antigens used in recombinant vector vaccines are annotated and analyzed. User-friendly web-interfaces are available for querying various data in Vaxvec. To support data exchange, the information of vaccine vectors, vaccines, and related information is stored in the Vaccine Ontology (VO). Vaxvec is a timely and vital source of vaccine vector database and facilitates efficient vaccine vector research and development.",False,True,,0.70901126,,vaxvec,22.9978543,ok,,,,v2,0.9978543,Vaxvec,True,True,True,,http://www.violinet.org/vaxvec,http://www.violinet.org/vaxvec,True,"...t vectors and vaccines, we have generated Vaxvec (http://www.violinet.org/vaxvec), the first web-based database that stores variou...",1,False,False,False
30665056,dbHDPLS: A database of human disease-related protein-ligand structures.,"Protein-ligand complexes perform specific functions, most of which are related to human diseases. The database, called as human disease-related protein-ligand structures (dbHDPLS), collected 8833 structures which were extracted from protein data bank (PDB) and other related databases. The database is annotated with comprehensive information involving ligands and drugs, related human diseases and protein-ligand interaction information, with the information of protein structures. The database may be a reliable resource for structure-based drug target discoveries and druggability predictions of protein-ligand binding sites, drug-disease relationships based on protein-ligand complex structures. It can be publicly accessed at the website: http://DeepLearner.ahu.edu.cn/web/dbDPLS/.",False,True,,0.7141952,dbhdpls,,22.99779266,ok,,human disease-related protein-ligand structures,pdb,spacy+v2,0.99779266,dbHDPLS,True,True,True,dbHDPLS,http://DeepLearner.ahu.edu.cn/web/dbDPLS/,http://DeepLearner.ahu.edu.cn/web/dbDPLS/,True,...ures. It can be publicly accessed at the website: http://DeepLearner.ahu.edu.cn/web/dbDPLS/.,1,True,True,True
31652812,Introducing Murine Microbiome Database (MMDB): A Curated Database with Taxonomic Profiling of the Healthy Mouse Gastrointestinal Microbiome.,"The gut microbiota modulates overall metabolism, the immune system and brain development of the host. The majority of mammalian gut microbiota consists of bacteria. Among various model animals, the mouse has been most widely used in pre-clinical biological experiments. The significant compositional differences in taxonomic profiles among different mouse strains due to gastrointestinal locations, genotypes and vendors have been well documented. However, details of such variations are yet to be elucidated. This study compiled and analyzed 16S rRNA gene-based taxonomic profiles of 554 healthy mouse samples from 14 different projects to construct a comprehensive database of the microbiome of a healthy mouse gastrointestinal tract. The database, named Murine Microbiome Database, should provide researchers with useful taxonomic information and better biological insight about how each taxon, such as genus and species, is associated with locations in the gastrointestinal tract, genotypes and vendors. The database is freely accessible over the Internet at http://leb.snu.ac.kr/mmdb/.",False,True,,0.62549895,murine microbiome database,,22.99770683,ok,,,mmdb,spacy+v2,0.99770683,Introducing Murine Microbiome Database,True,False,False,Murine Microbiome Database,http://leb.snu.ac.kr/mmdb/,http://leb.snu.ac.kr/mmdb/,True,...atabase is freely accessible over the Internet at http://leb.snu.ac.kr/mmdb/.,1,True,True,True
24339831,Circ2Traits: a comprehensive database for circular RNA potentially associated with disease and traits.,"Circular RNAs are new players in regulation of post transcriptional gene expression. Animal genomes express many circular RNAs from diverse genomic locations. A recent study has validated a fairly large number of circular RNAs in human, mouse, and nematode. Circular RNAs play a crucial role in fine tuning the level of miRNA mediated regulation of gene expression by sequestering the miRNAs. Their interaction with disease associated miRNAs indicates that circular RNAs are important for disease regulation. In this paper we studied the potential association of circular RNAs (circRNA) with human diseases in two different ways. Firstly, the interactions of circRNAs with disease associated miRNAs were identified, following which the likelihood of a circRNA being associated with a disease was calculated. For the miRNAs associated with individual diseases, we constructed a network of predicted interactions between the miRNAs and protein coding, long non-coding and circular RNA genes. We carried out gene ontology (GO) enrichment analysis on the set of protein coding genes in the miRNA- circRNA interactome of individual diseases to check the enrichment of genes associated with particular biological processes. Secondly, disease associated SNPs were mapped on circRNA loci, and Argonaute (Ago) interaction sites on circular RNAs were identified. We compiled a database of disease-circRNA association in Circ2Traits (http://gyanxet-beta.com/circdb/), the first comprehensive knowledgebase of potential association of circular RNAs with diseases in human.",False,True,,0.6853479,circ2traits,,22.997624,ok,,,,spacy+v2,0.997624,Circ2Traits,True,True,True,Circ2Traits,http://gyanxet-beta.com/circdb/,http://gyanxet-beta.com/circdb/,True,"...se of disease-circRNA association in Circ2Traits (http://gyanxet-beta.com/circdb/), the first comprehensive knowledgebase of potent...",1,True,True,True
27446120,PlantAPA: A Portal for Visualization and Analysis of Alternative Polyadenylation in Plants.,"Alternative polyadenylation (APA) is an important layer of gene regulation that produces mRNAs that have different 3' ends and/or encode diverse protein isoforms. Up to 70% of annotated genes in plants undergo APA. Increasing numbers of poly(A) sites collected in various plant species demand new methods and tools to access and mine these data. We have created an open-access web service called PlantAPA (http://bmi.xmu.edu.cn/plantapa) to visualize and analyze genome-wide poly(A) sites in plants. PlantAPA provides various interactive and dynamic graphics and seamlessly integrates a genome browser that can profile heterogeneous cleavage sites and quantify expression patterns of poly(A) sites across different conditions. Particularly, through PlantAPA, users can analyze poly(A) sites in extended 3' UTR regions, intergenic regions, and ambiguous regions owing to alternative transcription or RNA processing. In addition, it also provides tools for analyzing poly(A) site selections, 3' UTR lengthening or shortening, non-canonical APA site switching, and differential gene expression between conditions, making it more powerful for the study of APA-mediated gene expression regulation. More importantly, PlantAPA offers a bioinformatics pipeline that allows users to upload their own short reads or ESTs for poly(A) site extraction, enabling users to further explore poly(A) site selection using stored PlantAPA poly(A) sites together with their own poly(A) site datasets. To date, PlantAPA hosts the largest database of APA sites in plants, including Oryza sativa, Arabidopsis thaliana, Medicago truncatula, and Chlamydomonas reinhardtii. As a user-friendly web service, PlantAPA will be a valuable addition to the community of biologists studying APA mechanisms and gene expression regulation in plants.",False,True,,0.7203165,plantapa,,22.9975126,ok,,,,v2,0.9975126,PlantAPA,True,True,True,,http://bmi.xmu.edu.cn/plantapa,http://bmi.xmu.edu.cn/plantapa,True,...eated an open-access web service called PlantAPA (http://bmi.xmu.edu.cn/plantapa) to visualize and analyze genome-wide poly(A) sit...,1,False,False,False
31432762,tRic: a user-friendly data portal to explore the expression landscape of tRNAs in human cancers.,"Transfer RNAs (tRNAs) play critical roles in human cancer. Currently, no database provides the expression landscape and clinical relevance of tRNAs across a variety of human cancers. Utilizing miRNA-seq data from The Cancer Genome Atlas, we quantified the relative expression of tRNA genes and merged them into the codon level and amino level across 31 cancer types. The expression of tRNAs is associated with clinical features of patient smoking history and overall survival, and disease stage, subtype, and grade. We further analysed codon frequency and amino acid frequency for each protein coding gene and linked alterations of tRNA expression with protein translational efficiency. We include these data resources in a user-friendly data portal, tRic (tRNA in cancer, https://hanlab.uth.edu/tRic/ or http://bioinfo.life.hust.edu.cn/tRic/), which can be of significant interest to the research community.",False,True,,0.6808535,,tric,22.9975092,ok,,the cancer genome atlas,,spacy+v2,0.9975092,tRic,True,True,True,tRic,https://hanlab.uth.edu/tRic/ | http://bioinfo.life.hust.edu.cn/tRic/,http://bioinfo.life.hust.edu.cn/tRic/,True,"...(tRNA in cancer, https://hanlab.uth.edu/tRic/ or http://bioinfo.life.hust.edu.cn/tRic/), which can be of significant interest to the res...",1,True,True,True
