name_modification_flags,ID,best_name,best_name_prob,best_common,best_common_prob,best_full,best_full_prob,article_count,extracted_url,extracted_url_status,extracted_url_country,extracted_url_coordinates,wayback_url,publication_date,affiliation,authors,grant_ids,grant_agencies,num_citations,affiliation_countries,best_name_original,url_validation,paper_titles,source_batch
TITLE_CAPITALIZED,34028497,NeuroCirc,0.99824953,,0.99824953,neurocirc,0.99824953,1,https://voineagulab.github.io/NeuroCirc/,200,United States,"(37.7621,-122.3971)",,2021-10-01,"Department of Biotechnology and Biomolecular Sciences, University of New South Wales, Sydney, NSW 2052, Australia.","Alinejad-Rokny H, Gokool A, Voineagu I, Walsh K",FT170100359,"ARC Future Fellowship, UNSW Scientia fellowship",6.0,"Andorra, Australia",neurocirc,review,NeuroCirc: an integrative resource of circular RNA expression in the human brain.,2010-2022
TITLE_CAPITALIZED,25380779,PolyprOnline,0.99824667,,0.99824667,polypronline,0.99824667,1,http://www.dsimb.inserm.fr/dsimb_tools/polyproline,200,France,"(48.8534,2.3488)",,2014-11-07,"Inserm U1134, Paris, France, Université Paris Diderot, Sorbonne Paris Cité, UMR_S 1134, Paris, France, Institut National de la Transfusion Sanguine, Paris, France and Laboratory of Excellence GR-Ex, Paris, France Inserm U1134, Paris, France, Université Paris Diderot, Sorbonne Paris Cité, UMR_S 1134, Paris, France, Institut National de la Transfusion Sanguine, Paris, France and Laboratory of Excellence GR-Ex, Paris, France Inserm U1134, Paris, France, Université Paris Diderot, Sorbonne Paris Cité, UMR_S 1134, Paris, France, Institut National de la Transfusion Sanguine, Paris, France and Laboratory of Excellence GR-Ex, Paris, France.","Chebrek R, Gelly JC, Leonard S, de Brevern AG",,,32.0,"Andorra, France",polypronline,ok,PolyprOnline: polyproline helix II and secondary structure assignment database.,2010-2022
"CAPITALIZED,TITLE_CAPITALIZED",25233118,BioSWR,0.9982461,bioswr,0.9982461,,0.9982461,1,http://inb.bsc.es/BioSWR/and,200,Spain,"(40.9688,-5.6639)",,2014-09-18,"Barcelona Supercomputing Center, Life-Sciences Department, National Institute of Bioinformatics, Computational Bioinformatics Node, Barcelona, Spain.","Gelpi JL, Repchevsky D",,,1.0,Spain,bioswr,ok,BioSWR--semantic web services registry for bioinformatics.,2010-2022
TITLE_CAPITALIZED,31243428,MiTPeptideDB,0.9982304,,0.9982304,mitpeptidedb,0.9982304,1,http://bit.ly/MiTPeptideDB,200,United States,"(40.7143,-74.0060)",,2020-01-01,"Bioinformatics Platform, Center for Applied Medical Research, University of Navarra, Pamplona 31008, Spain.","Garin-Muga A, Guruceaga E, Segura V","33/2015, DPI2015-68982-R, PT13/0001/0002, PT17/0019/0013","Departamento de Salud of Gobierno de Navarra, Ministerio de Economía y Competitividad, PRB3-ISCIII, PRBB-ISCIII, ProteoRed-ISCIII platform, The Bioinformatics Platform of CIMA",8.0,Spain,mitpeptidedb,ok,MiTPeptideDB: a proteogenomic resource for the discovery of novel peptides.,2010-2022
TITLE_CAPITALIZED,31680133,SCNBase,0.9981197,,0.9981197,scnbase,0.9981197,1,https://scnbase.org/,200,United States,"(42.0347,-93.6199)",,2019-01-01,"Genome Informatics Facility, Iowa State University, Osborne Dr, Ames, IA 50011, USA.","Baber L, Baum TJ, Juvale PS, Maier TR, Masonbrink R, Seetharam AS, Severin AJ","ACI-1445606, ACI-1548562","Hatch Act and State of Iowa Funds, National Science Foundation, North Central Soybean Research Program",9.0,United States,scnbase,ok,SCNBase: a genomics portal for the soybean cyst nematode (Heterodera glycines).,2010-2022
TITLE_CAPITALIZED,31117939,EcRBPome,0.998084,,0.998084,ecrbpome,0.998084,1,http://caps.ncbs.res.in/ecrbpome,200,India,"(12.9719,77.5937)",,2019-05-22,"National Centre for Biological Sciences, Tata Institute of Fundamental Research, Bellary Road, Bangalore, Karnataka, 560 065, India.","Ghosh P, Guita N, Joshi A, Offmann B, Sowdhamini R",SB/S2/JCB-071/2015,"Department of Science and Technology, JC Bose fellowship",2.0,India,ecrbpome,ok,EcRBPome: a comprehensive database of all known E. coli RNA-binding proteins.,2010-2022
TITLE_CAPITALIZED,34143875,U-Limb,0.99806523,u-limb,0.99806523,,0.99806523,1,https://motion-database.humanoids.kit.edu/,200,Germany,"(49.0094,8.4044)",,2021-06-01,"Research Center ""Enrico Piaggio"" and Dipartimento di Ingegneria dell'Informazione, University of Pisa Largo Lucio Lazzarino 1, 56122 Pisa, Italy.","Averta G, Barontini F, Bianchi M, Bicchi A, Catrambone V, Haddadin S, Handjaras G, Held JPO, Hu T, Jakubowitz E, Kanzler CM, Kühn J, Lambercy O, Leo A, Obermeier A, Ricciardi E, Schwarz A, Valenza G",,Horizon 2020 Framework Programme,15.0,"Andorra, Italy",u-limb,ok,"U-Limb: A multi-modal, multi-center database on arm motion control in healthy and post-stroke conditions.",2010-2022
TITLE_CAPITALIZED,"26507857, 30395307",BloodSpot,0.99805605,,0.99805605,bloodspot,0.99805605,2,http://www.bloodspot.eu,200,Denmark,"(55.6759,12.5655)",,2015-10-26,"The Finsen Laboratory, Rigshospitalet, Faculty of Health Sciences, University of Copenhagen, Denmark Biotech Research and Innovation Centre (BRIC), University of Copenhagen, Copenhagen, Denmark The Bioinformatics Centre, Department of Biology, Faculty of Natural Sciences, University of Copenhagen, Denmark Danish Stem Cell Centre (DanStem) Faculty of Health Sciences, University of Copenhagen, Denmark.; Centre for Genomic Medicine, Rigshospitalet, University of Copenhagen Copenhagen, DK-2100 Copenhagen, Denmark.","Bagger FO, Kinalis S, Laursen LG, Porse BT, Pundhir S, Rapin N, Sasivarevic D, Sohi SH, Sønderby CK, Winther O","NNF10SA1016550, NNF15CC0027852, Porse group, R182-2014-3881, R193-2015-1611","Lundbeck Foundation, Novo Nordisk Fonden, Novo Nordisk Foundation, Novo Nordisk Foundation Section for Basic Stem Cell Biology",431.0,"Andorra, Denmark",bloodspot,ok,BloodSpot: a database of gene expression profiles and transcriptional programs for healthy and malignant haematopoiesis. | BloodSpot: a database of healthy and malignant haematopoiesis updated with purified and single cell mRNA sequencing profiles.,2010-2022
TITLE_CAPITALIZED,34309639,MUSTARD,0.9978569,mustard,0.9978569,,0.9978569,1,http://clingen.igib.res.in/mustard/,200,India,"(28.6519,77.2315)",,2021-07-01,"Indraprastha Institute of Information Technology, Okhla Industrial Estate, Phase III, Delhi 110020, India.","Mittal G, Pandhare K, R I A, Scaria V, Vatsyayan A",IndiGen (2019),"Council of Scientific and Industrial Research, India",,India,mustard,ok,MUSTARD-a comprehensive resource of mutation-specific therapies in cancer.,2010-2022
TITLE_CAPITALIZED,22820202,SpliceSeq,0.9978519,,0.9978519,spliceseq,0.9978519,1,http://bioinformatics.mdanderson.org/main/SpliceSeq:Overview,200,United States,"(29.7633,-95.3633)",,2012-07-20,"In Silico Solutions, Fairfax, VA, USA. mryan@insilico.us.com","Cleland J, Kim R, Ryan MC, Weinstein JN, Wong WC","P30 CA016672, U24CA143883",NCI NIH HHS,167.0,"Comoros, United States",spliceseq,ok,SpliceSeq: a resource for analysis and visualization of RNA-Seq data on alternative splicing and its functional impacts.,2010-2022
TITLE_CAPITALIZED,30561430,REACHES,0.9977081,reaches,0.9977081,,0.9977081,1,http://reaches.rcec.sinica.edu.tw,200,"Taiwan, Province of China","(25.0531,121.5264)",,2018-12-18,"Research Center for Environmental Changes, Academia Sinica, 128 Academia Road, Section 2, Nankang, Taipei 11529, Taiwan.","Fan IC, Hsu CT, Hsu SM, Lee SY, Liao HM, Liao YC, Lin KE, Lin YS, Tan PH, Ting TT, Wan CW, Wang PK",,,9.0,,reaches,ok,Construction of the REACHES climate database based on historical documents of China.,2010-2022
TITLE_CAPITALIZED,25914639,NeuroVault,0.9975134,,0.9975134,neurovault,0.9975134,1,http://neurovault.org/collections/439/,200,United States,"(37.7621,-122.3971)",,2015-04-10,"Max Planck Research Group for Neuroanatomy and Connectivity, Max Planck Institute for Human Cognitive and Brain Sciences Leipzig, Germany ; Department of Psychology, Stanford University Stanford, CA, USA.","Ghosh SS, Gorgolewski KJ, Margulies DS, Maumet C, Nichols TE, Poldrack RA, Poline JB, Rivera G, Schwarz Y, Sochat VV, Varoquaux G, Yarkoni T","100309, 100309/A/12/Z, R01 MH096906","NIMH NIH HHS, Wellcome Trust",413.0,"Andorra, Germany, United States",neurovault,ok,NeuroVault.org: a web-based repository for collecting and sharing unthresholded statistical maps of the human brain.,2010-2022
"CAPITALIZED,TITLE_CAPITALIZED",24675726,GoMAP,0.997381,gomap,0.997381,,0.997381,1,http://www.bio-toolkit.com/GoMap/project/,200,United States,"(36.2083,-115.9839)",,2014-03-27,"School of Life Sciences, University of Nevada Las Vegas, Las Vegas, Nevada, United States of America.","Alaniz IJ, Bartlett AN, Brandon NR, Brooks SB, Brown FA, Bufi F, Chakarova M, David RP, Deverasetty S, Dobritch KM, Guerra HP, Hedden MW, Levit KS, Mathew KR, Matti R, Maza DQ, Mistry S, Novakovic N, Pomerantz A, Rafalski TF, Rathnayake V, Rezapour N, Ross CA, Sargeant DP, Schiller MR, Schooler SG, Songao S, Strong CL, Tuggle SL, Wing HJ, Yousif S","AI078708, DK078735, GM07689, R21 AI078708, RR027140, S10 RR027140","NCRR NIH HHS, NIAID NIH HHS, NIDDK NIH HHS, NIGMS NIH HHS",2.0,United States,gomap,ok,The Geogenomic Mutational Atlas of Pathogens (GoMAP) web system.,2010-2022
TITLE_CAPITALIZED,26506615,TransNewGuinea.org,0.9971772,,0.9971772,transnewguinea.org,0.9971772,1,http://TransNewGuinea.org/api/v1/?format=json,200,United States,"(37.7621,-122.3971)",,2015-10-27,"ARC Centre of Excellence for the Dynamics of Language, Australian National University, Canberra, Australia; ANU College of Asia and the Pacific, Australian National University, Canberra, Australia; Max Planck Institute for the Science of Human History, Jena, Germany.",Greenhill SJ,,,10.0,"Andorra, Australia, Germany",transnewguinea.org,ok,TransNewGuinea.org: An Online Database of New Guinea Languages.,2010-2022
TITLE_CAPITALIZED,32715037,PANGAEA,0.9971761,pangaea,0.9971761,,0.9971761,1,https://atd.eac.esa.int/sites/PANGAEAMinDB,200,Germany,"(49.8875,8.6446)",,2020-07-03,"European Space Agency (ESA), HRE-OT, Linder Höhe, D-51147 Cologne, Germany.","Bessone L, Drozdovskiy I, Franke M, Jahoda P, Kaliwoda M, Lennert P, Ligeza G, Massironi M, Payler SJ, Pozzobon R, Sauro F, Turchi L, Vodnik P",,,2.0,Germany,pangaea,ok,The PANGAEA mineralogical database.,2010-2022
CAPITALIZED,34478489,FORUM,0.9971653,forum,0.9971653,,0.9971653,1,https://forum-webapp.semantic-metabolomics.fr,200,France,"(43.2970,5.3811)",,2021-11-01,"Toxalim (Research Center in Food Toxicology), Université de Toulouse, INRAE, ENVT, INP-Purpan, UPS, Toulouse 31300, France.","Delmas M, Duperier C, Filangi O, Frainay C, Garrier W, Giacomoni F, Jourdan F, Paulhe N, Pitarch Y, Saunier PE, Vinson F","825489, ANR-INBS-0010","European Union’s Horizon 2020 research and innovation program, French MetaboHUB infrastructure, French Ministry of Research and National Research Agency",5.0,France,forum,ok,FORUM: building a Knowledge Graph from public databases and scientific literature to extract associations between chemicals and diseases.,2010-2022
CAPITALIZED,31539030,TASUKE,0.99709827,tasuke,0.99709827,,0.99709827,1,https://tasuke.dna.affrc.go.jp/,200,Japan,"(36.3500,140.1000)",,2019-12-01,"Advanced Analysis Center, National Agriculture and Food Research Organization, Tsukuba, Ibaraki 305-8602, Japan.","Itoh R, Itoh T, Kawahara Y, Kumagai M, Nishikawa D, Tabei N, Tanaka T, Wakimoto H",IVG-2001,"Development of Genome Information Database System for Innovation of Crop and Livestock Production, Forestry and Fisheries of Japan, Genomics-based Technology for Agricultural Improvement, Ministry of Agriculture",27.0,"Andorra, Japan",tasuke,ok,TASUKE+: a web-based platform for exploring genome-wide association studies results and large-scale resequencing data.,2010-2022
CAPITALIZED,31553576,EFI,0.9970524,efi,0.9970524,,0.9970524,1,https://efi.igb.illinois.edu/,200,United States,"(40.1106,-88.2073)",,2019-10-04,,"Gerlt JA, Oberg N, Zallot R","P01 GM118303, P01GM118303, U54 GM093342, U54GM093342","NIGMS NIH HHS, National Institute of General Medical Sciences",554.0,,efi,ok,"The EFI Web Resource for Genomic Enzymology Tools: Leveraging Protein, Genome, and Metagenome Databases to Discover Novel Enzymes and Metabolic Pathways.",2010-2022
"CAPITALIZED,TITLE_CAPITALIZED",31549018,SoyCSN,0.9970501,soycsn,0.9970501,,0.9970501,1,http://soykb.org/SoyCSN,200,United States,"(38.9517,-92.3341)",,2019-09-17,Department of Electrical Engineering and Computer Science University of Missouri St. Louis MO USA.,"Hossain MS, Joshi T, Lyu Z, Schmutz J, Stacey G, Wang J, Xu D","#IOS‐1546873, #IOS‐1734145, CNS‐1429294",National Science Foundation,15.0,"Andorra, United States",soycsn,ok,SoyCSN: Soybean context-specific network analysis and prediction based on tissue-specific transcriptome data.,2010-2022
TITLE_CAPITALIZED,28605771,CHOmine,0.99697924,,0.99697924,chomine,0.99697924,1,http://www.chogenome.org,200,United States,"(39.6837,-75.7497)",,2017-01-01,"Department of Biotechnology, University of Natural Resources and Life Sciences, Muthgasse 19, 1190 Vienna, Austria.","Borth N, Gerstl MP, Hanscho M, Ruckerbauer DE, Zanghellini J",,,2.0,"Andorra, Austria",chomine,ok,CHOmine: an integrated data warehouse for CHO systems biology and modeling.,2010-2022
TITLE_CAPITALIZED,27453469,SRMAtlas,0.9969367,,0.9969367,srmatlas,0.9969367,1,http://www.srmatlas.org/,200,United States,"(47.6062,-122.3321)",,2016-07-21,"Institute for Systems Biology, Seattle, WA 98109, USA.","Aebersold R, Aitchison JD, Blattmann P, Brusniak MY, Campbell DS, Carapito C, Chu CS, Demir E, Deutsch EW, Grimes B, Hood L, Hoopmann MR, Huang CY, Kapousouz M, Kusebauch U, Lam H, Moritz RL, Picotti P, Ratushny AV, Rinner O, Sander C, Shteynberg D, Slagel J, Spicer DA, Stevens J, Sun Z, Tran T","130530, 233226, 670821, ERC-2008-ADG 233226, ERC-2014-ADG 270821, P41 GM109824, P50 GM076547, R01 GM087221, RC2 HG005805, S10 RR027584, U41 HG006623","European Research Council, NCRR NIH HHS, NHGRI NIH HHS, NIGMS NIH HHS, Swiss National Science Foundation",234.0,United States,srmatlas,ok,Human SRMAtlas: A Resource of Targeted Assays to Quantify the Complete Human Proteome.,2010-2022
CAPITALIZED,31397853,MGOB,0.9968786,mgob,0.9968786,,0.9968786,1,http://mgob.ucd.ie,200,Ireland,"(53.3331,-6.2489)",,2019-09-01,"UCD Conway Institute, School of Medicine, University College Dublin, Belfield, Dublin 4, Ireland.","Byrne KP, Douglass AP, Wolfe KH","105341/Z/14/Z, 13/IA/1910","Science Foundation Ireland, Wellcome Trust",7.0,Ireland,mgob,ok,The Methylotroph Gene Order Browser (MGOB) reveals conserved synteny and ancestral centromere locations in the yeast family Pichiaceae.,2010-2022
"CAPITALIZED,TITLE_CAPITALIZED",24267822,HuPSON,0.99665016,hupson,0.99665016,,0.99665016,1,http://www.scai.fraunhofer.de/en/business-research-areas/bioinformatics/downloads.html,200,Germany,"(49.0094,8.4044)",,2013-11-22,"Fraunhofer Institute for Algorithms and Scientific Computing (SCAI), Schloss Birlinghoven, Sankt Augustin, Germany. michaela.guendel@scai-extern.fraunhofer.de.","Gündel M, Hofmann-Apitius M, Li H, Malhotra A, Mevissen HT, Wang J, Younesi E, Zhang B, de Bono B",,,6.0,"Andorra, Germany",hupson,ok,HuPSON: the human physiology simulation ontology.,2010-2022
CAPITALIZED,26868053,CLD,0.99656373,cld,0.99656373,,0.99656373,1,http://www.corvids.de/cld,200,Germany,"(50.1155,8.6842)",,2016-02-11,"Botanic Garden and Botanical Museum Berlin-Dahlem, Freie Universität Berlin, Koenigin-Luise-Str. 6-8, Berlin 14195, Germany Section Ornithology, Zoological Research Museum Alexander Koenig, Centre for Taxonomy and Evolutionary Research, Adenauerallee 160, Bonn 53113, Germany g.droege@bgbm.org.","Droege G, Töpfer T",,,4.0,"Andorra, Germany",cld,ok,The Corvids Literature Database--500 years of ornithological research from a crow's perspective.,2010-2022
,23730305,systems genetics resource,0.99573946,,0.99573946,systems genetics resource,0.99573946,1,http://systems.genetics.ucla.edu,200,United States,"(37.5395,-122.2998)",,2013-05-20,"Department of Human Genetics, University of California Los Angeles, Los Angeles, CA, USA.","Drake TA, Ghazalpour A, Ingram-Drake LA, Lusis AJ, Pan C, Papp JC, Sobel EM, van Nas A","P01 HL028481, P01 HL030568, R01 GM053275, R01 HL094322, T32 HD007228","NHLBI NIH HHS, NICHD NIH HHS, NIGMS NIH HHS",10.0,United States,systems genetics resource,ok,The systems genetics resource: a web application to mine global data for complex disease traits.,2010-2022
TITLE_CAPITALIZED,32855428,HIT-COVID,0.9955499,hit-covid,0.9955499,,0.9955499,1,https://data.humdata.org/dataset/acaps-covid19-government-measures-dataset,200,United States,"(39.0437,-77.4875)",,2020-08-27,"Department of Epidemiology, Johns Hopkins Bloomberg School of Public Health, Baltimore, Maryland, USA.","Azman AS, Jones FK, Labrique AB, Leavitt SV, Lee EC, Peters DH, Ung L, Zheng Q",R01 GM122876,NIGMS NIH HHS,69.0,United States,hit-covid,ok,"HIT-COVID, a global database tracking public health interventions to COVID-19.",2010-2022
TITLE_CAPITALIZED,28135259,ProteomeTools,0.99535537,,0.99535537,proteometools,0.99535537,1,http://www.proteometools.org,200,Germany,"(48.1499,11.6175)",,2017-01-30,"Chair of Proteomics and Bioanalytics, Technical University of Munich, Freising, Germany.","Aebersold R, Aiche S, Bailey DJ, Delanghe B, Deutsch EW, Ehrlich HC, Gessulat S, Huhmer A, Knaute T, Kramer K, Kusebauch U, Kuster B, Moehring T, Moritz RL, Reimer U, Schlegl J, Schmidt T, Schnatbaum K, Weininger M, Wenschuh H, Wilhelm M, Yu P, Zerweck J, Zolg DP","130530, 233226, 670821, P50 GM076547, R01 GM087221, RC2 HG005805, S10 RR027584","European Research Council, NCRR NIH HHS, NHGRI NIH HHS, NIGMS NIH HHS, Swiss National Science Foundation",178.0,"Andorra, Germany",proteometools,ok,Building ProteomeTools based on a complete synthetic human proteome.,2010-2022
TITLE_CAPITALIZED,22123846,PlateletWeb,0.99532735,,0.99532735,plateletweb,0.99532735,1,http://plateletweb.bioapps.biozentrum.uni-wuerzburg.de,200,Germany,"(49.7939,9.9512)",,2011-11-28,"Department of Bioinformatics, Biocenter, University of Wuerzburg, Germany.","Birschmann I, Boyanova D, Dandekar T, Dittrich M, Nilla S",,,77.0,Germany,plateletweb,ok,PlateletWeb: a systems biologic analysis of signaling networks in human platelets.,2010-2022
TITLE_CAPITALIZED,33343418,CPSYMAP,0.99528176,cpsymap,0.99528176,,0.99528176,1,https://ncnp-cpsy-rmap.web.app/,200,United States,"(38.0088,-122.1175)",,2020-12-04,"Department of Life Sciences, Graduate School of Arts and Sciences, The University of Tokyo, Tokyo, Japan.","Katahira K, Kato A, Kunisato Y, Okimura T, Yamashita Y",,,6.0,"Andorra, Japan",cpsymap,ok,Computational Psychiatry Research Map (CPSYMAP): A New Database for Visualizing Research Papers.,2010-2022
TITLE_CAPITALIZED,27670113,Mouse Intestinal Bacterial Collection,0.9952108,,0.9952108,mouse intestinal bacterial collection,0.9952108,1,http://www.dsmz.de/miBC,200,Germany,"(54.0891,13.4024)",,2016-08-08,"ZIEL Institute for Food and Health, Core Facility NGS/Microbiome, Technical University of Munich, 85354 Freising, Germany.","Abt B, Baines JF, Bresciani A, Brugiroux S, Bui TP, Clavel T, Foesel BU, Garzetti D, Haller D, Hornef MW, Hugenholtz F, Just S, Kristiansen K, Kumar N, Lagkouvardos I, Martínez I, Meier-Kolthoff JP, Nielsen HB, Overmann J, Peterson DA, Plugge CM, Pukall R, Smidt H, Stecher B, Walter J, Wang J, Wenning M, Ziegler C",R01 GM099525,NIGMS NIH HHS,318.0,"Andorra, Germany",mouse intestinal bacterial collection,ok,The Mouse Intestinal Bacterial Collection (miBC) provides host-specific insight into cultured diversity and functional potential of the gut microbiota.,2010-2022
CAPITALIZED,21846260,PICS,0.99498403,pics,0.99498403,,0.99498403,1,http://clipserve.clip.ubc.ca/pics/,200,Canada,"(49.2497,-123.1193)",,2011-11-01,"Institute for Molecular Medicine and Cell Research, University of Freiburg, Germany. oliver.schilling@mol-med.uni-freiburg.de","Overall CM, Schilling O, auf dem Keller U",,Canadian Institutes of Health Research,50.0,"Andorra, Germany",pics,ok,"Factor Xa subsite mapping by proteome-derived peptide libraries improved using WebPICS, a resource for proteomic identification of cleavage sites.",2010-2022
TITLE_CAPITALIZED,"30517703, 34174819",UniBind,0.9949337,,0.9949337,unibind,0.9949337,2,http://unibind.uio.no,200,Norway,"(59.9127,10.7461)",,2019-02-01,"Centre for Molecular Medicine Norway (NCMM), University of Oslo, Oslo, Norway.; Centre for Molecular Medicine Norway (NCMM), Nordic EMBL Partnership, University of Oslo, 0349, Oslo, Norway.","Ballester B, Boddie P, Castro-Mondragon JA, Chèneby J, Gheorghe M, Khan A, Mathelier A, Puig RR, Sandve GK",#187615,Norwegian Research Council,125.0,Norway,unibind,ok,A map of direct TF-DNA interactions in the human genome. | UniBind: maps of high-confidence direct TF-DNA interactions across nine species.,2010-2022
"CAPITALIZED,TITLE_CAPITALIZED",25760404,BaAMPs,0.9942824,baamps,0.9942824,,0.9942824,1,http://www.baamps.it,200,Lithuania,"(54.6892,25.2798)",,2015-01-01,"a NEST, Istituto Nanoscienze-CNR and Scuola Normale Superiore , Pisa , Italy.","Batoni G, Di Luca M, Maccari G, Maisetta G",,,104.0,"Andorra, Italy",baamps,ok,BaAMPs: the database of biofilm-active antimicrobial peptides.,2010-2022
TITLE_CAPITALIZED,30364952,Plant editosome database,0.9942765,,0.9942765,plant editosome database,0.9942765,1,http://bigd.big.ac.cn/ped,200,China,"(39.9075,116.3972)",,2019-01-01,"BIG Data Center, Beijing Institute of Genomics, Chinese Academy of Sciences, Beijing 100101, China.","Hao L, Hu S, Li M, Niu G, Sang J, Wang P, Xia L, Zhang Y, Zhang Z, Zou D","153F11KYSB20160008, 2012AA020409, 2015AA020108, 2017YFC0907502, 2018134, 31100915, XDA08020102, XDA19050302, XXH13505-05","13th Five-year Informatization Plan of Chinese Academy of Sciences, Chinese Academy of Sciences, International Partnership Program of the Chinese Academy of Sciences, National Key Research &amp; Development Program of China, National Natural Science Foundation of China, National Programs for High Technology Research and Development, Youth Innovation Promotion Association of Chinese Academy of Science",39.0,China,plant editosome database,ok,Plant editosome database: a curated database of RNA editosome in plants.,2010-2022
CAPITALIZED,34588443,JCGA,0.99403703,jcga,0.99403703,,0.99403703,1,https://www.cancer.gov/about-nci/organization/ccg/research/structural-genomics/tcga/studied-cancers,200,United Kingdom,"(51.5085,-0.1257)",,2021-09-30,"Drug Discovery and Development Division, Shizuoka Cancer Center Research Institute, Shizuoka, Japan. m.serizawa@scchr.jp.","Akiyama Y, Ashizawa T, Hatakeyama K, Horiuchi Y, Iizuka A, Kenmotsu H, Maruyama K, Mizuguchi M, Nagashima T, Naruoka A, Ohnami S, Ohshima K, Serizawa M, Urakami K, Yamaguchi K",19K07792,"MEXT | Japan Society for the Promotion of Science, MEXT | Japan Society for the Promotion of Science (JSPS), This work was supported by the Shizuoka Prefectural Government in Japan.",8.0,"Andorra, Japan",jcga,ok,JCGA: the Japanese version of the Cancer Genome Atlas and its contribution to the interpretation of gene alterations detected in clinical cancer genome sequencing.,2010-2022
TITLE_CAPITALIZED,33205130,Veterans Affairs Precision Oncology Data Repository,0.99368775,,0.99368775,veterans affairs precision oncology data repository,0.99368775,1,https://wiki.cancerimagingarchive.net/display/Public/APOLLO-1-VA,200,United States,"(34.7510,-92.3455)",,2020-08-17,"VA Cooperative Studies Program, VA Boston Healthcare System (151MAV), 150 S. Huntington Ave, Jamaica Plain, MA 02130, USA.","Ajjarapu SJ, Brophy MT, Chen DC, Do NV, Elbers DC, Fillmore NR, Ganas SS, Grossman RL, Hall RB, Meng F, Meyer C, Prokhorenkov A, Sung FC",,VA Office of Research and Development,7.0,"Jamaica, United States",veterans affairs precision oncology data repository,ok,"The Veterans Affairs Precision Oncology Data Repository, a Clinical, Genomic, and Imaging Research Database.",2010-2022
CAPITALIZED,33304465,HARP,0.99368024,harp,0.99368024,,0.99368024,1,https://harp-leprosy.org,200,United Kingdom,"(51.5085,-0.1257)",,2020-11-19,"Department of Biochemistry, University of Cambridge, Tennis Court Rd., CB2 1GA, UK.","Acebrón-García-De-Eulate M, Alsulami A, Ascher DB, Blundell TL, Malhotra S, Munir A, Skwark MJ, Vedithi SC, Waman VP",200814/Z/16/Z,"American Leprosy Missions, Wellcome Trust",17.0,United Kingdom,harp,ok,HARP: a database of structural impacts of systematic missense mutations in drug targets of <i>Mycobacterium leprae</i>.,2010-2022
TITLE_CAPITALIZED,22390128,Y-STR Poland,0.9933065,,0.9933065,y-str poland,0.9933065,1,http://www.genetyka-sadowa.pl,200,Poland,"(52.2298,21.0118)",,2011-04-01,Z Katedry i Zakładu Medycyny Sadowej Uniwersytetu Medycznego w Łodzi. renata.jacewicz@umed.lodz.pl,"Babol-Pokora K, Berent J, Jacewicz R, Jedrzejczyk M, Konarzewska M, Krajewski P, Ossowski A, Parafiniuk M, Piatek J, Prośniak A, Ulewicz D",,,,,y-str poland,ok,[Y-STR Poland--a database for evaluation of evidence value in forensic genetics].,2010-2022
CAPITALIZED,28070014,LGEA,0.993145,lgea,0.993145,,0.993145,1,http://research.cchmc.org/pbge/lunggens/mainportal.html,200,United States,"(39.1271,-84.5144)",,2017-01-09,"The Perinatal Institute and Section of Neonatology, Perinatal and Pulmonary Biology, Cincinnati Children's Hospital Medical Center, Cincinnati, Ohio, USA.","Aronow B, Bhattacharya S, Bridges JP, Dexheimer P, Du Y, Guo M, Jobe AH, Kitzmiller JA, Mariani TJ, Misra RS, Perl AK, Potter SS, Pryhuber GS, Sridharan A, Whitsett JA, Xu Y","R01 HL095580, R01 HL131661, R01 HL136722, T32 HL007752, TL1 TR000096, U01 HL122642, U01 HL122700, U01 HL148861, UL1 TR002001","NCATS NIH HHS, NHLBI NIH HHS",101.0,"Andorra, United States",lgea,ok,Lung Gene Expression Analysis (LGEA): an integrative web portal for comprehensive gene expression data analysis in lung development.,2010-2022
TITLE_CAPITALIZED,30358842,VianniaTopes,0.9928067,,0.9928067,vianniatopes,0.9928067,1,http://bioinfo.indicasat.org.pa/vianniatopes/index.html,200,Panama,"(9.3382,-79.8924)",,2018-01-01,"Instituto de Investigaciones Científicas y Servicios de Alta Tecnología (INDICASAT AIP), Ciudad del Saber, Panama City, Panama.","Llanes A, Lleonart R, Restrepo CM",SNI 136-2017,"Secretaría Nacional de Ciencia, Sistema Nacional de Investigación, Tecnología e Innovación",1.0,Panama,vianniatopes,ok,VianniaTopes: a database of predicted immunogenic peptides for Leishmania (Viannia) species.,2010-2022
TITLE_CAPITALIZED,24090431,SFARI Gene,0.99208206,,0.99208206,sfari gene,0.99208206,1,https://gene.sfari.org/autdb/GS_Home.do,200,United States,"(39.0437,-77.4875)",,2013-10-03,"Departments of Genetics and Neuroscience, Albert Einstein College of Medicine, Bronx, NY, USA.","Abrahams BS, Arking DE, Banerjee-Basu S, Campbell DB, Mefford HC, Menashe I, Morrow EM, Packer A, Wadkins T, Weiss LA",R01 MH100027,NIMH NIH HHS,626.0,"Andorra, United States",sfari gene,ok,SFARI Gene 2.0: a community-driven knowledgebase for the autism spectrum disorders (ASDs).,2010-2022
