global_row,chunk,best_name,paper_titles,best_name_updated,full_name_updated,confidence,notes
700,4,Peptaibiotics-database,The comprehensive peptaibiotics database.,Peptaibiotics-database,Peptaibiotics-database,HIGH,No expansion in title
701,4,Curatopes,Curatopes Melanoma: A Database of Predicted T-cell Epitopes from Overly Expressed Proteins in Metastatic Cutaneous Melanoma.,Curatopes,Curatopes,HIGH,No expansion in title
702,4,IKBKG,Insight into IKBKG/NEMO locus: report of new mutations and complex genomic rearrangements leading to incontinentia pigmenti disease.,IKBKG,IKBKG,HIGH,No expansion in title
703,4,skin,Spatially and cell-type resolved quantitative proteomic atlas of healthy human skin.,skin,skin,HIGH,No expansion in title
704,4,eelsdb,A Complete Overhaul of the Electron Energy-Loss Spectroscopy and X-Ray Absorption Spectroscopy Database: eelsdb.eu.,eelsdb,eelsdb,HIGH,No expansion in title
705,4,Carcinogenome,The Carcinogenome Project: In Vitro Gene Expression Profiling of Chemical Perturbations to Predict Long-Term Carcinogenicity.,Carcinogenome,Carcinogenome,HIGH,No expansion in title
706,4,RIKEN,Establishment and application of information resource of mutant mice in RIKEN BioResource Research Center.,RIKEN,RIKEN,HIGH,No expansion in title
707,4,COVID-19,"COVID-19 pandemic: SARS-CoV-2 specific vaccines and challenges, protection via BCG trained immunity, and clinical trials.",COVID-19,COVID-19,HIGH,No expansion in title
708,4,Worldmap,Online community collaborative map: A geospatial and data visualization tool for cancer data.,Worldmap,Worldmap,HIGH,No expansion in title
709,4,qj6cfZg57g6qwzN,Creation of an Online Platform for Identification of Microorganisms: Peak Picking or Full-Spectrum Analysis.,qj6cfZg57g6qwzN,qj6cfZg57g6qwzN,HIGH,No expansion in title
710,4,Dc-optimization,Network- and systems-based re-engineering of dendritic cells with non-coding RNAs for cancer immunotherapy.,Dc-optimization,Dc-optimization,HIGH,No expansion in title
711,4,GALAXY,Validation strategy of a bioinformatics whole genome sequencing workflow for Shiga toxin-producing <i>Escherichia coli</i> using a reference collection extensively characterized with conventional methods.,GALAXY,GALAXY,HIGH,No expansion in title
712,4,AMC,<i>AMC Datasets</i>-a resource for analytical scientists.,AMC,AMC,HIGH,No expansion in title
713,4,Pompevariantdatabase,"Update of the Pompe variant database for the prediction of clinical phenotypes: Novel disease-associated variants, common sequence variants, and results from newborn screening.",Pompevariantdatabase,Pompevariantdatabase,HIGH,No expansion in title
714,4,Emodnet-biology,"Fishing for data and sorting the catch: assessing the data quality, completeness and fitness for use of data in marine biogeographic databases.",Emodnet-biology,Emodnet-biology,HIGH,No expansion in title
715,4,ID-TaxER,Beyond Taxonomic Identification: Integration of Ecological Responses to a Soil Bacterial 16S rRNA Gene Database.,ID-TaxER,ID-TaxER,HIGH,No expansion in title
716,4,GFP,Proteome-wide screens in Saccharomyces cerevisiae using the yeast GFP collection.,GFP,GFP,HIGH,No expansion in title
717,4,Flygutseq,Regional Cell-Specific Transcriptome Mapping Reveals Regulatory Complexity in the Adult Drosophila Midgut.,Flygutseq,Flygutseq,HIGH,No expansion in title
718,4,Aflowlib,High-throughput combinatorial database of electronic band structures for inorganic scintillator materials.,Aflowlib,Aflowlib,HIGH,No expansion in title
719,4,mouse,A metabolome atlas of the aging mouse brain.,mouse,mouse,HIGH,No expansion in title
720,4,BioCyc,Update notifications for the BioCyc collection of databases.,BioCyc,BioCyc,HIGH,No expansion in title
721,4,Frequencymap,"Vibrational Spectroscopic Map, Vibrational Spectroscopy, and Intermolecular Interaction.",Frequencymap,Frequencymap,HIGH,No expansion in title
722,4,Taiwancancermap,An Online Atlas for Exploring Spatio-Temporal Patterns of Cancer Mortality (1972-2011) and Incidence (1995-2008) in Taiwan.,Taiwancancermap,Taiwancancermap,HIGH,No expansion in title
723,4,Healthy-worm-database,"Health and longevity studies in C. elegans: the ""healthy worm database"" reveals strengths, weaknesses and gaps of test compound-based studies.",Healthy-worm-database,Healthy-worm-database,HIGH,No expansion in title
724,4,Allergen,Update of the WHO/IUIS Allergen Nomenclature Database based on analysis of allergen sequences.,Allergen,Allergen,HIGH,No expansion in title
725,4,Soyfungigcn,Integration of genome-wide association studies and gene coexpression networks unveils promising soybean resistance genes against five common fungal pathogens.,Soyfungigcn,Soyfungigcn,HIGH,No expansion in title
726,4,Rust-expression,Rust expression browser: an open source database for simultaneous analysis of host and pathogen gene expression profiles with expVIP.,Rust-expression,Rust-expression,HIGH,No expansion in title
727,4,G-DIRT,G-DIRT: a web server for identification and removal of duplicate germplasms based on identity-by-state analysis using single nucleotide polymorphism genotyping data.,G-DIRT,G-DIRT,HIGH,No expansion in title
728,4,OpenPIP,"OpenPIP: An Open-source Platform for Hosting, Visualizing and Analyzing Protein Interaction Data.",OpenPIP,OpenPIP,HIGH,No expansion in title
729,4,Genome Nexus,Genome Nexus: A Comprehensive Resource for the Annotation and Interpretation of Genomic Variants in Cancer.,Genome Nexus,Genome Nexus,HIGH,No expansion in title
730,4,BakRep,"BakRep - a searchable large-scale web repository for bacterial genomes, characterizations and metadata.",Genome Nexus,Genome Nexus,HIGH,Full name explicitly in title
731,4,Reproductive chemical database,Reproductive chemical database: a curated database of chemicals that modulate protein targets regulating important reproductive biological processes.,Reproductive chemical database,Reproductive chemical database,HIGH,No expansion in title
732,4,IDLaS-NL,IDLaS-NL - A platform for running customized studies on individual differences in Dutch language skills via the Internet.,Reproductive chemical database,Reproductive chemical database,HIGH,Full name explicitly in title
733,4,PhageTailFinder,PhageTailFinder: A tool for phage tail module detection and annotation.,PhageTailFinder,PhageTailFinder,HIGH,No expansion in title
734,4,Inxight Drugs,NCATS Inxight Drugs: a comprehensive and curated portal for translational research.,Inxight Drugs,Inxight Drugs,HIGH,No expansion in title
735,4,Playbook workflow builder,Playbook workflow builder: Interactive construction of bioinformatics workflows.,Inxight Drugs,Inxight Drugs,HIGH,Full name explicitly in title
736,4,Gene Loss DB,Gene Loss DB: a curated database for gene loss in mammals-the cetacean collection.,Playbook workflow builder,Playbook workflow builder,HIGH,Full name explicitly in title
737,4,sORFdb,"sORFdb - a database for sORFs, small proteins, and small protein families in bacteria.",Gene Loss DB,Gene Loss DB,HIGH,Full name explicitly in title
738,4,Kinase-associated neural phospho-signaling,KANPHOS: Kinase-associated neural phospho-signaling database for data-driven research.,Kinase-associated neural phospho-signaling,Kinase-associated neural phospho-signaling,HIGH,No expansion in title
739,4,Circadian ontogenetic metabolomics atlas,"Circadian ontogenetic metabolomics atlas: an interactive resource with insights from rat plasma, tissues, and feces.",Kinase-associated neural phospho-signaling,Kinase-associated neural phospho-signaling,HIGH,Full name explicitly in title
740,4,eDAVE,"eDAVE - Extension of GDC data analysis, visualization, and exploration tools.",Circadian ontogenetic metabolomics atlas,Circadian ontogenetic metabolomics atlas,HIGH,Full name explicitly in title
741,4,Goose multi-omics database,Goose multi-omics database: A comprehensive multi-omics database for goose genomics.,Goose multi-omics database,Goose multi-omics database,HIGH,No expansion in title
742,4,IsoVis,IsoVis - a webserver for visualization and annotation of alternative RNA isoforms.,Goose multi-omics database,Goose multi-omics database,HIGH,Full name explicitly in title
743,4,OSADHI,OSADHI - An online structural and analytics based database for herbs of India.,OSADHI,OSADHI,HIGH,No expansion in title
744,4,Protein interaction explorer,Protein interaction explorer (PIE): a comprehensive platform for navigating protein-protein interactions and ligand binding pockets.,Protein interaction explorer,Protein interaction explorer,HIGH,No expansion in title
745,4,Conserved unique peptide patterns,Conserved unique peptide patterns (CUPP) online platform 2.0: implementation of +1000 JGI fungal genomes.,Protein interaction explorer,Protein interaction explorer,HIGH,Full name explicitly in title
746,4,Global Jukebox,The Global Jukebox: A public database of performing arts and culture.,Conserved unique peptide patterns,Conserved unique peptide patterns,HIGH,Full name explicitly in title
747,4,Wolfberry genome database,Wolfberry genome database: integrated genomic datasets for studying molecular biology.,Global Jukebox,Global Jukebox,HIGH,Full name explicitly in title
748,4,CORDAX,CORDAX web server: an online platform for the prediction and 3D visualization of aggregation motifs in protein sequences.,Wolfberry genome database,Wolfberry genome database,HIGH,Full name explicitly in title
749,4,MASH Native,MASH Native: a unified solution for native top-down proteomics data processing.,MASH Native,MASH Native,HIGH,No expansion in title
750,4,Pocketome,ELIOT: A platform to navigate the E3 pocketome and aid the design of new PROTACs.,MASH Native,MASH Native,HIGH,Full name explicitly in title
751,4,Vivarium,Vivarium: an interface and engine for integrative multiscale modeling in computational biology.,Vivarium,Vivarium,HIGH,No expansion in title
752,4,Atomevo-odor,Atomevo-odor: A database for understanding olfactory receptor-odorant pairs with multi-artificial intelligence methods.,Atomevo-odor,Atomevo-odor,HIGH,No expansion in title
753,4,Be-dataHIVE,Be-dataHIVE: a base editing database.,Be-dataHIVE,Be-dataHIVE,HIGH,No expansion in title
754,4,B-Chrom,First Update to B-Chrom: A Database on B-Chromosomes.,B-Chrom,B-Chrom,HIGH,No expansion in title
755,4,REME,REME: an integrated platform for reaction enzyme mining and evaluation.,REME,REME,HIGH,No expansion in title
756,4,Therapeutic Target Database,TTD: Therapeutic Target Database describing target druggability information.,Therapeutic Target Database,Therapeutic Target Database,HIGH,No expansion in title
757,4,Methylmap,Methylmap: visualization of modified nucleotides for large cohort sizes.,Therapeutic Target Database,Therapeutic Target Database,HIGH,Full name explicitly in title
758,4,READRetro web,READRetro web: A user-friendly platform for predicting plant natural product biosynthesis.,READRetro web,READRetro web,HIGH,No expansion in title
759,4,mOTUs,The mOTUs online database provides web-accessible genomic context to taxonomic profiling of microbial communities.,mOTUs,mOTUs,HIGH,No expansion in title
760,4,Interactive Tree of Life,Interactive Tree of Life (iTOL) v6: recent updates to the phylogenetic tree display and annotation tool.,Interactive Tree of Life,Interactive Tree of Life,HIGH,"Full name explicitly in title, (iTOL) is abbreviation"
761,4,Semla,Semla: a versatile toolkit for spatially resolved transcriptomics analysis and visualization.,Semla,Semla,HIGH,No expansion in title
762,4,Haptools,Haptools: a toolkit for admixture and haplotype analysis.,Haptools,Haptools,HIGH,No expansion in title
763,4,hGSuite HyperBrowser,hGSuite HyperBrowser: A web-based toolkit for hierarchical metadata-informed analysis of genomic tracks.,hGSuite HyperBrowser,hGSuite HyperBrowser,HIGH,No expansion in title
764,4,BioExcel Building Blocks Workflows,"BioExcel Building Blocks Workflows (BioBB-Wfs), an integrated web-based platform for biomolecular simulations.",BioExcel Building Blocks Workflows,BioExcel Building Blocks Workflows,HIGH,No expansion in title
765,4,Immunosenescence Inventory,Immunosenescence Inventory-a multi-omics database for immune aging research.,BioExcel Building Blocks Workflows,BioExcel Building Blocks Workflows,HIGH,Full name explicitly in title
766,4,Pesticide,Digital pesticide: a comprehensive pesticide information database with dynamic web platform for artificial intelligence applications.,Immunosenescence Inventory,Immunosenescence Inventory,HIGH,Full name explicitly in title
767,4,VISTA Enhancer browser,VISTA Enhancer browser: an updated database of tissue-specific developmental enhancers.,VISTA Enhancer browser,VISTA Enhancer browser,HIGH,No expansion in title
768,4,Microsatellites explorer,Microsatellites explorer: A database of short tandem repeats across genomes.,VISTA Enhancer browser,VISTA Enhancer browser,HIGH,Full name explicitly in title
769,4,Clc-db,Clc-db: an open-source online database of chiral ligands and catalysts.,Microsatellites explorer,Microsatellites explorer,HIGH,Full name explicitly in title
770,4,An interactive online platform for photosensory and bio-functional proteins in optogenetic systems,OPTICS: An interactive online platform for photosensory and bio-functional proteins in optogenetic systems.,An interactive online platform for photosensory and bio-functional proteins in optogenetic systems,An interactive online platform for photosensory and bio-functional proteins in optogenetic systems,HIGH,No expansion in title
771,4,cidalsDB,cidalsDB: an AI-empowered platform for anti-pathogen therapeutics research.,cidalsDB,cidalsDB,HIGH,No expansion in title
772,4,MultifacetedProtDB,MultifacetedProtDB: a database of human proteins with multiple functions.,MultifacetedProtDB,MultifacetedProtDB,HIGH,No expansion in title
773,4,Database of Therapeutic Antibody Developability,DOTAD: A Database of Therapeutic Antibody Developability.,Database of Therapeutic Antibody Developability,Database of Therapeutic Antibody Developability,HIGH,No expansion in title
774,4,TFinder,TFinder: A Python Web Tool for Predicting Transcription Factor Binding Sites.,Database of Therapeutic Antibody Developability,Database of Therapeutic Antibody Developability,HIGH,Full name explicitly in title
775,4,TYGS,TYGS and LPSN: a database tandem for fast and reliable genome-based classification and nomenclature of prokaryotes.,TYGS,TYGS,HIGH,No expansion in title
776,4,Exome Database Of Interspersed Repeats,EDIR: exome database of interspersed repeats.,Exome Database Of Interspersed Repeats,Exome Database Of Interspersed Repeats,HIGH,No expansion in title
777,4,HybridDBRpred,HybridDBRpred: improved sequence-based prediction of DNA-binding amino acids using annotations from structured complexes and disordered proteins.,HybridDBRpred,HybridDBRpred,HIGH,No expansion in title
778,4,Open Targets Platform,Open Targets Platform: facilitating therapeutic hypotheses building in drug discovery.,Open Targets Platform,Open Targets Platform,HIGH,No expansion in title
779,4,e-RNA,e-RNA: a collection of web-servers for the prediction and visualisation of RNA secondary structure and their functional features.,Open Targets Platform,Open Targets Platform,HIGH,Full name explicitly in title
780,4,PDB-BRE,PDB-BRE: A ligand-protein interaction binding residue extractor based on Protein Data Bank.,PDB-BRE,PDB-BRE,HIGH,No expansion in title
781,4,EV-COMM,EV-COMM: A database of interspecies and intercellular interactions mediated by extracellular vesicles.,EV-COMM,EV-COMM,HIGH,No expansion in title
782,4,CMSSD,TCMSSD: A comprehensive database focused on syndrome standardization.,CMSSD,CMSSD,HIGH,No expansion in title
783,4,PLAbDab-nano,PLAbDab-nano: a database of camelid and shark nanobodies from patents and literature.,PLAbDab-nano,PLAbDab-nano,HIGH,No expansion in title
784,4,Uni-GBSA,Uni-GBSA: an open-source and web-based automatic workflow to perform MM/GB(PB)SA calculations for virtual screening.,Uni-GBSA,Uni-GBSA,HIGH,No expansion in title
785,4,SCoV2-MD,SCoV2-MD: a database for the dynamics of the SARS-CoV-2 proteome and variant impact predictions.,SCoV2-MD,SCoV2-MD,HIGH,No expansion in title
786,4,ChiTaRS 8.0,ChiTaRS 8.0: the comprehensive database of chimeric transcripts and RNA-seq data with applications in liquid biopsy.,ChiTaRS 8.0,ChiTaRS 8.0,HIGH,No expansion in title
787,4,META-BOA,METAbolomics data Balancing with Over-sampling Algorithms (META-BOA): an online resource for addressing class imbalance.,META-BOA,METAbolomics data Balancing with Over-sampling Algorithms,HIGH,Expansion found: METAbolomics data Balancing with Over-sampling Algorithms (META-BOA)
788,4,ProsmORF-pred,ProsmORF-pred: a machine learning-based method for the identification of small ORFs in prokaryotic genomes.,ProsmORF-pred,ProsmORF-pred,HIGH,No expansion in title
789,4,ncRNADrug,ncRNADrug: a database for validated and predicted ncRNAs associated with drug resistance and targeted by drugs.,ncRNADrug,ncRNADrug,HIGH,No expansion in title
790,4,NAIRDB,NAIRDB: a database of Fourier transform infrared (FTIR) data for nucleic acids.,NAIRDB,NAIRDB,HIGH,No expansion in title
791,4,IPAD-DB,IPAD-DB: a manually curated database for experimentally verified inhibitors of proteins associated with Alzheimer's disease.,IPAD-DB,IPAD-DB,HIGH,No expansion in title
792,4,anIsoNet,CanIsoNet: a database to study the functional impact of isoform switching events in diseases.,anIsoNet,anIsoNet,HIGH,No expansion in title
793,4,Genome2OR,"Building the Chordata Olfactory Receptor Database using more than 400,000 receptors annotated by Genome2OR.",Genome2OR,Genome2OR,HIGH,No expansion in title
794,4,INSaFLU,INSaFLU-TELEVIR: an open web-based bioinformatics suite for viral metagenomic detection and routine genomic surveillance.,INSaFLU,INSaFLU,HIGH,No expansion in title
795,4,T4SEfinder,T4SEfinder: a bioinformatics tool for genome-scale prediction of bacterial type IV secreted effectors using pre-trained protein language model.,T4SEfinder,T4SEfinder,HIGH,No expansion in title
796,4,Trackplot,Trackplot: A flexible toolkit for combinatorial analysis of genomic data.,Trackplot,Trackplot,HIGH,No expansion in title
797,4,CASTpFold,CASTpFold: Computed Atlas of Surface Topography of the universe of protein Folds.,CASTpFold,CASTpFold,HIGH,No expansion in title
798,4,OSMlanduse,OSMlanduse a dataset of European Union land use at 10 m resolution derived from OpenStreetMap and Sentinel-2.,OSMlanduse,OSMlanduse,HIGH,No expansion in title
799,4,HLA3D,HLA3D: an integrated structure-based computational toolkit for immunotherapy.,HLA3D,HLA3D,HIGH,No expansion in title
800,4,ORALL,FORALL: an interactive shiny/R web portal to navigate multi-omics high-throughput data of pediatric acute lymphoblastic leukemia.,ORALL,ORALL,HIGH,No expansion in title
801,5,ioArchLinux,BioArchLinux: community-driven fresh reproducible software repository for life sciences.,BioArchLinux,BioArchLinux,HIGH,No expansion in title
802,5,DLiP,DLiP-PPI library: An integrated chemical database of small-to-medium-sized molecules targeting protein-protein interactions.,DLiP,DLiP,HIGH,No expansion in title
803,5,Ontoavida,Ontology for the Avida digital evolution platform.,Ontoavida,Ontoavida,HIGH,No expansion in title
804,5,FL-circAS,FL-circAS: an integrative resource and analysis for full-length sequences and alternative splicing of circular RNAs with nanopore sequencing.,FL-circAS,FL-circAS,HIGH,No expansion in title
805,5,ENTRAF,ENcyclopedia of TRAnscription Factors in Bacteria and Archaea genomes (ENTRAF) version 2.0.,ENTRAF,ENcyclopedia of TRAnscription Factors,HIGH,Expansion explicit before acronym in parentheses
806,5,LiPBD,Data resource profile: Scottish Linked Pregnancy and Baby Dataset (SLiPBD).,SLiPBD,Scottish Linked Pregnancy and Baby Dataset,HIGH,Expansion explicit before acronym in parentheses
807,5,GDP,Generic Diagramming Platform (GDP): a comprehensive database of high-quality biomedical graphics.,GDP,Generic Diagramming Platform,HIGH,Expansion explicit before acronym in parentheses
808,5,Polarity-JaM,"Polarity-JaM: an image analysis toolbox for cell polarity, junction and morphology quantification.",Polarity-JaM,Polarity-JaM,HIGH,No expansion in title
809,5,SG-ML-PLAP,SG-ML-PLAP: A structure-guided machine learning-based scoring function for protein-ligand binding affinity prediction.,SG-ML-PLAP,SG-ML-PLAP,HIGH,No expansion in title
810,5,penVariant,OpenVariant: a toolkit to parse and operate multiple input file formats.,OpenVariant,OpenVariant,HIGH,No expansion in title
811,5,-LacFamPred,"β-LacFamPred: An online tool for prediction and classification of β-lactamase class, subclass, and family.",β-LacFamPred,β-LacFamPred,HIGH,No expansion in title
812,5,ynBioTools,SynBioTools: a one-stop facility for searching and selecting synthetic biology tools.,SynBioTools,SynBioTools,HIGH,No expansion in title
813,5,IResist,HIResist: a database of HIV-1 resistance to broadly neutralizing antibodies.,HIResist,HIResist,HIGH,No expansion in title
814,5,EPREP,GEPREP: A comprehensive data atlas of RNA-seq-based gene expression profiles of exercise responses.,GEPREP,GEPREP,HIGH,No expansion in title
815,5,FAIR,The FAIR database: facilitating access to public health research literature.,FAIR,FAIR,HIGH,No expansion in title
816,5,SFKIT,sfkit: a web-based toolkit for secure and federated genomic analysis.,sfkit,sfkit,HIGH,No expansion in title
817,5,g:Profiler,g:Profiler-interoperable web service for functional enrichment analysis and gene identifier mapping (2023 update).,g:Profiler,g:Profiler,HIGH,No expansion in title
818,5,Localpdb,localpdb-a Python package to manage protein structures and their annotations.,localpdb,localpdb,HIGH,No expansion in title
819,5,miRNATissueAtlas,miRNATissueAtlas 2025: an update to the uniformly processed and annotated human and mouse non-coding RNA tissue atlas.,miRNATissueAtlas,miRNATissueAtlas,HIGH,No expansion in title
820,5,EGO-CSM,LEGO-CSM: a tool for functional characterization of proteins.,LEGO-CSM,LEGO-CSM,HIGH,No expansion in title
821,5,Fungtion,Fungtion: A Server for Predicting and Visualizing Fungal Effector Proteins.,Fungtion,Fungtion,HIGH,No expansion in title
822,5,Nmix,Nmix: a hybrid deep learning model for precise prediction of 2'-O-methylation sites based on multi-feature fusion and ensemble learning.,Nmix,Nmix,HIGH,No expansion in title
823,5,Pf-HaploAtlas,Pf-HaploAtlas: an interactive web app for spatiotemporal analysis of Plasmodium falciparum genes.,Pf-HaploAtlas,Pf-HaploAtlas,HIGH,No expansion in title
824,5,PneumoBrowse 2,PneumoBrowse 2: an integrated visual platform for curated genome annotation and multiomics data analysis of Streptococcus pneumoniae.,PneumoBrowse 2,PneumoBrowse 2,HIGH,No expansion in title
825,5,MULEA,mulea: An R package for enrichment analysis using multiple ontologies and empirical false discovery rate.,mulea,mulea,HIGH,No expansion in title
826,5,NMPID,rNMPID: a database for riboNucleoside MonoPhosphates in DNA.,rNMPID,rNMPID,HIGH,No expansion in title
827,5,xpOmics,ExpOmics: a comprehensive web platform empowering biologists with robust multi-omics data analysis capabilities.,ExpOmics,ExpOmics,HIGH,No expansion in title
828,5,econdary Metabolite Transcriptomic Pipeline,"Secondary Metabolite Transcriptomic Pipeline (SeMa-Trap), an expression-based exploration tool for increased secondary metabolite production in bacteria.",SeMa-Trap,Secondary Metabolite Transcriptomic Pipeline,HIGH,Expansion explicit before acronym in parentheses
829,5,2CDB,C2CDB: an advanced platform integrating comprehensive information and analysis tools of cancer-related circRNAs.,C2CDB,C2CDB,HIGH,No expansion in title
830,5,PlantFUN,PlantFUNCO: Integrative Functional Genomics Database Reveals Clues into Duplicates Divergence Evolution.,PlantFUNCO,PlantFUNCO,HIGH,No expansion in title
831,5,ellTrackVis,CellTrackVis: interactive browser-based visualization for analyzing cell trajectories and lineages.,CellTrackVis,CellTrackVis,HIGH,No expansion in title
832,5,pLM-BLAST,pLM-BLAST: distant homology detection based on direct comparison of sequence representations from protein language models.,pLM-BLAST,pLM-BLAST,HIGH,No expansion in title
833,5,MRtist,NMRtist: an online platform for automated biomolecular NMR spectra analysis.,NMRtist,NMRtist,HIGH,No expansion in title
834,5,NP-TCMtarget,NP-TCMtarget: a network pharmacology platform for exploring mechanisms of action of traditional Chinese medicine.,NP-TCMtarget,NP-TCMtarget,HIGH,No expansion in title
835,5,GATOM,Shiny GATOM: omics-based identification of regulated metabolic modules in atom transition networks.,GATOM,GATOM,HIGH,No expansion in title
836,5,SysteMHC Atlas,"The SysteMHC Atlas v2.0, an updated resource for mass spectrometry-based immunopeptidomics.",SysteMHC Atlas,SysteMHC Atlas,HIGH,No expansion in title
837,5,AMICA,amica: an interactive and user-friendly web-platform for the analysis of proteomics data.,amica,amica,HIGH,No expansion in title
838,5,PragMeta,Meta-research on pragmatism of randomized trials: rationale and design of the PragMeta database.,PragMeta,PragMeta,HIGH,No expansion in title
839,5,MI-System,Multi-ethnic Imputation System (MI-System): A genotype imputation server for high-dimensional data.,MI-System,Multi-ethnic Imputation System,HIGH,Expansion explicit before acronym in parentheses
840,5,BMC Caller,BMC Caller: a webtool to identify and analyze bacterial microcompartment types in sequence data.,BMC Caller,BMC Caller,HIGH,No expansion in title
841,5,CYCLOPEp Builder,CYCLOPEp Builder: Facilitating cyclic peptide and nanotube research through a user-friendly web platform.,CYCLOPEp Builder,CYCLOPEp Builder,HIGH,No expansion in title
842,5,Multiomix,Multiomix: a cloud-based platform to infer cancer genomic and epigenomic events associated with gene expression modulation.,Multiomix,Multiomix,HIGH,No expansion in title
843,5,HADDOCK2,The HADDOCK2.4 web server for integrative modeling of biomolecular complexes.,HADDOCK2.4,HADDOCK2.4,HIGH,No expansion in title
844,5,Graph Theoretical Analysis Of Task-related Functional Dynamics,GAT-FD: An integrated MATLAB toolbox for graph theoretical analysis of task-related functional dynamics.,GAT-FD,GAT-FD,HIGH,No expansion in title
845,5,Emoji-SP,"Emoji-SP, the Spanish emoji database: Visual complexity, familiarity, frequency of use, clarity, and emotional valence and arousal norms for 1031 emojis.",Emoji-SP,Emoji-SP,HIGH,No expansion in title
846,5,RED-LD,PRED-LD: efficient imputation of GWAS summary statistics.,PRED-LD,PRED-LD,HIGH,No expansion in title
847,5,Rice Online Expression Profiles Array Database Version,The Rice Online Expression Profiles Array Database Version 2 (ROADv2): An Interactive Atlas for Rice Functional Genomics.,ROADv2,Rice Online Expression Profiles Array Database Version 2,HIGH,Expansion explicit before acronym in parentheses
848,5,PDCM Finder,PDCM Finder: an open global research platform for patient-derived cancer models.,PDCM Finder,PDCM Finder,HIGH,No expansion in title
849,5,euronBridge,NeuronBridge: an intuitive web application for neuronal morphology search across large data sets.,NeuronBridge,NeuronBridge,HIGH,No expansion in title
850,5,Package,dbGaPCheckup: pre-submission checks of dbGaP-formatted subject phenotype files.,dbGaPCheckup,dbGaPCheckup,HIGH,No expansion in title
851,5,Job Dispatcher,The EMBL-EBI Job Dispatcher sequence analysis tools framework in 2024.,EMBL-EBI Job Dispatcher,EMBL-EBI Job Dispatcher,HIGH,No expansion in title
852,5,RBP,RBP Image Database: A resource for the systematic characterization of the subcellular distribution properties of human RNA binding proteins.,RBP Image Database,RBP Image Database,HIGH,No expansion in title
853,5,EFSE,"lefser: implementation of metagenomic biomarker discovery tool, LEfSe, in R.",lefser,lefser,HIGH,No expansion in title
854,5,anExplorer,PanExplorer: a web-based tool for exploratory analysis and visualization of bacterial pan-genomes.,PanExplorer,PanExplorer,HIGH,No expansion in title
855,5,CAT Bridge,CAT Bridge: an efficient toolkit for gene-metabolite association mining from multiomics data.,CAT Bridge,CAT Bridge,HIGH,No expansion in title
856,5,iRAnno,miRAnno-network-based functional microRNA annotation.,miRAnno,miRAnno,HIGH,No expansion in title
857,5,Idbview,Idbview: a database and interactive platform for respiratory-associated disease.,Idbview,Idbview,HIGH,No expansion in title
858,5,Darling,Darling (v2.0): Mining disease-related databases for the detection of biomedical entity associations.,Darling,Darling,HIGH,No expansion in title
859,5,disperseNN2,disperseNN2: a neural network for estimating dispersal distance from georeferenced polymorphism data.,disperseNN2,disperseNN2,HIGH,No expansion in title
860,5,ioDynaMo,BioDynaMo: a modular platform for high-performance agent-based simulation.,BioDynaMo,BioDynaMo,HIGH,No expansion in title
861,5,DGI,ODGI: understanding pangenome graphs.,ODGI,ODGI,HIGH,No expansion in title
862,5,VCAb,VCAb: a web-tool for structure-guided exploration of antibodies.,VCAb,VCAb,HIGH,No expansion in title
863,5,NBLAST,NBLAST: a graphical user interface-based two-way BLAST software with a dot plot viewer.,NBLAST,NBLAST,HIGH,No expansion in title
864,5,ormulationAI,FormulationAI: a novel web-based platform for drug formulation design driven by artificial intelligence.,FormulationAI,FormulationAI,HIGH,No expansion in title
865,5,AVR/I,"AVR/I/SSAPDB: a comprehensive & specialised knowledgebase of antimicrobial peptides to combat VRSA, VISA, and VSSA.",AVR/I/SSAPDB,AVR/I/SSAPDB,HIGH,No expansion in title
866,5,THINGS-data,"THINGS-data, a multimodal collection of large-scale datasets for investigating object representations in human brain and behavior.",THINGS-data,THINGS-data,HIGH,No expansion in title
867,5,evUP,RevUP: an online scoring system for regulatory variants implicated in rare diseases.,RevUP,RevUP,HIGH,No expansion in title
868,5,NDEx IQuery,NDEx IQuery: a multi-method network gene set analysis leveraging the Network Data Exchange.,NDEx IQuery,NDEx IQuery,HIGH,No expansion in title
869,5,Rnet,IRnet: Immunotherapy response prediction using pathway knowledge-informed graph neural network.,IRnet,IRnet,HIGH,No expansion in title
870,5,MLOsMetaDB,"MLOsMetaDB, a meta-database to centralize the information on liquid-liquid phase separation proteins and membraneless organelles.",MLOsMetaDB,MLOsMetaDB,HIGH,No expansion in title
871,5,AnnoDUF,AnnoDUF: A Web-Based Tool for Annotating Functions of Proteins Having Domains of Unknown Function.,AnnoDUF,AnnoDUF,HIGH,No expansion in title
872,5,Overture,Overture: an open-source genomics data platform.,Overture,Overture,HIGH,No expansion in title
873,5,SHAPEwarp-web,SHAPEwarp-web: sequence-agnostic search for structurally homologous RNA regions across databases of chemical probing data.,SHAPEwarp-web,SHAPEwarp-web,HIGH,No expansion in title
874,5,Disease trend analysis platform,Disease trend analysis platform accurately predicts the occurrence of cervical cancer under mixed diseases.,Disease trend analysis platform,Disease trend analysis platform,HIGH,Already descriptive name
875,5,Single,SMARTdb: An Integrated Database for Exploring Single-cell Multi-omics Data of Reproductive Medicine.,SMARTdb,SMARTdb,HIGH,No expansion in title
876,5,traditional Chinese medicine modernization,TCMM: A unified database for traditional Chinese medicine modernization and therapeutic innovations.,TCMM,TCMM,HIGH,No expansion in title
