pmid,title,primary_entity_short,category,reason
27082112,Infinity: An In-Silico Tool for Genome-Wide Prediction of Specific DNA Matrices in miRNA Genomic Loci.,,prediction,Prediction/classification method applied to resource data
29688387,SNPversity: a web-based tool for visualizing diversity.,,web_tool,Web-based tool for analyzing resource data
33136473,"A Web-Based Platform on Coronavirus Disease-19 to Maintain Predicted Diagnostic, Drug, and Vaccine Candidates.",,web_tool,Web-based tool for analyzing resource data
"28073756, 28130242",Feature selection using a one dimensional naïve Bayes' classifier increases the accuracy of support vector machine classification of CDR3 repertoires.,h,prediction,Prediction/classification method applied to resource data
25787233,Functional dissection of virus-human crosstalk mediated by miRNAs based on the VmiReg database.,vmireg,usage,Method that uses an existing database/resource
27837568,"Psynteract: A flexible, cross-platform, open framework for interactive experiments.",,pipeline,Pipeline/workflow tool that uses resources as input
27295093,DrugQuest - a text mining workflow for drug association discovery.,,pipeline,Pipeline/workflow tool that uses resources as input
27573308,Insight: An ontology-based integrated database and analysis platform for epilepsy self-management research.,,integration,Data integration platform combining multiple resources
31442673,Variant Call Format-Diagnostic Annotation and Reporting Tool: A Customizable Analysis Pipeline for Identification of Clinically Relevant Genetic Variants in Next-Generation Sequencing Data.,,pipeline,Pipeline/workflow tool that uses resources as input
32657410,TopicNet: a framework for measuring transcriptional regulatory network change.,,pipeline,Pipeline/workflow tool that uses resources as input
25127889,SPARQLGraph: a web-based platform for graphically querying biological Semantic Web databases.,,web_tool,Web-based tool for analyzing resource data
25758402,Hi-Jack: a novel computational framework for pathway-based inference of host-pathogen interactions.,ack,pipeline,Pipeline/workflow tool that uses resources as input
26628587,IKAP: A heuristic framework for inference of kinase activities from Phosphoproteomics data.,ikap,pipeline,Pipeline/workflow tool that uses resources as input
26559506,WormExp: a web-based application for a Caenorhabditis elegans-specific gene expression enrichment analysis.,,web_tool,Web-based tool for analyzing resource data
33897984,AMR-Diag: Neural network based genotype-to-phenotype prediction of resistance towards β-lactams in <i>Escherichia coli</i> and <i>Klebsiella pneumoniae</i>.,,prediction,Prediction/classification method applied to resource data
26122086,A user-friendly workflow for analysis of Illumina gene expression bead array data available at the arrayanalysis.org portal.,,pipeline,Pipeline/workflow tool that uses resources as input
29236977,gene2drug: a computational tool for pathway-based rational drug repositioning.,,computational,Computational method applied to resource data
30873531,Lemon: a framework for rapidly mining structural information from the Protein Data Bank.,lemon,pipeline,Pipeline/workflow tool that uses resources as input
30414112,The GFF3toolkit: QC and Merge Pipeline for Genome Annotation.,,pipeline,Pipeline/workflow tool that uses resources as input
24223923,Viral IRES prediction system - a web server for prediction of the IRES secondary structure in silico.,,prediction,Prediction/classification method applied to resource data
22434839,A hybrid human and machine resource curation pipeline for the Neuroscience Information Framework.,,pipeline,Pipeline/workflow tool that uses resources as input
29036616,DeepLoc: prediction of protein subcellular localization using deep learning.,,prediction,Prediction/classification method applied to resource data
34020544,Ori-Finder 3: a web server for genome-wide prediction of replication origins in Saccharomyces cerevisiae.,,prediction,Prediction/classification method applied to resource data
24792048,A protocol for visual analysis of alternative splicing in RNA-Seq data using integrated genome browser.,,usage,Method that uses an existing database/resource
22291167,Mining Arabidopsis thaliana RNA-seq data with Integrated Genome Browser reveals stress-induced alternative splicing of the putative splicing regulator SR45a.,,usage,Method that uses an existing database/resource
33592504,TAP 1.0: A robust immunoinformatic tool for the prediction of tumor T-cell antigens based on AAindex properties.,tap 1,prediction,Prediction/classification method applied to resource data
"25717196, 30014462",Automated benchmarking of peptide-MHC class I binding predictions.,i,benchmark,Benchmarking study evaluating resource performance
27603574,Palindrome analyser - A new web-based server for predicting and evaluating inverted repeats in nucleotide sequences.,,web_tool,Web-based tool for analyzing resource data
29264813,"Discovery of Surface Target Proteins Linking Drugs, Molecular Markers, Gene Regulation, Protein Networks, and Disease by Using a Web-Based Platform Targets-search.",,web_tool,Web-based tool for analyzing resource data
31706268,Genome-wide prediction and prioritization of human aging genes by data fusion: a machine learning approach.,p,ml,Machine learning method that uses resource data
22171319,A framework for intelligent data acquisition and real-time database searching for shotgun proteomics.,time,pipeline,Pipeline/workflow tool that uses resources as input
25528148,"Two Blast-independent tools, CyPerl and CyExcel, for harvesting hundreds of novel cyclotides and analogues from plant genomes and protein databases.",cyperl,usage,Method that uses an existing database/resource
31504171,New insights on human essential genes based on integrated analysis and the construction of the HEGIAP web-based platform.,hegiap,integration,Data integration platform combining multiple resources
30988492,Sixty years of tracking conservation progress using the World Database on Protected Areas.,,usage,Method that uses an existing database/resource
31212742,Systematic Analysis of a Military Wearable Device Based on a Multi-Level Fusion Framework: Research Directions.,,systematic,Systematic analysis using resource data
30654742,Peptimapper: proteogenomics workflow for the expert annotation of eukaryotic genomes.,,pipeline,Pipeline/workflow tool that uses resources as input
26664034,Contingency Table Browser - prediction of early stage protein structure.,,prediction,Prediction/classification method applied to resource data
23091307,Prediction of microbial infection of cultured cells using DNA microarray gene-expression profiles of host responses.,,prediction,Prediction/classification method applied to resource data
23427990,"Motif discovery with data mining in 3D protein structure databases: discovery, validation and prediction of the U-shape zinc binding (""Huf-Zinc"") motif.",,prediction,Prediction/classification method applied to resource data
26721732,Development of a large urban longitudinal HIV clinical cohort using a web-based platform to merge electronically and manually abstracted data from disparate medical record systems: technical challenges and innovative solutions.,cohort,web_tool,Web-based tool for analyzing resource data
23970545,Automated classification of RNA 3D motifs and the RNA 3D Motif Atlas.,motif,prediction,Prediction/classification method applied to resource data
24325762,Molecule database framework: a framework for creating database applications with chemical structure search capability.,,pipeline,Pipeline/workflow tool that uses resources as input
27288496,The Glycome Analytics Platform: an integrative framework for glycobioinformatics.,,pipeline,Pipeline/workflow tool that uses resources as input
34509701,Prediction of Mannheimia haemolytica serotypes based on whole genomic sequences.,b,prediction,Prediction/classification method applied to resource data
30892876,Lipid Species Annotation at Double Bond Position Level with Custom Databases by Extension of the MZmine 2 Open-Source Software Package.,mzmine,usage,Method that uses an existing database/resource
23815072,Jenner-predict server: prediction of protein vaccine candidates (PVCs) in bacteria based on host-pathogen interactions.,redict,prediction,Prediction/classification method applied to resource data
29098713,Large-scale automated function prediction of protein sequences and an experimental case study validation on PTEN transcript variants.,,prediction,Prediction/classification method applied to resource data
33206960,OCCAM: prediction of small ORFs in bacterial genomes by means of a target-decoy database approach and machine learning techniques.,occam,prediction,Prediction/classification method applied to resource data
31891586,A framework for the development of a global standardised marine taxon reference image database (SMarTaR-ID) to support image-based analyses.,,pipeline,Pipeline/workflow tool that uses resources as input
22984983,A pipeline for automated annotation of yeast genome sequences by a conserved-synteny approach.,ygap,pipeline,Pipeline/workflow tool that uses resources as input
31418763,AntiHIV-Pred: web-resource for in silico prediction of anti-HIV/AIDS activity.,,prediction,Prediction/classification method applied to resource data
34735112,Carboxypeptidase Y Assisted Disulfide-Bond Identification with Linearized Database Search.,cadi,usage,Method that uses an existing database/resource
22054246,TOFSIMS-P: a web-based platform for analysis of large-scale TOF-SIMS data.,tofsims-p,web_tool,Web-based tool for analyzing resource data
26527148,MeshAndCollect: an automated multi-crystal data-collection workflow for synchrotron macromolecular crystallography beamlines.,,pipeline,Pipeline/workflow tool that uses resources as input
29220468,EUCANEXT: an integrated database for the exploration of genomic and transcriptomic data from Eucalyptus species.,eucanext,integration,Data integration platform combining multiple resources
31088857,Interactive Peptide Spectral Annotator: A Versatile Web-based Tool for Proteomic Applications.,,web_tool,Web-based tool for analyzing resource data
32401319,Ewastools: Infinium Human Methylation BeadChip pipeline for population epigenetics integrated into Galaxy.,,pipeline,Pipeline/workflow tool that uses resources as input
27987163,PGSB/MIPS PlantsDB Database Framework for the Integration and Analysis of Plant Genome Data.,,pipeline,Pipeline/workflow tool that uses resources as input
33003197,"A computational toolset for rapid identification of SARS-CoV-2, other viruses and microorganisms from sequencing data.",fastv,computational,Computational method applied to resource data
26015273,A statistical framework to predict functional non-coding regions in the human genome through integrated analysis of annotation data.,,integration,Data integration platform combining multiple resources
31645567,Large scale and integrated platform for digital mass culture of anchorage dependent cells.,lisccp,integration,Data integration platform combining multiple resources
34876593,A computational approach for the discovery of significant cancer genes by weighted mutation and asymmetric spreading strength in networks.,,computational,Computational method applied to resource data
31971579,Network-based prediction of drug-target interactions using an arbitrary-order proximity embedded deep forest.,aopedf,prediction,Prediction/classification method applied to resource data
25413436,A framework for generalized subspace pattern mining in high-dimensional datasets.,gabi,pipeline,Pipeline/workflow tool that uses resources as input
26185615,A framework for ontology-based question answering with application to parasite immunology.,,pipeline,Pipeline/workflow tool that uses resources as input
22343432,Meta-analysis of untargeted metabolomic data from multiple profiling experiments.,,meta_analysis,Meta-analysis study using multiple resources
26508759,Detecting dispersed duplications in high-throughput sequencing data using a database-free approach.,dd_detection,usage,Method that uses an existing database/resource
21414989,Structure-based de novo prediction of zinc-binding sites in proteins of unknown function.,temsp,prediction,Prediction/classification method applied to resource data
34411131,An adaptive spark-based framework for querying large-scale NoSQL and relational databases.,cqns,pipeline,Pipeline/workflow tool that uses resources as input
34702851,Accurate prediction of protein torsion angles using evolutionary signatures and recurrent neural network.,esiden,prediction,Prediction/classification method applied to resource data
24405700,Quantitative prediction of the effect of genetic variation using hidden Markov models.,hmmvar,prediction,Prediction/classification method applied to resource data
23846744,An integrated toolkit for accurate prediction and analysis of cis-regulatory motifs at a genome scale.,bobro2,integration,Data integration platform combining multiple resources
30441365,"A Clinical Decision Support Platform for the Risk Stratification, Diagnosis, and Prediction of Coronary Artery Disease Evolution.",,prediction,Prediction/classification method applied to resource data
23840574,"In silico platform for prediction of N-, O- and C-glycosites in eukaryotic protein sequences.",,prediction,Prediction/classification method applied to resource data
26717407,Prediction of Intra-Species Protein-Protein Interactions in Enteropathogens Facilitating Systems Biology Study.,,prediction,Prediction/classification method applied to resource data
23514199,Prediction of conformational epitopes with the use of a knowledge-based energy function and geometrically related neighboring residue characteristics.,ce-keg,prediction,Prediction/classification method applied to resource data
28025199,Computational prediction of species-specific malonylation sites via enhanced characteristic strategy.,,prediction,Prediction/classification method applied to resource data
31714956,Comprehensive review and assessment of computational methods for predicting RNA post-transcriptional modification sites from RNA sequences.,,computational,Computational method applied to resource data
22689763,Towards 3D structure prediction of large RNA molecules: an integer programming framework to insert local 3D motifs in RNA secondary structure.,,prediction,Prediction/classification method applied to resource data
23443684,Protein complex-based analysis framework for high-throughput data sets.,compleat,pipeline,Pipeline/workflow tool that uses resources as input
32860044,Prediction of protein-binding residues: dichotomy of sequence-based methods developed using structured complexes versus disordered proteins.,,prediction,Prediction/classification method applied to resource data
29161266,Knowledge-based prediction of protein backbone conformation using a structural alphabet.,,prediction,Prediction/classification method applied to resource data
21729923,In silico analysis of transcription factor repertoires and prediction of stress-responsive transcription factors from six major gramineae plants.,,prediction,Prediction/classification method applied to resource data
26080082,Computational Identification of Protein Pupylation Sites by Using Profile-Based Composition of k-Spaced Amino Acid Pairs.,pbpup,computational,Computational method applied to resource data
30010718,A parallel computational framework for ultra-large-scale sequence clustering analysis.,slad,pipeline,Pipeline/workflow tool that uses resources as input
29907888,Reengineering Workflow for Curation of DICOM Datasets.,posda,pipeline,Pipeline/workflow tool that uses resources as input
22262672,Construction and completion of flux balance models from pathway databases.,,usage,Method that uses an existing database/resource
25402006,In silico prediction of physical protein interactions and characterization of interactome orphans.,,prediction,Prediction/classification method applied to resource data
32969786,Universal whole-sequence-based plasmid typing and its utility to prediction of host range and epidemiological surveillance.,mob,prediction,Prediction/classification method applied to resource data
28451969,From Gene Annotation to Function Prediction for Metagenomics.,fun4me,prediction,Prediction/classification method applied to resource data
31007293,From source code to test cases: A comprehensive benchmark for resource leak detection in Android apps.,,benchmark,Benchmarking study evaluating resource performance
24478935,Manipulating In-House Designed Drug Databases For The Prediction of pH-Dependent Aqueous Drug Solubility.,mysql,prediction,Prediction/classification method applied to resource data
33902433,Advantages of using graph databases to explore chromatin conformation capture experiments.,neohic,usage,Method that uses an existing database/resource
22359446,A structure-similarity-based software for the cardiovascular toxicity prediction of traditional chinese medicine.,,prediction,Prediction/classification method applied to resource data
34167460,A comprehensive database for integrated analysis of omics data in autoimmune diseases.,,integration,Data integration platform combining multiple resources
33462239,A database framework for rapid screening of structure-function relationships in PFAS chemistry.,,pipeline,Pipeline/workflow tool that uses resources as input
21309043,Prediction of single-nucleotide substitutions that result in exon skipping: identification of a splicing silencer in BRCA1 exon 6.,hot-skip,prediction,Prediction/classification method applied to resource data
23633602,Integrated database of information from structural genomics experiments.,,integration,Data integration platform combining multiple resources
33159146,Better understanding and prediction of antiviral peptides through primary and secondary structure feature importance.,firm-avp,prediction,Prediction/classification method applied to resource data
23742129,Computational framework to support integration of biomolecular and clinical data within a translational approach.,,computational,Computational method applied to resource data
23281624,A computational tool for the design of live attenuated virus vaccine based on microRNA-mediated gene silencing.,,computational,Computational method applied to resource data
23812986,A context-sensitive framework for the analysis of human signalling pathways in molecular interaction networks.,,pipeline,Pipeline/workflow tool that uses resources as input
30130366,Kinomics toolbox-A web platform for analysis and viewing of kinomic peptide array data.,,platform,Analysis platform that uses resources
29360996,Feature specific quantile normalization enables cross-platform classification of molecular subtypes using gene expression data.,fsqn,prediction,Prediction/classification method applied to resource data
29859055,Sequence-based prediction of physicochemical interactions at protein functional sites using a function-and-interaction-annotated domain profile database.,fidpd,prediction,Prediction/classification method applied to resource data
34136100,"Making fundamental scientific discoveries by combining information from literature, databases, and computational tools - An example.",samd1,computational,Computational method applied to resource data
27069468,A Collaborative Location Based Travel Recommendation System through Enhanced Rating Prediction for the Group of Users.,,prediction,Prediction/classification method applied to resource data
25937880,Making species checklists understandable to machines - a shift from relational databases to ontologies.,,usage,Method that uses an existing database/resource
21258063,Automated validation of genetic variants from large databases: ensuring that variant references refer to the same genomic locations.,,usage,Method that uses an existing database/resource
27342196,Systematic identification and analysis of frequent gene fusion events in metabolic pathways.,,systematic,Systematic analysis using resource data
27125735,"The RNA 3D Motif Atlas: Computational methods for extraction, organization and evaluation of RNA motifs.",pdb | ndb,computational,Computational method applied to resource data
"28911111, 29788132",Combinatorial ensemble miRNA target prediction of co-regulation networks with non-prediction data.,,prediction,Prediction/classification method applied to resource data
21791094,Bayesian semi-supervised classification of bacterial samples using MLST databases.,,prediction,Prediction/classification method applied to resource data
27787817,Consensus Prediction of Charged Single Alpha-Helices with CSAHserver.,,prediction,Prediction/classification method applied to resource data
25003610,An integrated SNP mining and utilization (ISMU) pipeline for next generation sequencing data.,,pipeline,Pipeline/workflow tool that uses resources as input
21990165,Classification of missense substitutions in the BRCA genes: a database dedicated to Ex-UVs.,,prediction,Prediction/classification method applied to resource data
32214380,Stochastic simulation and statistical inference platform for visualization and estimation of transcriptional kinetics.,,platform,Analysis platform that uses resources
25236462,Proteomic analysis and prediction of human phosphorylation sites in subcellular level reveal subcellular specificity.,,prediction,Prediction/classification method applied to resource data
21668950,A computational approach to candidate gene prioritization for X-linked mental retardation using annotation-based binary filtering and motif-based linear discriminatory analysis.,,computational,Computational method applied to resource data
32778839,Combined proximity labeling and affinity purification-mass spectrometry workflow for mapping and visualizing protein interaction networks.,,pipeline,Pipeline/workflow tool that uses resources as input
28358862,Comprehensive framework for visualizing and analyzing spatio-temporal dynamics of racial diversity in the entire United States.,,pipeline,Pipeline/workflow tool that uses resources as input
26755347,Systematic Analysis of Sex-Linked Molecular Alterations and Therapies in Cancer.,,systematic,Systematic analysis using resource data
32096630,Breaking Down Structural Diversity for Comprehensive Prediction of Ion-Neutral Collision Cross Sections.,,prediction,Prediction/classification method applied to resource data
24265775,Using a web-based application to define the accuracy of diagnostic tests when the gold standard is imperfect.,,web_tool,Web-based tool for analyzing resource data
25544807,Prediction of Gene Activity in Early B Cell Development Based on an Integrative Multi-Omics Analysis.,,prediction,Prediction/classification method applied to resource data
31870293,An improved catalogue of putative synaptic genes defined exclusively by temporal transcription profiles through an ensemble machine learning approach.,,ml,Machine learning method that uses resource data
30102367,Review and comparative assessment of similarity-based methods for prediction of drug-protein interactions in the druggable human proteome.,,prediction,Prediction/classification method applied to resource data
32528441,Prediction of Antimicrobial Resistance in Gram-Negative Bacteria From Whole-Genome Sequencing Data.,,prediction,Prediction/classification method applied to resource data
27029637,An integrated analysis tool for analyzing hybridization intensities and genotypes using new-generation population-optimized human arrays.,,integration,Data integration platform combining multiple resources
30541929,A Statistical Procedure for Genome-Wide Detection of QTL Hotspots Using Public Databases with Application to Rice.,,usage,Method that uses an existing database/resource
33656437,Validation strategy of a bioinformatics whole genome sequencing workflow for Shiga toxin-producing <i>Escherichia coli</i> using a reference collection extensively characterized with conventional methods.,,pipeline,Pipeline/workflow tool that uses resources as input
33560568,"Update of the Pompe variant database for the prediction of clinical phenotypes: Novel disease-associated variants, common sequence variants, and results from newborn screening.",,prediction,Prediction/classification method applied to resource data
