pmid,title,entity,false_positive_reason,pattern_categories,num_patterns
26721732,Development of a large urban longitudinal HIV clinical cohort using a web-based platform to merge electronically and manually abstracted data from disparate medical record systems: technical challenges and innovative solutions.,cohort,Uses resource as analysis tool,using_with,1
29235070,PredPsych: A toolbox for predictive machine learning-based approach in experimental psychology research.,,Describes method/approach based on resource data,based_approach,1
23091307,Prediction of microbial infection of cultured cells using DNA microarray gene-expression profiles of host responses.,,Uses resource as analysis tool,using_with,1
29470400,RaMP: A Comprehensive Relational Database of Metabolomics Pathways for Pathway Enrichment Analysis of Genes and Metabolites.,ramp,Focuses on analysis/study using data from resource,analysis_study,1
22491036,Modeling protein evolution with several amino acid replacement matrices depending on site rates.,m,Uses resource as analysis tool,using_with,1
21854652,Haplo2Ped: a tool using haplotypes as markers for linkage analysis.,,Uses resource as analysis tool,using_with,1
25753708,Analyzing glycan structure synthesis with the Glycan Pathway Predictor (GPP) Tool.,,Uses resource as analysis tool,using_with,1
33419731,A mosquito small RNA genomics resource reveals dynamic evolution and host responses to viruses and transposons.,,Uses resource as analysis tool,reveals_identifies,1
26519470,Deciphering the mechanisms of developmental disorders: phenotype analysis of embryos from mutant mouse lines.,,Focuses on analysis/study using data from resource,analysis_study,1
28346786,Break Down in Order To Build Up: Decomposing Small Molecules for Fragment-Based Drug Design with eMolFrag.,,Uses resource as analysis tool,using_with,1
24267917,mirCoX: a database of miRNA-mRNA expression correlations derived from RNA-seq meta-analysis.,mircox,Focuses on analysis/study using data from resource,analysis_study,1
24045775,Pattern search in BioPAX models.,iopax,Data mining/querying of existing resource,mining_data,1
27096930,Network-Based Interpretation of Diverse High-Throughput Datasets through the Omics Integrator Software Package.,,Uses resource as analysis tool,using_with,1
29736719,Accessing the Open PHACTS Discovery Platform with Workflow Tools.,phacts,Uses resource as analysis tool,using_with,1
27532626,FRETBursts: An Open Source Toolkit for Analysis of Freely-Diffusing Single-Molecule FRET.,,Focuses on analysis/study using data from resource,analysis_study,1
34530727,TFTenricher: a python toolbox for annotation enrichment analysis of transcription factor target genes.,,Focuses on analysis/study using data from resource,analysis_study,1
30988492,Sixty years of tracking conservation progress using the World Database on Protected Areas.,,Uses resource as analysis tool,using_with,1
28571781,Development of a Sigma-2 Receptor affinity filter through a Monte Carlo based QSAR analysis.,sigma,Uses resource as analysis tool,using_with,1
27888230,ToxReporter: viewing the genome through the eyes of a toxicologist.,,Uses resource as analysis tool,using_with,1
27407110,Global transcript structure resolution of high gene density genomes through multi-platform data integration.,data,Uses resource as analysis tool,using_with,1
30395195,Discovering network phenotype between genetic risk factors and disease status via diagnosis-aligned multi-modality regression method in Alzheimer's disease.,,Uses resource as analysis tool,using_with,1
32814789,Optimizing bacteriophage engineering through an accelerated evolution platform.,,Uses resource as analysis tool,using_with,1
22343432,Meta-analysis of untargeted metabolomic data from multiple profiling experiments.,,Focuses on analysis/study using data from resource,analysis_study,1
33166379,Each patient is a research biorepository: informatics-enabled research on surplus clinical specimens via the living BioBank.,,Uses resource as analysis tool,using_with,1
26268547,Soybean transcription factor ORFeome associated with drought resistance: a valuable resource to accelerate research on abiotic stress resistance.,rfeome,Uses resource as analysis tool,using_with,1
27417734,An ultrahigh-accuracy Miniature Dew Point Sensor based on an Integrated Photonics Platform.,point,Describes method/approach based on resource data,based_approach,1
31584973,Joint emulation of Earth System Model temperature-precipitation realizations with internal variability and space-time and cross-variable correlation: fldgen v2.0 software description.,fldgen,Uses resource as analysis tool,using_with,1
26839887,Long Read Alignment with Parallel MapReduce Cloud Platform.,,Uses resource as analysis tool,using_with,1
26220875,Using the phenoscape knowledgebase to relate genetic perturbations to phenotypic evolution.,,Uses resource as analysis tool,using_with,1
27893392,Waterloo Exploration Database: New Challenges for Image Quality Assessment Models.,,Data mining/querying of existing resource,mining_data,1
29862759,[Development and Application of the Kinematic Database Software of Lower Limbs Based on Internet].,,Describes method/approach based on resource data,based_approach,1
21946299,"Incorporating personalized gene sequence variants, molecular genetics knowledge, and health knowledge into an EHR prototype based on the Continuity of Care Record standard.",record,Describes method/approach based on resource data,based_approach,1
28960548,Integrative structure modeling with the Integrative Modeling Platform.,,Uses resource as analysis tool,using_with,1
29905870,The Microbial Genomes Atlas (MiGA) webserver: taxonomic and gene diversity analysis of Archaea and Bacteria at the whole genome level.,miga,Focuses on analysis/study using data from resource,analysis_study,1
29084591,Using DIVAN to assess disease/trait-associated single nucleotide variants in genome-wide scale.,divan,Uses resource as analysis tool,using_with,1
23398680,The 3rd DBCLS BioHackathon: improving life science data integration with Semantic Web technologies.,,Uses resource as analysis tool,using_with,1
24919658,Web services-based text-mining demonstrates broad impacts for interoperability and process simplification.,b,Data mining/querying of existing resource,mining_data,1
22085524,POPISK: T-cell reactivity prediction using support vector machines and string kernels.,popisk,Uses resource as analysis tool,using_with,1
29072141,Inferring transposons activity chronology by TRANScendence - TEs database and de-novo mining tool.,,Data mining/querying of existing resource,mining_data,1
24371155,Assimilating genome-scale metabolic reconstructions with modelBorgifier.,,Uses resource as analysis tool,using_with,1
28906493,Rapid curation of gene disruption collections using Knockout Sudoku.,,Uses resource as analysis tool,using_with,1
22290570,VAR-MD: a tool to analyze whole exome-genome variants in small human pedigrees with mendelian inheritance.,var-md,Uses resource as analysis tool,using_with,1
30419028,Annotation of enhanced radiographs for medical image retrieval with deep convolutional neural networks.,,Uses resource as analysis tool,using_with,1
34283250,[se-atlas.de-Medical care atlas for people with rare diseases].,,Uses resource as analysis tool,using_with,1
22430798,MethLAB: a graphical user interface package for the analysis of array-based DNA methylation data.,,Focuses on analysis/study using data from resource,analysis_study,1
23603332,APP2: automatic tracing of 3D neuron morphology based on hierarchical pruning of a gray-weighted image distance-tree.,app2,Describes method/approach based on resource data,based_approach,1
32159001,Mining and Planetary Health: A <i>GeoHealth</i>-Led Special Collection.,,Data mining/querying of existing resource,mining_data,1
30211979,VTX-1 Liquid Biopsy System for Fully-Automated and Label-Free Isolation of Circulating Tumor Cells with Automated Enumeration by BioView Platform.,vtx-1,Uses resource as analysis tool,using_with,1
30401722,Long-Read Annotation: Automated Eukaryotic Genome Annotation Based on Long-Read cDNA Sequencing.,,Describes method/approach based on resource data,based_approach,1
24387194,ITEP: an integrated toolkit for exploration of microbial pan-genomes.,itep,Data mining/querying of existing resource,mining_data,1
33975339,WDNE: an integrative graphical model for inferring differential networks from multi-platform gene expression data with missing values.,wdne,Uses resource as analysis tool,using_with,1
31165141,Scaling tree-based automated machine learning to biomedical big data with a feature set selector.,ased,Uses resource as analysis tool,using_with,1
22096235,"Predictive networks: a flexible, open source, web application for integration and analysis of human gene networks.",,Focuses on analysis/study using data from resource,analysis_study,1
25258092,Exploring the sequence context of phosphorylatable amino acids: the contribution of the upgraded MAPRes tool.,mapres,Data mining/querying of existing resource,mining_data,1
31420444,Estimation of Plant and Canopy Architectural Traits Using the Digital Plant Phenotyping Platform.,,Uses resource as analysis tool,using_with,1
25629585,MAGIC: an automated N-linked glycoprotein identification tool using a Y1-ion pattern matching algorithm and in silico MS² approach.,magic,Uses resource as analysis tool,using_with,1
30845912,"RhoTermPredict: an algorithm for predicting Rho-dependent transcription terminators based on Escherichia coli, Bacillus subtilis and Salmonella enterica databases.",,Describes method/approach based on resource data,based_approach,1
22522224,Genome structure determination via 3C-based data integration by the Integrative Modeling Platform.,,Uses resource as analysis tool,using_with,1
31406905,"KFuji RGB-DS database: Fuji apple multi-modal images for fruit detection with color, depth and range-corrected IR data.",kfuji,Uses resource as analysis tool,using_with,1
31228198,DEUS: an R package for accurate small RNA profiling based on differential expression of unique sequences.,deus,Describes method/approach based on resource data,based_approach,1
31159731,Trait ontology analysis based on association mapping studies bridges the gap between crop genomics and Phenomics.,as,Describes method/approach based on resource data,based_approach,1
22621371,Comparing thousands of circular genomes using the CGView Comparison Tool.,,Uses resource as analysis tool,using_with,1
33170789,COVIDGR Dataset and COVID-SDNet Methodology for Predicting COVID-19 Based on Chest X-Ray Images.,covidgr,Describes method/approach based on resource data,based_approach,1
21713630,Refolding your protein with a little help from REFOLD.,refold,Uses resource as analysis tool,using_with,1
24661215,Chemical & RNAi screening at MSKCC: a collaborative platform to discover & repurpose drugs to fight disease.,mskcc,Uses resource as analysis tool,reveals_identifies,1
29036616,DeepLoc: prediction of protein subcellular localization using deep learning.,,Uses resource as analysis tool,using_with,1
23631706,"Quality control, analysis and secure sharing of Luminex® immunoassay data using the open source LabKey Server platform.",,Uses resource as analysis tool,using_with,1
31396911,Modeling Biological Complexes Using Integrative Modeling Platform.,,Uses resource as analysis tool,using_with,1
34783653,Standardizing workflows in imaging transcriptomics with the abagen toolbox.,abagen,Uses resource as analysis tool,using_with,1
30907069,"""The Missing Link"": The Tubulin Mutation Database Connects Over 1500 Missense Mutations With Phenotypes Across Eukaryotes.",,Uses resource as analysis tool,using_with,1
23174015,Bioinformatics Resource Manager v2.3: an integrated software environment for systems biology with microRNA and cross-species analysis tools.,,Uses resource as analysis tool,using_with,1
25875127,Tensor GSVD of patient- and platform-matched tumor and normal DNA copy-number profiles uncovers chromosome arm-wide patterns of tumor-exclusive platform-consistent alterations encoding for cell transformation and predicting ovarian cancer survival.,,Uses resource as analysis tool,reveals_identifies,1
31100356,"Integrating Culture-based Antibiotic Resistance Profiles with Whole-genome Sequencing Data for 11,087 Clinical Isolates.",ase,Uses resource as analysis tool,using_with,1
28738060,Community detection in sequence similarity networks based on attribute clustering.,,Describes method/approach based on resource data,based_approach,1
25861210,A RESTful API for Access to Phylogenetic Tools via the CIPRES Science Gateway.,cipres,Uses resource as analysis tool,using_with,1
22171319,A framework for intelligent data acquisition and real-time database searching for shotgun proteomics.,time,Data mining/querying of existing resource,mining_data,1
26703809,Advancing the global proteome survey platform by using an oriented single chain antibody fragment immobilization approach.,,Uses resource as analysis tool,using_with,1
33639842,A gene expression atlas for kiwifruit (Actinidia chinensis) and network analysis of transcription factors.,,Focuses on analysis/study using data from resource,analysis_study,1
29296939,Erythrogene: a database for in-depth analysis of the extensive variation in 36 blood group systems in the 1000 Genomes Project.,,Focuses on analysis/study using data from resource,analysis_study,1
32860050,PUMA: PANDA Using MicroRNA Associations.,puma,Uses resource as analysis tool,using_with,1
25964299,CATH FunFHMMer web server: protein functional annotations using functional family assignments.,,Uses resource as analysis tool,using_with,1
29264813,"Discovery of Surface Target Proteins Linking Drugs, Molecular Markers, Gene Regulation, Protein Networks, and Disease by Using a Web-Based Platform Targets-search.",,Uses resource as analysis tool,using_with,1
34739369,Bakta: rapid and standardized annotation of bacterial genomes via alignment-free sequence identification.,bakta,Uses resource as analysis tool,using_with,1
24454733,Deriving a mutation index of carcinogenicity using protein structure and protein interfaces.,,Uses resource as analysis tool,using_with,1
26007653,StemChecker: a web-based tool to discover and explore stemness signatures in gene sets.,,Uses resource as analysis tool,reveals_identifies,1
34723794,Fast and accurate annotation of acoustic signals with deep neural networks.,as,Uses resource as analysis tool,using_with,1
21489225,Processing SPARQL queries with regular expressions in RDF databases.,sparql,Uses resource as analysis tool,using_with,1
28369191,The RNASeq-er API-a gateway to systematically updated analysis of public RNA-seq data.,h,Focuses on analysis/study using data from resource,analysis_study,1
25211071,The Integrative Human Microbiome Project: dynamic analysis of microbiome-host omics profiles during periods of human health and disease.,,Focuses on analysis/study using data from resource,analysis_study,1
23442919,Computational assembly of polymorphic amyloid fibrils reveals stable aggregates.,,Uses resource as analysis tool,reveals_identifies,1
32407491,iBioProVis: interactive visualization and analysis of compound bioactivity space.,,Focuses on analysis/study using data from resource,analysis_study,1
21757462,A Grid-enabled web portal for NMR structure refinement with AMBER.,amps-nmr,Uses resource as analysis tool,using_with,1
30541431,VarGenius executes cohort-level DNA-seq variant calling and annotation and allows to manage the resulting data through a PostgreSQL database.,,Uses resource as analysis tool,using_with,1
30487656,"Collection, pre-processing and on-the-fly analysis of data for high-resolution, single-particle cryo-electron microscopy.",,Focuses on analysis/study using data from resource,analysis_study,1
29136098,"Sequential search leads to faster, more efficient fragment-based de novo protein structure prediction.",saint2,Data mining/querying of existing resource,mining_data,1
24564380,Simple re-instantiation of small databases using cloud computing.,,Uses resource as analysis tool,using_with,1
23505408,Global coordination and standardisation in marine biodiversity through the World Register of Marine Species (WoRMS) and related databases.,worms,Uses resource as analysis tool,using_with,1
27467575,Open Source Drug Discovery with the Malaria Box Compound Collection for Neglected Diseases and Beyond.,,Uses resource as analysis tool,using_with,1
34494883,A Prioritized and Validated Resource of Mitochondrial Proteins in <i>Plasmodium</i> Identifies Unique Biology.,,Uses resource as analysis tool,reveals_identifies,1
23703214,PiDNA: Predicting protein-DNA interactions with structural models.,pidna,Uses resource as analysis tool,using_with,1
29309429,ShinyGPA: An interactive visualization toolkit for investigating pleiotropic architecture using GWAS datasets.,,Uses resource as analysis tool,using_with,1
28316653,Large-scale virtual screening on public cloud resources with Apache Spark.,vs,Uses resource as analysis tool,using_with,1
29992320,Identifying frequent patterns in biochemical reaction networks: a workflow.,,Uses resource as analysis tool,reveals_identifies,1
29555687,Proteomic Analysis of the Cell Cycle of Procylic Form &lt;i&gt;Trypanosoma brucei&lt;/i&gt;.,,Focuses on analysis/study using data from resource,analysis_study,1
30389920,Improved estimation of cancer dependencies from large-scale RNAi screens using model-based normalization and data integration.,demeter2,Uses resource as analysis tool,using_with,1
29360996,Feature specific quantile normalization enables cross-platform classification of molecular subtypes using gene expression data.,fsqn,Uses resource as analysis tool,using_with,1
29331638,Comparative analysis of membrane protein structure databases.,,Focuses on analysis/study using data from resource,analysis_study,1
31664892,RACS: rapid analysis of ChIP-Seq data for contig based genomes.,racs,Focuses on analysis/study using data from resource,analysis_study,1
"30101316, 34020536",Processing of big heterogeneous genomic datasets for tertiary analysis of Next Generation Sequencing data.,gmql,Focuses on analysis/study using data from resource,analysis_study,1
21325301,Annotating genes and genomes with DNA sequences extracted from biomedical articles.,,Uses resource as analysis tool,using_with,1
34638171,COVID-19 recommender system based on an annotated multilingual corpus.,,Describes method/approach based on resource data,based_approach,1
29762724,"AAI-profiler: fast proteome-wide exploratory analysis reveals taxonomic identity, misclassification and contamination.",,Uses resource as analysis tool,reveals_identifies,1
28448553,A computational toxicogenomics approach identifies a list of highly hepatotoxic compounds from a large microarray database.,,Uses resource as analysis tool,reveals_identifies,1
27069468,A Collaborative Location Based Travel Recommendation System through Enhanced Rating Prediction for the Group of Users.,,Uses resource as analysis tool,using_with,1
30057931,Creating a Structured AOP Knowledgebase via Ontology-Based Annotations.,aop-w,Uses resource as analysis tool,using_with,1
27273672,Predicting regulatory variants with composite statistic.,prvcs,Uses resource as analysis tool,using_with,1
29472600,PANDA: Protein function prediction using domain architecture and affinity propagation.,panda,Uses resource as analysis tool,using_with,1
27177143,Fast Bayesian Inference of Copy Number Variants using Hidden Markov Models with Wavelet Compression.,,Uses resource as analysis tool,using_with,1
31695723,Measurement of Conditional Relatedness Between Genes Using Fully Convolutional Neural Network.,kegg | trrust,Uses resource as analysis tool,using_with,1
33858332,Predicting tumor response to drugs based on gene-expression biomarkers of sensitivity learned from cancer cell lines.,tcga,Describes method/approach based on resource data,based_approach,1
26016777,SeqGL Identifies Context-Dependent Binding Signals in Genome-Wide Regulatory Element Maps.,seqgl,Uses resource as analysis tool,reveals_identifies,1
29854170,Initializing and Growing a Database of Health Information Technology (HIT) Events by Using TF-IDF and Biterm Topic Modeling.,hit,Uses resource as analysis tool,using_with,1
25093067,Generalising semantic category disambiguation with large lexical resources for fun and profit.,scd,Uses resource as analysis tool,using_with,1
24773139,Customized metabolomics database for the analysis of NMR ¹H-¹H TOCSY and ¹³C-¹H HSQC-TOCSY spectra of complex mixtures.,occata,Focuses on analysis/study using data from resource,analysis_study,1
27716338,Rational design of cancer gene panels with OncoPaD.,,Uses resource as analysis tool,using_with,1
23666724,Algorithms for database-dependent search of MS/MS data.,vems,Data mining/querying of existing resource,mining_data,1
29335486,High-resolution TADs reveal DNA sequences underlying genome organization in flies.,,Uses resource as analysis tool,reveals_identifies,1
21999355,Comparison of lists of genes based on functional profiles.,,Describes method/approach based on resource data,based_approach,1
32983048,KmerGO: A Tool to Identify Group-Specific Sequences With <i>k</i>-mers.,kmergo,Uses resource as analysis tool,reveals_identifies,1
26391769,Genome-wide cataloging and analysis of alternatively spliced genes in cereal crops.,,Focuses on analysis/study using data from resource,analysis_study,1
24596151,A proteomic chronology of gene expression through the cell cycle in human myeloid leukemia cells.,,Uses resource as analysis tool,using_with,1
21682852,Querying large read collections in main memory: a versatile data structure.,gk,Data mining/querying of existing resource,mining_data,1
31074377,ODAE: Ontology-based systematic representation and analysis of drug adverse events and its usage in study of adverse events given different patient age and disease conditions.,odae,Focuses on analysis/study using data from resource,analysis_study,1
24381135,Related genes and potential biomarkers for early diagnosis of Alzheimer's disease: a preliminary study based on DNA microarray.,,Describes method/approach based on resource data,based_approach,1
28554830,"RNA-bioinformatics: Tools, services and databases for the analysis of RNA-based regulation.",,Focuses on analysis/study using data from resource,analysis_study,1
21855594,Interrogating health-related public databases from a food toxicology perspective: computational analysis of scoring data.,hsdb,Focuses on analysis/study using data from resource,analysis_study,1
27076698,Revision of the Bicyclus sciathis species group (Lepidoptera: Nymphalidae) with descriptions of four new species and corrected distributional records.,,Uses resource as analysis tool,using_with,1
33258966,A hybrid approach toward biomedical relation extraction training corpora: combining distant supervision with crowdsourcing.,mturk,Uses resource as analysis tool,using_with,1
23812986,A context-sensitive framework for the analysis of human signalling pathways in molecular interaction networks.,,Focuses on analysis/study using data from resource,analysis_study,1
23906393,Using open-access taxonomic and spatial information to create a comprehensive database for the study of mammalian and avian livestock and pet infections.,eid2,Uses resource as analysis tool,using_with,1
33257503,Prediction and Validation of Mouse Meiosis-Essential Genes Based on Spermatogenesis Proteome Dynamics.,,Describes method/approach based on resource data,based_approach,1
27473391,TopoICSim: a new semantic similarity measure based on gene ontology.,,Describes method/approach based on resource data,based_approach,1
22759459,Biomedical event extraction from abstracts and full papers using search-based structured prediction.,bionlp,Uses resource as analysis tool,using_with,1
25510498,"T-lex2: genotyping, frequency estimation and re-annotation of transposable elements using single or pooled next-generation sequencing data.",t-lex2,Uses resource as analysis tool,using_with,1
29956454,Automated data mining of a plan-check database and example application.,m3doar,Data mining/querying of existing resource,mining_data,1
26386548,"Implementation of a web based universal exchange and inference language for medicine: Sparse data, probabilities and inference in data mining of clinical data repositories.",el,Data mining/querying of existing resource,mining_data,1
31147688,Full-length de novo viral quasispecies assembly through variation graph construction.,,Uses resource as analysis tool,using_with,1
30362015,"Collection, Identification, and Statistical Analysis of Volatile Organic Compound Patterns Emitted by Phytoplasma Infected Plants.",,Focuses on analysis/study using data from resource,analysis_study,1
23993102,An interactive resource to identify cancer genetic and lineage dependencies targeted by small molecules.,,Uses resource as analysis tool,reveals_identifies,1
26038555,Using homology relations within a database markedly boosts protein sequence similarity search.,compadre,Uses resource as analysis tool,using_with,1
30678631,PaperBot: open-source web-based search and metadata organization of scientific literature.,,Data mining/querying of existing resource,mining_data,1
27829360,Disease gene prioritization by integrating tissue-specific molecular networks using a robust multi-network model.,,Uses resource as analysis tool,using_with,1
30051302,Review of the main surgical and angiographic-oriented classifications of the course of the internal carotid artery through a novel interactive 3D model.,3d-pdf,Uses resource as analysis tool,using_with,1
33159146,Better understanding and prediction of antiviral peptides through primary and secondary structure feature importance.,firm-avp,Uses resource as analysis tool,using_with,1
32611389,Proteus: An algorithm for proposing stabilizing mutation pairs based on interactions observed in known protein 3D structures.,,Describes method/approach based on resource data,based_approach,1
31427293,Validating the AMRFinder Tool and Resistance Gene Database by Using Antimicrobial Resistance Genotype-Phenotype Correlations in a Collection of Isolates.,,Uses resource as analysis tool,using_with,1
28444127,HLA class I binding prediction via convolutional neural networks.,,Uses resource as analysis tool,using_with,1
"31218353, 32938368",DeepMito: accurate prediction of protein sub-mitochondrial localization using convolutional neural networks.,,Uses resource as analysis tool,using_with,1
31796060,Text-mining clinically relevant cancer biomarkers for curation into the CIViC database.,civic,Data mining/querying of existing resource,mining_data,1
23051646,CloudMap: a cloud-based pipeline for analysis of mutant genome sequences.,,Focuses on analysis/study using data from resource,analysis_study,1
27549386,A high resolution map of the Arabidopsis thaliana developmental transcriptome based on RNA-seq profiling.,,Describes method/approach based on resource data,based_approach,1
29784069,"First molecular phylogeny of Agrilus (Coleoptera: Buprestidae), the largest genus on Earth, with DNA barcode database for forestry pest diagnostics.",,Uses resource as analysis tool,using_with,1
24825706,The development of an application for data privacy by applying an audit repository based on IHE ATNA.,,Describes method/approach based on resource data,based_approach,1
26945430,"A New Framework and Practice Center for Adapting, Translating, and Scaling Evidence-Based Health/Wellness Programs for People With Disabilities.",n-kats,Uses resource as analysis tool,using_with,1
34229210,Development of a fully human assay combining NGN2-inducible neurons co-cultured with iPSC-derived astrocytes amenable for electrophysiological studies.,ebisc,Uses resource as analysis tool,using_with,1
33413089,"Modeling drug mechanism of action with large scale gene-expression profiles using GPAR, an artificial intelligence platform.",,Uses resource as analysis tool,using_with,1
26597515,An heuristic filtering tool to identify phenotype-associated genetic variants applied to human intellectual disability and canine coat colors.,,Uses resource as analysis tool,reveals_identifies,1
28849560,"Functional Analysis of OMICs Data and Small Molecule Compounds in an Integrated ""Knowledge-Based"" Platform.",pa,Focuses on analysis/study using data from resource,analysis_study,1
28767360,Software Toolbox for Low-Frequency Conductivity and Current Density Imaging Using MRI.,mrci,Uses resource as analysis tool,using_with,1
21266061,Annotation-based genome-wide SNP discovery in the large and complex Aegilops tauschii genome using next-generation sequencing without a reference genome sequence.,agsnp,Uses resource as analysis tool,using_with,1
29643539,[Construction of chemical information database based on optical structure recognition technique].,pku-mnpd,Describes method/approach based on resource data,based_approach,1
34838140,Chemical toxicity prediction based on semi-supervised learning and graph convolutional neural network.,ssl-gcn,Describes method/approach based on resource data,based_approach,1
34038408,PRER: A patient representation with pairwise relative expression of proteins on biological networks.,prer,Uses resource as analysis tool,using_with,1
33049043,Phylogenomics of the Epigenetic Toolkit Reveals Punctate Retention of Genes across Eukaryotes.,,Uses resource as analysis tool,reveals_identifies,1
28274758,GFD-Net: A novel semantic similarity methodology for the analysis of gene networks.,,Focuses on analysis/study using data from resource,analysis_study,1
30561349,Visual Life Sciences Workflow Design Using Distributed and Heterogeneous Resources.,,Uses resource as analysis tool,using_with,1
26262366,Annotation methods to develop and evaluate an expert system based on natural language processing in electronic medical records.,,Describes method/approach based on resource data,based_approach,1
32207518,Annotation of tandem mass spectrometry data using stochastic neural networks in shotgun proteomics.,,Uses resource as analysis tool,using_with,1
30281661,Novel knowledge-based system with relation detection and textual evidence for question answering research.,,Uses resource as analysis tool,using_with,1
28212397,A targeted gene expression platform allows for rapid analysis of chemical-induced antioxidant mRNA expression in zebrafish larvae.,qgp,Focuses on analysis/study using data from resource,analysis_study,1
22913485,NetiNeti: discovery of scientific names from text using machine learning methods.,,Uses resource as analysis tool,using_with,1
26177200,Novel Phenotypic Outcomes Identified for a Public Collection of Approved Drugs from a Publicly Accessible Panel of Assays.,cats,Uses resource as analysis tool,reveals_identifies,1
30851093,Interoperable and scalable data analysis with microservices: applications in metabolomics.,,Uses resource as analysis tool,using_with,1
33339864,Dynamic data-driven meta-analysis for prioritisation of host genes implicated in COVID-19.,fyco1,Focuses on analysis/study using data from resource,analysis_study,1
30537259,An updated gene atlas for maize reveals organ-specific and stress-induced genes.,agpv4,Uses resource as analysis tool,reveals_identifies,1
27342196,Systematic identification and analysis of frequent gene fusion events in metabolic pathways.,,Focuses on analysis/study using data from resource,analysis_study,1
23707966,Cataloging the biomedical world of pain through semi-automated curation of molecular interactions.,,Uses resource as analysis tool,using_with,1
28591841,RSAT matrix-clustering: dynamic exploration and redundancy reduction of transcription factor binding motif collections.,,Data mining/querying of existing resource,mining_data,1
27577934,Tiered Human Integrated Sequence Search Databases for Shotgun Proteomics.,,Data mining/querying of existing resource,mining_data,1
28827280,Systematic and Quantitative Assessment of Hydrogen Peroxide Reactivity With Cysteines Across Human Proteomes.,,Uses resource as analysis tool,using_with,1
25943472,Automated band annotation for RNA structure probing experiments with numerous capillary electrophoresis profiles.,,Uses resource as analysis tool,using_with,1
30137231,Increased sensitivity with automated validation of XL-MS cleavable peptide crosslinks.,,Uses resource as analysis tool,using_with,1
28465582,Forest cover mapping in post-Soviet Central Asia using multi-resolution remote sensing imagery.,,Uses resource as analysis tool,using_with,1
30725469,Integration of Metabolomics and Transcriptomics to Identify Gene-Metabolite Relationships Specific to Phenotype.,,Uses resource as analysis tool,reveals_identifies,1
27153703,Phasing for medical sequencing using rare variants and large haplotype reference panels.,,Uses resource as analysis tool,using_with,1
24564706,Finishing bacterial genome assemblies with Mix.,,Uses resource as analysis tool,using_with,1
24925130,High-accuracy identification of incident HIV-1 infections using a sequence clustering based diversity measure.,,Uses resource as analysis tool,using_with,1
33378192,"Database Independent Automated Structure Elucidation of Organic Molecules Based on IR, <sup>1</sup>H NMR, <sup>13</sup>C NMR, and MS Data.",,Describes method/approach based on resource data,based_approach,1
31870293,An improved catalogue of putative synaptic genes defined exclusively by temporal transcription profiles through an ensemble machine learning approach.,,Uses resource as analysis tool,using_with,1
28633399,The interfacial character of antibody paratopes: analysis of antibody-antigen structures.,,Focuses on analysis/study using data from resource,analysis_study,1
28200021,Statistical database analysis of the role of loop dynamics for protein-protein complex formation and allostery.,,Focuses on analysis/study using data from resource,analysis_study,1
31847917,FIREVAT: finding reliable variants without artifacts in human cancer samples using etiologically relevant mutational signatures.,firevat,Uses resource as analysis tool,using_with,1
27641504,A Biobank of Breast Cancer Explants with Preserved Intra-tumor Heterogeneity to Screen Anticancer Compounds.,,Uses resource as analysis tool,using_with,1
26560047,Pan-transcriptomic analysis identifies coordinated and orthologous functional modules in the diatoms Thalassiosira pseudonana and Phaeodactylum tricornutum.,,Uses resource as analysis tool,reveals_identifies,1
24265775,Using a web-based application to define the accuracy of diagnostic tests when the gold standard is imperfect.,,Uses resource as analysis tool,using_with,1
26755347,Systematic Analysis of Sex-Linked Molecular Alterations and Therapies in Cancer.,,Focuses on analysis/study using data from resource,analysis_study,1
26950747,Tissue-specific regulatory circuits reveal variable modular perturbations across complex diseases.,,Uses resource as analysis tool,reveals_identifies,1
29382910,Lnc2Catlas: an atlas of long noncoding RNAs associated with risk of cancers.,,Uses resource as analysis tool,using_with,1
21311855,Comparative mapping of the Oregon Wolfe Barley using doubled haploid lines derived from female and male gametes.,,Uses resource as analysis tool,using_with,1
25518728,Comparative genomic analysis of clinical and environmental strains provides insight into the pathogenicity and evolution of Vibrio parahaemolyticus.,,Focuses on analysis/study using data from resource,analysis_study,1
31287816,Managing genomic variant calling workflows with Swift/T.,,Uses resource as analysis tool,using_with,1
26042145,FAST: FAST Analysis of Sequences Toolbox.,fast,Focuses on analysis/study using data from resource,analysis_study,1
33656437,Validation strategy of a bioinformatics whole genome sequencing workflow for Shiga toxin-producing <i>Escherichia coli</i> using a reference collection extensively characterized with conventional methods.,,Uses resource as analysis tool,using_with,1
"23321019, 28857516",Modeling of non-additive mixture properties using the Online CHEmical database and Modeling environment (OCHEM).,ochem,Uses resource as analysis tool,using_with,1
33683565,"Health and longevity studies in C. elegans: the ""healthy worm database"" reveals strengths, weaknesses and gaps of test compound-based studies.",,Uses resource as analysis tool,reveals_identifies,1
27227915,An Online Atlas for Exploring Spatio-Temporal Patterns of Cancer Mortality (1972-2011) and Incidence (1995-2008) in Taiwan.,,Data mining/querying of existing resource,mining_data,1
26669149,[A Terahertz Spectral Database Based on Browser/Server Technique].,,Describes method/approach based on resource data,based_approach,1
25750664,Stereoselective virtual screening of the ZINC database using atom pair 3D-fingerprints.,,Uses resource as analysis tool,using_with,1
26234511,Bio-AIMS Collection of Chemoinformatics Web Tools based on Molecular Graph Information and Artificial Intelligence Models.,,Describes method/approach based on resource data,based_approach,1
