pmid,title,primary_entity_short,matched_categories,pattern_count
29136213,"KNOTTIN: the database of inhibitor cystine knot scaffold after 10 years, toward a systematic structure modeling.",knottin,"computational_ml, data_integration",2
29091996,"Visualization portal for genetic variation (VizGVar): a tool for interactive visualization of SNPs and somatic mutations in exons, genes and protein domains.",,"workflow_pipeline, using_phrases",2
22945945,GenScalpel: an application for sequence retrieval and extraction from the GenBank flatfile.,,"using_phrases, validation_study",2
28582457,OGUMI-A new mobile application to conduct common-pool resource experiments in continuous time.,ogumi,"using_phrases, validation_study",2
34261540,DeepProg: an ensemble of deep-learning and machine-learning models for prognosis prediction using multi-omics data.,,"computational_ml, using_phrases",2
25506822,VAAPA: a web platform for visualization and analysis of alternative polyadenylation.,vaapa,"workflow_pipeline, comparison_benchmark",2
22348130,HIPPIE: Integrating protein interaction networks with experiment based quality scores.,hippie,"data_integration, using_phrases",2
29423963,The ω-transaminase engineering database (oTAED): A navigation tool in protein sequence and structure space.,otaed,"workflow_pipeline, using_phrases",2
25819073,BioXpress: an integrated RNA-seq-derived gene expression database for pan-cancer analysis.,,"comparison_benchmark, data_integration",2
24892985,NqA: an R-based algorithm for the normalization and analysis of microRNA quantitative real-time polymerase chain reaction data.,nqa,"comparison_benchmark, computational_ml",2
25707511,LncRNA2Function: a comprehensive resource for functional investigation of human lncRNAs based on RNA-seq data.,,"data_integration, using_phrases",2
23515897,OrthoRBH: A streamlined pipeline for mining large gene family sequences in related species.,,"workflow_pipeline, using_phrases",2
30893816,CuDDI: A CUDA-Based Application for Extracting Drug-Drug Interaction Related Substance Terms from PubMed Literature.,cuddi,"using_phrases, validation_study",2
26013811,DeAnnCNV: a tool for online detection and annotation of copy number variations from whole-exome sequencing data.,,"workflow_pipeline, using_phrases",2
28012137,VaProS: a database-integration approach for protein/genome information retrieval.,vapros,"workflow_pipeline, data_integration",2
23079107,CellNOptR: a flexible toolkit to train protein signaling networks to data using multiple logic formalisms.,,"workflow_pipeline, using_phrases",2
34698276,"MicroSalmon: A Comprehensive, Searchable Resource of Predicted MicroRNA Targets and 3'UTR Cis-Regulatory Elements in the Full-Length Sequenced Atlantic Salmon Transcriptome.",,"data_integration, using_phrases",2
33711505,EasyMAP: A user-friendly online platform for analyzing 16S ribosomal DNA sequencing data.,,"workflow_pipeline, comparison_benchmark",2
29401212,GEMMER: GEnome-wide tool for Multi-scale Modeling data Extraction and Representation for Saccharomyces cerevisiae.,gemmer,"workflow_pipeline, computational_ml",2
23082188,MOCAT: a metagenomics assembly and gene prediction toolkit.,mocat,"workflow_pipeline, computational_ml",2
33963857,Proteo3Dnet: a web server for the integration of structural information with interactomics data.,,"data_integration, using_phrases",2
32437538,scTPA: a web tool for single-cell transcriptome analysis of pathway activation signatures.,sctpa,"workflow_pipeline, comparison_benchmark",2
25894945,Isotope-targeted glycoproteomics (IsoTaG): a mass-independent platform for intact N- and O-glycopeptide discovery and analysis.,isotag,"workflow_pipeline, comparison_benchmark",2
22190598,AnnotCompute: annotation-based exploration and meta-analysis of genomics experiments.,,"comparison_benchmark, data_integration",2
31960906,WormQTL2: an interactive platform for systems genetics in Caenorhabditis elegans.,,"workflow_pipeline, using_phrases",2
27586009,InteGO2: a web tool for measuring and visualizing gene semantic similarities using Gene Ontology.,,"workflow_pipeline, using_phrases",2
23628689,FUNGALOXPHOS: an integrated database for oxidative phosphorylation in fungi.,fungaloxphos,"data_integration, using_phrases",2
33165574,EpiGraphDB: a database and data mining platform for health data science.,,"workflow_pipeline, data_integration",2
33379866,FOCUS-DB: An Online Comprehensive Database on Food Additive Safety.,focus-db,"data_integration, using_phrases",2
31647529,PlanExp: intuitive integration of complex RNA-seq datasets with planarian omics resources.,,"data_integration, using_phrases",2
29304726,PIVOT: platform for interactive analysis and visualization of transcriptomics data.,pivot,"workflow_pipeline, comparison_benchmark",2
27473062,Evo-Devo-EpiR: a genome-wide search platform for epistatic control on the evolution of development.,,"workflow_pipeline, using_phrases",2
34181736,CROssBAR: comprehensive resource of biomedical relations with knowledge graph representations.,,"data_integration, using_phrases",2
26708336,rCGH: a comprehensive array-based genomic profile platform for precision medicine.,rcgh,"workflow_pipeline, data_integration",2
29718114,"MiRGOFS: a GO-based functional similarity measurement for miRNAs, with applications to the prediction of miRNA subcellular localization and miRNA-disease association.",,"computational_ml, using_phrases",2
28082394,TSSPlant: a new tool for prediction of plant Pol II promoters.,,"workflow_pipeline, computational_ml",2
26956673,CoeViz: a web-based tool for coevolution analysis of protein residues.,coeviz,"workflow_pipeline, comparison_benchmark",2
29092929,WebMeV: A Cloud Platform for Analyzing and Visualizing Cancer Genomic Data.,webmev,"workflow_pipeline, comparison_benchmark",2
33063413,HerbiPAD: a free web platform to comprehensively analyze constitutive property and herbicide-likeness to estimate chemical bioavailability.,,"workflow_pipeline, comparison_benchmark",2
34019664,DeepGOWeb: fast and accurate protein function prediction on the (Semantic) Web.,,"computational_ml, using_phrases",2
26130332,'LungGENS': a web-based tool for mapping single-cell gene expression in the developing lung.,,"workflow_pipeline, using_phrases",2
29092935,CRAVAT 4: Cancer-Related Analysis of Variants Toolkit.,cravat,"workflow_pipeline, comparison_benchmark",2
33211865,Asymmetron: a toolkit for the identification of strand asymmetry patterns in biological sequences.,,"workflow_pipeline, using_phrases",2
31907209,pVACtools: A Computational Toolkit to Identify and Visualize Cancer Neoantigens.,,"workflow_pipeline, computational_ml",2
32981139,Whole-Brain Image Analysis and Anatomical Atlas 3D Generation Using MagellanMapper.,,"comparison_benchmark, using_phrases",2
32501478,SnpHub: an easy-to-set-up web server framework for exploring large-scale genomic variation data in the post-genomic era with applications in wheat.,snphub,"workflow_pipeline, using_phrases",2
31241221,PAMAM: Power analysis in multiancestry admixture mapping.,pamam,"comparison_benchmark, using_phrases",2
31147699,ORVAL: a novel platform for the prediction and exploration of disease-causing oligogenic variant combinations.,orval,"workflow_pipeline, computational_ml",2
26626150,MERAV: a tool for comparing gene expression across human tissues and cell types.,merav,"workflow_pipeline, comparison_benchmark",2
25521507,cisMEP: an integrated repository of genomic epigenetic profiles and cis-regulatory modules in Drosophila.,cismep,"data_integration, using_phrases",2
30956140,exceRpt: A Comprehensive Analytic Platform for Extracellular RNA Profiling.,,"workflow_pipeline, data_integration",2
34788279,MGEnrichment: A web application for microglia gene list enrichment analysis.,,"comparison_benchmark, validation_study",2
23158523,"InSilico DB genomic datasets hub: an efficient starting point for analyzing genome-wide studies in GenePattern, Integrative Genomics Viewer, and R/Bioconductor.",,"comparison_benchmark, using_phrases",2
26666970,MycoCAP - Mycobacterium Comparative Analysis Platform.,,"workflow_pipeline, comparison_benchmark",2
24312569,Real-time fMRI pattern decoding and neurofeedback using FRIEND: an FSL-integrated BCI toolbox.,friend,"data_integration, using_phrases",2
23180575,Vivaldi: visualization and validation of biomacromolecular NMR structures from the PDB.,,"using_phrases, validation_study",2
27158917,"Interactive Exploration, Analysis, and Visualization of Complex Phenome-Genome Datasets with ASPIREdb.",,"comparison_benchmark, using_phrases",2
32442279,"Fluxer: a web application to compute, analyze and visualize genome-scale metabolic flux networks.",fluxer,"comparison_benchmark, validation_study",2
28727806,GenoCore: A simple and fast algorithm for core subset selection from large genotype datasets.,,"computational_ml, using_phrases",2
21372341,Key2Ann: a tool to process sequence sets by replacing database identifiers with a human-readable annotation.,,"workflow_pipeline, using_phrases",2
22829735,RAmiRNA: Software suite for generation of SVMbased prediction models of mature miRNAs.,,"workflow_pipeline, computational_ml",2
28365742,WikiGenomes: an open web application for community consumption and curation of gene annotation data in Wikidata.,,"using_phrases, validation_study",2
21904425,SSPred: A prediction server based on SVM for the identification and classification of proteins involved in bacterial secretion systems.,sspred,"computational_ml, using_phrases",2
24300438,ISRNA: an integrative online toolkit for short reads from high-throughput sequencing data.,isrna,"workflow_pipeline, using_phrases",2
25577391,ASPicDB: a database web tool for alternative splicing analysis.,,"workflow_pipeline, comparison_benchmark",2
21602510,"GProX, a user-friendly platform for bioinformatics analysis and visualization of quantitative proteomics data.",gprox,"workflow_pipeline, comparison_benchmark",2
33893803,ADMETlab 2.0: an integrated online platform for accurate and comprehensive predictions of ADMET properties.,,"workflow_pipeline, data_integration",2
22149888,"hERGCentral: a large database to store, retrieve, and analyze compound-human Ether-à-go-go related gene channel interactions to facilitate cardiotoxicity assessment in drug development.",,"comparison_benchmark, using_phrases",2
21977986,ProDiGe: Prioritization Of Disease Genes with multitask machine learning from positive and unlabeled examples.,,"computational_ml, using_phrases",2
26044712,"CATNAP: a tool to compile, analyze and tally neutralizing antibody panels.",catnap,"workflow_pipeline, comparison_benchmark",2
33554860,"shinyDepMap, a tool to identify targetable cancer genes and their functional connections from Cancer Dependency Map data.",,"workflow_pipeline, using_phrases",2
29728050,ProLego: tool for extracting and visualizing topological modules in protein structures.,,"workflow_pipeline, using_phrases",2
21500218,MDAnalysis: a toolkit for the analysis of molecular dynamics simulations.,,"workflow_pipeline, comparison_benchmark",2
31023147,Circbank: a comprehensive database for circRNA with standard nomenclature.,,"data_integration, using_phrases",2
32814975,FuSe: a tool to move RNA-Seq analyses from chromosomal/gene loci to functional grouping of mRNA transcripts.,fuse,"workflow_pipeline, using_phrases",2
25878034,NGS-eval: NGS Error analysis and novel sequence VAriant detection tooL.,,"workflow_pipeline, comparison_benchmark",2
23104888,MycPermCheck: the Mycobacterium tuberculosis permeability prediction tool for small molecules.,,"workflow_pipeline, computational_ml",2
26142271,SchizConnect: Mediating neuroimaging databases on schizophrenia and related disorders for large-scale integration.,,"data_integration, using_phrases",2
27316337,PGA: an R/Bioconductor package for identification of novel peptides using a customized database derived from RNA-Seq.,pga,"workflow_pipeline, using_phrases",2
32160038,AptaBlocks Online: A Web-Based Toolkit for the In Silico Design of Oligonucleotide Sticky Bridges.,,"workflow_pipeline, using_phrases",2
26504140,GenoWAP: GWAS signal prioritization through integrated analysis of genomic functional annotation.,,"comparison_benchmark, data_integration",2
27142836,iMap4: An open source toolbox for the statistical fixation mapping of eye movement data with linear mixed modeling.,imap4,"computational_ml, using_phrases",2
34772921,Mesmerize is a dynamically adaptable user-friendly analysis platform for 2D and 3D calcium imaging data.,,"workflow_pipeline, comparison_benchmark",2
30137425,TranSurVeyor: an improved database-free algorithm for finding non-reference transpositions in high-throughput sequencing data.,,"computational_ml, using_phrases",2
33627669,"OutFin, a multi-device and multi-modal dataset for outdoor localization based on the fingerprinting approach.",outfin,"workflow_pipeline, using_phrases",2
31070716,ResPRE: high-accuracy protein contact prediction by coupling precision matrix with deep residual neural networks.,respre,"computational_ml, using_phrases",2
29069412,"MEBS, a software platform to evaluate large (meta)genomic collections according to their metabolic machinery: unraveling the sulfur cycle.",mebs,"workflow_pipeline, comparison_benchmark",2
22689642,BIPS: BIANA Interolog Prediction Server. A tool for protein-protein interaction inference.,bips,"workflow_pipeline, computational_ml",2
34725485,MISpheroID: a knowledgebase and transparency tool for minimum information in spheroid identity.,,"workflow_pipeline, using_phrases",2
27479659,TepiTool: A Pipeline for Computational Prediction of T Cell Epitope Candidates.,,"workflow_pipeline, computational_ml",2
29583068,HLPI-Ensemble: Prediction of human lncRNA-protein interactions based on ensemble strategy.,,"computational_ml, using_phrases",2
26263006,GDSCalc: A Web-Based Application for Evaluating Discrete Graph Dynamical Systems.,,"comparison_benchmark, validation_study",2
33978761,The Dockstore: enhancing a community platform for sharing reproducible and accessible computational protocols.,,"workflow_pipeline, computational_ml",2
21826555,VSDMIP 1.5: an automated structure- and ligand-based virtual screening platform with a PyMOL graphical user interface.,vsdmip,"workflow_pipeline, using_phrases",2
28057566,SemanticSCo: A platform to support the semantic composition of services for gene expression analysis.,,"workflow_pipeline, comparison_benchmark",2
29257129,"Verification of Arabidopsis stock collections using SNPmatch, a tool for genotyping high-plexed samples.",,"workflow_pipeline, using_phrases",2
27306108,GPS-Lipid: a robust tool for the prediction of multiple lipid modification sites.,,"workflow_pipeline, computational_ml",2
31391056,"Architecture and usability of OntoKeeper, an ontology evaluation tool.",,"workflow_pipeline, comparison_benchmark",2
23846595,JBioWH: an open-source Java framework for bioinformatics data integration.,jbiowh,"workflow_pipeline, data_integration",2
29643843,SIPSim: A Modeling Toolkit to Predict Accuracy and Aid Design of DNA-SIP Experiments.,sipsim,"workflow_pipeline, computational_ml",2
31164211,OntoSIDES: Ontology-based student progress monitoring on the national evaluation system of French Medical Schools.,,"comparison_benchmark, using_phrases",2
30519231,BAC-BROWSER: The Tool for Visualization and Analysis of Prokaryotic Genomes.,,"workflow_pipeline, comparison_benchmark",2
26155308,The Chemical Validation and Standardization Platform (CVSP): large-scale automated validation of chemical structure datasets.,cvsp,"workflow_pipeline, validation_study",2
28544559,PipeCraft: Flexible open-source toolkit for bioinformatics analysis of custom high-throughput amplicon sequencing data.,,"workflow_pipeline, comparison_benchmark",2
24931489,"An iCRISPR platform for rapid, multiplexable, and inducible genome editing in human pluripotent stem cells.",,"workflow_pipeline, using_phrases",2
29618009,Constructing lightweight and flexible pipelines using Plugin-Based Microbiome Analysis (PluMA).,pluma,"comparison_benchmark, using_phrases",2
21994224,Pyicos: a versatile toolkit for the analysis of high-throughput sequencing data.,pyicos,"workflow_pipeline, comparison_benchmark",2
29113997,ImaEdge - a platform for quantitative analysis of the spatiotemporal dynamics of cortical proteins during cell polarization.,,"workflow_pipeline, comparison_benchmark",2
30064362,HiCcompare: an R-package for joint normalization and comparison of HI-C datasets.,,"workflow_pipeline, comparison_benchmark",2
33713107,MetaPrism: A versatile toolkit for joint taxa/gene analysis of metagenomic sequencing data.,,"workflow_pipeline, comparison_benchmark",2
34715518,GeneCoNet: A web application server for constructing cancer patient-specific gene correlation networks with prognostic gene pairs.,,"using_phrases, validation_study",2
29186950,Descriptor Data Bank (DDB): A Cloud Platform for Multiperspective Modeling of Protein-Ligand Interactions.,ddb,"workflow_pipeline, computational_ml",2
28275836,[se-atlas - the health service information platform for people with rare diseases : Supporting research on medical care institutions and support groups].,,"workflow_pipeline, using_phrases",2
26564970,pubmed.mineR: an R package with text-mining algorithms to analyse PubMed abstracts.,,"workflow_pipeline, using_phrases",2
27187206,SoFIA: a data integration framework for annotating high-throughput datasets.,sofia,"workflow_pipeline, data_integration",2
33751366,TRIPODD: a Novel Fluorescence Imaging Platform for In Situ Quantification of Drug Distribution and Therapeutic Response.,tripodd,"workflow_pipeline, using_phrases",2
34279599,AVPIden: a new scheme for identification and functional prediction of antiviral peptides based on machine learning approaches.,,"computational_ml, using_phrases",2
23735058,AllerTOP--a server for in silico prediction of allergens.,,"computational_ml, using_phrases",2
23671333,IgBLAST: an immunoglobulin variable domain sequence analysis tool.,,"workflow_pipeline, comparison_benchmark",2
23256920,"CpGAVAS, an integrated web server for the annotation, visualization, analysis, and GenBank submission of completely sequenced chloroplast genome sequences.",cpgavas,"comparison_benchmark, data_integration",2
31368353,OSkirc: a web tool for identifying prognostic biomarkers in kidney renal clear cell carcinoma.,oskirc,"workflow_pipeline, using_phrases",2
22693220,"CellBase, a comprehensive collection of RESTful web services for retrieving relevant biological information from heterogeneous sources.",,"data_integration, using_phrases",2
33110420,MDACP: A Pathogen Genome and Metagenome Analysis Cloud Platform.,mdacp,"workflow_pipeline, comparison_benchmark",2
29678128,SpirPep: an in silico digestion-based platform to assist bioactive peptides discovery from a genome-wide database.,,"workflow_pipeline, using_phrases",2
25150822,LRRsearch: An asynchronous server-based application for the prediction of leucine-rich repeat motifs and an integrative database of NOD-like receptors.,,"computational_ml, validation_study",2
32503412,PS4DR: a multimodal workflow for identification and prioritization of drugs based on pathway signatures.,ps4dr,"workflow_pipeline, using_phrases",2
28929973,Vermont: a multi-perspective visual interactive platform for mutational analysis.,vermont,"workflow_pipeline, comparison_benchmark",2
25797062,PTGBase: an integrated database to study tandem duplicated genes in plants.,,"data_integration, using_phrases",2
33208742,"QM-symex, update of the QM-sym database with excited state information for 173 kilo molecules.",,"using_phrases, database_update",2
23327649,Kerfuffle: a web tool for multi-species gene colocalization analysis.,,"workflow_pipeline, comparison_benchmark",2
34037702,SimText: a text mining framework for interactive analysis and visualization of similarities among biomedical entities.,,"workflow_pipeline, comparison_benchmark",2
32616517,LEMMI: a continuous benchmarking platform for metagenomics classifiers.,lemmi,"workflow_pipeline, comparison_benchmark",2
22125388,HGT-Gen: a tool for generating a phylogenetic tree with horizontal gene transfer.,,"workflow_pipeline, using_phrases",2
26133872,ChiMS: Open-source instrument control software platform on LabVIEW for imaging/depth profiling mass spectrometers.,chims,"workflow_pipeline, using_phrases",2
27131357,"PHYLOViZ Online: web-based tool for visualization, phylogenetic inference, analysis and sharing of minimum spanning trees.",,"workflow_pipeline, comparison_benchmark",2
26357328,RBioCloud: A Light-Weight Framework for Bioconductor and R-based Jobs on the Cloud.,,"workflow_pipeline, using_phrases",2
22952662,TARGETgene: a tool for identification of potential therapeutic targets in cancer.,,"workflow_pipeline, using_phrases",2
28212856,"ProBiS tools (algorithm, database, and web servers) for predicting and modeling of biologically interesting proteins.",probis,"workflow_pipeline, computational_ml",2
33028193,MSpectraAI: a powerful platform for deciphering proteome profiling of multi-tumor mass spectrometry data by using deep neural networks.,,"workflow_pipeline, using_phrases",2
25009129,StemSearch: RNA search tool based on stem identification and indexing.,,"workflow_pipeline, using_phrases",2
22616108,ApiNATOMY: a novel toolkit for visualizing multiscale anatomy schematics with phenotype-related information.,,"workflow_pipeline, using_phrases",2
28619054,HGPEC: a Cytoscape app for prediction of novel disease-gene and disease-disease associations and evidence collection based on a random walk on heterogeneous network.,hgpec,"computational_ml, using_phrases",2
23797110,FijiWings: an open source toolkit for semiautomated morphometric analysis of insect wings.,,"workflow_pipeline, comparison_benchmark",2
32320656,CytoMAP: A Spatial Analysis Toolbox Reveals Features of Myeloid Cell Organization in Lymphoid Tissues.,,"comparison_benchmark, using_phrases",2
26447887,TRANSIT--A Software Tool for Himar1 TnSeq Analysis.,transit,"workflow_pipeline, comparison_benchmark",2
25062914,tmBioC: improving interoperability of text-mining tools with BioC.,tmbioc,"workflow_pipeline, using_phrases",2
27846806,GEN3VA: aggregation and analysis of gene expression signatures from related studies.,gen3va,"comparison_benchmark, using_phrases",2
29504895,FunGeneNet: a web tool to estimate enrichment of functional interactions in experimental gene sets.,,"workflow_pipeline, using_phrases",2
26069265,Change-O: a toolkit for analyzing large-scale B cell immunoglobulin repertoire sequencing data.,,"workflow_pipeline, comparison_benchmark",2
32145577,Development and application of the thermodynamic database PRODATA dedicated to the monitoring of mining activities from exploration to remediation.,prodata,"using_phrases, validation_study",2
22373396,Populous: a tool for building OWL ontologies from templates.,,"workflow_pipeline, using_phrases",2
24838562,ProTox: a web server for the in silico prediction of rodent oral toxicity.,protox,"computational_ml, using_phrases",2
25496383,CompPhy: a web-based collaborative platform for comparing phylogenies.,,"workflow_pipeline, comparison_benchmark",2
25632109,"PhenoMiner: a quantitative phenotype database for the laboratory rat, Rattus norvegicus. Application in hypertension and renal disease.",,"using_phrases, validation_study",2
26739209,SuccinSite: a computational tool for the prediction of protein succinylation sites by exploiting the amino acid patterns and properties.,,"workflow_pipeline, computational_ml",2
27513885,Defining and Detecting Complex Peak Relationships in Mass Spectral Data: The Mz.unity Algorithm.,,"computational_ml, using_phrases",2
30587115,ACES: a machine learning toolbox for clustering analysis and visualization.,aces,"comparison_benchmark, computational_ml",2
22486148,Design and implementation of a web directory for medical education (WDME): a tool to facilitate research in medical education.,wdme,"workflow_pipeline, using_phrases",2
28578698,dictyExpress: a web-based platform for sequence data management and analytics in Dictyostelium and beyond.,,"workflow_pipeline, using_phrases",2
32215567,CRiSP: accurate structure prediction of disulfide-rich peptides with cystine-specific sequence alignment and machine learning.,crisp,"computational_ml, using_phrases",2
28824589,Fast and Simple Analysis of MiSeq Amplicon Sequencing Data with MetaAmp.,,"comparison_benchmark, using_phrases",2
32717064,Transcriptor: a comprehensive platform for annotation of the enzymatic functions of transcripts.,,"workflow_pipeline, data_integration",2
24894505,SMaSH: a benchmarking toolkit for human genome variant calling.,smash,"workflow_pipeline, comparison_benchmark",2
32735679,Planet Microbe: a platform for marine microbiology to discover and analyze interconnected 'omics and environmental data.,,"workflow_pipeline, comparison_benchmark",2
31804670,ImPLoc: a multi-instance deep learning model for the prediction of protein subcellular localization based on immunohistochemistry images.,imploc,"computational_ml, using_phrases",2
25938432,Tn-seq explorer: a tool for analysis of high-throughput sequencing data of transposon mutant libraries.,,"workflow_pipeline, comparison_benchmark",2
28155633,Multi-CAR: a tool of contig scaffolding using multiple references.,,"workflow_pipeline, using_phrases",2
25969449,GalaxyPepDock: a protein-peptide docking tool based on interaction similarity and energy optimization.,,"workflow_pipeline, using_phrases",2
31504195,VisFeature: a stand-alone program for visualizing and analyzing statistical features of biological sequences.,,"comparison_benchmark, computational_ml",2
26801957,ELASPIC web-server: proteome-wide structure-based prediction of mutation effects on protein stability and binding affinity.,elaspic,"computational_ml, using_phrases",2
31626280,CSMD: a computational subtraction-based microbiome discovery pipeline for species-level characterization of clinical metagenomic samples.,csmd,"workflow_pipeline, computational_ml",2
31091262,Mutplot: An easy-to-use online tool for plotting complex mutation data with flexibility.,,"workflow_pipeline, using_phrases",2
30825368,Aggrescan3D standalone package for structure-based prediction of protein aggregation properties.,a3d,"workflow_pipeline, computational_ml",2
23815231,WEP: a high-performance analysis pipeline for whole-exome data.,wep,"workflow_pipeline, comparison_benchmark",2
21624158,HyQue: evaluating hypotheses using Semantic Web technologies.,hyque,"comparison_benchmark, using_phrases",2
25644271,Transposome: a toolkit for annotation of transposable element families from unassembled sequence reads.,,"workflow_pipeline, using_phrases",2
24403538,Allerdictor: fast allergen prediction using text classification techniques.,,"computational_ml, using_phrases",2
32881948,PortaDrop: A portable digital microfluidic platform providing versatile opportunities for Lab-On-A-Chip applications.,,"workflow_pipeline, using_phrases",2
28203233,Exo-miRExplorer: A Comprehensive Resource for Exploring and Comparatively Analyzing Exogenous MicroRNAs.,,"comparison_benchmark, data_integration",2
32777825,APRICOT: Advanced Platform for Reproducible Infrastructures in the Cloud via Open Tools.,apricot,"workflow_pipeline, using_phrases",2
31070723,Graphical data mining of cancer mechanisms with SEMA.,sema,"data_integration, using_phrases",2
30272244,Ribose-Map: a bioinformatics toolkit to map ribonucleotides embedded in genomic DNA.,,"workflow_pipeline, using_phrases",2
33787871,Wormicloud: a new text summarization tool based on word clouds to explore the C. elegans literature.,,"workflow_pipeline, using_phrases",2
28410421,phylo-node: A molecular phylogenetic toolkit using Node.js.,,"workflow_pipeline, using_phrases",2
32140819,i6mA-Fuse: improved and robust prediction of DNA 6 mA sites in the Rosaceae genome by fusing multiple feature representation.,,"computational_ml, using_phrases",2
32640981,HEnRY: a DZIF LIMS tool for the collection and documentation of biomaterials in multicentre studies.,henry,"workflow_pipeline, using_phrases",2
25426929,"ALLocator: an interactive web platform for the analysis of metabolomic LC-ESI-MS datasets, enabling semi-automated, user-revised compound annotation and mass isotopomer ratio analysis.",,"workflow_pipeline, comparison_benchmark",2
34581565,Rapid Automated Annotation and Analysis of N-Glycan Mass Spectrometry Imaging Data Sets Using NGlycDB in METASPACE.,,"comparison_benchmark, using_phrases",2
30388204,SJARACNe: a scalable software tool for gene network reverse engineering from big data.,,"workflow_pipeline, using_phrases",2
32091584,DL4papers: a deep learning approach for the automatic interpretation of scientific articles.,,"workflow_pipeline, computational_ml",2
24788790,"ModuleRole: a tool for modulization, role determination and visualization in protein-protein interaction networks.",,"workflow_pipeline, using_phrases",2
33363710,FangNet: Mining herb hidden knowledge from TCM clinical effective formulas using structure network algorithm.,,"computational_ml, using_phrases",2
27620863,CellTree: an R/bioconductor package to infer the hierarchical structure of cell populations from single-cell RNA-seq data.,,"workflow_pipeline, using_phrases",2
27153588,Ferret: a user-friendly Java tool to extract data from the 1000 Genomes Project.,ferret,"workflow_pipeline, using_phrases",2
24495746,DRUMS: Disk Repository with Update Management and Select option for high throughput sequencing data.,drums,"using_phrases, database_update",2
29262775,ShinyGPAS: interactive genomic prediction accuracy simulator based on deterministic formulas.,,"computational_ml, using_phrases",2
27436110,PETModule: a motif module based approach for enhancer target gene prediction.,,"workflow_pipeline, computational_ml",2
31147687,Path2Surv: Pathway/gene set-based survival analysis using multiple kernel learning.,,"comparison_benchmark, using_phrases",2
31882996,Bioinformatics pipeline using JUDI: Just Do It!,judi,"workflow_pipeline, using_phrases",2
27071849,Fast and sensitive taxonomic classification for metagenomics with Kaiju.,kaiju,"computational_ml, using_phrases",2
22253821,Armadillo 1.1: an original workflow platform for designing and conducting phylogenetic analysis and simulations.,,"workflow_pipeline, comparison_benchmark",2
25009735,Unification of multi-species vertebrate anatomy ontologies for comparative biology in Uberon.,uberon,"comparison_benchmark, using_phrases",2
34108470,R2DT is a framework for predicting and visualising RNA secondary structure using templates.,r2dt,"workflow_pipeline, using_phrases",2
23292636,TargetHunter: an in silico target identification tool for predicting therapeutic potential of small organic molecules based on chemogenomic database.,,"workflow_pipeline, using_phrases",2
27867804,DFAST and DAGA: web-based integrated genome annotation tools and resources.,daga,"workflow_pipeline, data_integration",2
31477013,Cytokit: a single-cell analysis toolkit for high dimensional fluorescent microscopy imaging.,,"workflow_pipeline, comparison_benchmark",2
27105847,SL2: an interactive webtool for modeling of missing segments in proteins.,sl2,"computational_ml, using_phrases",2
32407533,MinReact: a systematic approach for identifying minimal metabolic networks.,,"workflow_pipeline, data_integration",2
23800136,MetaPathways: a modular pipeline for constructing pathway/genome databases from environmental sequence information.,,"workflow_pipeline, using_phrases",2
33848166,MAPLE: A Microbiome Analysis Pipeline Enabling Optimal Peptide Search and Comparative Taxonomic and Functional Analysis.,maple,"workflow_pipeline, comparison_benchmark",2
29454313,StructRNAfinder: an automated pipeline and web server for RNA families prediction.,,"workflow_pipeline, computational_ml",2
26153368,The ImageJ ecosystem: An open platform for biomedical image analysis.,imagej,"workflow_pipeline, comparison_benchmark",2
26722765,Introduction of the Python script STRinNGS for analysis of STR regions in FASTQ or BAM files and expansion of the Danish STR sequence database to 11 STRs.,,"comparison_benchmark, using_phrases",2
34101036,MLatom 2: An Integrative Platform for Atomistic Machine Learning.,,"workflow_pipeline, computational_ml",2
25247892,"Taxamatch, an algorithm for near ('fuzzy') matching of scientific names in taxonomic databases.",,"computational_ml, using_phrases",2
27098043,EDGAR 2.0: an enhanced software platform for comparative gene content analyses.,edgar,"workflow_pipeline, comparison_benchmark",2
28402416,ReGaTE: Registration of Galaxy Tools in Elixir.,regate,"workflow_pipeline, using_phrases",2
32267142,"iNrich, Rapid and Robust Method to Enrich N-Terminal Proteome in a Highly Multiplexed Platform.",inrich,"workflow_pipeline, using_phrases",2
34589189,Cancer DEIso: An integrative analysis platform for investigating differentially expressed gene-level and isoform-level human cancer markers.,,"workflow_pipeline, comparison_benchmark",2
28369462,drVM: a new tool for efficient genome assembly of known eukaryotic viruses from metagenomes.,drvm,"workflow_pipeline, using_phrases",2
27399597,Development of a Korean Fracture Risk Score (KFRS) for Predicting Osteoporotic Fracture Risk: Analysis of Data from the Korean National Health Insurance Service.,kfrs,"comparison_benchmark, using_phrases",2
30574164,VarQ: A Tool for the Structural and Functional Analysis of Human Protein Variants.,varq,"workflow_pipeline, comparison_benchmark",2
22635116,"OnGuard, a computational platform for quantitative kinetic modeling of guard cell physiology.",,"workflow_pipeline, computational_ml",2
24479419,QTrim: a novel tool for the quality trimming of sequence reads generated using the Roche/454 sequencing platform.,qtrim,"workflow_pipeline, using_phrases",2
33993206,"ConsRM: collection and large-scale prediction of the evolutionarily conserved RNA methylation sites, with implications for the functional epitranscriptome.",consrm,"computational_ml, using_phrases",2
21542931,The PathOlogist: an automated tool for pathway-centric analysis.,,"workflow_pipeline, comparison_benchmark",2
23617301,D-Light on promoters: a client-server system for the analysis and visualization of cis-regulatory elements.,,"comparison_benchmark, using_phrases",2
