pmid,title,primary_entity_short,primary_entity_long,setfit_confidence,matched_categories,num_categories
27734896,3Disease Browser: A Web server for integrating 3D genome and disease-associated chromosome rearrangement data.,,3disease browser,0.69928,clinical_disease,1
23369392,"Laboratory-based surveillance in the molecular era: the TYPENED model, a joint data-sharing platform for clinical and public health laboratories.",typened,,,clinical_disease,1
29092928,The ISB Cancer Genomics Cloud: A Flexible Cloud-Based Platform for Cancer Genomics Research.,,isb cancer genomics cloud,0.71375114,clinical_disease,1
30862647,"GenTree, an integrated resource for analyzing the evolution and function of primate-specific coding genes.",,gentree,0.6842399,gene_function,1
25765346,Structure-PPi: a module for the annotation of cancer-related single-nucleotide variants at protein-protein interfaces.,ppi,,,clinical_disease,1
28365756,node.dating: dating ancestors in phylogenetic trees in R.,dating,,,analysis_studies,1
25706643,Scripps Genome ADVISER: Annotation and Distributed Variant Interpretation SERver.,,scripps genome adviser,,variants_mutations,1
23368702,FitSearch: a robust way to interpret a yeast fitness profile in terms of drug's mode-of-action.,,fitsearch,,drug_compound,1
32994893,ATP7A Clinical Genetics Resource - A comprehensive clinically annotated database and resource for genetic variants in ATP7A gene.,atp7a,,0.6222613,clinical_disease,1
29092945,"The Digital Slide Archive: A Software Platform for Management, Integration, and Analysis of Histology for Cancer Research.",,digital slide archive,0.7022723,"clinical_disease, analysis_studies",2
25053745,sapFinder: an R/Bioconductor package for detection of variant peptides in shotgun proteomics experiments.,,sapfinder,,variants_mutations,1
23390137,ELECANS--an integrated model development environment for multiscale cancer systems biology.,elecans,,,clinical_disease,1
25429973,SNP-Seek database of SNPs derived from 3000 rice genomes.,,snp-seek,,variants_mutations,1
30938757,Structural variant analysis for linked-read sequencing data with gemtools.,,gemtools,,variants_mutations,1
31363752,PathwayMatcher: proteoform-centric network construction enables fine-granularity multiomics pathway mapping.,,pathwaymatcher,0.7241471,pathway_mechanism,1
29473246,Variant pathogenicity evaluation in the community-driven Inherited Neuropathy Variant Browser.,,inherited neuropathy variant browser,0.6447422,variants_mutations,1
30219839,Drug Target Commons 2.0: a community platform for systematic analysis of drug-target interaction profiles.,,drug target commons,0.6975596,"analysis_studies, drug_compound",2
28968872,PySCeSToolbox: a collection of metabolic pathway analysis tools.,,yscestoolbox,,pathway_mechanism,1
23681121,DrugMap Central: an on-line query and visualization tool to facilitate drug repositioning studies.,,drugmap central,,drug_compound,1
24180668,Path2Models: large-scale generation of computational models from biochemical pathway maps.,,path2models,,pathway_mechanism,1
33215063,COVID-19 antibody therapeutics tracker: a global online database of antibody therapeutics for the prevention and treatment of COVID-19.,,tracker,0.6349255,clinical_disease,1
29782006,Neurovascular Network Explorer 2.0: A Simple Tool for Exploring and Sharing a Database of Optogenetically-evoked Vasomotion in Mouse Cortex In Vivo.,,neurovascular network explorer,0.69638383,species_specific,1
31918660,A crustacean annotated transcriptome (CAT) database.,,crustacean annotated transcriptome,0.6898818,analysis_studies,1
27797761,Isomorphic semantic mapping of variant call format (VCF2RDF).,vcf,,,variants_mutations,1
32308816,Non-Negative Matrix Factorization for Drug Repositioning: Experiments with the repoDB Dataset.,repodb,,0.7098713,drug_compound,1
28629436,Disease Compass- a navigation system for disease knowledge based on ontology and linked data techniques.,,disease compass,,clinical_disease,1
29554099,The Pathway Coexpression Network: Revealing pathway relationships.,,pathway coexpression network,0.69679207,pathway_mechanism,1
27605105,ReliableGenome: annotation of genomic regions with high/low variant calling concordance.,,reliablegenome,,variants_mutations,1
30835466,DAKB-GPCRs: An Integrated Computational Platform for Drug Abuse Related GPCRs.,,dakb-gpcrs,0.7168657,drug_compound,1
26912804,GeneGazer: A Toolkit Integrating Two Pipelines for Personalized Profiling and Biosignature Identification.,,genegazer,0.6605619,analysis_studies,1
34364002,An angiosperm NLR Atlas reveals that NLR gene reduction is associated with ecological specialization and signal transduction component deletion.,,angiosperm nlr atlas,,"clinical_disease, discovery_findings",2
22720055,Leukemia gene atlas--a public platform for integrative exploration of genome-wide molecular data.,,leukemia gene atlas,,analysis_studies,1
30355619,The NCI Transcriptional Pharmacodynamics Workbench: A Tool to Examine Dynamic Expression Profiling of Therapeutic Response in the NCI-60 Cell Line Panel.,,transcriptional pharmacodynamics workbench,,"analysis_studies, drug_compound",2
28705636,A review of bioinformatics platforms for comparative genomics. Recent developments of the EDGAR 2.0 platform and its utility for taxonomic and phylogenetic studies.,edgar,,,analysis_studies,1
30094953,Coral microbiome database: Integration of sequences reveals high diversity and relatedness of coral-associated microbes.,,coral microbiome database,0.67733335,discovery_findings,1
25087538,Description and analysis of design and intended use for Epidemiologic Dynamic Data Collection Platform in China.,,epidemiologic dynamic data collection platform,,analysis_studies,1
25704554,Introgression browser: high-throughput whole-genome SNP visualization.,,introgression browser,,variants_mutations,1
29134625,The Pharmacogene Variation (PharmVar) Consortium: Incorporation of the Human Cytochrome P450 (CYP) Allele Nomenclature Database.,,pharmvar,0.6600535,variants_mutations,1
34554823,My Cancer Genome: Coevolution of Precision Oncology and a Molecular Oncology Knowledgebase.,,cancer genome,,clinical_disease,1
24864230,Syn-lethality: an integrative knowledge base of synthetic lethality towards discovery of selective anticancer therapies.,,syn-lethality,,discovery_findings,1
22815738,Gene Expression Commons: an open platform for absolute gene expression profiling.,,gene expression commons,0.69999766,analysis_studies,1
34252949,CentromereArchitect: inference and analysis of the architecture of centromeres.,,centromerearchitect,,analysis_studies,1
31642678,Virtual Excited State Reference for the Discovery of Electronic Materials Database: An Open-Access Resource for Ground and Excited State Properties of Organic Molecules.,,virtual excited state reference for the discovery of electronic materials database,0.7258798,discovery_findings,1
25512690,SNPAAMapperT2K: A genome-wide SNP downstream analysis and annotation pipeline for species annotated with NCBI.tbl data files.,,snpaamappert2k,0.7096177,"analysis_studies, variants_mutations, pathway_mechanism",3
21697123,In-depth annotation of SNPs arising from resequencing projects using NGS-SNP.,gs-snp,,,variants_mutations,1
24772218,Quantitative Imaging Network: Data Sharing and Competitive AlgorithmValidation Leveraging The Cancer Imaging Archive.,,quantitative imaging network,0.64494383,clinical_disease,1
26526709,FERN Ethnomedicinal Plant Database: Exploring Fern Ethnomedicinal Plants Knowledge for Computational Drug Discovery.,,fern ethnomedicinal plant database,0.72077763,drug_compound,1
31261630,The Korea Cancer Big Data Platform (K-CBP) for Cancer Research.,k-cbp,,0.67341286,clinical_disease,1
32726559,"Xcellerate Investigator Portal: A New Web-Based Tool for Online Delivery of Central Laboratory Data, Reports, and Communications to Clinical Sites.",,xcellerate,,clinical_disease,1
35035297,The Multiple Sclerosis Data Alliance Catalogue: Enabling Web-Based Discovery of Metadata from Real-World Multiple Sclerosis Data Sources.,,multiple sclerosis data alliance,0.68258643,discovery_findings,1
36159887,INfrastructure for a PHAge REference Database: Identification of Large-Scale Biases in the Current Collection of Cultured Phage Genomes.,,infrastructure for a phage reference database,,gene_function,1
33494129,Data resource profile: the allergic disease database of the Korean National Health Insurance Service.,,allergic disease database,,clinical_disease,1
30155031,The creation and characterisation of a National Compound Collection: the Royal Society of Chemistry pilot.,,compound collection,0.608053,drug_compound,1
28084397,Altered Pathway Analyzer: A gene expression dataset analysis tool for identification and prioritization of differentially regulated and network rewired pathways.,,altered pathway analyzer,,pathway_mechanism,1
33193438,Inhibitory Receptor Trap: A Platform for Discovery of Inhibitory Receptors That Utilize Inositol Lipid and Phosphotyrosine Phosphatase Effectors.,,inhibitory receptor trap,,discovery_findings,1
31060512,BacTag - a pipeline for fast and accurate gene and allele typing in bacterial sequencing data based on database preprocessing.,,bactag,,variants_mutations,1
22568821,PHYLOViZ: phylogenetic inference and data visualization for sequence based typing methods.,,hyloviz,,analysis_studies,1
29592813,Cancer Genome Interpreter annotates the biological and clinical relevance of tumor alterations.,,cancer genome interpreter,,clinical_disease,1
29104906,The Co-regulation Data Harvester: automating gene annotation starting from a transcriptome database.,,co-regulation data harvester,,analysis_studies,1
26316313,Consolidation of proteomics data in the Cancer Proteomics database.,,proteomics,,clinical_disease,1
22588877,The cBio cancer genomics portal: an open platform for exploring multidimensional cancer genomics data.,cbio,,,clinical_disease,1
24467778,"Production of a reference transcriptome and transcriptomic database (EdwardsiellaBase) for the lined sea anemone, Edwardsiella lineata, a parasitic cnidarian.",,edwardsiellabase,0.61754364,analysis_studies,1
27899667,"Rice SNP-seek database update: new SNPs, indels, and queries.",seek,,,variants_mutations,1
22536870,Constructing patch-based ligand-binding pocket database for predicting function of proteins.,patch,,0.708912,gene_function,1
31333719,FindTargetsWEB: A User-Friendly Tool for Identification of Potential Therapeutic Targets in Metabolic Networks of Bacteria.,,findtargetsweb,0.7095692,"gene_function, drug_compound",2
29122012,Drug target ontology to classify and integrate drug discovery data.,to,,,drug_compound,1
23280990,The CDC Hemophilia A Mutation Project (CHAMP) mutation list: a new online resource.,,hemophilia a mutation project,,variants_mutations,1
34514504,Contraceptive and Infertility Target DataBase: a contraceptive drug development tool for targeting and analysis of human reproductive specific tissues†.,,target database,,"analysis_studies, drug_compound",2
21498403,PathScan: a tool for discerning mutational significance in groups of putative cancer genes.,,pathscan,,clinical_disease,1
34325649,A new hybrid record linkage process to make epidemiological databases interoperable: application to the GEMO and GENEPSO studies involving BRCA1 and BRCA2 mutation carriers.,gemo,,0.6096277,variants_mutations,1
30352003,The Compound Characteristics Comparison (CCC) approach: a tool for improving confidence in natural compound identification.,,characteristics,0.7218935,drug_compound,1
21816034,The volatile compound BinBase mass spectral database.,,binbase,,drug_compound,1
33166390,COVID19 Drug Repository: text-mining the literature in search of putative COVID19 therapeutics.,covid19,,0.7131069,drug_compound,1
26289158,TMalphaDB and TMbetaDB: web servers to study the structural role of sequence motifs in α-helix and β-barrel domains of membrane proteins.,,tmalphadb,,gene_function,1
27153620,"MOCAT2: a metagenomic assembly, annotation and profiling framework.",ocat2,,,analysis_studies,1
24728855,geiger v2.0: an expanded suite of methods for fitting macroevolutionary models to phylogenetic trees.,geiger,,,analysis_studies,1
25265915,Polyphony: superposition independent methods for ensemble-based drug discovery.,,polyphony,,drug_compound,1
23740747,Pathway Processor 2.0: a web resource for pathway-based analysis of high-throughput data.,,pathway processor,,"analysis_studies, pathway_mechanism",2
29410200,A web platform for the network analysis of high-throughput data in melanoma and its use to investigate mechanisms of resistance to anti-PD1 immunotherapy.,,melanoma,,analysis_studies,1
29235071,Computationally constructing a repository of compound remote associates test items in American English with comRAT-G.,comrat,,0.62003297,drug_compound,1
26815034,COMPASS II: extended coverage for polymer and drug-like molecule databases.,compass,,0.6799136,drug_compound,1
32637654,Enhancing and accelerating stroke treatment in Eastern European region: Methods and achievement of the ESO EAST program.,eso east,,,clinical_disease,1
27905880,The Lair: a resource for exploratory analysis of published RNA-Seq data.,,the lair,,analysis_studies,1
30723486,"Plant IsomiR Atlas: Large Scale Detection, Profiling, and Target Repertoire of IsomiRs in Plants.",,plant isomir atlas,0.6999063,analysis_studies,1
25392408,The UCSC Cancer Genomics Browser: update 2015.,,genomics,,clinical_disease,1
32207937,Hotspots API: A Python Package for the Detection of Small Molecule Binding Hotspots and Application to Structure-Based Drug Design.,,hotspots,,drug_compound,1
30658642,An online mapping database of molecular markers of drug resistance in Plasmodium falciparum: the ACT Partner Drug Molecular Surveyor.,,surveyor,0.6084892,drug_compound,1
27328919,TP53 Variations in Human Cancers: New Lessons from the IARC TP53 Database and Genomics Data.,iarc,,,clinical_disease,1
31392309,KRAB ZNF explorer-the online tool for the exploration of the transcriptomic profiles of KRAB-ZNF factors in The Cancer Genome Atlas.,,the cancer genome atlas,,clinical_disease,1
23595662,A self-updating road map of The Cancer Genome Atlas.,,the cancer genome atlas,,clinical_disease,1
34185062,BioVLAB-Cancer-Pharmacogenomics: tumor heterogeneity and pharmacogenomics analysis of multi-omics data from tumor on the cloud.,,pharmacogenomics,,"clinical_disease, analysis_studies",2
29605850,The Pancancer DNA Methylation Trackhub: A Window to The Cancer Genome Atlas Epigenomics Data.,,the cancer genome atlas,,clinical_disease,1
24303032,Prioritization of cancer marker candidates based on the immunohistochemistry staining images deposited in the human protein atlas.,,human protein atlas,,clinical_disease,1
30959271,Discovery of perturbation gene targets via free text metadata mining in Gene Expression Omnibus.,,gene expression omnibus,,discovery_findings,1
27903883,Function-driven discovery of disease genes in zebrafish using an integrated genomics big data resource.,,an integrated genomics,0.67727774,"clinical_disease, species_specific, discovery_findings",3
29688373,PvaxDB: a comprehensive structural repository of Plasmodium vivax proteome.,pvaxdb,,0.6715305,analysis_studies,1
28077570,KTCNlncDB-a first platform to investigate lncRNAs expressed in human keratoconus and non-keratoconus corneas.,,ktcnlncdb,,clinical_disease,1
29220449,RegulatorDB: a resource for the analysis of yeast transcriptional regulation.,,regulatordb,,analysis_studies,1
23481679,The CHROMEVALOA database: a resource for the evaluation of Okadaic Acid contamination in the marine environment based on the chromatin-associated transcriptome of the mussel Mytilus galloprovincialis.,chromevaloa,,0.7025086,analysis_studies,1
32499682,EZcalcium: Open-Source Toolbox for Analysis of Calcium Imaging Data.,,ezcalcium,0.71304685,analysis_studies,1
27224906,PredictSNP2: A Unified Platform for Accurately Evaluating SNP Effects by Exploiting the Different Characteristics of Variants in Distinct Genomic Regions.,,predictsnp2,,variants_mutations,1
29360930,"ADEPTUS: a discovery tool for disease prediction, enrichment and network analysis based on profiles from many diseases.",deptus,,,clinical_disease,1
33767730,Structural and Drug Screening Analysis of the Non-structural Proteins of Severe Acute Respiratory Syndrome Coronavirus 2 Virus Extracted From Indian Coronavirus Disease 2019 Patients.,d,,,"clinical_disease, analysis_studies, drug_compound",3
25431330,"SNiPA: an interactive, genetic variant-centered annotation browser.",snipa,,,variants_mutations,1
22797043,The ENSAT registry: a digital repository supporting adrenal cancer research.,ensat,,0.67785645,clinical_disease,1
33586368,PolyBoost: An enhanced genomic variant classifier using extreme gradient boosting.,,polyboost,,variants_mutations,1
23203872,The non-human primate reference transcriptome resource (NHPRTR) for comparative functional genomics.,nhprtr,,,analysis_studies,1
31253075,JCD-DEA: a joint covariate detection tool for differential expression analysis on tumor expression profiles.,jcd-dea,,,clinical_disease,1
23714400,"Identifying cancer mutation targets across thousands of samples: MuteProc, a high throughput mutation analysis pipeline.",,muteproc,,"clinical_disease, variants_mutations",2
29092943,The Mouse Tumor Biology Database: A Comprehensive Resource for Mouse Models of Human Cancer.,,mouse tumor biology,0.6768378,clinical_disease,1
31504183,EasyModel: user-friendly tool for building and analysis of simple mathematical models in systems biology.,,asymodel,,analysis_studies,1
34048545,"dbGENVOC: database of GENomic Variants of Oral Cancer, with special reference to India.",,dbgenvoc,0.7105216,clinical_disease,1
32390334,CompoundDB4j: Integrated Drug Resource of Heterogeneous Chemical Databases.,,compounddb4j,,drug_compound,1
29745847,TreeShrink: fast and accurate detection of outlier long branches in collections of phylogenetic trees.,,treeshrink,,analysis_studies,1
29590303,SPV: a JavaScript Signaling Pathway Visualizer.,spv,,,pathway_mechanism,1
27082112,Infinity: An In-Silico Tool for Genome-Wide Prediction of Specific DNA Matrices in miRNA Genomic Loci.,,infinity,,analysis_studies,1
25160262,TeamTreat--a communication platform for concerted cancer treatment.,,teamtreat,0.6434456,clinical_disease,1
27105845,Companion: a web server for annotation and analysis of parasite genomes.,,companion,,analysis_studies,1
29843599,JCDSA: a joint covariate detection tool for survival analysis on tumor expression profiles.,jcdsa,,,clinical_disease,1
26422234,PATBox: A Toolbox for Classification and Analysis of P-Type ATPases.,patbox,,,analysis_studies,1
29220469,Edaphostat: interactive ecological analysis of soil organism occurrences and preferences from the Edaphobase data warehouse.,,edaphostat,,analysis_studies,1
25339269,A proteome quality index.,,proteome quality index,,analysis_studies,1
27633797,BRCA Share: A Collection of Clinical BRCA Gene Variants.,,brca share,0.6687472,clinical_disease,1
33136473,"A Web-Based Platform on Coronavirus Disease-19 to Maintain Predicted Diagnostic, Drug, and Vaccine Candidates.",,coronavir,0.7109565,"clinical_disease, drug_compound",2
25940563,Phylesystem: a git-based data store for community-curated phylogenetic estimates.,,phylesystem,,analysis_studies,1
33382980,The cancer microbiome atlas: a pan-cancer comparative analysis to distinguish tissue-resident microbiota from contaminants.,,cancer microbiome atlas,0.633037,"clinical_disease, analysis_studies",2
31691823,Therapeutic target database 2020: enriched resource for facilitating research and early development of targeted therapeutics.,,therapeutic target database,,drug_compound,1
29220444,NRDTD: a database for clinically or experimentally supported non-coding RNAs and drug targets associations.,nrdtd,,,drug_compound,1
25787233,Functional dissection of virus-human crosstalk mediated by miRNAs based on the VmiReg database.,vmireg,,0.6853963,pathway_mechanism,1
27208273,Genome-Wide Inference of Protein-Protein Interaction Networks Identifies Crosstalk in Abscisic Acid Signaling.,a,,0.6841901,"analysis_studies, pathway_mechanism, discovery_findings",3
28446463,The National Cancer Institute ALMANAC: A Comprehensive Screening Resource for the Detection of Anticancer Drug Pairs with Enhanced Therapeutic Activity.,almanac,,,"clinical_disease, drug_compound",2
27295093,DrugQuest - a text mining workflow for drug association discovery.,,drugquest,,drug_compound,1
28961788,FAF-Drugs4: free ADME-tox filtering computations for chemical biology and early stages drug discovery.,,af-drugs4,,drug_compound,1
27678460,MeSHDD: Literature-based drug-drug similarity for drug repositioning.,meshdd,,,drug_compound,1
31681953,Mabellini: a genome-wide database for understanding the structural proteome and evaluating prospective antimicrobial targets of the emerging pathogen Mycobacterium abscessus.,,mabellini,,analysis_studies,1
33297954,iDPGK: characterization and identification of lysine phosphoglycerylation sites based on sequence-based features.,idpgk,,0.6766617,gene_function,1
31501868,Diurnal.plant.tools: Comparative Transcriptomic and Co-expression Analyses of Diurnal Gene Expression of the Archaeplastida Kingdom.,,diurnal.plant.tools,,gene_function,1
34253739,The 2021 update of the EPA's adverse outcome pathway database.,,adverse outcome pathway database,0.69436634,pathway_mechanism,1
34074532,Xenopus as a platform for discovery of genes relevant to human disease.,,xenopus,0.66622955,"clinical_disease, discovery_findings",2
24363377,WiggleTools: parallel processing of large collections of genome-wide datasets for visualization and statistical analysis.,,wiggletools,0.72197235,analysis_studies,1
28972978,EWET: Data collection and interface for the genetic analysis of Echinococcus multilocularis based on EmsB microsatellite.,ewet,,0.6829596,analysis_studies,1
32211684,Applications of the microphysiology systems database for experimental ADME-Tox and disease models.,,microphysiology systems database,,clinical_disease,1
25161239,Identification of structural features in chemicals associated with cancer drug response: a systematic data-driven analysis.,c,,,"gene_function, clinical_disease, drug_compound",3
31562822,The Clinical Pharmacogenetics Implementation Consortium: 10 Years Later.,,clinical pharmacogenetics implementation consortium,,clinical_disease,1
21609966,Data mining using the Catalogue of Somatic Mutations in Cancer BioMart.,,catalogue of somatic mutations in cancer,0.7038299,clinical_disease,1
32493955,WilsonGen a comprehensive clinically annotated genomic variant resource for Wilson's Disease.,,wilsongen,,"clinical_disease, variants_mutations",2
22843985,TMBB-DB: a transmembrane β-barrel proteome database.,tmbb,,,analysis_studies,1
23823062,The SPECIES and ORGANISMS Resources for Fast and Accurate Identification of Taxonomic Names in Text.,organisms,,,gene_function,1
27373760,Open for collaboration: an academic platform for drug discovery and development at SciLifeLab.,,scilifelab,0.6594825,drug_compound,1
30165579,Large-scale comparative analysis of microbial pan-genomes using PanOCT.,panoct,,,analysis_studies,1
23758746,ΔΔPT: a comprehensive toolbox for the analysis of protein motion.,δδpt,,0.7200525,analysis_studies,1
24990571,Osiris: accessible and reproducible phylogenetic and phylogenomic analyses within the Galaxy workflow management system.,osiris,,,analysis_studies,1
31442673,Variant Call Format-Diagnostic Annotation and Reporting Tool: A Customizable Analysis Pipeline for Identification of Clinically Relevant Genetic Variants in Next-Generation Sequencing Data.,,variant call format-diagnostic annotation and reporting tool,,"gene_function, variants_mutations",2
25160362,A comprehensive clinical research database based on CDISC ODM and i2b2.,cdisc odm,,0.6609679,clinical_disease,1
29036271,Cancer Hallmarks Analytics Tool (CHAT): a text mining approach to organize and evaluate scientific literature on cancer.,chat,,,clinical_disease,1
31225861,GTShark: genotype compression in large projects.,,gtshark,,variants_mutations,1
33503255,Nebula: ultra-efficient mapping-free structural variant genotyper.,nebula,,,variants_mutations,1
29709146,[Tumor Data Interacted System Design Based on Grid Platform].,,tumor data interacted system,0.64733255,clinical_disease,1
24892935,AST: an automated sequence-sampling method for improving the taxonomic diversity of gene phylogenetic trees.,ast,,,analysis_studies,1
30376034,VarSome: the human genomic variant search engine.,,varsome,,variants_mutations,1
25183062,Pegasus: a comprehensive annotation and prediction tool for detection of driver gene fusions in cancer.,,pegasus,0.6523526,clinical_disease,1
29036425,Motif independent identification of potential RNA G-quadruplexes by G4RNA screener.,g4rna,,,gene_function,1
26911524,OntoCR: A CEN/ISO-13606 clinical repository based on ontologies.,ontocr,,0.7036282,clinical_disease,1
29276046,Drug Target Commons: A Community Effort to Build a Consensus Knowledge Base for Drug-Target Interactions.,,target commons,0.7152482,drug_compound,1
29205376,Ensemble gene function prediction database reveals genes important for complex I formation in Arabidopsis thaliana.,,ensemble,0.69222295,"species_specific, discovery_findings",2
23585030,"Databases in SenseLab for the genomics, proteomics, and function of olfactory receptors.",,senselab,0.71944755,gene_function,1
30285760,Genomics of drug sensitivity in bladder cancer: an integrated resource for pharmacogenomic analysis in bladder cancer.,,genomics of drug sensitivity in bladder cancer,0.6885241,"clinical_disease, drug_compound",2
30696439,DRAP: a toolbox for drug response analysis and visualization tailored for preclinical drug testing on patient-derived xenograft models.,drap,,,drug_compound,1
23259841,Visualization and virtual screening of the chemical universe database GDB-17.,gdb-17,,0.68672097,drug_compound,1
34819397,Q-omics: Smart Software for Assisting Oncology and Cancer Research.,,q-omics,,clinical_disease,1
30535020,Lilikoi: an R package for personalized pathway-based classification modeling using metabolomics data.,,lilikoi,,pathway_mechanism,1
22954633,Mendel-GPU: haplotyping and genotype imputation on graphics processing units.,,endel-gpu,,variants_mutations,1
31288758,CRA toolbox: software package for conditional robustness analysis of cancer systems biology models in MATLAB.,cra,,,"clinical_disease, analysis_studies",2
34629071,CoolBox: a flexible toolkit for visual analysis of genomics data.,,coolbox,0.7248703,analysis_studies,1
32940710,"Trialstreamer: A living, automatically updated database of clinical trial reports.",,trialstreamer,,clinical_disease,1
34178036,RHIVDB: A Freely Accessible Database of HIV Amino Acid Sequences and Clinical Data of Infected Patients.,rhivdb,,,clinical_disease,1
28680911,Ziehl-Neelsen sputum smear microscopy image database: a resource to facilitate automated bacilli detection for tuberculosis diagnosis.,,ziehl-neelsen sputum smear microscopy image database,0.67098165,clinical_disease,1
25758402,Hi-Jack: a novel computational framework for pathway-based inference of host-pathogen interactions.,ack,,,pathway_mechanism,1
23537208,Discovery-2: an interactive resource for the rational selection and comparison of putative drug target proteins in malaria.,,discovery-2,0.7136222,drug_compound,1
30084000,A network map of netrin receptor UNC5B-mediated signaling.,d,,,pathway_mechanism,1
25505007,MOROKOSHI: transcriptome database in Sorghum bicolor.,s,,,analysis_studies,1
25196432,nDNA-Prot: identification of DNA-binding proteins based on unbalanced classification.,,ndna-prot,,gene_function,1
33897984,AMR-Diag: Neural network based genotype-to-phenotype prediction of resistance towards β-lactams in <i>Escherichia coli</i> and <i>Klebsiella pneumoniae</i>.,,amr-diag,0.6080723,variants_mutations,1
26224020,A peptide resource for the analysis of Staphylococcus aureus in host-pathogen interaction studies.,s,,,analysis_studies,1
31932593,"The Database of Cross-Linguistic Colexifications, reproducible analysis of cross-linguistic polysemies.",,of cross-linguistic colexifications,,analysis_studies,1
28172495,LDAP: a web server for lncRNA-disease association prediction.,ldap,,,clinical_disease,1
23346478,Development of korean rare disease knowledge base.,,korean rare disease knowledge base,0.7088401,clinical_disease,1
24389656,Socrates: identification of genomic rearrangements in tumour genomes by re-aligning soft clipped reads.,,socrates,,"gene_function, clinical_disease",2
26122086,A user-friendly workflow for analysis of Illumina gene expression bead array data available at the arrayanalysis.org portal.,,arrayanalysis.org,,analysis_studies,1
29491378,Nanodroplet processing platform for deep and quantitative proteome profiling of 10-100 mammalian cells.,,nanodroplet,0.6702374,analysis_studies,1
34966594,Transcriptome atlas of <i>Phalaenopsis equestris</i>.,t,,0.7044902,analysis_studies,1
33277365,The FABRIC Cancer Portal: A Ranked Catalogue of Gene Selection in Tumors Over the Human Coding Genome.,fabric,,0.7182334,clinical_disease,1
29236977,gene2drug: a computational tool for pathway-based rational drug repositioning.,,gene2drug,,"pathway_mechanism, drug_compound",2
33680356,Maize specialized metabolome networks reveal organ-preferential mixed glycosides.,d,,0.6207853,analysis_studies,1
28940711,The human protein atlas: A spatial map of the human proteome.,human,,0.7169686,analysis_studies,1
33539887,ADDRESS: A Database of Disease-associated Human Variants Incorporating Protein Structure and Folding Stabilities.,address,,,clinical_disease,1
26082805,A practical Java tool for small-molecule compound appraisal.,app,,,drug_compound,1
23269503,"Human intestinal transporter database: QSAR modeling and virtual profiling of drug uptake, efflux and interactions.",,intestinal transporter database,0.65643,"analysis_studies, drug_compound",2
23109555,The UCSC Cancer Genomics Browser: update 2013.,,genomics browser,,clinical_disease,1
26483015,Pathogen Gene Expression Profiling During Infection Using a Nanostring nCounter Platform.,,nanostring ncounter,0.6596088,analysis_studies,1
29089861,"Disease control programme support costs: an update of WHO-CHOICE methodology, price databases and quantity assumptions.",who,,,clinical_disease,1
27011785,Linking rare and common disease: mapping clinical disease-phenotypes to ontologies in therapeutic target validation.,o,,,"clinical_disease, drug_compound",2
24661215,Chemical & RNAi screening at MSKCC: a collaborative platform to discover & repurpose drugs to fight disease.,mskcc,,0.6277699,clinical_disease,1
23218953,A curated public database for multilocus sequence typing (MLST) and analysis of Haemophilus parasuis based on an optimized typing scheme.,mlst,,,analysis_studies,1
34664389,"COVID19 Disease Map, a computational knowledge repository of virus-host interaction mechanisms.",,disease map,0.71511465,clinical_disease,1
30419069,C/VDdb: A multi-omics expression profiling database for a knowledge-driven approach in cardiovascular disease (CVD).,,disease,0.70201993,"clinical_disease, analysis_studies",2
24188205,DrugMint: a webserver for predicting and designing of drug-like molecules.,,drugmint,,drug_compound,1
21784346,Building an integrated neurodegenerative disease database at an academic health center.,,integrated neurodegenerative disease,0.6782678,clinical_disease,1
34020544,Ori-Finder 3: a web server for genome-wide prediction of replication origins in Saccharomyces cerevisiae.,,ori-finder 3,,analysis_studies,1
31228198,DEUS: an R package for accurate small RNA profiling based on differential expression of unique sequences.,deus,,,"gene_function, analysis_studies",2
28973466,"Genome contact map explorer: a platform for the comparison, interactive visualization and analysis of genome contact maps.",,genome contact map explorer,0.72389597,analysis_studies,1
21659040,The Environmental Polymorphism Registry: a unique resource that facilitates translational research of environmental disease.,,environmental polymorphism registry,0.6113219,"clinical_disease, variants_mutations",2
27898834,The Triticeae Toolbox: Combining Phenotype and Genotype Data to Advance Small-Grains Breeding.,,triticeae toolbox,0.72028774,variants_mutations,1
22096235,"Predictive networks: a flexible, open source, web application for integration and analysis of human gene networks.",,predictive networks,,analysis_studies,1
24792048,A protocol for visual analysis of alternative splicing in RNA-Seq data using integrated genome browser.,,genome browser,,analysis_studies,1
22359434,"The capsicum transcriptome DB: a ""hot"" tool for genomic research.",,transcriptome,,analysis_studies,1
30211979,VTX-1 Liquid Biopsy System for Fully-Automated and Label-Free Isolation of Circulating Tumor Cells with Automated Enumeration by BioView Platform.,vtx-1,,0.63551706,clinical_disease,1
23526262,Existing data sources for clinical epidemiology: the Danish Quality Database of Mammography Screening.,,danish quality database of mammography screening,,clinical_disease,1
26277116,Development of a large-scale neuroimages and clinical variables data atlas in the neuGRID4You (N4U) project.,n4u,,0.71061593,clinical_disease,1
22291167,Mining Arabidopsis thaliana RNA-seq data with Integrated Genome Browser reveals stress-induced alternative splicing of the putative splicing regulator SR45a.,,integrated genome browser,0.60282105,discovery_findings,1
31228151,"Rat Genome Assemblies, Annotation, and Variant Repository.",,rat genome,0.706788,variants_mutations,1
30907069,"""The Missing Link"": The Tubulin Mutation Database Connects Over 1500 Missense Mutations With Phenotypes Across Eukaryotes.",,tubulin mutation database,,variants_mutations,1
