entity_name,total_papers,spacy_papers,v2_papers,source,pmids
loopx,1,1,1,both,28375654
systematic collections committee,1,1,0,spacy,30538340
dbrbc,1,1,0,spacy,22084196
blood group antigen gene mutation database,1,1,1,both,22084196
carcinogenome project: in vitro gene expression profiling of chemical perturbations to predict long-term carcinogenicity,1,1,0,spacy,30964323
https://clue.io/crcgn_abc,1,1,0,spacy,30964323
anache,1,0,1,v2,34601567
panache,1,0,1,v2,34601567
bloodpool,1,0,1,v2,26507857
a database of gene expression profiles and transcriptional programs for healthy and malignant haematopoiesis,1,1,0,spacy,26507857
gmp,1,1,0,spacy,26507856
nbdb,1,1,1,both,26507856
thpp,1,1,0,spacy,26507856
fad(h,1,1,0,spacy,26507856
pagenbase,1,1,1,both,24312499
http://datamining-iip.fudan.edu.cn/service/bmexpert/.,1,1,0,spacy,26671801
scalable genome sequence polishing,1,1,0,spacy,31095290
mirna knockout,1,0,1,v2,21822254
isaproteinsdb,1,1,1,both,28113723
ciliacarta,1,1,1,both,31095607
an integrated and validated compendium of ciliary genes,1,1,0,spacy,31095607
http://bioinformatics.bio.uu.nl/john/syscilia/ciliacarta/.,1,1,0,spacy,31095607
hgdp,1,1,0,spacy,22281013
genome-wide association study,1,1,0,spacy,22281013
kare,1,0,1,v2,22281013
human genome diversity project,1,1,0,spacy,22281013
karebrowser,1,1,1,both,22281013
uk database of asthma research volunteers,1,1,0,spacy,27228980
mirko,1,1,1,both,21822254
http://lncr2metasta.wchoda.com,1,1,0,spacy,32766766
bmtedb,1,1,1,both,23886610
lncr2metasta,1,1,1,both,32766766
human kinase pocket database for drug design,1,1,0,spacy,31783725
hkpocket,1,1,1,both,31783725
http://zhaoserver.com.cn/hkpocket/hkpocket.html,1,1,0,spacy,31783725
human kinase pocket,1,1,1,both,31783725
genie,1,1,1,both,28572459
mholline,1,1,0,spacy,24312616
sod1,1,1,1,both,24312616
human1,1,1,1,both,32209698
medicinal plant madagascar periwinkle,1,1,0,spacy,23493402
cathacyc,1,1,1,both,23493402
isaproteindb,1,1,1,both,28113723
hisper,1,0,1,v2,30407485
whisper,1,0,1,v2,30407485
mycobase,1,1,1,both,26704706
snppedia,1,1,0,spacy,30407534
vcf/plotein,1,1,1,both,31161195
glonaf,1,1,1,both,30341991
global naturalized alien flora,1,1,1,both,30341991
microbiome analysis pipeline,1,0,1,v2,33848166
vmireg,1,1,1,both,25787233
https://www.animalgenome.org/qtldb,1,1,0,spacy,30407520
corrdb,1,1,1,both,30407520
https://pitgroup.org/seclaf/.,1,1,0,spacy,29490010
seclaf,1,1,1,both,29490010
https://doi.org/10.1016/j.ymeth.2017.06.034,1,1,0,spacy,29490010
raft,1,0,1,v2,32766810
compact genome representation toward large-scale alignment-free database,1,1,0,spacy,32766810
protein structure and chemical shift nmr spectroscopy,1,1,1,both,22903636
pacsy,1,1,1,both,22903636
mitoepigenome,1,1,1,both,29129553
open-phylo,1,1,1,both,24148814
dna polymerase database,1,1,1,both,22870860
next generation connectivity map,1,1,0,spacy,29195078
l1000,1,0,1,v2,29195078
imacs,1,0,1,v2,22641476
ycobacterial annotation server,1,0,1,v2,26704706
mycobacterial annotation server,1,1,0,spacy,26704706
a collective database of transposable elements in the silkworm genome,1,1,0,spacy,23886610
a k-mer based database for genome-wide phylogeny and complexity evaluation,1,1,0,spacy,26376976
mining medline for finding experts in biomedical domains based on language model,1,1,0,spacy,26671801
sesamefg,1,1,1,both,28539606
an integrative resource linking hydraulic fracturing chemicals with hormonal pathways and geographic location,1,1,0,spacy,32701164
review of a rich resource for natural product discovery,1,1,0,spacy,33946338
beta</i>-carboline,1,1,0,spacy,33946338
libmutil,1,1,0,spacy,27491037
trna-predict,1,0,1,v2,27491037
trnadb,1,1,0,spacy,27491037
yomics™,1,0,1,v2,21920474
yomics,1,1,0,spacy,21920474
mcast,1,0,1,v2,26704599
offtargetfinder,1,1,1,both,26704598
an integrated database for the functional genomics of sesame,1,1,0,spacy,28539606
severe asthma toolkit,1,1,0,spacy,32209622
kgcak,1,1,1,both,26376976
asthma toolkit,1,0,1,v2,32209622
foldalign,1,0,1,v2,26704597
transgeneomics,1,1,0,spacy,26475212
single molecule force spectroscopy and molecular dynamics simulations,1,1,0,spacy,28949551
freely available python package for computational biology and chemoinformatics,1,1,0,spacy,23493324
predicting essential proteins by integrating network topology,1,1,0,spacy,31095490
tegs,1,1,1,both,31095490
smart automatic classification method,1,1,1,both,31324861
smac,1,1,1,both,31324861
evolmarkers,1,1,1,both,22805179
bmexpert,1,1,1,both,26671801
wellexplorer,1,1,1,both,32701164
mfga,1,0,1,v2,32766702
male fertility gene atlas,1,1,1,both,32766702
research unit 'male germ cells,1,0,1,v2,32766702
http://kgcak.big.ac.cn/kgcak/,1,1,0,spacy,26376976
an integrated network analysis web platform for gene lists,1,1,0,spacy,24771340
netvenn,1,1,1,both,24771340
ake news information-broadcasting dataset of,1,0,1,v2,36567815
fibvid,1,1,1,both,36567815
cosmos db,1,1,1,both,34405124
noael,1,1,0,spacy,34405124
cosmos database,1,1,0,spacy,34405124
cosmos ng,1,1,1,both,34405124
minis,1,1,0,spacy,34405124
hergcentral,1,1,1,both,22149888
rice oligonucleotide array database,1,1,1,both,24279809
rice oligonucleotide,1,0,1,v2,24279809
enalos cloud platform,1,1,0,spacy,29195008
predictive model for human k562 cell growth inhibition through enalos cloud platform,1,1,0,spacy,29195008
http://enalos.insilicotox.com/k562,1,1,0,spacy,29195008
zna-vert,1,0,1,v2,27917054
darwin core archive format,1,1,0,spacy,27917054
fmri)-based,1,1,0,spacy,24312569
libsvm,1,1,0,spacy,24312569
friend,1,1,1,both,24312569
goxplorer,1,0,1,v2,33028846
international union of basic and clinical pharmacology database,1,1,0,spacy,22674159
ntedit,1,1,1,both,31095290
pang,1,0,1,v2,28178937
vcf-server,1,1,1,both,31127704
cfti5med,1,1,1,both,31160582
enecommittee,1,0,1,v2,24475928
a web-based tool for extensively testing the discriminatory power of biologically relevant gene sets in microarray data classification,1,1,0,spacy,24475928
genecommittee,1,1,1,both,24475928
adipogenesis regulation network,1,1,1,both,27982098
adipogenic regulation network,1,0,1,v2,27982098
pathophenodb,1,1,1,both,31160594
dometree,1,1,1,both,25655564
mitotoolpy,1,1,1,both,25655564
a canonical toolkit for mitochondrial dna analyses in domesticated animals,1,1,0,spacy,25655564
gh19 engineering database,1,1,0,spacy,34699529
gh19ed,1,1,1,both,34699529
catalogue of strong earthquakes in italy,1,1,0,spacy,31160582
metnet online,1,0,1,v2,23066841
mouse mammary gland allows discovery of new developmental trajectories,1,1,0,spacy,33913090
http://ophid.utoronto.ca/mirdip/.,1,1,0,spacy,29194489
"human gene regulatory network for 384 tfs covering the 146,096 tf-target gene",1,1,0,spacy,29325558
live exploration and global analysis of large epigenomic datasets,1,1,0,spacy,23034089
epiexplorer,1,1,1,both,23034089
neuropeptide database and spectral library,1,1,0,spacy,21821666
neuropedia.html,1,1,0,spacy,21821666
iil,1,0,1,v2,28768481
piil,1,1,1,both,28768481
https://github.com/behroozt/piil.git,1,1,0,spacy,28768481
http://www.picb.ac.cn/pgg/resource.php,1,1,0,spacy,30472416
faser,1,0,1,v2,29194524
mi,1,0,1,v2,29194524
timer,1,0,1,v2,27549193
phase-change materials in hydronic heating and cooling systems,1,1,0,spacy,32635169
https://github.com/hierakonpolis/mu-net,1,1,0,spacy,33454412
paw,1,1,0,spacy,33257784
her,1,1,0,spacy,33257784
i-abc,1,1,0,spacy,33519928
eczema,1,0,1,v2,21592376
cochrane central register of controlled trials in the cochrane library and the cochrane skin group specialised register,1,1,0,spacy,21592376
global resource of eczema,1,1,0,spacy,21592376
global resource of eczema trials,1,1,0,spacy,21592376
irsystem,1,0,1,v2,22870325
an integrated system for characterizing enriched functions and pathways of microrna targets,1,1,0,spacy,22870325
mirsystem,1,1,1,both,22870325
motor protein motility assay,1,1,0,spacy,30472499
chan zuckerberg foundation,1,1,0,spacy,30472499
human skeletal muscle cell atlas,1,1,0,spacy,30472499
webknossos,1,1,1,both,28604722
methget,1,1,1,both,32471342
ethget,1,0,1,v2,32471342
ethylation and gene expression teller,1,0,1,v2,32471342
smartmir,1,0,1,v2,25622824
ncbi2rdf,1,0,1,v2,23984425
abodybuilder,1,0,1,v2,27392298
lncmim,1,1,1,both,33519912
circlncrnanet,1,1,1,both,29194536
ancestrypainter,1,1,1,both,30472416
etnet online,1,0,1,v2,23066841
ask,1,0,1,v2,33454412
an open-source laboratory information management system for sample tracking,1,1,0,spacy,22280360
human papillomavirus t cell antigen database,1,1,1,both,24705205
hpvdb,1,1,1,both,24705205
http://lifecenter.sgst.cn/sysptm/.,1,1,0,spacy,24705204
sysptm-h,1,0,1,v2,24705204
sysptm,1,1,1,both,24705204
http://lifecenter.sgst.cn/sysptm/,1,1,0,spacy,24705204
ectogem,1,1,1,both,25065645
scale metabolic network of ectocarpus,1,1,0,spacy,25065645
scale metabolic network of,1,0,1,v2,25065645
barcode uk,1,0,1,v2,33749162
enzymetracker,1,1,1,both,22280360
gmod,1,0,1,v2,24574118
yanotype,1,0,1,v2,28440791
marker genes data base,1,1,0,spacy,24574116
ene database,1,0,1,v2,24574116
arker genes data base,1,0,1,v2,24574116
ioplat,1,0,1,v2,24574115
biomarkers platform,1,0,1,v2,24574115
bioplat,1,1,1,both,24574115
emvc,1,0,1,v2,24574114
cansnper,1,1,1,both,24574113
novel allele detection tool benchmark and application with antibody repertoire sequencing dataset,1,1,0,spacy,34764956
depositary,1,1,0,spacy,26638488
erver,1,0,1,v2,31127704
a data mining system for knowledge discovery in human papillomavirus with applications in t cell immunology and vaccinology,1,1,0,spacy,24705205
uilder,1,0,1,v2,24705205
a resource for correction of erroneous protein sequences,1,1,0,spacy,24705206
histobreast,1,1,1,both,32503988
cyanotype,1,1,1,both,28440791
http://mips.helmholtz-muenchen.de/mitalos,1,1,0,spacy,26998997
loregic,1,0,1,v2,25884877
loregic available,1,1,0,spacy,25884877
hebi,1,0,1,v2,26933452
ibchebi,1,0,1,v2,26933452
kung,1,1,0,spacy,33257674
kgf,1,1,0,spacy,33257674
kinase gene fusion,1,0,1,v2,33257674
kung fu,1,1,1,both,33257674
deeparg-db,1,1,1,both,29391044
deeparg,1,1,1,both,29391044
a database for the visualisation and exploration of food bacterial communities based on network analysis,1,1,0,spacy,26704067
platform for riken metabolomics,1,1,0,spacy,25688256
mrm-diff,1,1,1,both,25688256
long non-coding rna global function predictor,1,0,1,v2,23132350
lnc-gfp,1,0,1,v2,23132350
genemarker,1,1,1,both,34764987
miseq,1,1,1,both,29423801
ttc,1,1,1,both,26146999
lollipops,1,0,1,v2,27490490
andsutterellaceae,1,1,0,spacy,34666677
fdr<.1,1,1,0,spacy,34666677
0.937,1,1,0,spacy,33454412
mu-net,1,1,1,both,33454412
spang,1,1,1,both,28178937
mip,1,0,1,v2,34437544
frag20,1,1,0,spacy,33683885
entity dataset,1,0,1,v2,32602538
ebed_dataset.rar,1,1,0,spacy,32602538
bner,1,0,1,v2,32602538
vised_jnlpba.zip,1,1,0,spacy,32602538
https://iasl-btm.iis.sinica.edu.tw/bner/content/aicup,1,1,0,spacy,32602538
ebed,1,1,1,both,32602538
brain research through advancing innovative neurotechnologies,1,1,0,spacy,31619497
cutting-edge tools and resources for the community,1,1,0,spacy,31619497
materials,1,0,1,v2,34437544
paintings,1,0,1,v2,34437544
seqinspector,1,0,1,v2,26868127
http://pkuxxj.pku.edu.cn/cvdhd,1,1,0,spacy,24344970
immune muris,1,0,1,v2,34404761
catalogus immune muris,1,1,0,spacy,34404761
ismobiledevice,1,1,0,spacy,25098641
httprequest,1,1,0,spacy,25098641
als online genetics database,1,1,1,both,25098641
sclerosis online genetics database,1,1,0,spacy,25098641
webview,1,1,0,spacy,25098641
amyotrophic lateral sclerosis online genetics database,1,0,1,v2,25098641
emr,1,0,1,v2,29849998
review of recent advances in translational bioinformatics,1,1,0,spacy,29063562
unmerl,1,1,1,both,29849994
neurordf,1,0,1,v2,27392431
piika 2,1,0,1,v2,24312246
piika,1,0,1,v2,24312246
autotax,1,1,0,spacy,32963001
http://purl.org/net/spang,1,1,0,spacy,28178937
mammalian gene function resource,1,1,0,spacy,22968824
spatio-temporal simulation environment,1,1,1,both,21527030
stse,1,1,1,both,21527030
systems biology operational software,1,0,1,v2,21527030
tse,1,0,1,v2,21527030
three domains,1,1,0,spacy,33323508
entanglement,1,1,0,spacy,27458034
automated prediction and annotation of small open reading frames in microbial genomes,1,1,0,spacy,33290720
smorfinder,1,1,1,both,33290720
23,1,0,1,v2,25917918
oc plus,1,0,1,v2,27130330
caarray,1,1,0,spacy,27130330
g-doc plus,1,1,1,both,27130330
doc plus,1,0,1,v2,27130330
repository for molecular brain neoplasia data,1,0,1,v2,27130330
g-doc plus - an integrative bioinformatics platform for precision medicine,1,1,0,spacy,27130330
chromatin motif database,1,0,1,v2,23656909
dcsr,1,1,0,spacy,23656909
bzimm,1,0,1,v2,33126862
cocoputs,1,0,1,v2,31029701
aplo2ped,1,0,1,v2,21854652
haplo2ped,1,1,1,both,21854652
cvdhd,1,1,1,both,24344970
vdhd,1,0,1,v2,24344970
review of design and applications,1,1,0,spacy,30734671
ccsi,1,1,1,both,26868054
immunome database for marsupials and monotremes,1,1,1,both,21854560
a database for vietnamese herbal species,1,1,0,spacy,30407009
vietherb,1,1,1,both,30407009
eavr,1,0,1,v2,32471392
beavr,1,1,1,both,32471392
ω-transaminase engineering database,1,1,1,both,29423963
otaed,1,1,1,both,29423963
d-peaks,1,0,1,v2,23132505
human phosphatases,1,0,1,v2,22804825
hupho,1,1,1,both,22804825
human phosphatase portal,1,1,1,both,22804825
chromatin-chromatin spatial interaction,1,1,1,both,26868054
cardiovascular disease herbal database,1,1,1,both,24344970
suite3,1,0,1,v2,31521110
hhblits3,1,1,0,spacy,31521110
h-suite,1,0,1,v2,31521110
corvids literature database,1,0,1,v2,26868053
mdm,1,1,1,both,26868052
of medical data models,1,0,1,v2,26868052
dm,1,0,1,v2,26868052
paintdb,1,1,1,both,33978706
network-based omics integration and visualization using protein-protein interactions in pseudomonas aeruginosa,1,1,0,spacy,33978706
pseudomonas aeruginosa interaction database,1,1,0,spacy,33978706
aintdb,1,0,1,v2,33978706
immunome,1,0,1,v2,21854560
idmm,1,1,1,both,21854560
fluorescence association rules for multi-dimensional insight,1,1,0,spacy,21361958
cancer peptidome database of biofluids,1,1,0,spacy,28473704
dockstore,1,0,1,v2,33978761
readfish,1,0,1,v2,33257864
cucumis melo microsatellite markers and other horticulture crop research,1,1,0,spacy,25885062
cmmdb,1,1,1,both,25885062
cucumis melo l,1,0,1,v2,25885062
an online system for exploring significant similar diseases and exhibiting potential therapeutic drugs,1,1,0,spacy,27457921
dissim,1,1,1,both,27457921
molgridcal,1,0,1,v2,25229694
mcot,1,0,1,v2,31750523
motifs co-occurrence tool,1,1,1,both,31750523
fdbp,1,1,1,both,24476026
http://bioserv.rpbs.univ-paris-diderot.fr/services/interevdock3/.,1,1,0,spacy,33978743
interevdock3,1,1,1,both,33978743
https://github.com/almeidasilvaf/soyfungigcn,1,1,0,spacy,34961779
find individual motif occurrences,1,1,1,both,21330290
fimo,1,1,1,both,21330290
iuis allergen nomenclature sub-committee,1,1,0,spacy,24738154
iuis allergen nomenclature sub-committee encourages researchers to use these updated allergen names in future publications,1,1,0,spacy,24738154
synd,1,1,1,both,32242026
mira,1,0,1,v2,29653352
imaging repository and analysis,1,0,1,v2,29653352
cancerpdf,1,1,1,both,28473704
ancer peptidome database,1,0,1,v2,28473704
chemical collection for acetylcholinesterase inhibition,1,1,0,spacy,33844597
ox21,1,0,1,v2,33844597
toxicology in the 21st century,1,0,1,v2,33844597
yqfc/.,1,1,0,spacy,33186464
medicinal plants database for,1,1,0,spacy,27681445
mpd3,1,1,1,both,27681445
web,1,0,1,v2,29745830
megadock-web,1,0,1,v2,29745830
megadock,1,1,1,both,29745830
max weaver dye library,1,1,0,spacy,28959395
eastman chemical company,1,1,0,spacy,28959395
drug-gene,1,1,0,spacy,29156001
ene interaction database,1,0,1,v2,29156001
yqfc,1,1,1,both,33186464
yeast quantitative features comparator,1,1,1,both,33186464
conrel,1,1,1,both,33186463
http://kwanlab.bio.cuhk.edu.hk/vp,1,1,0,spacy,25518728
igepros,1,1,1,both,22373022
http://www.biosino.org/igepros/.,1,1,0,spacy,22373022
borreliabase,1,1,1,both,24994456
a phylogeny-centered browser of borrelia genomes,1,1,0,spacy,24994456
carma3,1,1,1,both,21586583
webcarma,1,1,1,both,21586583
ipba,1,1,1,both,21586582
http://www.nipgr.res.in/cgwr/home.php,1,1,0,spacy,25518738
gwr,1,0,1,v2,25518738
chickpea genomic web resource,1,1,1,both,25518738
cgwr,1,1,1,both,25518738
medicinal plants database for drug,1,0,1,v2,27681445
a scalable cpu-mic coordinated drug-finding tool by frequent subgraph mining,1,1,0,spacy,29745832
cmfsm,1,1,1,both,29745832
urfer,1,0,1,v2,22536870
cdca8,1,1,0,spacy,28238542
aldh2,1,1,0,spacy,28238542
ibs,1,0,1,v2,29385418
frama,1,0,1,v2,26763976
rama,1,0,1,v2,26763976
growing toolbox for protein synthesis studies,1,1,0,spacy,28566214
calculation engine,1,0,1,v2,34398913
skills calculation engine,1,1,0,spacy,34398913
sce,1,1,1,both,34398913
a cross-species repository for toxicogenomic signatures,1,1,0,spacy,29385404
toxsign,1,1,1,both,29385404
g2s@genomenexus.org.<h4,1,1,0,spacy,29385402
g2s,1,0,1,v2,29385402
extensive de-novo te annotator,1,0,1,v2,31843001
benchmarking transposable,1,1,0,spacy,31843001
reeshrink,1,0,1,v2,29745847
treeshrink,1,1,1,both,29745847
fast and accurate detection of outlier long branches in collections of phylogenetic trees,1,1,0,spacy,29745847
lncexplore,1,1,1,both,34464437
bowman & wyble in psychological review 114(1,1,1,0,spacy,24634029
vwm,1,1,0,spacy,24634029
patch,1,0,1,v2,22536870
patch-surfer,1,0,1,v2,22536870
prer,1,1,1,both,34038408
e-smap,1,1,1,both,33219205
http://ccbb.jnu.ac.in/tb,1,1,0,spacy,22209237
a comprehensive knowledge base for ricinus communis,1,1,0,spacy,21914200
drd2,1,1,0,spacy,24830558
aa1r,1,1,0,spacy,24830558
gpcr-hetnet,1,0,1,v2,24830558
hetnet,1,1,0,spacy,24830558
gomma,1,1,1,both,21914205
omma,1,0,1,v2,21914205
wtab,1,0,1,v2,33808985
mw,1,0,1,v2,33808985
mwtab,1,0,1,v2,33808985
4x,1,1,0,spacy,21914200
astordb,1,0,1,v2,21914200
castordb,1,1,1,both,21914200
vaporation-soil moisture active passive,1,0,1,v2,33219205
castor db,1,0,1,v2,21914200
pza,1,1,0,spacy,34726489
structure-aware mycobacterium tuberculosis functional annotation uncloaks resistance,1,1,0,spacy,34726489
gwas.<h4,1,1,0,spacy,21586520
genome-wide association studies pipeline,1,0,1,v2,21586520
gwaspi,1,1,1,both,21586520
enable,1,1,1,both,28566103
fungal genome annotation,1,1,0,spacy,29876818
pass targets,1,0,1,v2,26305108
jcd-dea,1,1,1,both,31253075
hector,1,0,1,v2,32236111
g protein-coupled receptor heterodimer network,1,0,1,v2,24830558
qrc,1,0,1,v2,28926565
http://fgrtools.hms.harvard.edu/mist/,1,1,0,spacy,29155944
molecular interaction search tool,1,1,1,both,29155944
pantheon 1.0,1,0,1,v2,26731133
pantheon,1,1,1,both,26731133
pantheon 1,1,0,1,v2,26731133
structural perspective on revealing and altering molecular functions of genetic variants linked with diseases,1,1,0,spacy,30696058
burrows-wheeler transformation,1,1,0,spacy,31056509
memory scalable construction of large scale de bruijn graph,1,1,0,spacy,31056509
large scale de bruijn graph,1,0,1,v2,31056509
de bruijn graph constructor in scalable memory,1,0,1,v2,31056509
degsm,1,1,1,both,31056509
phostar,1,1,1,both,29057658
identifying tandem mass spectra of phosphorylated peptides before database search,1,1,0,spacy,29057658
kegg pathway painter,1,0,1,v2,25879163
kpp,1,1,1,both,25879163
segel,1,1,1,both,26010234
smoking effects on gene expression of lung,1,1,0,spacy,26010234
smoking effects on human lung gene expression,1,1,0,spacy,26010234
hergapdbase,1,1,1,both,21586548
legionelladb,1,1,1,both,33612398
eastmed,1,0,1,v2,22372975
yeastmed,1,1,1,both,22372975
ca²⁺,1,1,0,spacy,22635116
onguard,1,1,1,both,22635116
h5tr,1,1,0,spacy,22536810
bhmt,1,1,0,spacy,28238542
mtcid,1,1,1,both,22209237
https://github.com/reymond-group/mhfp,1,1,0,spacy,30564943
http://visant.bu.edu,1,1,0,spacy,23716640
red blood cell environment,1,0,1,v2,30794542
respire,1,1,1,both,30794542
of proteins involved in the red blood cell environment,1,1,0,spacy,30794542
ys,1,0,1,v2,27910954
mal-lys,1,1,1,both,27910954
imk1208,1,1,0,spacy,30335785
raven toolbox,1,0,1,v2,30335785
moduland,1,1,0,spacy,21586727
diprodb,1,1,0,spacy,23716644
a web-based monte carlo biodata simulator based on sequence/feature characteristics,1,1,0,spacy,23716644
bidas,1,1,1,both,23716644
aviator,1,0,1,v2,34038559
scalable predictive analysis in critically ill patients using a visual open data analysis platform,1,1,0,spacy,26731286
omicseq,1,0,1,v2,28402462
trackrank,1,1,0,spacy,28402462
correctpattern,1,1,0,spacy,21816093
flyex,1,1,1,both,21816093
http://urchin.spbcas.ru/asp/2011/emm/.<h4>conclusions</h4>we,1,1,0,spacy,21816093
rembrandt,1,0,1,v2,30106394
mirmap,1,1,1,both,23716633
mirmap web,1,0,1,v2,23716633
a database of transmembrane and secreted proteins showing apical-basal polarity,1,1,0,spacy,33186585
polarprotdb,1,1,1,both,33186585
against machine with,1,0,1,v2,30106392
hgmd<sup>®</s,1,0,1,v2,32596782
hgmd<s,1,0,1,v2,32596782
sincera,1,1,1,both,26600239
cchmc,1,1,0,spacy,26600239
gvl,1,0,1,v2,26501966
genomics virtual laboratory,1,0,1,v2,26501966
lipid species annotation at double bond position level with custom databases by extension of the,1,1,0,spacy,30892876
cliff,1,0,1,v2,23356232
identity finding,1,0,1,v2,23356232
lbs-κ,1,0,1,v2,26043208
mirror2,1,0,1,v2,24372041
spinalj,1,1,0,spacy,34661190
extracellular circulating micrornas,1,1,0,spacy,23094086
scalable brain atlas,1,1,1,both,25682754
sba,1,1,1,both,25682754
pk-pd,1,1,0,spacy,29680449
rnaspace.org,1,1,0,spacy,21947200
snvbox,1,0,1,v2,21685053
chasm,1,1,0,spacy,21685053
eufishbiomed,1,0,1,v2,22537014
european zebrafish resource centre,1,1,0,spacy,22537014
zeomics,1,1,1,both,21881655
mapping and browsing medical evidence in real-time,1,1,0,spacy,34136886
i>trialstreamer</i,1,0,1,v2,34136886
array and analysis core,1,0,1,v2,31449908
ionetapp,1,0,1,v2,30794548
bionetapp,1,1,1,both,30794548
ham10000,1,0,1,v2,30106392
rapidminer,1,1,0,spacy,26731286
tuberculosis clinical isolate genetic polymorphism database,1,0,1,v2,22209237
chap,1,1,1,both,31220459
rgot2,1,0,1,v2,22536960
argot2,1,1,1,both,22536960
tm-coffee,1,1,1,both,22536955
itt,1,0,1,v2,34235130
logically inferred tuberculosis transmission,1,1,1,both,34235130
https://zenodo.org/badge/latestdoi/166261171,1,1,0,spacy,34235130
tuberculosis,1,0,1,v2,34235130
litt,1,1,1,both,34235130
regate,1,0,1,v2,28402416
annotation package,1,0,1,v2,31220459
channel annotation package,1,1,0,spacy,31220459
brillouin-zone database,1,1,0,spacy,34726633
cppsite 2,1,0,1,v2,33186582
lkvec,1,1,1,both,34726633
vocbinbase,1,0,1,v2,21816034
compound,1,0,1,v2,21816034
ocbinbase,1,0,1,v2,21816034
svexpress,1,1,1,both,33743584
hymyco-db,1,0,1,v2,23028445
phymyco-db,1,1,1,both,23028445
http://2isa.readthedocs.io/en/latest/.<h4>contact</h4>reza.salek@ebi.ac.uk,1,1,0,spacy,28402395
https://github.com/isa-tools,1,1,0,spacy,28402395
nmrml,1,1,0,spacy,28402395
prgdb 3,1,0,1,v2,29156057
http://www.medcomp.medicina.unipd.it/argot2,1,1,0,spacy,22536960
whole genome sequencing,1,0,1,v2,28992259
sr annotation tool,1,0,1,v2,28992259
wgssat,1,1,1,both,28992259
mydas,1,1,1,both,23028496
consistent differential expression pattern,1,1,0,spacy,22078224
differential expression pattern,1,0,1,v2,22078224
cdep,1,1,1,both,22078224
differential,1,0,1,v2,22078224
phosphositeanalyzer,1,1,1,both,22471441
hosphositeanalyzer,1,0,1,v2,22471441
community-analyzer,1,1,1,both,23978768
d2rq,1,0,1,v2,22536974
moleculardata,1,1,0,spacy,22536971
molecular biodiversity database,1,1,0,spacy,22536971
molecular biodiversity database by gidl,1,1,0,spacy,22536971
gidl,1,1,1,both,22536971
renal pre-competitive consortium,1,1,1,both,29778696
pc,1,0,1,v2,29778696
xlm-tools,1,0,1,v2,32531204
https://github.com/topf-lab/xlm-tools,1,1,0,spacy,32531204
xlm,1,1,0,spacy,32531204
mods,1,0,1,v2,32531204
xlmo,1,1,0,spacy,32531204
monolink depth score,1,1,1,both,32531204
proggene,1,0,1,v2,25518851
proggenev2,1,1,1,both,25518851
polymer nanodiscs: discoidal amphiphilic block copolymer membranes,1,1,0,spacy,29123151
dre,1,1,0,spacy,32629327
fungene-db,1,0,1,v2,22766416
biosharing,1,1,1,both,27189610
review of natural product databases,1,1,0,spacy,26009974
probe,1,1,0,spacy,26861939
morning,1,0,1,v2,26861939
preview,1,0,1,v2,21619057
hla-adr,1,1,1,both,27189608
fifth biocreative challenge evaluation workshop,1,1,0,spacy,27189607
taed,1,1,1,both,28795237
adaptive evolution database,1,1,1,both,28795237
treethrasher,1,1,0,spacy,28795237
fishnet,1,1,1,both,31220074
an automated relational database for zebrafish colony management,1,1,0,spacy,31220074
curated and crowd-sourced metadata standards,1,1,0,spacy,27189610
artie,1,0,1,v2,28369246
hypad,1,1,1,both,28303715
faradaic ion concentration polarization on a paper fluidic platform,1,1,0,spacy,28303715
toppr,1,1,1,both,23093603
online protein processing resource,1,0,1,v2,23093603
the online protein processing resource,1,1,1,both,23093603
chemcomps,1,0,1,v2,23093600
coupled mixed model,1,1,0,spacy,33546598
epicombflu,1,1,1,both,23716197
circlemap,1,1,0,spacy,23748957
ucsc interaction browser,1,1,0,spacy,23748957
interaction browser,1,0,1,v2,23748957
supertoxic,1,1,0,spacy,26009974
gdc 2,1,0,1,v2,26108279
virtual mouse brain,1,0,1,v2,28664183
tvmb,1,1,1,both,28664183
french consumer health vocabulary on breast cancer field,1,1,0,spacy,29332530
outbreaktools,1,1,1,both,24928667
fine-tuning word embeddings for hierarchical representation of data using a corpus and a knowledge base for various machine learning applications,1,1,0,spacy,34824601
gcms,1,1,0,spacy,31121816
distats,1,1,1,both,27681175
iram,1,1,1,both,31318422
virus capsid database,1,0,1,v2,31318422
swit,1,1,1,both,27255189
zuco,1,1,1,both,30531985
zurich cognitive language processing corpus,1,1,1,both,30531985
longest approximately common prefix outperforms these nine approximate string matching methods in its maximum f1 measure when evaluated on three out of the four datasets,1,1,0,spacy,24928653
longest approximately common prefix method completes its string similarity evaluations in less time than all nine string similarity methods used for comparison,1,1,0,spacy,24928653
longest approximately common prefix,1,1,0,spacy,24928653
tm-logo,1,0,1,v2,31318409
ratpost,1,0,1,v2,33481094
stop,1,1,0,spacy,33481094
oncorx,1,1,1,both,21848450
oncorx-mi,1,1,1,both,21848450
ncorx-mi,1,0,1,v2,21848450
qportal,1,1,1,both,29352322
catalog of natural products occurring in watermelon-<i,1,1,0,spacy,34595201
vb,1,0,1,v2,28664183
dmri)-based,1,1,0,spacy,28664183
australian indigenous biocultural knowledge for contemporary natural and cultural resource management,1,1,0,spacy,25682266
partie,1,1,1,both,28369246
seten,1,0,1,v2,28336542
crenet,1,1,1,both,29352257
mfmd,1,1,1,both,26173767
