entity_name,total_papers,spacy_papers,v2_papers,source,pmids
networkin,1,1,0,spacy,22471441
hosphositeanalyzer,1,0,1,v2,22471441
phosphositeanalyzer,1,1,1,both,22471441
differential,1,0,1,v2,22078224
cdep,1,1,1,both,22078224
differential expression pattern,1,0,1,v2,22078224
consistent differential expression pattern,1,1,0,spacy,22078224
piggybac,1,1,0,spacy,28533524
cppsite,1,1,1,both,33186582
mal-lys,1,1,1,both,27910954
polarprotdb,1,1,1,both,33186585
a database of transmembrane and secreted proteins showing apical-basal polarity,1,1,0,spacy,33186585
mirmap web,1,0,1,v2,23716633
mirmap,1,1,1,both,23716633
http://urchin.spbcas.ru/asp/2011/emm/.<h4>conclusions</h4>we,1,1,0,spacy,21816093
flyex,1,1,1,both,21816093
correctpattern,1,1,0,spacy,21816093
trackrank,1,1,0,spacy,28402462
omicseq,1,0,1,v2,28402462
aviator,1,0,1,v2,34038559
http://visant.bu.edu,1,1,0,spacy,23716640
raven toolbox,1,0,1,v2,30335785
imk1208,1,1,0,spacy,30335785
raven,1,0,1,v2,30335785
memory scalable construction of large scale de bruijn graph,1,1,0,spacy,31056509
de bruijn graph constructor in scalable memory,1,0,1,v2,31056509
e-drug3d,1,0,1,v2,22539672
ptm-logo,1,1,1,both,31318409
artie,1,0,1,v2,28369246
ra,1,0,1,v2,28369246
epicombflu,1,1,1,both,23716197
cmm,1,0,1,v2,33546598
coupled mixed model,1,1,0,spacy,33546598
curated and crowd-sourced metadata standards,1,1,0,spacy,27189610
biosharing,1,1,1,both,27189610
an automated relational database for zebrafish colony management,1,1,0,spacy,31220074
fishnet,1,1,1,both,31220074
morning,1,0,1,v2,26861939
probe,1,1,0,spacy,26861939
gdc 2,1,0,1,v2,26108279
qportal,1,1,1,both,29352322
tm-logo,1,0,1,v2,31318409
chemirs,1,1,1,both,27091357
randomforest,1,1,0,spacy,28369246
seten,1,0,1,v2,28336542
rrcd,1,1,0,spacy,27779497
hdps,1,1,0,spacy,27779497
conserved noncoding elements,1,1,0,spacy,31449516
cner,1,1,1,both,31449516
a toolkit for exploring extreme noncoding conservation,1,1,0,spacy,31449516
protein contact map prediction using neural network training coupled with naïve bayes classifiers,1,1,0,spacy,28369334
nebcon,1,1,1,both,28369334
structural interaction fingerprints,1,1,0,spacy,34496955
hic-spector,1,0,1,v2,28369339
fast structural fragment mining over large collections of protein structures,1,1,0,spacy,25977292
bcsearch,1,1,1,both,25977292
bcspecificitysearch,1,1,0,spacy,25977292
mirpath,1,1,1,both,25977294
partie,1,1,1,both,28369246
the largest qpcr assay archive to date and endless potential for lab workflow revitalization,1,1,0,spacy,30466398
irpath,1,0,1,v2,25977294
mfmd,1,1,1,both,26173767
jstuart@soe.ucsc.edu,1,1,0,spacy,22962493
https://github.com/kouroshz/crenethttps://github.com/kouroshz/crenet,1,1,0,spacy,29352257
crenet,1,1,1,both,29352257
cicrunch,1,0,1,v2,26730820
nif,1,1,1,both,26730820
resource disambiguator for the,1,0,1,v2,26730820
rdw,1,0,1,v2,26730820
scicrunch,1,1,1,both,26730820
disambiguator for the web,1,0,1,v2,26730820
ethseq,1,1,1,both,28369222
psymukb,1,1,1,both,31809863
neuropsychiatric mutation knowledge base,1,1,1,both,31809863
novo variant knowledge base for developmental disorders,1,1,0,spacy,31809863
mediterranean founder mutation database,1,1,1,both,26173767
pan4draft,1,1,1,both,29942087
pcrdrive,1,1,1,both,30466398
pan4drafts,1,1,1,both,29942087
otifmap,1,0,1,v2,22208852
motifmap,1,1,1,both,22208852
validness,1,1,1,both,23093589
nessential,1,0,1,v2,23093589
a database of validated leucine-rich nuclear export signals,1,1,0,spacy,23093589
plant co-expression annotation resource,1,1,1,both,33546584
lant co-expression annotation resource,1,0,1,v2,33546584
plantannot,1,1,1,both,33546584
genome maps,1,0,1,v2,23748955
apocand,1,1,1,both,26861916
apocand.,1,1,0,spacy,26861916
database of human apoptotic proteins in the context of cancer,1,1,0,spacy,26861916
mirpd,1,1,1,both,24273243
diana-mirpath,1,1,1,both,25977294
arbase,1,0,1,v2,25977294
degsm,1,1,1,both,31056509
structure-aware mycobacterium tuberculosis functional annotation uncloaks resistance,1,1,0,spacy,34726489
cragdb--a,1,0,1,v2,26862144
cragdb,1,1,1,both,26862144
leishmania microsatellite database,1,1,1,both,25125444
leishmicrosatdb,1,1,1,both,25125444
a database for plant carbohydrate-active enzymes,1,1,0,spacy,25125445
plantcazyme,1,1,1,both,25125445
gourdbase,1,1,1,both,29483591
dre,1,1,0,spacy,32629327
jcd-dea,1,1,1,both,31253075
pass targets,1,0,1,v2,26305108
enable,1,1,1,both,28566103
gwaspi,1,1,1,both,21586520
genome-wide association studies pipeline,1,0,1,v2,21586520
gwas.<h4,1,1,0,spacy,21586520
pza,1,1,0,spacy,34726489
aiso,1,1,1,both,25584184
omma,1,0,1,v2,21914205
gomma,1,1,1,both,21914205
hetnet,1,1,0,spacy,24830558
gpcr-hetnet,1,0,1,v2,24830558
aa1r,1,1,0,spacy,24830558
drd2,1,1,0,spacy,24830558
g protein-coupled receptor heterodimer network,1,0,1,v2,24830558
qrc,1,0,1,v2,28926565
h5tr,1,1,0,spacy,22536810
yeastmed,1,1,1,both,22372975
eastmed,1,0,1,v2,22372975
kpp,1,1,1,both,25879163
kegg pathway painter,1,0,1,v2,25879163
bwt,1,1,0,spacy,31056509
iso,1,0,1,v2,25584184
annotation of image segments with ontologies,1,1,0,spacy,25584184
http://www.microrna.gr/mirpathv3,1,1,0,spacy,25977294
bikegg,1,1,1,both,27714042
http://qufaculty.qu.edu.qa/tariq-khwaileh/download-center/,1,1,0,spacy,29450704
conclusions</h4>1,1,1,0,spacy,24666584
heartbioportal2.0,1,1,1,both,33382884
afgen,1,1,0,spacy,33382884
finngen,1,1,0,spacy,33382884
heartbioportal,1,1,1,both,33382884
heartbioportal2,1,0,1,v2,33382884
charge,1,1,0,spacy,33382884
metsrr,1,1,1,both,33382886
metabolic syndrome research resource,1,1,1,both,33382886
http://www.healthdisparityinformatics.com/metsrr,1,1,0,spacy,33382886
health,1,0,1,v2,24699371
an integrated information portal for the model legume lotus japonicus,1,1,0,spacy,28008948
lotus base,1,1,1,both,28008948
h(2)o(2)-inactivated,1,1,0,spacy,22635006
drvm,1,1,1,both,28369462
pd_ngsatlas,1,1,1,both,25551368
curatopes melanoma,1,1,0,spacy,31416842
cometgene,1,1,1,both,30630411
conserved metabolic and genomic neighborhoods,1,1,0,spacy,30630411
ometgene,1,0,1,v2,30630411
taxonomic unit identification tool)-an,1,1,0,spacy,24502797
taxonomic unit identification tool)-a,1,0,1,v2,24502797
tuit,1,1,1,both,24502797
http://studyforrest.org,1,1,0,spacy,27779618
studyforrest,1,1,1,both,27779618
quality assessment of tandem mass spectra via sequence tagging,1,1,0,spacy,21520941
scanranker,1,1,1,both,21520941
https://github.com/naturalis/hts-barcode-checker,1,1,0,spacy,24502833
rvm,1,0,1,v2,28369462
mmcif/,1,1,0,spacy,31286135
erina3d,1,0,1,v2,31286135
genestation,1,1,1,both,26567549
net-ge,1,0,1,v2,27485441
v,1,0,1,v2,23028969
ibrism,1,0,1,v2,23028969
vibrism,1,1,0,spacy,23028969
a platform for comparative exploration of plant pri-mirna expression data,1,1,0,spacy,22013167
dbecif,1,0,1,v2,34301175
pdbecif,1,1,1,both,34301175
dr.vis,1,1,1,both,25355513
human disease-related viral integration sites in the era of high-throughput deep sequencing,1,1,0,spacy,25355513
a database of human disease-related viral integration sites,1,1,0,spacy,25355513
dementia research in latin america,1,0,1,v2,33776890
expand dementia research in latin america,1,0,1,v2,33776890
redlat,1,0,1,v2,33776890
drugsurv,1,1,1,both,24503543
ge,1,0,1,v2,27485441
http://www.jianglab.cn/ncep/.,1,1,0,spacy,32105730
chromatin modified snps,1,1,1,both,23782616
ncep,1,1,1,both,32105730
hipub,1,1,1,both,27485446
ipub,1,0,1,v2,27485446
omiras,1,0,1,v2,23946503
european cancer incidence and mortality,1,1,0,spacy,24569102
sumfregat,1,1,1,both,30860568
unicar,1,0,1,v2,27518241
virgo,1,1,1,both,23815474
http://penglab.janelia.org/proj/celegans_seganno,1,1,0,spacy,21849395
v3d,1,1,0,spacy,21849395
repository.<h4>contact</h4>pengh@janelia.hhmi.org,1,1,0,spacy,21849395
spdb,1,1,1,both,32761141
bioactive relationships,1,1,0,spacy,27387194
http://camellia.ahau.edu.cn/tbc2health,1,1,0,spacy,27387194
an integrated cancer public translational research and drug discovery resource,1,1,0,spacy,22013161
chromos,1,1,1,both,23782616
amrmap,1,1,1,both,33776956
phenotype knowledgebase,1,1,1,both,27026615
atmad,1,1,1,both,33219693
arabidopsis thaliana multi-omics association database,1,1,1,both,33219693
glycordf,1,1,1,both,25388145
a community web portal for extracellular vesicles research,1,1,0,spacy,25388151
http://geneticslab.aua.gr/.,1,1,0,spacy,33907838
demetra application database,1,1,0,spacy,33907838
whole‑exome,1,1,0,spacy,33907838
whole‑genome,1,1,0,spacy,33907838
demetra application,1,0,1,v2,33907838
genesense,1,1,1,both,24667292
seq2ref,1,1,1,both,23356573
hu.map 2.0,1,0,1,v2,33973408
fastgt,1,1,1,both,28566690
https://github.com/bioinfo-ut/genometester4/,1,1,0,spacy,28566690
phekb,1,1,1,both,27026615
motifbreakr,1,1,1,both,26272984
prolif,1,1,1,both,34563256
a library to encode molecular interactions as fingerprints,1,1,0,spacy,34563256
genui,1,1,1,both,34563271
user interface,1,0,1,v2,34563271
drugex,1,1,1,both,34563271
spyder,1,0,1,v2,21554380
mango genetic stocks,1,1,0,spacy,24143056
magicdb,1,1,1,both,24143056
subnational,1,0,1,v2,30860498
subnational human development index,1,1,0,spacy,30860498
shdi,1,1,0,spacy,30860498
subnational human development database,1,1,0,spacy,30860498
networkanalyzer,1,1,0,spacy,26272981
cyneo4j,1,0,1,v2,26272981
tbc2health,1,1,1,both,27387194
an interactive web platform for analysis of antimicrobial resistance surveillance data in russia,1,1,0,spacy,33776956
restoration of somatosensory function by pairing vagus nerve stimulation with tactile rehabilitation,1,1,0,spacy,31875975
drugsimdb,1,1,1,both,32597467
lessons learned on health adaptation to climate variability and change,1,1,0,spacy,28632491
https://doi.org/10.1289/ehp405,1,1,0,spacy,28632491
contextexplorer,1,0,1,v2,23324080
jcontextexplorer,1,1,1,both,23324080
cofactor,1,1,1,both,22570420
grouper,1,0,1,v2,29746620
phyto diab care,1,0,1,v2,23750083
mmunedb,1,0,1,v2,27616708
database of interacting proteins and against randomly curated extractions.<h4,1,1,0,spacy,26338771
deepdive,1,1,1,both,26338771
stq,1,0,1,v2,26699225
net-rstq,1,0,1,v2,26699225
asrd,1,1,1,both,31843802
arabidopsis small rna database,1,1,1,both,31843802
http://bio-bigdata.hrbmu.edu.cn/cpad/,1,1,0,spacy,31155677
medicago phosphoprotein database,1,1,1,both,22701463
revenant,1,1,1,both,32400867
interspia,1,1,1,both,29746660
inter-species protein interaction analysis,1,1,1,both,29746660
syn-lethality,1,1,1,both,24864230
lantern,1,0,1,v2,34039271
antern,1,0,1,v2,34039271
henopsis db,1,0,1,v2,21554668
phenopsis,1,1,1,both,21554668
an information system for arabidopsis thaliana phenotypic data in an environmental context,1,1,0,spacy,21554668
phenopsis db,1,0,1,v2,21554668
ovid trial monitor,1,0,1,v2,32695791
covid trial monitor,1,0,1,v2,32695791
text2genome,1,1,1,both,21325301
canprovar,1,1,1,both,27977206
mppd,1,1,1,both,22701463
easymap,1,1,1,both,33711505
copy,1,0,1,v2,32892221
taxonomic name resolution service,1,0,1,v2,23324024
scopy,1,0,1,v2,32892221
dina,1,1,1,both,23749957
differential network analysis,1,1,1,both,23749957
gene census,1,0,1,v2,34137435
struo,1,0,1,v2,31778148
https://github.com/leylabmpi/struo,1,1,0,spacy,31778148
uniprotr,1,1,1,both,31843688
irecspot-ef,1,0,1,v2,30336361
p)-mers,1,1,0,spacy,30336361
imeed,1,1,0,spacy,25159016
an improved database for accurate and consistent habitat,1,1,0,spacy,31647096
progenomes2,1,1,1,both,31647096
resolution service,1,0,1,v2,23324024
taxonomic,1,0,1,v2,23324024
tnrs,1,1,1,both,23324024
sequencing of 16s ribosomal dna,1,1,0,spacy,33711505
mendelims,1,1,1,both,25159034
pathway commons 2019 update,1,1,0,spacy,31647099
pathway commons,1,0,1,v2,31647099
biological pathway exchange,1,1,0,spacy,31647099
graphical notation,1,0,1,v2,31647099
https://www.genoscope.cns.fr/agc/microscope,1,1,0,spacy,31647104
δgcn5a,1,1,0,spacy,24962434
occ,1,0,1,v2,29320579
vaximmutordb,1,1,1,both,33777032
a web-based vaccine immune factor database and its application for understanding vaccine-induced immune mechanisms,1,1,0,spacy,33777032
casp-1,1,1,0,spacy,33777032
tlr8,1,1,0,spacy,33777032
sfam,1,1,1,both,23061897
ptm-snp,1,1,1,both,26043787
association database,1,0,1,v2,33219693
ecolinet,1,1,1,both,25650278
a database of cofunctional gene network for escherichia coli,1,1,0,spacy,25650278
irbase,1,0,1,v2,30598108
mmass,1,1,1,both,23028676
shiv,1,1,0,spacy,21619655
labkey server nab,1,0,1,v2,21619655
scd,1,0,1,v2,25093067
hdacidb,1,1,1,both,25945037
cge-led,1,1,0,spacy,24634318
predicting protein-protein interactions using high-quality non-interacting pairs,1,1,0,spacy,30598096
csnets,1,1,1,both,30598101
snets,1,0,1,v2,30598101
cell-line specific regulatory networks,1,1,0,spacy,30598101
descriptor,1,1,0,spacy,21849047
sisyphus,1,1,0,spacy,21849047
dedal,1,1,1,both,21849047
edal,1,0,1,v2,21849047
mirbaseconverter,1,1,1,both,30598108
structator,1,1,1,both,21619640
scenic,1,1,0,spacy,29909982
animal transcription factor database,1,1,1,both,30204897
humantfdb,1,0,1,v2,30204897
human tf database,1,0,1,v2,30204897
rlncrna,1,0,1,v2,30598113
crlncrna,1,1,1,both,30598113
ignature,1,0,1,v2,22078435
mugi,1,0,1,v2,25289699
multiple genome index,1,1,1,both,25289699
fijiwingspolarity,1,1,1,both,29189094
ibiomes lite,1,0,1,v2,24830957
ibiomes,1,1,0,spacy,24830957
xsl,1,1,0,spacy,24830957
http://faculty.uaeu.ac.ae/nzaki/svm-freescore.htm,1,1,0,spacy,21619696
cnvdigest,1,1,1,both,30598077
fast index-based search for rna sequence-structure patterns,1,1,0,spacy,21619640
a comprehensive database of predicted lncrna-associated cerna networks at single-cell resolution,1,1,0,spacy,33219686
redict,1,0,1,v2,23815072
ann neurol,1,1,0,spacy,31875975
life,1,1,0,spacy,32105353
lifestyle interventions and independence for elders,1,1,0,spacy,32105353
https://agingresearchbiobank.nia.nih.gov).<h4,1,1,0,spacy,32105353
rnaiatlas,1,1,1,both,22700939
autoclickchem,1,1,1,both,22438795
circpedia,1,1,1,both,30172046
spot-cbp,1,1,0,spacy,30106511
sprint-cbh,1,1,0,spacy,30106511
imacel,1,1,1,both,30794647
my personal mutanome,1,1,1,both,33514395
personal mutanome,1,0,1,v2,33514395
0.940,1,1,0,spacy,23815072
jenner-predict server outperformed nerve,1,1,0,spacy,23815072
c-hpp,1,0,1,v2,26076068
metal sites similarity search,1,1,0,spacy,24699831
database of reconstructed metabolic networks,1,1,1,both,31581093
dorman,1,1,1,both,31581093
database of reconstructed,1,0,1,v2,31581093
http://ikbkg.lovd.nl,1,1,0,spacy,24339369
ikkgamma,1,1,0,spacy,24339369
ith.<h4,1,1,0,spacy,32170925
ith,1,1,0,spacy,32170925
tughall,1,0,1,v2,32170925
glycome analytics platform,1,1,1,both,27288496
rtfbsdb,1,1,1,both,27288497
tfbsdb,1,0,1,v2,27288497
metals(3,1,0,1,v2,24699831
sites similarity search,1,0,1,v2,24699831
http://metalweb.cerm.unifi.it/tools/metals3/,1,1,0,spacy,24699831
conoserver,1,1,0,spacy,21619696
svm-freescore,1,1,0,spacy,21619696
obirs,1,1,0,spacy,22373375
eukaryotic pathogen databases,1,0,1,v2,25388105
cuban human brain mapping project,1,1,0,spacy,33547313
human brain mapping project,1,0,1,v2,33547313
mmse,1,1,0,spacy,33547313
https://chbmp-open.loris.ca,1,1,0,spacy,33547313
synapse.org,1,1,0,spacy,33547313
kaikobase,1,1,1,both,33645624
reactome biomart,1,0,1,v2,22012987
iikmta,1,1,1,both,29549628
ikmta,1,0,1,v2,29549628
ketos,1,1,1,both,31581246
hole-exome sequencing pipeline web tool,1,0,1,v2,23815231
wep,1,1,1,both,23815231
clinicaltrials.gov,1,0,1,v2,22438982
aact,1,0,1,v2,22438982
a matlab solution for in silico design of synthetic metabolic pathways,1,1,0,spacy,24994891
ontology based information retrieval system,1,0,1,v2,22373375
findpath,1,1,1,both,24994891
lincsnp 3.0,1,0,1,v2,33219661
lincsnp 3,1,0,1,v2,33219661
mdockpep server,1,0,1,v2,30368849
mdockpep,1,1,1,both,30368849
ygjd,1,1,0,spacy,23323735
synttax,1,1,1,both,23323735
ynttax,1,0,1,v2,23323735
ppiexp,1,1,1,both,30565464
pfred,1,1,1,both,33481821
experimental tool reports,1,1,0,spacy,33219682
microrna-promoter interaction resource,1,1,1,both,22439011
review of zero-d and 1-d models of blood flow in the cardiovascular system,1,1,0,spacy,21521508
lncecell,1,1,1,both,33219686
hepitopes,1,1,1,both,27976751
rdrd,1,1,1,both,21357612
rare disease repurposing database,1,1,1,both,21357612
qc,1,0,1,v2,30401579
3uss,1,1,1,both,25617413
uss,1,0,1,v2,25617413
gs transcriptome profile explorer,1,0,1,v2,23815181
gs-trex,1,0,1,v2,23815181
next generation sequencing transcriptome profile explorer,1,0,1,v2,23815181
ngs-trex,1,0,1,v2,23815181
micdb3,1,0,1,v2,24536078
micdb2,1,0,1,v2,24536078
micdb3.0,1,0,1,v2,24536078
microsatellite analysis server,1,0,1,v2,24536078
micas,1,0,1,v2,24536078
micdb,1,1,1,both,24536078
populous,1,0,1,v2,22373396
opulous,1,0,1,v2,22373396
mavevis,1,0,1,v2,31679514
mavedb,1,1,1,both,31679514
splicedfamalign,1,1,1,both,30925859
sfa,1,1,1,both,30925859
https://loschmidt.chemi.muni.cz/caverweb/,1,1,0,spacy,34104357
caverdock,1,1,0,spacy,34104357
caverweb,1,1,1,both,34104357
mitolsdb,1,1,1,both,23585830
openstack,1,1,0,spacy,28107819
c-genomekey,1,0,1,v2,28107819
mc-genomekey,1,1,1,both,28107819
a knowledgebase for chemical modulators of epigenome reader domains,1,1,0,spacy,24470572
hepimod,1,0,1,v2,24470572
chepimod,1,1,1,both,24470572
mqc,1,1,1,both,30401579
paradigm,1,1,0,spacy,22962493
dlrp,1,1,0,spacy,22962483
reliance,1,1,1,both,22962483
savs,1,1,0,spacy,33676930
kipho,1,1,1,both,29220464
malaria parasite kinome-phosphatome,1,1,1,both,29220464
thyroid cancer care collaborative,1,1,0,spacy,25517683
thyroid cancer care,1,0,1,v2,25517683
tccc,1,1,1,both,25517683
a2a,1,1,0,spacy,33349237
trec,1,1,0,spacy,33349237
dlrefd,1,1,1,both,29220470
a database providing associations of long non-coding rnas,1,1,0,spacy,29220470
edaphostat,1,0,1,v2,29220469
daphostat,1,0,1,v2,29220469
ygmd,1,1,1,both,29220473
http://cosbi5.ee.ncku.edu.tw/ygmd/,1,1,0,spacy,29220473
egenpub,1,1,1,both,29220476
deepsav,1,1,1,both,33676930
a bioinformatic pipeline for classifying variation and genetic contexts of transposable elements from short-read whole-genome sequencing data,1,1,0,spacy,30465646
dbsav,1,1,1,both,33676930
wikigwa,1,1,1,both,22929026
human development index,1,1,0,spacy,31121034
ses,1,1,0,spacy,31121034
mtrdb,1,0,1,v2,31284879
a database and software for mitochondrial imperfect interspersed repeats annotation,1,1,0,spacy,31284879
http://bioinfodbs.kantiana.ru/imtrdb/,1,1,0,spacy,31284879
imtrdb,1,1,1,both,31284879
database of human gastric cancer,1,1,1,both,26566288
dbgc,1,1,1,both,26566288
peroxide reactivity with cysteines across human proteomes,1,1,0,spacy,28827280
rdf2graph,1,0,1,v2,26500754
df2graph,1,0,1,v2,26500754
dipper,1,1,1,both,33382035
blakpc,1,1,0,spacy,30465646
tetyper,1,1,1,both,30465646
colil,1,0,1,v2,26500753
tb depot (d,1,0,1,v2,31120982
angiogenes,1,1,1,both,27582018
visual analysis tool of clinical study target populations,1,1,0,spacy,25615940
vitta,1,1,1,both,25615940
jcdb,1,1,1,both,31874631
curcas database,1,1,0,spacy,31874631
detectmite,1,1,1,both,26795595
activerecord,1,1,0,spacy,22994508
genome-environment-trait evidence,1,1,0,spacy,22797899
genome-environment-trait,1,0,1,v2,22797899
get-evidence,1,0,1,v2,22797899
llerdictor,1,0,1,v2,24403538
allerdictor,1,0,1,v2,24403538
leishdb,1,1,1,both,29220437
a database of coding gene annotation and non-coding rnas in leishmania braziliensis,1,1,0,spacy,29220437
metalaffa,1,1,1,both,33087062
isoplot,1,1,1,both,29220459
etalaffa,1,0,1,v2,33087062
pigvar,1,1,1,both,29220438
a database of pig variations and positive selection signatures,1,1,0,spacy,29220438
a database for clinically or experimentally supported non-coding rnas and drug targets associations,1,1,0,spacy,29220444
nrdtd,1,1,1,both,29220444
proc natl acad sci usa 107(37):16084-16089,1,1,0,spacy,24108638
sefret,1,1,0,spacy,24108638
eimeria transcript,1,0,1,v2,22142560
regulatordb,1,1,1,both,29220449
http://wyrickbioinfo2.smb.wsu.edu,1,1,0,spacy,29220449
a resource for the analysis of yeast transcriptional regulation,1,1,0,spacy,29220449
wombat,1,1,0,spacy,26500705
abstractthe,1,1,0,spacy,26500705
a database for comparison of mrna isoforms in fruit fly and mosquitoes,1,1,0,spacy,29220459
colil (comments on literature in literature,1,1,0,spacy,26500753
oas,1,1,0,spacy,26500753
dampd,1,1,1,both,22110032
muster,1,1,0,spacy,23256889
fastq,1,1,0,spacy,26042145
deep learning-based event normalization for the curation of reaction databases,1,1,0,spacy,31350561
https://gitlab.com/bioai/leen,1,1,0,spacy,31350561
bionorm,1,1,1,both,31350561
secretool,1,1,1,both,24370983
http://genomics.cicbiogune.es/secretool/secretool.php,1,1,0,spacy,24370983
inselect,1,0,1,v2,26599208
inselect-a,1,0,1,v2,26599208
ogd,1,0,1,v2,29351734
eogd,1,1,1,both,29351734
octocarinatus genome database,1,1,1,both,29351734
euplotes octocarinatus genome database,1,0,1,v2,29351734
sdi,1,1,1,both,32038710
subcellular diversity index,1,1,1,both,32038710
http://bioinfo.cau.edu.cn/cypsi,1,1,0,spacy,23256889
github.com/innate2adaptive/decombinator,1,1,0,spacy,28073756
ypsi,1,0,1,v2,23256889
cypsi,1,1,1,both,23256889
cyp structure interface,1,1,0,spacy,23256889
alzheimer's disease cerebrospinal fluid and neuroimaging biomarkers,1,1,0,spacy,26402622
a comparative platform for green plant genomics,1,1,0,spacy,22110026
chromosome-assembled human proteome browser,1,0,1,v2,23256906
chromosome-centric human proteome,1,1,0,spacy,23256906
human proteome browser,1,0,1,v2,23256906
wist,1,1,1,both,21258060
dnatraffic,1,1,1,both,22110027
dnatraffic--a,1,0,1,v2,22110027
mycocosm,1,1,1,both,22110030
http://safegene.hms.harvard.edu/aa2nt/,1,1,0,spacy,21258063
mendelian inheritance,1,0,1,v2,21258063
fast analysis of sequences toolbox,1,0,1,v2,26042145
d-light,1,1,1,both,23617301
genotype compressor,1,0,1,v2,29351600
etanet,1,0,1,v2,25779921
genotype,1,1,0,spacy,29351600
gtc,1,1,1,both,29351600
prototheca-id,1,1,1,both,34791104
nucleome data bank,1,1,1,both,33021634
biowh,1,0,1,v2,23846595
jbiowh,1,1,1,both,23846595
http://tcm.zju.edu.cn/t2d,1,1,0,spacy,23846596
t2d@zju,1,1,1,both,23846596
drums,1,1,1,both,21913285
gene mutation,1,0,1,v2,21913285
disease related unique gene mutation search engine,1,0,1,v2,21913285
trava,1,1,1,both,27549386
transcriptome variation analysis,1,1,1,both,27549386
metanet--a,1,0,1,v2,25779921
anamir,1,0,1,v2,31088348
light,1,0,1,v2,23617301
gosdb,1,1,1,both,26140380
ggroups,1,0,1,v2,32366304
an updated database of functional variants involved in rna modifications,1,1,0,spacy,33021671
rmvar,1,1,1,both,33021671
m6avar,1,1,1,both,33021671
heatmap,1,0,1,v2,24567544
jheatmap,1,1,1,both,24567544
an interactive heatmap viewer for the web,1,1,0,spacy,24567544
umap,1,1,0,spacy,32661247
taasrad19,1,0,1,v2,32661247
atlascbs,1,1,1,both,22798082
ligand efficiency indices,1,1,0,spacy,22798082
shambhala,1,0,1,v2,30727942
http://biwww.che.sbg.ac.at/dlight,1,1,0,spacy,23617301
comparative effectiveness of biomarkers to target cancer treatment,1,1,0,spacy,26304062
cantrance,1,1,1,both,26304062
cancer translation of comparative effectiveness research,1,0,1,v2,26304062
erpentinadb,1,0,1,v2,26238452
rotein interface conservation,1,0,1,v2,21519818
protein interface conservation and energetics,1,1,0,spacy,21519818
causal interaction tabular format,1,0,1,v2,30793173
causaltab,1,1,1,both,30793173
mircure,1,1,1,both,33381847
drug target ontology,1,1,0,spacy,29122012
to,1,0,1,v2,29122012
dto,1,1,1,both,29122012
integrated network,1,0,1,v2,29122012
aspar,1,0,1,v2,29253085
payao,1,1,1,both,26205660
cckr,1,0,1,v2,26205660
splamir,1,1,1,both,21421552
serpentinadb,1,1,1,both,26238452
a database of plant-derived molecules of rauvolfia serpentina,1,1,0,spacy,26238452
http://www.boseinst.ernet.in/resources/bioinfo/stag.html,1,1,0,spacy,21519818
describeprot,1,1,1,both,33119734
descriprot,1,0,1,v2,33119734
database of amino acid-level protein structure and function predictions,1,1,0,spacy,33119734
http://biomine.cs.vcu.edu/servers/describeprot/.,1,1,0,spacy,33119734
qppc,1,1,1,both,25058807
calculator,1,0,1,v2,25058807
quantitative proteomics p-value calculator,1,0,1,v2,25058807
cpm,1,1,0,spacy,21880310
topdb,1,1,0,spacy,25943549
consensus constrained topology prediction,1,0,1,v2,25943549
consensus constrained topology prediction web server,1,0,1,v2,25943549
coxmulti,1,1,0,spacy,25091586
appex,1,1,1,both,25091586
ppex,1,0,1,v2,25091586
price,1,1,1,both,21519818
digital reconstruction of axonal and dendritic morphology,1,1,1,both,21519813
cancer drug resistance database,1,1,0,spacy,23486013
http://hitrace.stanford.edu.<h4>contact</h4>sryoon@snu.ac.kr,1,1,0,spacy,25943472
http://bioinformatics.cimap.res.in/sharma/plantafp/.,1,1,0,spacy,31612325
chemgenerator,1,1,1,both,33381797
ms-d,1,0,1,v2,25910694
core-api,1,0,1,v2,25910694
ms-data-core-api,1,0,1,v2,25910694
ince,1,0,1,v2,25910696
mince,1,0,1,v2,25910696
sydseq,1,0,1,v2,25910695
pmim,1,0,1,v2,25910695
pdbest,1,1,1,both,25910698
a user-friendly platform for manipulating and enhancing protein structures,1,1,0,spacy,25910698
dbest,1,0,1,v2,25910698
wisslipids,1,0,1,v2,25943471
swisslipids,1,1,1,both,25943471
https://github.com/ldelgado-serrano/mycofier.git,1,1,0,spacy,27516337
diadem,1,1,1,both,21519813
mycofier,1,1,1,both,27516337
xtensible neuroimaging archive toolkit-xnat,1,0,1,v2,30629299
extensible neuroimaging archive toolkit-xnat,1,1,0,spacy,30629299
cirs,1,1,0,spacy,30629299
padhoc,1,0,1,v2,33381819
https://github.com/conesalab/padhoc.<h4>supplementary,1,1,0,spacy,33381819
adhoc,1,0,1,v2,33381819
mubii-tb-db,1,1,1,both,24731071
tb-db,1,1,0,spacy,24731071
mubii,1,1,1,both,24731071
a database of mutations associated with antibiotic resistance in mycobacterium tuberculosis,1,1,0,spacy,24731071
tb drug resistance mutation database,1,1,1,both,24731071
ubii-tb-db,1,0,1,v2,24731071
tbdream,1,0,1,v2,24731071
superpc,1,1,0,spacy,25091586
timeroc,1,1,0,spacy,25091586
http://www.appex.kr.<h4,1,1,0,spacy,25091586
perio,1,1,1,both,26140188
bayesian inference of allelic inclusion rates,1,1,0,spacy,31677971
rbpmap,1,1,1,both,24829458
