entity_name,total_papers,spacy_papers,v2_papers,source,pmids
cdkd,1,1,1,both,22540288
pannzer,1,1,1,both,25653249
protein annotation with z-score,1,0,1,v2,25653249
three-dimensional structure database of natural metabolites,1,1,1,both,23293959
mrmassaydb,1,1,1,both,33683131
kidney and urinary pathway knowledge base,1,0,1,v2,22345404
image meta,1,0,1,v2,34368755
16(th,1,1,0,spacy,23198982
localized random affine shadowsampling,1,1,0,spacy,34798805
egtc,1,0,1,v2,24444128
for exchangeable gene trap clones,1,0,1,v2,24444128
exchangeable gene trap clones,1,1,0,spacy,24444128
hitisea,1,0,1,v2,34471140
era5-land,1,1,0,spacy,34471140
f human thermal stress indices over south and east asia,1,0,1,v2,34471140
bgiseq-500,1,1,0,spacy,30735609
rare allele detector,1,0,1,v2,23198982
allele frequencies net database website,1,1,0,spacy,23198982
plant biodiversity and genetic resources matter! plant biodiversity,1,1,0,spacy,33291549
ht3ps,1,1,0,spacy,33520974
empres-i,1,0,1,v2,24608033
openfludb,1,1,1,both,24608033
mycodb,1,1,1,both,27163938
prioritization analysis of disease association,1,0,1,v2,22019378
panda,1,0,1,v2,22019378
twims)-derived,1,1,0,spacy,29523251
rsd,1,1,0,spacy,29523251
structural database,1,0,1,v2,31489338
triatokey,1,1,1,both,28605769
peptickddb,1,1,1,both,27589965
yno,1,0,1,v2,34798805
fairdomhub,1,1,0,spacy,34798805
http://expath.itps.ncku.edu.tw,1,1,0,spacy,32898258
bacillusregnet,1,1,1,both,25001169
dúchas.ie,1,1,1,both,33324215
national folklore ethnography database,1,0,1,v2,33324215
dúchas,1,0,1,v2,33324215
meitheal dúchas.ie community transcription,1,1,0,spacy,33324215
montagné-huck and brunette,1,1,0,spacy,30211256
economic analysis of natural forest disturbances,1,1,0,spacy,30211256
sciencedirect,1,1,0,spacy,30211256
genome biology ontology language,1,1,1,both,31685817
empusa,1,1,1,both,31685817
gbol,1,1,1,both,31685817
ggrna,1,1,1,both,22641850
lsfm,1,1,0,spacy,29129912
bacterial genome identification,1,0,1,v2,34733246
fidbac,1,1,1,both,34733246
ficus,1,1,0,spacy,28736702
neuronal genome,1,0,1,v2,32275651
orange,1,1,1,both,32275651
toxicogenomics space,1,0,1,v2,28671182
ptgs,1,0,1,v2,28671182
tgs,1,0,1,v2,28671182
a transcriptional regulation database and analysis platform for bacillus species,1,1,0,spacy,25001169
ht3p,1,1,0,spacy,33520974
seednet,1,1,1,both,21593420
bio3d,1,0,1,v2,32734663
csic,1,1,0,spacy,28769695
oomycete,1,0,1,v2,31260041
table,1,0,1,v2,31260041
oomycete gene table,1,1,1,both,31260041
ptsddb,1,1,1,both,31260040
ptsd biomarker database,1,1,1,both,31260040
snpnexus,1,1,1,both,23395730
gaba(a,1,1,0,spacy,26606997
comprehensive optogenetic pharmacology toolkit for in vivo control,1,1,0,spacy,26606997
top-down proteomics analysis of a low number of mammalian cells,1,1,0,spacy,32374172
mncn,1,1,0,spacy,28769695
the environmental polymorphism registry,1,1,0,spacy,21659040
ontokeeper,1,1,1,both,31391056
epr,1,1,1,both,21659040
environmental polymorphism registry,1,0,1,v2,21659040
kegg medicus,1,0,1,v2,24214961
an exome sequencing database for cancer driver gene identification,1,1,0,spacy,24214964
driverdb,1,1,1,both,24214964
dcv,1,0,1,v2,24083898
hdcv,1,1,1,both,24083898
fungal phylum entomophthoromycota,1,1,0,spacy,27131322
causal organism of grapevine anthracnose,1,1,0,spacy,32013763
hltp,1,1,1,both,29752773
annolnc,1,1,1,both,32406920
annolnc2,1,0,1,v2,32406920
ngspanpipe,1,1,1,both,29785479
a pipeline for pan-genome identification in microbial strains from experimental reads,1,1,0,spacy,29785479
a database of human disease-associated post-translational modifications,1,1,0,spacy,30244175
ptmd,1,1,1,both,30244175
biocuration,1,0,1,v2,28605775
peplife,1,1,1,both,27819351
a repository of the half-life of peptides,1,1,0,spacy,27819351
uk-dale,1,1,1,both,25984347
dale,1,1,0,spacy,25984347
heteropelidnota,1,1,0,spacy,28769631
imole,1,1,1,both,23592298
alfred,1,1,0,spacy,22445421
global biodiversity information facility in spain,1,0,1,v2,26312049
c.cano,1,1,0,spacy,26312049
gbif.es,1,0,1,v2,26312049
north american forest database,1,1,1,both,29785463
nafc,1,1,0,spacy,29785463
nafd,1,0,1,v2,29785463
happi,1,1,1,both,28212602
http://discovery.informatics.uab.edu/happi,1,1,0,spacy,28212602
human annotated and predicted protein interactions,1,1,0,spacy,28212602
happi-2,1,1,1,both,28212602
human protein-protein interaction,1,1,0,spacy,28212602
neuron,1,0,1,v2,27655341
https://github.com/cartercompbio/predictmee,1,1,0,spacy,33914028
sra biosample,1,0,1,v2,33914028
pharmasea,1,1,1,both,30735391
trinetx,1,1,0,spacy,32570350
insite,1,0,1,v2,32570350
fp4026 research database,1,1,0,spacy,27819018
fp4026 research database on the fundamental period of rc,1,1,0,spacy,27819018
dowls-man,1,1,1,both,34405389
of word-level statistics for mandarin chinese,1,0,1,v2,34405389
database of word-level statistics for mandarin chinese,1,1,1,both,34405389
dpd,1,0,1,v2,28343315
digital protologue,1,0,1,v2,28343315
pharmacogenomic resource,1,0,1,v2,32570388
fishbase,1,0,1,v2,24640546
bovine genome,1,0,1,v2,32537769
hdid,1,1,1,both,32767019
codis,1,1,0,spacy,32767019
humanitarian dna identification dna database,1,1,1,both,32767019
stmicroelectronics,1,1,0,spacy,22969389
biological agents database,1,1,0,spacy,25033774
molecular prognostic indicators in cirrhosis database,1,0,1,v2,31620162
molecular prognostic indicators in cirrhosis,1,1,1,both,31620162
mpic,1,1,1,both,31620162
dark proteome database,1,1,1,both,28736578
fred,1,1,1,both,28245064
omnipath,1,1,1,both,33749993
dbpsp 2.0,1,0,1,v2,32472030
sharing experimental animal resources,1,1,0,spacy,28081116
afghan war diary,1,0,1,v2,26475472
database forensic metamodel,1,0,1,v2,28146585
dbfm,1,0,1,v2,28146585
a multi-racial,1,1,0,spacy,26311590
multi-racial mega-resolution database,1,0,1,v2,26311590
mr2,1,0,1,v2,26311590
mito,1,0,1,v2,28507049
models in translational oncology,1,0,1,v2,28507049
leo,1,1,0,spacy,32045996
line ontology,1,0,1,v2,25852852
clo,1,1,1,both,25852852
g:profiler,1,0,1,v2,27098042
g:profiler-a,1,0,1,v2,27098042
al mena,1,0,1,v2,28638141
mena,1,0,1,v2,28638141
first draft genome sequence resource of,1,1,0,spacy,33258434
barley efflux transporter operates,1,1,0,spacy,26672067
pubcast and genecast,1,1,0,spacy,28113865
murine microbiome database,1,1,1,both,31652812
ied,1,1,0,spacy,26475472
wd,1,0,1,v2,26475472
awd,1,0,1,v2,26475472
fine-root ecology database,1,1,1,both,28245064
a matlab-based toolbox for synchronized stimulus presentation in functional mri,1,1,0,spacy,24345673
boldsync,1,1,1,both,24345673
data to support agricultural diversification,1,1,0,spacy,33553528
vectorbase.org,1,0,1,v2,34864248
veupathdb,1,1,1,both,34864248
three-dimensional convolutional neural networks,1,1,0,spacy,32865404
cross-docked data set for structure-based drug design,1,1,0,spacy,32865404
crossdocked2,1,0,1,v2,32865404
nlm,1,0,1,v2,33684612
interpretation,1,0,1,v2,32570509
swiss variant interpretation platform,1,0,1,v2,32570509
swiss variant interpretation platform for oncology,1,1,0,spacy,32570509
swiss,1,0,1,v2,32570509
text-mining services of the swiss variant interpretation platform for oncology,1,1,0,spacy,32570509
detext,1,1,1,both,25951377
http://prir.ustb.edu.cn/detext/.,1,1,0,spacy,25951377
a database for evaluating text extraction from biomedical literature figures,1,1,0,spacy,25951377
fraxinus,1,0,1,v2,30735513
raxinus,1,0,1,v2,30735513
custusx.,1,1,0,spacy,30735513
custusx,1,1,1,both,30735513
corynebrick,1,1,1,both,24706215
h(-1,1,1,0,spacy,24706215
bglbrick,1,1,0,spacy,24706215
ectorbase.org,1,0,1,v2,34864248
peroxisome proliferator activated receptor gamma,1,0,1,v2,30669929
oldsync,1,0,1,v2,24345673
input line entry system,1,0,1,v2,30669929
us,1,0,1,v2,31161416
all,1,0,1,v2,31161416
superior large-scale,1,1,0,spacy,28114006
yeast image toolkit,1,1,0,spacy,28179544
cellstar</i,1,0,1,v2,28179544
cellstar,1,1,0,spacy,28179544
ellstar,1,0,1,v2,28179544
structural,1,0,1,v2,33094747
oxpi,1,0,1,v2,33094747
toxicological,1,0,1,v2,33094747
connectivity and omic phenotype evaluations,1,0,1,v2,33094747
and omic phenotype evaluations,1,0,1,v2,33094747
toxicological prioritization index,1,1,0,spacy,33094747
toxpi,1,1,0,spacy,33094747
http://www.asmscience.org/content/journal/microbiolspec/10.1128/microbiolspec.ame-0002-2018,1,1,0,spacy,31325285
population structure and dynamics of helminthic infection: schistosomiasis,1,1,0,spacy,31325285
smiles,1,0,1,v2,30669929
autophagy small molecule database,1,1,1,both,30669929
mechanistic,1,0,1,v2,30669929
autophagysmdb,1,1,1,both,30669929
simplified,1,0,1,v2,30669929
d-eddm,1,0,1,v2,32734663
eddm,1,1,1,both,32734663
papti,1,1,1,both,23362456
spads,1,0,1,v2,24215429
rna comparative analysis database,1,1,1,both,24772454
rcad,1,1,1,both,24772454
pendotmbase,1,1,1,both,32997234
a database for plant endogenous target mimics,1,1,0,spacy,32997234
cerebra,1,0,1,v2,32669554
cerebrum atlas,1,1,1,both,32669554
safety knowledge base applicable in crisis situations and beyond,1,1,0,spacy,26247028
toolbox for modified aptamers,1,1,0,spacy,26607475
covid19-ct,1,1,0,spacy,33980279
belated green revolution for cannabis,1,1,0,spacy,27524992
gdispal,1,1,0,spacy,24215429
mr,1,0,1,v2,33914774
infrafrontier,1,1,1,both,27262858
nicedrug.ch,1,1,1,both,34340747
vtx-1,1,1,1,both,30211979
vtx,1,0,1,v2,30211979
rsat::plants,1,1,1,both,27557774
motif discovery within clusters of upstream sequences in plant genomes,1,1,0,spacy,27557774
structural data on natural products,1,1,0,spacy,31621010
atraiu,1,1,1,both,33226642
anuran traits of the united states,1,0,1,v2,33226642
brasero,1,1,1,both,22675348
μgc,1,1,0,spacy,24837988
my corporis fabrica,1,1,0,spacy,24936286
mycf,1,1,1,both,24936286
metaboquest,1,1,0,spacy,32997169
computational drug discovery in chemotherapy-induced alopecia via text mining and biomedical databases,1,1,0,spacy,31030996
swiss bioinformatics resource portal,1,1,0,spacy,33849055
rsf,1,1,0,spacy,30047993
toward replacing ethylene oxide,1,1,0,spacy,32833281
computational prediction of microrna target genes,1,1,0,spacy,28540680
wellcome trust genome campus,1,1,0,spacy,25820941
drug-evod,1,0,1,v2,25952014
tpr,1,1,0,spacy,25952014
high-throughput annotation of modified ribonucleotides,1,1,0,spacy,30539546
hamr,1,1,1,both,30539546
modified ribonucleotides,1,0,1,v2,30539546
genome-wide annotation of circrnas and their alternative back-splicing/splicing with circexplorer pipeline,1,1,0,spacy,30539552
regtransbase,1,1,1,both,29556520
mutantelec,1,1,1,both,28114729
traditional surface map,1,1,0,spacy,28114729
platform for drug discovery,1,1,0,spacy,26935085
pdis,1,1,1,both,26935085
trapline,1,0,1,v2,26738481
rapline,1,0,1,v2,26738481
etfid,1,0,1,v2,32997169
metfid,1,1,1,both,32997169
smartool,1,0,1,v2,30441365
estimator,1,0,1,v2,33914774
msimass list,1,0,1,v2,24313301
chipmunk,1,1,1,both,29392860
olecule dataset,1,0,1,v2,25591752
79:1928,1,1,0,spacy,25591752
single,1,0,1,v2,25591752
91:1941,1,1,0,spacy,25591752
enzyme kinetics for complex system enables accurate determination of specificity constants of numerous substrates,1,1,0,spacy,27852747
itunes,1,1,0,spacy,23396302
yeastgenome,1,1,1,both,23396302
feasible,1,0,1,v2,29392860
molecular universe knowledge base,1,0,1,v2,29392860
chemically,1,1,0,spacy,29392860
gard,1,1,0,spacy,23920611
sccs,1,0,1,v2,24117144
ordr,1,1,0,spacy,23920611
umls.<h4,1,1,0,spacy,23920611
redfly,1,1,0,spacy,34209769
mbca,1,1,0,spacy,32210925
database of aging and age related disorders,1,1,0,spacy,26836976
dbaard,1,1,1,both,26836976
related disorders,1,0,1,v2,26836976
agp,1,0,1,v2,26836976
http://genomeinformatics.dce.edu/dbaard/,1,1,0,spacy,26836976
atabase of aging and age related disorders,1,0,1,v2,26836976
single-molecule dataset,1,0,1,v2,25591752
smd,1,1,1,both,25591752
mem-adsvm,1,0,1,v2,27000774
roles of water in the protein matrix,1,1,0,spacy,28475332
australian phytoplankton database,1,1,1,both,27328409
caulobrowser,1,1,1,both,26476443
smap-hb,1,1,1,both,34635675
smap-hydroblocks,1,1,1,both,34635675
orca,1,1,0,spacy,31358873
orca-spot,1,0,1,v2,31358873
orchive,1,0,1,v2,31358873
ocp,1,1,0,spacy,32669600
an integrative resource for plant pathogen genomics,1,1,0,spacy,26476449
phytopath,1,1,1,both,26476449
blastkoala,1,0,1,v2,26476454
ghostkoala,1,0,1,v2,26476454
vnc,1,1,0,spacy,32931755
simbiotics,1,0,1,v2,28475309
fission yeast phenotype ontology,1,0,1,v2,23658422
sourceforge,1,1,0,spacy,23658422
fypo,1,1,1,both,23658422
towards development,1,1,0,spacy,34242495
global goals for sustainable development,1,1,0,spacy,34242495
transcription activator-like effector nucleases,1,1,0,spacy,28049346
oscar,1,1,0,spacy,34406339
cia,1,1,0,spacy,31030996
classrank,1,1,1,both,34111187
collaborative biocurator assistant task,1,1,0,spacy,27524807
gean,1,1,1,both,31850053
hvac,1,1,0,spacy,34045474
marine algicolous endophytic fungi - a promising drug resource of the era,1,1,0,spacy,28376612
ptmcode,1,1,1,both,25361965
adverse drug reaction classification system,1,1,1,both,25361966
http://bioinf.xmu.edu.cn/adrecs,1,1,0,spacy,25361966
adrecs,1,1,1,both,25361966
disembl,1,1,0,spacy,25361972
experimental protein-protein interactions,1,1,0,spacy,25361972
annotare,1,0,1,v2,25361974
complement genome annotation lift over using a weighted sequence alignment strategy,1,1,0,spacy,31850053
maizemine,1,1,1,both,33193550
pipe,1,1,1,both,27524807
maize genetics and genome database,1,1,1,both,33193550
biotcm-se,1,1,1,both,24772189
biotcm,1,1,0,spacy,24772189
parametrization of backbone flexibility in a coarse-grained force field for proteins,1,1,0,spacy,26574429
coarse,1,1,0,spacy,26574429
coffdrop,1,1,1,both,26574429
phytoseiidae database,1,1,0,spacy,24870500
open-source software for building connectomes using the cocomac anatomical database,1,1,0,spacy,24116839
cocotools,1,1,1,both,24116839
protein assembly by design,1,1,0,spacy,34405992
kvasir-capsule,1,1,1,both,34045470
mpo,1,1,0,spacy,32636445
ssc,1,1,0,spacy,32636445
illumina genome analyzer,1,1,0,spacy,22216218
msimass,1,0,1,v2,24313301
ncvardb,1,1,1,both,33258967
https://github.com/gardner-binflab/ncvardb,1,1,0,spacy,33258967
dutch digital pathology platform for exchange of whole-slide images for efficient teleconsultation,1,1,0,spacy,31194585
pathology,1,0,1,v2,31194585
picalculax,1,0,1,v2,28671456
improved prediction of isoelectric point for modified peptides,1,1,0,spacy,28671456
mpi bioinformatics toolkit,1,1,0,spacy,27131380
server to analyze biopolymers with lassos,1,1,0,spacy,27131383
lassoprot,1,1,1,both,27131383
cbng,1,1,0,spacy,21790201
mammal ncrna-disease repository,1,1,1,both,32833025
moisture,1,0,1,v2,34045448
amsr,1,1,0,spacy,34045448
nnsm,1,0,1,v2,34045448
data visualization and dissemination resource to support hiv prevention and care,1,1,0,spacy,33095177
aidsvu,1,0,1,v2,33095177
aidsvu.org,1,1,1,both,33095177
idsvu,1,0,1,v2,33095177
paers,1,1,1,both,31882773
bioinspired platform conjugated active drug delivery,1,1,0,spacy,27262485
cognoscente,1,1,1,both,23264875
screening platform for solid,1,0,1,v2,32439922
sapfluxnet,1,1,1,both,27885171
lvef,1,1,0,spacy,28606104
refsoil,1,0,1,v2,30834332
rise,1,1,1,both,30408350
predicting adverse drug-drug interactions,1,1,0,spacy,32308896
pcps,1,1,0,spacy,31555236
dxp,1,1,0,spacy,31555236
phototrophic platform organism,1,1,0,spacy,31555236
prokaryotic antiviral defense system,1,1,1,both,31620779
arsenal,1,0,1,v2,31620779
pads,1,0,1,v2,31620779
pads arsenal,1,0,1,v2,31620779
a repository of analysis-ready seizure signal data,1,1,0,spacy,32308908
seizurebank,1,1,1,both,32308908
pirarucu,1,1,0,spacy,29982381
primateai,1,1,0,spacy,32079540
cembio,1,1,1,both,32669368
collection of zoosporic eufungi at the university of michigan,1,1,0,spacy,33062585
collection of zoosporic eufungi at the,1,0,1,v2,33062585
czeum,1,1,1,both,33062585
of michigan,1,0,1,v2,33062585
tuning herg out,1,0,1,v2,24805060
membrane protein cryo-em,1,1,0,spacy,32112326
refsoil+,1,1,0,spacy,30834332
http://proteomeview.hupo.org.cn/pathppi/pathppi.html,1,1,0,spacy,25591449
quantitative imaging network,1,0,1,v2,24772218
inoh,1,1,0,spacy,25591449
qin,1,0,1,v2,24772218
digital imaging and communications in medicine,1,1,0,spacy,24772218
fhir owl,1,0,1,v2,32308861
personal genome project uk genomic report generator pipeline,1,1,0,spacy,33193602
snpedia,1,1,0,spacy,33193602
pgp-uk,1,1,0,spacy,33193602
https://lifebit.ai/cloudos,1,1,0,spacy,33193602
singularityhub,1,1,0,spacy,33193602
personalgenomes.org.uk/data,1,1,0,spacy,33193602
genomechronicler,1,1,1,both,33193602
u-limb,1,0,1,v2,34143875
igf1,1,1,0,spacy,30604932
wwii,1,1,0,spacy,25296528
sdv,1,1,0,spacy,26377875
pacsylite unified query,1,0,1,v2,23625364
pluq,1,0,1,v2,23625364
biological magnetic resonance bank,1,1,0,spacy,23625364
htqc,1,1,1,both,23363224
high-throughput quality control,1,0,1,v2,23363224
an integrated dataset of human pathways and protein-protein interactions,1,1,0,spacy,25591449
pathppi,1,1,1,both,25591449
peptide aptamer interference,1,1,0,spacy,23362456
apti,1,0,1,v2,23362456
tcm-id,1,1,0,spacy,23721660
jungfrau,1,0,1,v2,30275593
primerpairs,1,1,0,spacy,23197660
fdb-17,1,0,1,v2,28375006
genomic encyclopedia of bacteria,1,0,1,v2,30865376
biopyc,1,1,1,both,34502629
openvibe,1,1,0,spacy,34502629
tissueminer,1,1,1,both,27228153
a multiscale analysis toolkit to quantify how cellular processes create tissue dynamics,1,1,0,spacy,27228153
dx.doi.org/10.5883/ds-agrilus1,1,1,0,spacy,29784069
agrilus1,1,0,1,v2,29784069
detection of early epigenetic inheritance of mitochondrial stress in c. elegans with a microfluidic phenotyping platform,1,1,0,spacy,31848454
nanoj,1,1,1,both,33191949
efi,1,0,1,v2,31553576
nanoj-a,1,0,1,v2,33191949
squirrel,1,1,0,spacy,33191949
lsa,1,0,1,v2,24934416
latent semantic analysis,1,1,0,spacy,24934416
a comprehensive database for genes and mutations of intellectual disability related disorders,1,1,0,spacy,30144540
disability,1,0,1,v2,30144540
idgenetics,1,1,1,both,30144540
xna,1,1,0,spacy,31160351
atabrary,1,0,1,v2,26900512
funcprofinder,1,1,1,both,33257503
ecoarray,1,1,0,spacy,23197660
ecoblast,1,1,0,spacy,23197660
gvviz,1,1,1,both,34174938
nvdb,1,0,1,v2,23197657
fragmentation,1,1,0,spacy,24967073
text]:h,1,1,0,spacy,33159099
ev.,1,1,0,spacy,33159099
cody-lorentz approach was identified as the best method to describe the optical dispersion of the alloy,1,1,0,spacy,33159099
bioxpress,1,1,1,both,25819073
global proteome survey or gps,1,1,0,spacy,26703809
global proteome survey,1,0,1,v2,26703809
nplinker,1,1,1,both,33945539
rnapdbee,1,1,1,both,29718468
tuatinsecta,1,1,1,both,33060804
tuat,1,0,1,v2,33060804
physiome.jp,1,1,1,both,26441671
nmrfx processor,1,0,1,v2,27457481
frozen zoo,1,0,1,v2,32733138
fredy»,1,0,1,v2,32733141
fredy,1,1,0,spacy,32733141
«fungal records database of the northern west siberia»,1,0,1,v2,32733141
funws,1,1,1,both,32733141
ungal records database of yugra,1,0,1,v2,32733141
fungal records database of yugra,1,1,0,spacy,32733141
2020).<h4,1,1,0,spacy,32733141
ptac,1,0,1,v2,26867747
cgfp,1,1,0,spacy,31553576
aist,1,1,0,spacy,25753710
non-conventional yeastract,1,1,0,spacy,31586406
samt,1,1,1,both,33552471
etacyc,1,0,1,v2,31586394
cambridge protein trap consortium generated,1,1,0,spacy,25294944
https://figshare.com/s/6cdf8cf00793deab7ba6,1,1,0,spacy,31193185
figshare,1,0,1,v2,31193185
mspectraai,1,0,1,v2,33028193
glycobase,1,1,1,both,25753700
autogu,1,0,1,v2,25753700
histone antibody specificity database,1,1,1,both,26212453
pathoyeastract,1,1,1,both,31586406
ncyeastract,1,1,1,both,31586406
for2591 online repository,1,1,0,spacy,31488040
yeastract+,1,1,0,spacy,31586406
the ecm-protein knowledge database,1,1,0,spacy,31586405
ecm-protein knowledge database,1,0,1,v2,31586405
matrisomedb,1,1,1,both,31586405
biorel,1,1,1,both,33323106
towards large-scale biomedical relation extraction,1,1,0,spacy,33323106
pathway predictor,1,0,1,v2,25753708
resource for informatics of glycomes at soka,1,1,0,spacy,25753708
rings,1,0,1,v2,25753708
glycan pathway predictor tool,1,1,1,both,25753708
south australian macrobenthic traits,1,1,1,both,33552471
transcriptomes of 1000 bamboos,1,1,0,spacy,28637269
genome atlas of bamboo and rattan,1,1,1,both,28637269
gabr,1,0,1,v2,28637269
for2591,1,0,1,v2,31488040
atlas of cancer signalling networks,1,1,0,spacy,25688112
sampler,1,0,1,v2,31488049
genets,1,1,1,both,29915188
ocean protein portal,1,1,1,both,32897077
protein,1,0,1,v2,32897077
opp,1,1,1,both,32897077
national cancer informatics program,1,1,0,spacy,24934452
ncip,1,1,0,spacy,24934452
blosumr,1,0,1,v2,21624887
blastr,1,1,1,both,21624887
www.tcoffee.org/blastr.html,1,1,0,spacy,21624887
blastr--f,1,0,1,v2,21624887
cysteine protease database,1,0,1,v2,23001143
cysteine protease annotation database in leishmania species,1,1,0,spacy,23001143
cysteine protease for visceral leishmaniasis,1,1,0,spacy,23001143
cysteine protease annotation database,1,0,1,v2,23001143
database of plastid protein families,1,1,0,spacy,26114108
zn-mof-on-zr-mof,1,1,0,spacy,30308421
zn-mof-on-zr-mof-based aptasensor outperforms the zr-mof-on-zn-mof-based one,1,1,0,spacy,30308421
insight in adhesion protein sialylation and microgravity dependent cell adhesion-an omics network approach,1,1,0,spacy,32143440
biofrag,1,1,1,both,24967073
of alien mammals database,1,0,1,v2,34273183
global distribution of alien mammals database,1,1,0,spacy,34273183
uniformmu,1,1,1,both,31520508
iomes of australian soil environments,1,0,1,v2,27195106
0.914,1,1,0,spacy,34043624
dolphinnext,1,1,1,both,32306927
olphinnext,1,0,1,v2,32306927
a highly versatile transposon insertion resource for engineering drosophila melanogaster genes,1,1,0,spacy,21985007
minos-mediated integration cassette,1,0,1,v2,21985007
ev@lutil,1,0,1,v2,26179317
evalutil,1,1,1,both,26179317
odfm,1,0,1,v2,33879798
meta)transcriptome,1,1,0,spacy,33879798
insights into sex chromosome evolution and aging from the genome of a short-lived fish,1,1,0,spacy,26638077
distribution of alien mammals,1,1,1,both,34273183
gene co-expression network analysis identifies trait-related modules in arabidopsis thaliana,1,1,0,spacy,30701323
ajax,1,1,0,spacy,27227915
scaling vector graphic,1,1,0,spacy,27227915
a database of microbial volatiles,1,1,0,spacy,24311565
mvoc,1,1,1,both,24311565
causal agent of nectria canker of caneberry,1,1,0,spacy,31913742
smbp at,1,0,1,v2,29062930
line,1,0,1,v2,22181660
z,1,0,1,v2,22181660
killerred,1,1,0,spacy,22181660
biomes of australian soil environments soil microbial diversity database,1,1,0,spacy,27195106
biomes of australian soil environments,1,1,1,both,27195106
research-iq,1,1,1,both,21821150
openmods,1,0,1,v2,22116063
traditional chinese medicine information database,1,1,0,spacy,23721660
im,1,0,1,v2,23721660
him,1,1,1,both,23721660
latent feature decompositions for integrative analysis of multi-platform genomic data,1,1,0,spacy,26146492
rhepo,1,1,0,spacy,33420987
icief,1,0,1,v2,33420987
casual pathogen of,1,1,0,spacy,33683143
poolsnp,1,1,0,spacy,34469576
drosophila evolution over space and time,1,0,1,v2,34469576
drosophila evolution over space,1,0,1,v2,34469576
dest,1,0,1,v2,34469576
laci,1,1,0,spacy,24966856
gapr,1,1,0,spacy,24966856
atecloud,1,0,1,v2,23230155
gatecloud.net,1,1,1,both,23230155
net,1,0,1,v2,23230155
mhealthapps,1,0,1,v2,25786060
goat transcriptomic resource complements the large gene expression dataset we have generated for sheep and contributes to the available,1,1,0,spacy,31749840
genedb--a,1,0,1,v2,22116062
xenorhabdusbase,1,1,1,both,22116063
xanthusbase,1,1,1,both,22116063
zebrafish enhancer trap lines,1,0,1,v2,22181660
zetrap,1,1,1,both,22181660
zebrafish enhancer trap lines database,1,0,1,v2,22181660
eskitis,1,0,1,v2,24409958
international cotton genome initiative,1,1,0,spacy,34961276
icsdb,1,1,0,spacy,34830205
pickles,1,1,0,spacy,34830205
pooled in-vitro,1,1,0,spacy,34830205
crisp-view,1,1,0,spacy,34830205
ogt-pin,1,1,1,both,34502531
ogt,1,1,0,spacy,34502531
ogt protein interaction network,1,0,1,v2,34502531
ogt-protein interaction network,1,0,1,v2,34502531
review,1,1,0,spacy,32274309
chromosome-level genome assembly of the parasitoid wasp,1,1,0,spacy,34043785
https://doi.org/10.6084/m9.figshare.13010549,1,1,0,spacy,34043785
dxplain,1,0,1,v2,31029130
electronic health records for routine clinical use and regulatory aspects,1,1,0,spacy,26048401
complex emotion expression database,1,0,1,v2,32012179
complex emotion,1,1,0,spacy,32012179
ceed,1,1,1,both,32012179
ctb,1,1,1,both,24704918
chernobyl tissue bank,1,1,1,both,24704918
qtof,1,0,1,v2,31291294
dama,1,0,1,v2,34273183
the community database for cotton genomics,1,1,0,spacy,34961276
nature bank,1,0,1,v2,24409958
etrap,1,0,1,v2,22181660
mechanism for fair distribution of resources without payments,1,1,0,spacy,27227992
zebrafish enhancer trap,1,1,1,both,22181660
mir2go,1,0,1,v2,30963491
http://compbio.uthsc.edu/mirsnp,1,1,0,spacy,30963491
polymirts,1,1,1,both,30963491
somamir,1,1,1,both,30963491
http://compbio.uthsc.edu/somamir,1,1,0,spacy,30963491
atlas of mouse development by professor mathew kaufman,1,1,0,spacy,26015534
pb-kpred,1,0,1,v2,29161266
kpred,1,1,1,both,29161266
envision,1,0,1,v2,29226803
fmmdb,1,1,1,both,23951158
foxtail millet marker database,1,1,1,both,23951158
in</i,1,1,0,spacy,30766902
hernández-almeida et al,1,1,0,spacy,30766902
phi-square lexical competition database,1,0,1,v2,23754576
phi-lex,1,0,1,v2,23754576
s@home,1,0,1,v2,22640470
decision support at home,1,0,1,v2,22640470
nascan,1,0,1,v2,31029080
dnascan,1,1,1,both,31029080
fedor,1,1,1,both,27227992
jcggdb,1,1,1,both,25753710
jcgg,1,0,1,v2,25753710
inc,1,0,1,v2,23427990
eutils,1,1,0,spacy,22084255
cheminf,1,1,0,spacy,23657106
chembl-rdf,1,0,1,v2,23657106
gus,1,1,1,both,27785876
eumicrobedblite,1,1,1,both,27785876
eumicrobedblite-a,1,0,1,v2,27785876
genome annotator lite,1,1,0,spacy,27785876
genome unified schema,1,1,0,spacy,27785876
a lightweight genomic resource and analytic platform for draft oomycete genomes,1,1,0,spacy,27785876
global natural products social,1,1,0,spacy,29358742
varquest,1,0,1,v2,29358742
pubchem promiscuity,1,0,1,v2,22084255
beta</i>-carboline,1,1,0,spacy,33946338
easycloneyali,1,0,1,v2,33847981
http://datamining-iip.fudan.edu.cn/service/bmexpert/.,1,1,0,spacy,26671801
mining medline for finding experts in biomedical domains based on language model,1,1,0,spacy,26671801
bmexpert,1,1,1,both,26671801
transgeneomics,1,1,0,spacy,26475212
yomics,1,1,0,spacy,21920474
yomics™,1,0,1,v2,21920474
trnadb,1,1,0,spacy,27491037
trna-predict,1,0,1,v2,27491037
trnascan,1,0,1,v2,27491037
arabidopsis biological resource center,1,1,0,spacy,27490954
